GeneID	control	control	perturbed	perturbed
100287102	6	6	8	6
653635	607	574	484	474
102466751	7	5	1	4
107985730	0	1	0	0
100302278	0	0	0	0
645520	0	0	0	1
79501	0	0	1	0
100996442	25	24	24	24
729737	302	412	354	317
102725121	11	9	17	7
102723897	831	790	763	651
102465909	2	4	2	2
107985721	1	0	0	1
112268260	10	4	10	7
729759	0	1	0	0
100132287	145	205	140	156
105378947	1	1	2	1
101928626	0	1	0	0
113219467	3147	5172	4277	4356
81399	3	5	3	4
100133331	191	240	177	188
107984841	32	30	33	26
107984847	40	44	33	39
107984849	5	5	5	9
100288069	52	86	51	73
105378580	9	20	14	15
400728	13	5	5	10
79854	46	56	20	28
643837	446	470	462	431
107984850	0	0	0	0
284593	1	2	0	1
284600	4	13	7	15
100130417	2	0	3	0
107985728	0	0	0	2
148398	239	205	237	257
26155	3395	3153	3578	3583
339451	207	206	202	258
84069	55	35	33	37
84808	11	22	6	11
57801	660	655	1559	1481
9636	649	604	1080	1011
375790	6049	6406	9436	9683
100288175	39	44	66	57
112267874	6	5	7	10
105378948	29	44	51	53
401934	0	0	2	0
54991	444	383	305	349
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	6	1	1	0
7293	0	2	0	2
51150	3572	3226	3407	3640
126792	815	807	676	770
388581	4	10	14	6
118424	2506	2557	2555	2767
101928895	47	60	77	53
6339	128	143	182	130
116983	591	641	807	824
102465434	0	0	0	0
109623456	1	1	3	1
126789	680	627	707	763
54973	3348	3137	3406	3236
102465435	1	4	4	2
80772	972	942	946	947
83756	10	17	14	16
1855	2238	2053	2633	2694
102466740	1	1	3	2
54587	310	380	410	398
54998	2180	2041	2372	2459
81669	1794	2371	1332	1481
148413	663	760	614	648
55052	1095	1046	1125	1313
107984868	0	0	1	0
441869	0	2	2	0
105378585	0	0	0	0
643965	2	0	2	0
102724312	0	0	1	2
107985729	4	0	1	4
64856	297	283	275	213
219293	75	84	73	78
83858	892	919	698	775
55210	2273	2086	2160	2416
339453	3	2	5	5
29101	3872	3608	3932	3847
643988	1973	1968	1862	2080
105378586	112	100	123	104
142678	985	980	1059	910
8510	804	662	777	761
984	1844	1780	1889	1934
728661	2502	2799	2409	2480
8511	598	539	598	589
728642	903	1008	896	1006
9906	726	812	696	677
112268218	158	164	162	157
65220	1786	1826	2041	2097
2782	19475	19591	22488	22475
105378949	7	12	3	10
163688	2	0	4	0
339456	104	75	103	96
85452	31	51	70	39
107984872	0	1	0	2
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	2
5590	1267	1245	1434	1502
100506504	33	39	34	29
199990	1508	1322	1446	1485
112268219	38	48	33	51
105378593	3	0	0	0
6497	2294	2439	1887	1999
79906	157	189	181	210
100129534	42	62	67	64
11079	3116	3047	3243	3221
5192	700	723	696	769
9651	12	7	12	17
55229	855	835	897	892
388585	6	4	0	2
115110	33	20	15	15
8764	95	105	84	45
100996583	0	0	0	0
127281	1236	1308	1309	1201
79258	136	150	141	120
105378597	0	0	2	0
100287898	4	2	2	2
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	4	11	4	1
63976	177	171	161	147
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	23	18	22	50
27237	569	492	665	644
1953	580	691	684	785
105378608	4	0	2	0
693135	0	0	0	0
105378607	0	0	0	0
127262	2137	2327	2907	2607
49856	744	627	714	651
7161	345	356	257	252
105378610	0	2	0	1
105378609	0	0	0	0
57212	897	899	889	904
148870	8	3	9	4
388588	42	50	52	26
57470	1541	1487	1498	1511
9731	1509	1451	1743	1753
1677	158	167	181	200
107984910	14	17	2	12
339448	837	864	923	980
100133612	2	2	2	2
728716	0	0	0	0
105376672	0	2	0	0
105376673	0	0	0	0
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	2	0	4
55966	445	486	121	199
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	2	0	0
261734	435	496	629	602
8514	799	703	1125	1063
26038	14	29	8	8
105376687	0	2	4	0
6146	14542	14765	14059	14291
107985733	148	160	185	143
102724450	18	19	27	14
388591	513	687	514	586
23463	5140	4905	5164	5184
148645	116	130	106	99
390992	0	0	0	0
387509	459	419	579	395
11332	2696	2512	2782	2934
54626	8	7	11	11
83715	44	59	54	61
100422975	0	0	0	0
8718	64	69	65	51
57449	568	568	728	766
79707	864	890	842	935
80835	1	2	2	6
107984912	1	0	0	0
3104	456	428	380	374
9903	594	675	639	698
107984913	3	1	8	2
148479	1235	1299	1419	1331
90326	1035	942	941	974
55735	2717	2566	2527	2836
100505887	0	0	0	0
110841581	5	2	4	10
23261	1422	1457	1511	1531
105376692	0	0	0	0
102725193	0	1	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	14	17	14	8
9341	4269	4567	4501	4551
8863	332	343	234	284
10911	6	3	4	3
3604	121	140	108	78
11315	3539	3337	3655	3860
54206	2449	2341	2358	2410
107984915	0	0	0	2
102724539	0	0	0	0
105376695	0	0	0	0
50651	2	3	7	6
473	2971	2924	2343	2615
102724552	0	0	0	0
106632271	0	0	0	0
2023	74808	73072	64354	65761
102465436	5	5	5	5
100505975	38	34	41	18
112268261	0	0	0	0
765	0	0	0	0
155184	0	0	2	2
6518	2	2	2	0
80045	119	144	194	194
106614088	25	24	19	9
407040	0	0	0	0
102724571	1	6	8	7
9563	1138	1204	1337	1357
80176	705	734	715	786
100506022	6	8	10	15
84275	720	632	617	694
199953	1004	1038	910	975
107985734	24	20	26	31
105376712	0	0	0	0
5293	1669	1625	1685	1825
644997	0	0	0	0
101929074	56	64	84	85
22883	11471	11407	11737	12122
56998	341	325	473	451
105376717	25	18	19	14
84328	745	802	945	925
64802	539	475	610	613
113391335	0	0	0	0
100847055	2	0	0	0
116362	685	647	408	421
10277	4094	4018	4125	4125
23095	4149	4071	4791	5100
105376725	2	0	4	0
5226	6458	6228	7144	6978
100526739	210	223	217	236
378708	220	247	222	222
1325	25	25	31	33
1676	6889	6606	7033	7194
5195	1423	1329	1477	1503
54897	392	325	392	434
105376733	0	0	0	0
105376735	0	0	0	0
148345	2	1	0	0
23435	6598	6748	6007	6222
10747	43	59	25	34
6723	2706	2461	2315	3119
5394	4946	4983	4319	4800
105376736	76	72	57	84
2475	4162	3934	4167	4690
100873935	32	41	48	43
10218	2	8	14	24
29914	663	664	613	689
105376737	0	0	0	0
105376739	0	0	0	1
105376740	1	0	0	0
57540	7	7	5	8
112268221	1	0	1	0
101929181	0	0	0	0
26232	142	132	245	187
93611	394	373	353	286
26270	249	248	395	344
10459	2057	1750	2072	2162
374946	0	4	0	5
57085	1548	1582	1716	1656
284498	214	144	229	189
102724659	1	0	0	0
4524	931	832	1028	891
1185	1035	1070	675	695
100379251	116	128	76	85
4878	5	6	7	8
4879	2	0	2	4
26829	0	0	0	2
90231	1479	1504	1526	1586
5351	3645	3756	3543	3284
9927	4603	4005	5078	5322
60672	753	778	838	820
102466982	1	0	1	0
943	22	16	4	14
102465836	0	0	0	0
7133	0	2	2	1
100616438	0	0	0	0
107984917	0	0	0	0
55187	2182	2354	2309	2315
677885	3	2	4	2
105376744	2	2	0	0
9249	758	815	480	252
102466722	2	1	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	0	0	0	0
390999	0	0	0	0
65121	0	0	0	0
105376745	0	0	0	0
440560	0	0	0	0
343069	0	1	0	0
65122	0	0	0	0
400735	0	0	0	0
343071	0	0	0	0
441871	0	0	0	0
440561	0	0	0	2
101929983	0	0	0	0
649330	0	0	0	1
441873	0	0	0	0
649324	0	0	0	0
440563	0	0	0	0
645354	0	0	0	0
645359	0	0	0	0
101060301	0	1	0	0
343070	0	0	0	0
400736	0	0	0	0
391003	0	0	0	0
343068	0	0	0	0
391002	0	0	0	0
645382	0	0	0	0
653619	0	0	0	0
729528	0	0	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	4	2	0	0
102724856	0	0	0	0
107984918	0	0	0	0
10630	661	634	499	556
107984919	0	0	0	0
105378612	0	0	0	0
105376756	0	0	0	0
7799	1102	1155	1117	1235
23254	2405	2613	2131	2084
107985467	0	0	0	0
107985468	0	0	0	0
105376762	0	0	0	0
105376759	0	0	0	0
107985469	0	0	0	0
200197	52	52	39	24
55092	786	749	769	763
727684	0	0	0	2
114827	77	69	92	77
101927417	11	9	7	11
101927441	16	4	6	8
79180	2058	2074	1891	1999
11330	0	0	0	2
63036	0	0	0	0
105376767	0	0	0	2
51032	6	3	9	11
842	308	235	315	293
23341	791	806	912	828
107397391	0	0	0	0
79814	189	183	225	260
84301	1131	1158	1268	1259
6248	220	244	220	253
23207	4403	4573	4885	4712
284723	39	28	39	31
110806303	38	28	33	31
388595	3	2	0	2
54751	1850	1770	2221	2024
440567	147	130	173	140
729614	91	110	90	112
23013	6785	7313	6694	6658
7709	1240	1233	1158	1223
149563	0	0	0	0
27129	0	0	0	0
1187	3	5	7	3
1188	248	276	290	324
348487	301	316	478	444
1969	5234	4660	4716	5509
101927479	40	29	29	37
128272	600	532	555	495
101927546	29	51	27	47
79363	68	72	85	72
54455	1344	1172	1375	1378
26099	3318	3352	3116	3336
374955	1967	1964	1888	1954
55707	2777	2577	2462	2387
107984921	94	104	80	82
114819	103	126	81	115
26871	0	0	1	0
107985757	0	0	0	0
100132147	28	17	31	39
107985758	6	2	3	5
7195	0	0	0	0
55672	952	1011	1054	1148
105376794	487	701	418	470
84809	318	383	282	353
11209	14	24	3	21
107985736	0	3	2	1
26869	2	0	0	0
107985759	0	0	0	0
284729	4	3	2	8
100189045	0	0	0	0
6060	2	0	1	0
11223	2	7	6	4
100500876	0	0	0	0
100189298	0	0	0	0
112267871	71	99	97	95
7193	8	12	8	8
100189183	0	0	0	0
105376805	333	280	339	297
791226	1	1	0	0
26870	0	0	0	0
9696	258	237	362	328
4237	663	650	711	638
105376806	95	110	102	87
23400	2008	2016	3278	3165
6390	4046	4032	4661	4490
