GeneID	control	control	perturbed	perturbed
100287102	6	6	6	7
653635	607	574	547	534
102466751	7	5	1	4
107985730	0	1	0	0
100302278	0	0	0	0
645520	0	0	1	0
79501	0	0	0	0
100996442	25	24	22	27
729737	302	412	302	306
102725121	11	9	14	11
102723897	831	790	687	703
102465909	2	4	2	3
107985721	1	0	3	0
112268260	10	4	12	12
729759	0	1	1	0
100132287	145	205	177	140
105378947	1	1	2	1
101928626	0	1	0	0
113219467	3147	5172	3526	4063
81399	3	5	4	3
100133331	191	240	191	191
107984841	32	30	30	32
107984847	40	44	42	38
107984849	5	5	6	8
100288069	52	86	81	65
105378580	9	20	19	11
400728	13	5	7	5
79854	46	56	41	23
643837	446	470	467	497
107984850	0	0	2	0
284593	1	2	2	1
284600	4	13	9	4
100130417	2	0	6	0
107985728	0	0	0	0
148398	239	205	255	242
26155	3395	3153	3750	3633
339451	207	206	200	203
84069	55	35	34	23
84808	11	22	10	6
57801	660	655	1457	1440
9636	649	604	1107	976
375790	6049	6406	8401	8978
100288175	39	44	73	40
112267874	6	5	11	8
105378948	29	44	60	39
401934	0	0	0	0
54991	444	383	398	349
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	6	1	1	7
7293	0	2	0	2
51150	3572	3226	3578	3686
126792	815	807	794	733
388581	4	10	11	4
118424	2506	2557	2525	2542
101928895	47	60	58	50
6339	128	143	144	132
116983	591	641	765	807
102465434	0	0	0	0
109623456	1	1	1	0
126789	680	627	748	724
54973	3348	3137	3596	3719
102465435	1	4	3	4
80772	972	942	842	907
83756	10	17	23	20
1855	2238	2053	2600	2721
102466740	1	1	1	1
54587	310	380	393	444
54998	2180	2041	2464	2502
81669	1794	2371	1406	1396
148413	663	760	720	623
55052	1095	1046	1297	1279
107984868	0	0	4	2
441869	0	2	0	0
105378585	0	0	0	0
643965	2	0	3	0
102724312	0	0	2	2
107985729	4	0	0	0
64856	297	283	253	240
219293	75	84	79	86
83858	892	919	786	787
55210	2273	2086	2284	2658
339453	3	2	6	5
29101	3872	3608	3959	3951
643988	1973	1968	2080	2102
105378586	112	100	109	118
142678	985	980	1018	864
8510	804	662	816	794
984	1844	1780	1778	2023
728661	2502	2799	2600	2389
8511	598	539	634	640
728642	903	1008	933	974
9906	726	812	748	737
112268218	158	164	162	157
65220	1786	1826	2214	2182
2782	19475	19591	23830	23188
105378949	7	12	9	6
163688	2	0	1	2
339456	104	75	92	106
85452	31	51	48	43
107984872	0	1	0	0
105378589	0	0	2	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	2
5590	1267	1245	1477	1479
100506504	33	39	29	58
199990	1508	1322	1456	1562
112268219	38	48	33	48
105378593	3	0	0	0
