GeneID	control	control	perturbed	perturbed
100287102	5	3	4	5
653635	823	645	724	710
102466751	32	26	31	23
107985730	0	0	0	0
100302278	0	0	0	0
645520	1	1	1	1
79501	0	0	0	1
100996442	145	106	120	106
729737	1595	1266	1152	1101
102725121	8	5	6	4
102723897	984	717	914	851
102465909	29	17	18	13
107985721	1	0	0	0
112268260	20	14	29	31
729759	0	0	1	0
100132287	647	491	463	430
105378947	4	2	5	7
101928626	0	0	0	0
113219467	1379	927	2433	2007
81399	6	7	11	9
100133331	445	338	326	297
107984841	112	69	94	85
107984847	174	93	102	99
107984849	52	19	40	29
100288069	117	91	97	72
105378580	27	28	41	23
400728	13	10	16	13
79854	25	11	21	20
643837	379	311	249	222
107984850	0	1	0	2
284593	2	2	7	3
284600	22	5	26	23
100130417	3	3	5	2
107985728	13	7	5	1
148398	303	179	392	359
26155	3618	2550	6329	5994
339451	592	467	683	600
84069	158	131	366	374
84808	34	21	35	50
57801	396	297	190	131
9636	2953	2318	1991	1930
375790	30468	21150	33645	30891
100288175	255	209	271	231
112267874	48	32	59	53
105378948	196	139	159	156
401934	5	1	5	5
54991	474	305	809	664
254099	1	0	0	0
406984	3	1	11	4
406983	7	3	7	4
554210	1	2	7	7
100506376	0	0	0	0
254173	1	0	2	0
8784	2	0	0	0
7293	2	2	3	0
51150	4380	3102	6973	6346
126792	996	702	1400	1245
388581	15	19	6	7
118424	2353	1666	2072	1859
101928895	173	113	115	107
6339	408	302	300	296
116983	767	621	1563	1427
102465434	1	1	2	0
109623456	7	6	21	17
126789	433	378	680	640
54973	2609	2005	2822	2594
102465435	5	7	17	9
80772	984	714	1699	1550
83756	94	92	196	185
1855	5520	3934	4952	4324
102466740	1	4	4	4
54587	91	72	120	100
54998	2447	1711	2757	2445
81669	2154	1600	2323	2207
148413	431	333	628	577
55052	905	726	1551	1448
107984868	3	2	1	0
441869	2	3	0	1
105378585	0	0	2	0
643965	0	1	0	0
102724312	25	22	8	6
107985729	19	15	4	3
64856	1009	782	1104	999
219293	47	56	105	102
83858	1034	816	2787	2433
55210	1507	1024	2224	2067
339453	13	13	6	3
29101	2687	2014	3424	3305
643988	228	153	257	214
105378586	18	13	23	22
142678	1799	1276	1706	1603
8510	59	34	60	57
984	2162	1531	2187	1889
728661	3925	2711	2651	2499
8511	15	11	22	25
728642	1454	1086	1496	1350
9906	1094	739	744	664
112268218	187	148	156	153
65220	2381	1868	2111	1918
2782	16930	13031	15568	14684
105378949	6	14	33	14
163688	6	8	5	7
339456	59	55	41	35
85452	0	0	0	1
107984872	0	2	0	0
105378589	0	1	0	0
2563	1	1	2	0
105378590	0	0	0	0
105378591	1	1	1	1
5590	1329	1048	1474	1387
100506504	100	52	90	102
199990	1089	822	1176	989
112268219	93	75	127	120
105378593	11	3	9	13
6497	3039	2141	3822	3486
79906	169	107	197	155
100129534	43	37	56	39
11079	3256	2535	4191	3822
5192	932	703	1083	962
9651	53	31	82	48
55229	856	615	835	803
388585	0	0	0	0
115110	104	104	155	138
8764	375	282	438	469
100996583	1	0	4	4
127281	1143	898	1942	1671
79258	147	118	227	212
105378597	0	0	0	0
100287898	9	10	16	7
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	5	6	0	0
100422968	0	0	0	0
105378606	1	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	1	0	0	0
27237	186	169	123	128
1953	1052	825	1060	880
105378608	1	0	0	0
693135	0	0	0	0
105378607	0	0	0	0
127262	1418	1000	3650	3312
49856	696	513	612	578
7161	57	46	62	60
105378610	1	1	2	2
105378609	0	0	0	0
57212	85	76	16	24
148870	0	0	1	0
388588	52	49	21	21
57470	2021	1410	1946	1849
9731	1389	991	1444	1353
1677	121	103	162	123
107984910	6	7	9	7
339448	533	431	856	762
100133612	10	13	40	38
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	4	1
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	2	0
261734	551	441	732	656
8514	1264	981	742	732
26038	23	18	5	8
105376687	1	0	0	0
6146	8048	6324	7830	7235
107985733	71	59	90	50
102724450	13	13	13	18
388591	398	279	781	736
23463	4922	3777	7508	6586
148645	15	14	20	11
390992	0	1	3	1
387509	718	551	723	692
11332	2575	1931	2299	2113
54626	26	16	30	32
83715	29	24	20	17
100422975	0	0	0	0
8718	170	121	117	117
57449	875	630	606	512
79707	822	631	1317	1253
80835	1	2	0	1
107984912	0	0	0	0
3104	354	306	320	314
9903	1231	964	3029	2830
107984913	9	11	8	10
148479	955	711	559	504
90326	884	710	951	866
55735	1883	1473	2860	2749
100505887	0	0	0	0
110841581	4	2	4	1
23261	759	567	640	609
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	3	2	0	1
9341	4582	3539	6590	6152
8863	475	350	455	439
10911	13	14	5	10
3604	1330	1035	1477	1483
11315	4991	3778	4493	4394
54206	8386	6235	20207	18235
107984915	3	1	3	6
102724539	7	7	13	8
105376695	0	0	0	0
50651	72	57	37	28
473	1758	1393	1796	1679
102724552	5	1	0	2
106632271	0	0	0	0
2023	71495	54167	98147	91956
102465436	4	3	10	7
100505975	15	10	31	14
112268261	0	0	0	0
765	0	1	2	2
155184	0	0	0	0
6518	9	5	6	5
80045	1181	849	1995	1835
106614088	21	13	6	4
407040	0	1	0	0
102724571	4	3	1	0
9563	6248	4666	4854	4493
80176	788	572	1024	905
100506022	11	5	11	7
84275	648	439	594	548
199953	623	536	943	922
107985734	23	23	25	24
105376712	0	0	0	0
5293	3121	2479	2316	2086
644997	0	1	0	0
101929074	16	4	1	1
22883	7205	5391	9761	9150
56998	1380	1031	954	910
105376717	70	47	63	65
84328	1530	1224	1464	1329
64802	564	462	532	490
113391335	1	2	0	3
100847055	2	0	0	2
116362	0	1	0	0
10277	2119	1590	2240	2129
23095	3087	2301	3150	2950
105376725	5	0	4	3
5226	4918	3646	4686	4371
100526739	166	114	156	158
378708	192	137	174	176
1325	10	6	6	10
1676	2718	1982	1119	1038
5195	803	614	898	807
54897	242	177	282	257
105376733	0	0	0	0
105376735	0	0	0	0
148345	6	4	0	0
23435	4597	3438	6087	5511
10747	30	13	35	18
6723	2075	1578	3508	3390
5394	2746	1924	3117	2928
105376736	108	52	115	113
2475	4132	3331	4676	4490
100873935	52	52	73	72
10218	3	7	2	0
29914	926	746	1385	1305
105376737	0	0	0	0
105376739	0	0	0	0
105376740	1	0	1	1
57540	12	6	2	4
112268221	1	0	1	0
101929181	0	1	0	1
26232	692	482	209	187
93611	525	404	456	398
26270	210	162	175	192
10459	1452	1127	1103	1100
374946	55	37	22	26
57085	1885	1420	1984	1940
284498	245	174	175	164
102724659	0	0	0	0
4524	968	761	797	824
1185	1067	822	672	648
100379251	131	120	113	124
4878	21	17	32	43
4879	2	4	0	0
26829	6	5	5	6
90231	2489	1871	3869	3475
5351	6289	4627	8734	8257
9927	6408	4805	6204	5785
60672	838	593	874	884
102466982	1	1	2	2
943	12	3	15	7
102465836	8	9	13	7
7133	1189	940	1306	1133
100616438	1	0	0	0
107984917	0	6	0	0
55187	2899	2241	2680	2510
677885	2	1	3	1
105376744	0	0	1	0
9249	163	139	57	48
102466722	0	0	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	1	0	0	0
390999	0	0	0	0
65121	1	0	0	0
105376745	0	0	0	0
440560	0	0	0	0
343069	1	1	1	0
65122	0	0	0	0
400735	0	0	0	0
343071	0	0	0	0
441871	0	0	0	0
440561	0	0	0	0
101929983	0	0	0	0
649330	0	0	0	0
441873	0	0	0	0
649324	0	0	0	0
440563	1	1	0	1
645354	0	0	0	0
645359	0	0	0	0
101060301	1	1	0	1
343070	0	0	0	0
400736	0	0	0	0
391003	0	0	0	0
343068	0	0	0	0
391002	0	0	0	0
645382	0	0	0	0
653619	0	0	0	0
729528	0	0	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	0	0	0	0
102724856	0	0	0	0
107984918	0	0	0	0
10630	0	0	0	0
107984919	0	0	0	0
105378612	0	0	0	0
105376756	1	0	0	0
7799	740	551	968	912
23254	881	639	891	828
107985467	0	1	0	2
107985468	0	0	0	0
105376762	0	1	0	1
105376759	2	5	1	1
107985469	0	1	0	0
200197	30	29	29	30
55092	642	529	728	721
727684	6	5	6	0
114827	27	28	18	8
101927417	10	6	2	3
101927441	19	22	48	45
79180	4118	2952	8740	8008
11330	7	1	2	4
63036	0	0	0	0
105376767	1	1	0	0
51032	11	4	7	6
842	509	384	792	762
23341	1008	729	2061	1888
107397391	0	0	0	0
79814	289	204	469	462
84301	1293	1000	1400	1310
6248	250	167	369	360
23207	4243	3141	4087	3850
284723	14	11	25	19
110806303	5	2	3	1
388595	1	1	0	0
54751	1710	1332	922	857
440567	496	432	478	437
729614	94	60	70	75
23013	3265	2446	3968	3739
7709	1089	830	1069	970
149563	0	1	0	0
27129	2	1	1	4
1187	1	1	0	0
1188	1	0	0	0
348487	11	10	0	0
1969	15556	11202	15185	14201
101927479	146	93	173	153
128272	321	218	217	220
101927546	90	69	85	105
79363	64	67	107	71
54455	817	615	703	607
26099	3248	2423	4008	3671
374955	1771	1312	1849	1772
55707	3833	3111	6626	6351
107984921	25	12	15	14
114819	91	68	101	102
26871	13	18	323	149
107985757	0	0	0	0
100132147	3	1	1	0
107985758	0	0	0	0
7195	0	0	0	0
55672	1338	1080	1794	1721
105376794	508	356	636	587
84809	378	240	388	350
11209	20	26	21	11
107985736	3	3	3	1
26869	11	17	311	137
107985759	0	0	0	0
284729	0	0	0	0
100189045	0	0	0	0
6060	5	4	67	38
11223	4	5	4	3
100500876	0	0	0	0
100189298	0	0	0	0
112267871	7	6	3	0
7193	0	1	0	0
100189183	0	0	0	0
105376805	51	43	30	51
791226	0	0	0	0
26870	4	5	53	31
9696	654	445	596	548
4237	452	280	133	106
105376806	105	57	34	31
23400	5167	3840	7921	7464
6390	2786	2087	2868	2589
11240	16	7	0	1
105376808	0	0	0	0
400743	133	87	73	64
29943	103	81	36	34
51702	74	83	9	16
100616188	1	0	0	0
23569	7	8	5	4
353238	0	0	0	0
55920	5749	4542	4807	4453
55160	1106	826	837	773
107984028	0	0	0	0
81569	4	0	0	2
105376809	0	0	0	0
105376812	0	0	0	0
101927876	0	0	0	0
84966	0	0	0	0
105376814	0	0	0	0
127707	0	0	0	0
5081	0	0	0	0
80834	0	0	0	0
8659	366	281	376	326
100616120	0	0	0	0
100302276	0	0	0	0
126917	1381	1115	2573	2360
105376815	0	3	1	2
23352	17755	14000	17430	16138
101927895	169	131	269	262
23065	4231	3224	7065	6666
51154	1689	1393	2559	2337
246181	10	16	9	9
22977	8	10	6	5
100506730	110	76	23	15
8574	1712	1270	1571	1531
54896	1065	797	1193	1147
832	4467	3345	6299	5805
105376819	0	0	0	0
105376818	0	0	0	0
105376817	0	0	0	0
105378614	0	0	1	0
440574	1496	1171	1976	1946
100532736	1337	1018	2516	2393
644068	10	13	21	12
4681	827	659	1835	1744
3362	7	1	1	2
255104	798	618	760	703
54546	0	0	0	0
105376823	2	2	1	1
23252	562	382	422	303
30814	0	0	0	0
5320	0	0	0	1
5322	0	0	0	0
26279	2	0	0	0
64600	0	0	0	0
391013	0	2	0	0
127733	7	5	0	0
101928017	0	0	0	0
105376825	0	0	0	0
105376826	0	0	0	0
105376827	0	0	0	0
105376828	0	0	0	0
127731	4	2	1	0
339505	0	0	2	1
55450	721	483	686	643
79594	1660	1274	3360	3168
163933	0	0	0	0
978	2927	2161	2100	2001
65018	3760	2745	4396	3957
102464833	179	137	227	174
100861548	2702	1946	2985	2814
1650	7820	5833	8441	7453
57576	67	52	55	40
400745	710	522	1190	1147
112268222	1060	792	664	607
50809	5403	4295	3936	3570
8672	5378	4213	3942	3603
105376830	8	2	2	1
105376829	7	5	3	5
100302155	0	0	0	0
1889	11149	8223	20148	19249
100506801	10	8	19	11
105376832	0	0	0	0
84224	1016	830	779	757
249	1	1	2	0
105376834	0	0	0	0
5909	158	104	108	129
84196	2774	2095	2653	2510
401944	1736	1346	760	747
3339	29697	22288	12053	11305
23436	0	0	0	0
10136	0	0	0	0
101928043	4	3	7	3
29092	323	274	177	181
112268223	22	24	70	53
998	6258	4879	16720	15321
54361	13	13	27	28
105376845	4	2	6	6
105376850	4	0	3	1
