GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	5	4	3	4	5	3
653635	583	553	559	658	682	561
102466751	9	10	12	20	13	9
107985730	0	1	0	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	29	29	25	34	32	29
729737	164	162	151	146	135	101
102725121	2	1	1	1	2	2
102723897	656	615	647	769	776	700
102465909	9	5	9	8	9	7
107985721	1	1	1	2	0	0
112268260	6	6	7	8	6	5
729759	0	0	0	0	0	0
100132287	162	143	152	151	133	93
105378947	4	2	4	1	1	1
101928626	0	2	0	0	1	0
113219467	1485	1387	1697	1458	2731	1273
81399	3	2	1	3	1	2
100133331	149	140	169	165	144	88
107984841	41	44	36	40	22	21
107984847	40	40	48	37	20	18
107984849	8	14	11	8	5	5
100288069	37	40	33	35	18	15
105378580	7	7	13	7	5	8
400728	3	3	8	3	10	4
79854	59	54	39	49	41	36
643837	277	281	247	312	310	267
107984850	1	0	1	0	1	3
284593	2	3	3	2	1	2
284600	1	0	0	2	0	1
100130417	0	0	0	1	1	0
107985728	0	1	1	0	0	0
148398	306	254	263	373	406	332
26155	4589	3835	3934	5585	4768	4844
339451	530	491	454	680	662	630
84069	70	93	102	82	64	69
84808	47	49	49	40	53	20
57801	1579	1218	1262	1293	1165	1096
9636	37645	27001	23953	33245	22432	24072
375790	15312	14545	16923	19457	15549	14156
100288175	28	25	14	32	23	27
112267874	1	1	2	2	6	3
105378948	15	17	13	35	25	23
401934	1	0	0	1	0	1
54991	502	385	504	618	581	592
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	1	0	0	0	0	0
8784	0	2	3	0	2	0
7293	29	24	20	34	23	22
51150	11976	10744	12052	15224	14416	13985
126792	1239	1042	1225	1863	2197	2086
388581	35	41	32	18	42	33
118424	2810	2376	2438	3396	3697	3361
101928895	26	14	20	12	17	11
6339	66	49	76	66	56	29
116983	1138	1105	1139	1246	1552	1218
102465434	1	1	0	2	2	0
109623456	2	4	3	4	5	3
126789	549	466	472	766	825	705
54973	2404	2071	2348	2931	2778	2316
102465435	12	10	17	13	18	8
80772	1004	888	1008	1213	1385	1161
83756	29	21	22	19	27	13
1855	1283	1136	1276	1666	1672	1461
102466740	2	1	5	2	2	0
54587	15	18	11	29	43	17
54998	3080	2274	2614	3646	4407	3946
81669	4543	4156	4712	4792	5224	4162
148413	781	637	689	868	1010	870
55052	1677	1268	1349	1950	2545	1974
107984868	1	0	0	0	0	0
441869	0	0	2	5	0	3
105378585	0	0	0	1	0	0
643965	0	0	0	0	0	0
102724312	1	0	4	1	0	1
107985729	0	0	1	1	0	3
64856	72	56	73	89	71	93
219293	203	145	134	193	162	157
83858	3103	2617	2342	3370	3247	3096
55210	2529	2245	2131	2909	2717	2517
339453	51	57	64	81	90	70
29101	3185	2800	3127	4018	4142	4275
643988	46	50	44	76	90	88
105378586	3	5	7	4	6	7
142678	1107	986	1093	1235	1432	1208
8510	55	42	47	64	78	55
984	2307	2205	2284	2979	2797	2400
728661	2522	2569	3143	3217	3054	2664
8511	5	4	4	4	9	4
728642	1825	1793	1702	2155	2216	1811
9906	951	992	1175	1141	1284	994
112268218	196	175	167	241	287	208
65220	3042	2574	2892	3739	3276	3059
2782	16159	14594	16045	20975	18027	17440
105378949	39	35	35	51	36	52
163688	3	3	0	1	2	0
339456	8	8	12	19	25	8
85452	2	0	0	2	1	0
107984872	2	0	0	0	0	0
105378589	0	0	0	1	0	0
2563	0	0	0	0	0	1
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	82	57	69	66	79	67
100506504	3	5	10	5	2	9
199990	1078	863	891	1138	1535	1237
112268219	138	112	116	142	185	141
105378593	5	5	5	5	2	0
6497	2952	2837	2916	3683	2765	2868
79906	120	144	129	109	134	87
100129534	24	20	13	12	21	12
11079	3969	3474	3927	4794	5224	4607
5192	969	926	1018	1178	1146	1133
9651	35	38	36	49	34	38
55229	1000	865	794	1264	1071	982
388585	0	0	0	0	0	0
115110	177	148	182	152	158	151
8764	1108	981	1079	1064	1185	917
100996583	7	8	4	6	8	4
127281	1924	1707	1854	2130	1873	1818
79258	289	267	274	306	305	304
105378597	0	0	0	0	0	0
100287898	7	3	6	7	15	6
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	0	0	2	0
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	1	3	0	1	0
27237	22	10	9	15	4	11
1953	1979	1905	2242	2216	2272	1882
105378608	0	0	0	0	0	0
693135	0	1	0	0	0	0
105378607	0	0	0	0	0	0
127262	2643	2344	2465	2329	2319	2024
49856	582	532	534	696	690	660
7161	4	1	8	8	13	4
105378610	0	0	0	1	0	0
105378609	0	0	0	0	0	0
57212	893	726	912	984	976	906
148870	1	0	1	0	0	2
388588	10	1	3	7	9	0
57470	2098	1706	1792	2538	2141	2323
9731	1244	1119	1237	1497	1289	1191
1677	211	204	196	284	249	221
107984910	26	14	16	13	19	14
339448	678	664	663	754	738	686
100133612	7	11	10	14	18	5
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	2	0
55966	0	0	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	489	444	469	596	535	460
8514	63	60	72	141	99	91
26038	32	32	26	28	24	32
105376687	0	0	0	1	0	0
6146	7490	6308	7172	8667	11647	9167
107985733	43	49	51	54	61	61
102724450	1	2	6	9	3	2
388591	59	73	62	83	71	74
23463	3758	3237	3443	5071	3576	4050
148645	3	1	0	0	3	3
390992	0	0	0	0	0	0
387509	96	89	118	149	119	105
11332	2730	2339	2402	3082	2715	2523
54626	595	500	532	526	456	509
83715	67	76	74	72	103	54
100422975	0	0	0	0	0	0
8718	917	897	939	863	1404	859
57449	2862	2851	3333	3179	3392	2582
79707	815	659	715	851	771	765
80835	1	3	0	0	1	1
107984912	0	0	0	0	0	0
3104	509	405	408	456	485	402
9903	5594	4827	3658	4456	2436	3428
107984913	17	4	5	7	5	9
148479	783	689	810	926	794	846
90326	1018	944	1016	1191	1323	1105
55735	2588	2354	2367	2977	2515	2512
100505887	0	0	0	0	0	0
110841581	19	11	20	26	19	21
23261	734	586	692	928	1121	908
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	1	0	2	0
105376691	0	0	0	0	0	0
105376689	0	1	1	0	0	4
9341	4743	4220	4707	5309	5117	4695
8863	275	308	317	238	196	194
10911	0	1	2	2	0	1
3604	60	62	20	26	8	5
11315	5176	4382	5020	6447	7591	6439
54206	1450	1382	1161	1393	948	1064
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	24	13	23	39	62	46
473	5698	6503	6805	6118	6297	3874
102724552	1	2	6	3	2	1
106632271	0	0	0	0	0	0
2023	63160	53918	58958	78933	69847	69006
102465436	1	2	1	1	4	0
100505975	7	8	18	9	11	8
112268261	0	0	0	3	0	0
765	0	0	0	0	1	2
155184	0	0	0	0	0	0
6518	4	5	9	2	4	7
80045	223	178	196	238	176	187
106614088	927	985	893	694	1044	537
407040	16	10	12	4	4	2
102724571	107	100	127	123	153	119
9563	1966	1804	2283	2174	1855	1755
80176	1695	1312	1468	2147	1720	1625
100506022	28	28	46	43	39	43
84275	517	523	472	680	613	592
199953	678	555	593	939	625	690
107985734	13	20	13	18	23	16
105376712	0	0	0	0	0	0
5293	521	438	469	552	544	492
644997	0	0	0	0	0	0
101929074	5	1	3	1	4	2
22883	8118	7621	8966	9709	8465	7373
56998	1165	1111	1335	1458	1797	1515
105376717	55	38	39	58	65	71
84328	907	899	929	1139	1095	1003
64802	399	352	397	432	445	377
113391335	0	0	0	0	0	0
100847055	0	0	0	0	0	0
116362	2	0	1	1	1	0
10277	1627	1508	1918	1994	1649	1479
23095	3520	3150	3666	4456	3142	3079
105376725	0	0	2	3	1	0
5226	12440	11304	13586	17296	17080	14919
100526739	167	152	165	255	235	229
378708	182	161	170	268	268	245
1325	19	7	9	12	16	15
1676	1816	1586	1771	2364	2219	1982
5195	796	700	777	1012	884	865
54897	317	304	298	297	173	174
105376733	0	0	0	0	1	0
105376735	0	0	0	0	0	0
148345	0	0	0	0	0	0
23435	4946	4429	4831	6789	6257	6001
10747	31	31	27	43	27	21
6723	5567	4676	4799	6547	6119	5870
5394	3422	3092	3269	4412	3196	3002
105376736	92	98	103	126	94	102
2475	4241	4127	4370	4842	3436	3356
100873935	68	63	87	81	52	50
10218	1	1	0	1	0	0
29914	786	606	656	882	750	761
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	1
57540	12	20	16	18	10	5
112268221	0	2	0	0	0	0
101929181	34	13	2	7	4	9
26232	8	15	15	15	25	10
93611	400	337	388	383	446	344
26270	369	253	238	333	187	175
10459	842	715	807	1045	1143	929
374946	9	9	19	12	13	4
57085	1246	957	1220	1125	1019	939
284498	248	294	355	285	257	224
102724659	0	0	0	0	0	0
4524	1026	1088	1394	1087	983	898
1185	1824	1847	1929	1789	1635	1293
100379251	237	259	280	252	187	162
4878	41	43	41	41	38	40
4879	0	0	0	0	0	0
26829	4	3	1	1	0	0
90231	2920	2399	2955	3582	3067	3203
5351	10734	9658	11555	13415	11809	10960
9927	5500	4888	5596	7068	5393	5545
60672	914	753	855	1114	1298	1036
102466982	4	3	4	7	3	3
943	4	1	3	7	5	2
102465836	26	25	39	29	29	23
7133	1819	1647	1937	2216	1670	1637
100616438	1	0	0	0	1	0
107984917	2	6	1	2	0	5
55187	1713	1523	1908	2161	1385	1405
677885	3	3	2	2	1	1
105376744	2	0	1	1	2	0
9249	501	547	848	558	654	539
102466722	1	1	1	1	3	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	53	38	35	71	72	65
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	1	0	1	0
441873	0	0	0	0	0	0
649324	0	0	0	0	0	0
440563	39	26	26	50	50	46
645354	0	0	0	0	0	0
645359	0	0	0	0	0	0
101060301	1	2	2	2	2	1
343070	0	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	1	1	0	0	0	0
107984919	0	0	0	0	0	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1219	1182	1437	1543	1141	1074
23254	73	72	94	122	136	97
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	2	0	0	1	0	0
105376759	0	0	0	0	0	0
107985469	0	0	0	0	0	0
200197	1	5	6	7	7	4
55092	782	670	722	1233	1057	1084
727684	2	0	0	0	0	0
114827	23	20	15	4	5	14
101927417	2	2	0	1	0	0
101927441	14	10	12	7	7	7
79180	5783	4935	5277	7307	6770	6741
11330	4	3	2	2	4	2
63036	1	0	0	0	0	1
105376767	1	0	0	0	0	1
51032	1	2	2	2	3	1
842	190	200	223	246	290	258
23341	681	676	778	894	678	600
107397391	0	0	0	0	0	0
79814	54	28	29	29	32	33
84301	947	858	963	1481	1047	1110
6248	203	186	215	293	167	204
23207	3707	3448	3506	4135	3415	3389
284723	112	73	54	85	114	79
110806303	60	33	43	41	70	64
388595	29	26	21	13	20	16
54751	12093	10781	13152	14468	14040	12681
440567	190	142	182	231	269	224
729614	122	117	107	167	176	148
23013	2804	2479	2961	3246	1812	1616
7709	1341	1179	1117	1356	1358	1191
149563	0	0	0	0	1	0
27129	0	0	0	0	1	0
1187	1	3	1	0	2	1
1188	1	2	1	5	1	5
348487	9	9	15	6	8	9
1969	9489	8462	8500	12421	9384	9484
101927479	29	26	33	40	51	49
128272	186	170	176	228	267	224
101927546	93	66	36	52	37	31
79363	72	98	105	124	138	106
54455	870	850	944	1046	943	947
26099	4494	4233	4856	4984	4460	4291
374955	2177	1934	2299	2290	2176	2115
55707	3336	2972	3427	3826	3687	3468
107984921	16	22	30	17	35	19
114819	82	83	118	88	95	75
26871	2	1	1	1	2	0
107985757	0	0	0	0	0	0
100132147	2	4	5	1	7	2
107985758	0	1	1	0	1	0
7195	0	0	0	0	0	0
55672	830	836	944	1216	917	934
105376794	557	586	563	514	628	386
84809	459	446	406	437	470	386
11209	15	11	27	32	32	30
107985736	1	0	0	0	2	1
26869	1	1	1	1	1	1
107985759	0	0	0	0	0	0
284729	0	0	0	1	0	0
100189045	0	0	0	0	0	0
6060	1	2	1	1	1	0
11223	14	10	10	22	15	15
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	7	2	1	1	3	1
7193	0	0	0	0	0	0
100189183	0	0	0	0	0	0
105376805	26	24	26	46	54	33
791226	0	0	0	0	0	0
26870	2	1	2	1	2	1
9696	849	826	795	991	1076	888
4237	1914	1712	2083	2596	3480	2448
105376806	344	298	366	468	582	382
23400	2658	2433	2690	3266	2757	2804
6390	2170	1861	1948	2623	2759	2406
11240	5	0	0	0	6	3
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	4	2	5	3	6	2
51702	0	0	0	0	0	0
100616188	0	0	0	0	0	0
23569	1	1	1	0	0	0
353238	1	0	0	0	0	0
55920	5378	4723	5164	9275	7990	8070
55160	246	244	286	285	249	249
107984028	0	0	0	0	0	0
81569	0	0	0	0	0	0
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	0	1	0
105376814	0	0	0	0	0	0
127707	0	0	0	0	0	1
5081	0	0	0	1	0	0
80834	0	0	0	0	0	0
8659	641	622	735	798	809	728
100616120	1	0	0	0	0	0
100302276	0	0	0	0	0	0
126917	1720	1503	1482	2362	1691	1945
105376815	0	0	0	0	0	0
23352	10712	8941	9910	11813	6685	6806
101927895	213	192	222	280	205	246
23065	4081	3655	3801	4726	3803	3541
51154	2602	2045	2151	3221	3075	2925
246181	23	19	28	30	28	28
22977	15	12	18	22	18	24
100506730	59	43	33	30	30	27
8574	741	674	734	887	1059	887
54896	938	844	884	1001	865	828
832	8038	6759	7879	9674	9494	8601
105376819	0	4	2	2	0	0
105376818	0	0	0	0	0	0
105376817	2	0	0	1	0	0
105378614	1	0	0	0	0	0
440574	1284	977	953	1357	1873	1466
100532736	1673	1308	1398	1728	1894	1853
644068	46	38	43	52	83	56
4681	1029	883	939	1082	1054	1121
3362	0	0	0	0	0	0
255104	300	303	349	432	302	287
54546	0	0	0	0	0	0
105376823	0	0	0	3	0	0
23252	334	349	348	381	389	303
30814	0	0	0	0	0	0
5320	0	0	0	0	0	0
5322	2	0	1	1	0	0
26279	0	0	0	0	0	0
64600	0	0	0	0	0	0
391013	0	0	0	0	0	0
127733	0	1	0	0	0	0
101928017	0	0	0	0	0	0
105376825	0	0	0	0	1	0
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	0	0	0	0	1
339505	0	0	0	0	0	0
55450	263	273	290	339	364	349
79594	1627	1349	1319	1733	1345	1495
163933	0	0	0	0	0	0
978	6	0	7	6	5	1
65018	631	572	706	809	891	693
102464833	36	33	33	46	53	45
100861548	1553	1421	1566	1886	2062	1663
1650	14266	13088	15054	17635	15840	14865
57576	17	23	14	17	15	16
400745	326	306	198	171	101	183
112268222	700	702	661	783	747	587
50809	3883	4125	4145	4547	3875	3338
8672	2557	2491	2985	3308	2410	2161
105376830	0	2	1	0	1	1
105376829	0	0	0	0	0	4
100302155	0	0	0	0	0	0
1889	49546	46856	54789	62029	53331	49574
100506801	14	9	8	8	8	4
105376832	0	0	0	0	0	0
84224	225	187	261	298	249	299
249	5	7	4	3	2	7
105376834	0	0	0	0	0	0
5909	7	9	8	13	9	4
84196	4560	4419	4981	5968	5528	4881
401944	14192	12513	14810	15093	16739	11493
3339	118207	121403	148016	137098	107672	84877
23436	4	2	7	1	7	0
10136	1	0	1	0	1	3
101928043	13	7	17	14	14	6
29092	230	189	261	304	324	276
112268223	25	17	16	19	25	15
998	8040	7250	8261	10791	9937	9692
54361	40	37	26	20	8	7
105376845	5	10	3	7	7	2
105376850	3	0	1	0	0	0
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	1882	1826	1920	2059	1444	1360
2046	3	0	0	1	0	0
102466615	0	0	0	0	0	0
712	0	0	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	0	0
2048	4081	3530	4234	4691	3580	3454
100616391	0	0	0	0	0	0
100422914	73	70	72	74	62	65
646262	0	0	0	0	0	0
729059	0	0	1	0	0	0
23028	4093	3621	4061	5290	5235	4794
100422866	0	0	0	0	0	0
7798	6451	5952	6593	7705	4579	5168
3352	200	153	233	342	297	258
100996511	20	16	31	35	20	26
10236	5906	5551	6536	8957	7679	7379
80818	858	843	953	782	687	660
148898	61	93	107	84	103	84
6920	12	17	21	20	21	14
55616	339	321	418	427	523	349
1870	36	56	27	60	57	49
101928163	1	1	0	1	0	2
105376859	2	1	3	3	3	1
3399	2498	2008	2254	3153	3904	3118
107984928	0	0	1	0	0	0
259283	0	0	0	0	0	0
6135	19101	15670	17610	22592	26754	21532
6924	2010	1735	2014	3013	2090	2339
100506963	119	108	101	180	130	128
57095	1116	968	883	1251	1189	1177
105376860	157	163	177	198	210	185
11313	2182	1983	2282	2963	3232	2905
2582	1643	1321	1332	1635	1697	1527
3155	1098	990	1040	1057	1212	1009
105376861	2	1	0	0	1	0
2517	164	144	187	211	232	209
1269	0	0	0	0	2	0
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	3030	2943	3228	4215	4190	3721
10772	2973	2858	2998	3860	3184	3120
105378615	0	0	0	0	0	0
105376863	0	0	1	0	3	0
107984931	0	3	0	1	1	0
127294	14	14	13	17	11	15
107985737	1	0	0	0	2	0
105376864	1	0	0	0	0	0
58985	1	1	0	0	0	0
163702	1	0	0	0	0	0
284632	0	0	0	0	0	0
105376871	0	1	0	0	0	0
57822	3	0	0	6	0	0
90529	206	144	177	184	156	152
57185	566	544	710	753	610	598
100750325	0	0	0	1	1	0
11123	43	57	45	48	57	59
100506985	0	2	1	1	2	2
400746	0	0	0	0	0	0
10250	2349	2345	2167	2605	2052	1738
25932	13866	15222	17641	17172	14597	13994
105376876	1	0	0	0	0	0
864	3	3	0	0	0	0
102465437	0	0	0	0	0	0
107984932	0	0	0	0	0	0
105376878	1	1	0	0	0	0
100616365	0	0	0	0	0	0
105376879	0	0	0	0	0	0
25949	1493	1302	1316	1910	2077	1737
57035	2811	2628	2630	2375	2890	1974
105376882	0	0	0	0	0	0
6007	24	25	13	10	9	4
23585	2745	2333	2572	3171	2979	2783
6006	1264	1172	1249	1483	1398	1204
55219	1719	1496	1564	2134	1391	1512
26119	1371	1272	1573	1947	1768	1580
57134	72	66	86	140	166	101
57190	11403	11163	13341	12606	10011	9124
56181	677	527	647	789	858	702
646471	122	125	141	132	149	142
79000	203	183	193	260	249	260
164091	316	266	282	387	305	268
3925	5192	4637	5620	8482	10965	9344
100500808	229	238	300	433	492	433
105376885	0	0	0	0	0	0
5051	332	329	359	382	336	356
101928216	0	2	0	1	0	0
2134	0	1	3	2	1	2
7780	0	1	0	0	1	1
105376910	0	0	0	0	0	0
84676	1	0	0	0	0	0
149420	175	142	195	150	105	119
105376886	0	1	0	1	0	0
79927	288	232	294	314	445	313
110806296	0	0	0	0	1	0
51042	491	364	330	691	870	683
10256	8	3	6	10	2	4
378807	0	0	0	0	2	0
101928303	1	0	1	1	0	0
64793	629	612	653	881	591	572
83442	10523	8880	9802	11435	11515	9906
91544	188	174	151	208	260	183
1043	0	0	0	0	0	0
55057	1	0	0	1	1	1
257101	0	0	0	0	0	0
79727	0	0	1	1	0	0
79947	1843	1757	1862	2326	1745	1883
101928324	13	10	4	5	3	9
3151	6760	6209	6828	8818	9371	8034
6195	366	353	334	451	361	355
100302190	0	0	0	0	0	0
105376888	0	1	0	0	0	1
101928728	43	28	19	24	16	31
8289	2906	2694	3109	2983	1928	1825
55650	162	141	162	146	165	162
84243	1193	1063	1071	1624	1289	1410
2810	8	4	1	9	7	14
54707	1127	977	919	1123	1065	985
63906	921	816	801	945	961	902
10726	6325	5303	5396	7746	7437	6906
8431	0	1	0	2	5	1
126695	0	2	0	1	0	3
388610	1151	1170	968	1155	869	1074
115572	45	37	41	43	40	39
101928391	2	3	1	1	1	1
6548	3850	3708	3798	3970	3033	2755
102723760	0	0	0	0	0	1
105376890	0	1	0	0	0	0
23038	1182	1107	1478	1759	1504	1484
84065	1627	1290	1353	1621	1491	1525
644961	50	60	64	45	42	33
84958	1	3	0	1	6	4
9064	255	289	267	462	369	316
8547	10	5	6	15	13	9
388611	1	0	0	0	0	0
2827	50	14	18	56	43	41
10163	9962	9144	10876	12355	10632	9785
105376892	0	1	0	0	0	0
27245	848	833	1018	1306	1177	924
2268	4	5	10	2	1	4
111216282	6	8	5	10	5	4
2537	58682	42787	45643	72919	53247	57931
199870	190	162	209	260	233	203
23673	1836	1811	1901	3791	3062	3022
5511	1910	1725	1739	2271	1765	1888
677774	0	1	1	0	0	0
9473	632	608	627	658	448	463
6118	1220	1044	1086	1550	1400	1414
27293	17	11	14	10	11	13
55113	488	345	479	504	430	417
2140	1221	1095	1245	1695	1261	1251
5724	43	31	39	37	42	34
22826	4843	4100	4387	5276	5024	4769
93974	1835	1558	1733	2240	2906	2243
83667	2132	2077	1816	1885	1334	1567
54797	677	546	564	695	875	788
65979	2127	2018	2292	2252	1726	1558
1104	2425	2210	2437	3714	3386	3359
8420	1039	950	932	1174	1674	1206
6080	75	73	44	57	59	49
26768	25	21	16	21	31	10
54952	564	545	524	783	843	642
85028	570	491	428	625	664	550
692212	16	21	15	20	28	28
677838	39	30	44	41	52	36
677825	22	9	14	19	17	11
692073	21	32	34	31	36	31
115273	4	3	5	7	6	9
6883	413	367	469	518	484	503
105378616	4	7	4	2	4	5
26824	0	1	2	0	1	2
10691	610	521	600	760	660	617
51441	3531	3432	3412	4137	3402	2994
4985	6	6	6	9	9	8
2035	1047	1128	1370	1208	1073	939
399474	83	86	104	92	95	78
6429	2538	2276	2195	2195	1925	1837
51102	698	530	610	745	646	706
10076	116	126	157	151	143	100
101928460	0	0	0	0	0	0
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
