GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	4	5	5	5	3	6
653635	422	452	359	446	314	398
102466751	13	12	12	18	14	26
107985730	0	1	1	1	0	1
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	41	37	34	29	29	36
729737	93	97	79	87	65	86
102725121	3	3	5	4	3	5
102723897	470	442	391	497	366	438
102465909	10	9	7	10	9	12
107985721	1	1	1	2	0	1
112268260	12	15	19	11	8	10
729759	0	0	0	0	0	0
100132287	121	124	98	111	94	101
105378947	2	3	2	0	1	0
101928626	0	0	0	0	0	0
113219467	216	533	907	935	630	1033
81399	4	8	3	4	3	3
100133331	114	114	117	113	84	121
107984841	16	29	22	34	15	18
107984847	34	46	26	48	22	28
107984849	5	2	2	3	4	2
100288069	73	71	68	59	52	54
105378580	12	8	12	13	4	5
400728	1	4	2	3	1	3
79854	21	22	20	22	20	28
643837	384	350	285	416	370	476
107984850	0	0	0	0	1	0
284593	1	1	0	1	0	0
284600	207	190	188	103	89	115
100130417	467	463	403	633	475	588
107985728	725	734	635	948	616	962
148398	2183	2070	1935	1660	1370	1844
26155	5872	5772	4924	6719	5299	6456
339451	762	735	723	1049	688	1027
84069	17	12	12	16	9	13
84808	3	2	1	5	5	3
57801	1687	1596	1493	1489	1032	1294
9636	68	57	63	48	43	67
375790	2641	2671	1986	2296	1661	2239
100288175	9	6	12	16	13	22
112267874	6	5	5	5	9	7
105378948	27	15	19	24	19	36
401934	0	1	0	3	1	0
54991	308	340	271	351	342	352
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	1	0
8784	0	0	2	1	0	1
7293	0	1	1	0	0	1
51150	2188	2120	1779	2593	1995	2420
126792	1022	980	922	896	721	885
388581	15	10	7	11	6	11
118424	1536	1493	1305	1857	1521	1893
101928895	58	78	53	54	28	86
6339	172	203	146	198	121	157
116983	1365	1484	1261	1720	1165	1763
102465434	1	2	1	1	1	1
109623456	15	16	8	12	8	15
126789	917	862	743	904	711	842
54973	1777	1740	1462	1827	1461	1980
102465435	18	22	10	13	16	22
80772	340	373	281	436	281	442
83756	29	30	26	60	41	76
1855	2488	2404	2041	2832	2176	2791
102466740	1	4	4	4	6	5
54587	220	240	184	229	147	155
54998	2228	2231	1999	2440	1837	2357
81669	3888	4041	3263	4531	3210	4000
148413	830	801	698	777	615	740
55052	2039	2086	1826	2215	1717	1803
107984868	0	1	0	2	0	2
441869	1	1	0	2	1	1
105378585	0	0	0	0	0	1
643965	0	0	0	0	0	0
102724312	3	1	1	1	2	3
107985729	1	3	3	1	5	7
64856	112	103	88	99	76	121
219293	81	75	74	105	97	141
83858	1653	1541	1406	2342	1914	2570
55210	2382	2364	1955	2759	2177	2905
339453	8	10	5	14	7	21
29101	2794	2841	2545	3136	2683	3344
643988	252	237	214	168	136	204
105378586	13	9	11	5	5	5
142678	859	879	697	1157	864	1125
8510	49	67	43	84	59	59
984	1695	1600	1382	2112	1689	2072
728661	2393	2372	2048	2735	2206	2820
8511	12	10	7	21	9	6
728642	1066	988	845	1347	1051	1309
9906	799	793	669	912	727	946
112268218	122	111	106	141	130	152
65220	2008	1898	1686	2175	1781	2280
2782	7619	7804	6697	8480	6709	8095
105378949	11	14	15	10	12	12
163688	8	6	4	8	5	5
339456	12	15	13	13	17	12
85452	1	2	0	2	2	1
107984872	1	2	6	10	7	11
105378589	0	0	0	0	0	0
2563	39	32	13	17	22	16
105378590	0	0	0	0	0	2
105378591	1	1	5	0	2	0
5590	543	519	406	594	438	526
100506504	21	21	11	19	21	26
199990	499	488	426	490	370	480
112268219	85	78	64	87	70	82
105378593	0	0	1	0	0	0
6497	3908	3874	3429	4024	3446	4282
79906	196	212	172	238	138	196
100129534	97	87	77	91	44	55
11079	2397	2349	2005	3002	2240	2660
5192	702	708	574	690	529	710
9651	49	34	29	39	18	27
55229	815	764	669	950	792	984
388585	0	0	0	0	0	0
115110	3	6	8	10	5	10
8764	4	9	4	3	6	0
100996583	1	0	0	3	0	0
127281	233	218	183	247	221	310
79258	22	17	26	25	22	22
105378597	0	0	0	2	2	0
100287898	9	20	11	34	12	21
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	28	12	16	32	15	32
63976	174	161	125	164	152	215
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	1	1	0
105378605	0	0	0	0	0	0
105378604	1	4	5	0	0	0
27237	97	84	84	151	153	207
1953	62	52	41	31	23	31
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	566	557	454	744	599	778
49856	1070	1014	914	1277	1029	1330
7161	378	357	291	390	310	456
105378610	0	0	0	0	0	0
105378609	0	0	0	0	0	0
57212	921	946	831	1183	917	1199
148870	2	5	8	6	4	3
388588	12	10	5	8	5	7
57470	2166	2237	1885	2383	1912	2321
9731	1196	1213	988	1536	1280	1443
1677	494	547	395	589	479	558
107984910	5	5	0	4	7	7
339448	586	595	530	720	566	727
100133612	5	5	2	18	8	20
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	1	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	1	0	1	1	0
261734	492	467	331	636	437	564
8514	164	202	138	142	129	127
26038	28	18	17	25	26	31
105376687	0	0	0	0	0	0
6146	15060	14836	12282	15090	11951	12303
107985733	13	38	33	35	26	33
102724450	3	2	1	2	3	5
388591	91	94	63	112	91	136
23463	5332	5466	4588	6227	5372	6653
148645	30	27	12	23	19	38
390992	0	0	0	1	0	0
387509	225	233	170	255	194	273
11332	1908	1853	1477	2411	1703	2076
54626	6	3	2	4	0	1
83715	5	5	5	8	5	6
100422975	0	0	0	0	0	0
8718	25	38	23	34	34	37
57449	118	114	94	136	132	148
79707	1120	1135	756	1032	758	924
80835	1	1	1	3	1	5
107984912	0	0	0	0	0	0
3104	469	446	361	587	410	522
9903	1008	1100	871	1450	1267	1635
107984913	5	6	6	12	7	13
148479	841	901	734	1063	918	1093
90326	796	867	710	891	763	972
55735	1911	1835	1569	2150	1832	2143
100505887	0	0	0	0	0	0
110841581	14	7	16	13	12	21
23261	1095	1020	896	1234	987	1254
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	76	98	72	129	65	85
9341	2443	2508	1946	2659	2128	2312
8863	70	56	66	71	66	118
10911	0	1	0	2	0	0
3604	2	3	1	1	8	3
11315	5192	5225	4522	6238	4852	5778
54206	617	604	499	727	589	646
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	3	6	4	8	10	9
473	1322	1263	1092	1587	1297	1562
102724552	0	1	0	0	0	3
106632271	0	0	0	0	0	0
2023	53374	54230	46551	54640	44829	55144
102465436	1	1	2	1	2	1
100505975	25	20	25	30	22	38
112268261	0	1	1	0	0	5
765	0	0	0	0	0	0
155184	0	0	0	0	0	1
6518	0	0	0	0	0	0
80045	284	287	272	350	256	338
106614088	259	250	151	208	86	115
407040	4	8	3	3	1	2
102724571	45	25	24	34	10	10
9563	923	905	668	698	497	556
80176	116	117	113	153	129	156
100506022	31	34	27	26	11	13
84275	730	671	603	841	741	860
199953	953	886	803	1149	896	1181
107985734	21	23	21	33	22	29
105376712	0	0	0	0	0	0
5293	64	80	47	100	86	115
644997	0	0	0	0	0	0
101929074	50	57	67	75	54	74
22883	3106	3071	2634	4102	3342	4122
56998	491	482	426	864	674	742
105376717	17	18	19	28	15	14
84328	1439	1486	1146	1542	1167	1227
64802	204	215	181	186	149	122
113391335	0	1	0	0	0	0
100847055	0	0	0	0	0	1
116362	72	68	52	217	167	180
10277	1858	1800	1457	2151	1749	2107
23095	3059	3039	2419	3921	3323	3708
105376725	0	0	2	0	1	0
5226	7625	7736	6431	7793	6201	7222
100526739	163	176	144	188	155	139
378708	198	205	175	224	188	183
1325	13	9	10	14	11	12
1676	2384	2321	1792	2525	1986	2331
5195	611	546	493	664	527	646
54897	217	225	185	249	211	251
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	0	0	2	0	1	2
23435	6686	6961	5747	7604	6306	7263
10747	43	45	38	43	38	56
6723	3872	3687	3362	4255	3266	4005
5394	3203	3247	2812	3674	3155	3895
105376736	163	151	147	182	170	183
2475	3975	4055	3501	4625	3739	4253
100873935	51	49	42	64	58	58
10218	0	1	0	0	1	2
29914	921	842	775	1131	993	1288
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0	2	1	0	0	1
57540	18	18	15	28	20	21
112268221	3	2	2	1	1	2
101929181	2	1	0	3	0	2
26232	7	9	12	11	7	10
93611	370	366	332	392	257	277
26270	32	20	27	24	24	25
10459	1081	1073	920	1193	843	1027
374946	36	35	22	15	8	6
57085	425	413	358	610	450	568
284498	89	94	74	124	93	145
102724659	0	0	0	0	0	0
4524	468	455	386	628	509	629
1185	231	224	213	288	218	303
100379251	23	30	28	41	33	47
4878	2	6	4	3	5	10
4879	0	0	0	2	0	0
26829	0	0	1	1	1	2
90231	1518	1507	1274	1789	1430	1885
5351	1992	1961	1727	1991	1612	1839
9927	3947	4030	3469	5019	3893	5132
60672	503	485	491	595	475	656
102466982	1	1	1	1	1	1
943	3	0	2	3	1	3
102465836	0	0	0	0	0	0
7133	0	0	0	0	0	1
100616438	0	0	0	0	0	0
107984917	0	0	0	0	0	0
55187	1228	1244	1033	1525	1237	1362
677885	3	3	1	3	2	5
105376744	0	0	0	0	0	1
9249	392	411	326	365	276	388
102466722	1	0	0	0	0	1
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	1	0	0	1	1	0
390999	3	1	1	1	0	1
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	1	0	0	1	0
343069	8	13	13	8	8	15
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	1	0	0	0	1	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	0	0	0
441873	0	0	0	0	0	0
649324	0	1	1	1	2	0
440563	0	1	1	2	0	1
645354	0	1	1	1	2	0
645359	0	0	0	0	0	0
101060301	0	0	0	0	0	0
343070	0	0	1	0	1	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	1	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	0	0	0	1	1	1
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	908	983	780	921	792	1019
107984919	2	2	2	1	2	1
105378612	0	1	2	0	0	0
105376756	0	1	0	0	0	0
7799	1204	1251	1056	1533	1202	1510
23254	344	380	269	279	213	287
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	0	0	0	0	0	0
105376759	0	0	0	0	0	0
107985469	0	0	0	0	0	0
200197	24	25	13	20	12	18
55092	129	133	115	163	114	150
727684	0	0	0	0	0	0
114827	19	14	12	19	15	14
101927417	16	9	20	8	12	9
101927441	1	2	0	1	1	2
79180	732	729	517	917	662	833
11330	0	0	0	0	0	1
63036	1	0	0	1	1	3
105376767	1	0	1	1	1	2
51032	1	3	2	3	3	3
842	296	276	222	336	273	283
23341	490	496	372	576	412	478
107397391	1	0	0	0	0	0
79814	78	70	69	84	66	86
84301	2780	2936	2354	3409	3034	3363
6248	430	434	345	482	437	537
23207	1565	1550	1339	1815	1422	1860
284723	21	18	20	25	18	22
110806303	0	1	1	2	1	0
388595	0	0	0	0	0	0
54751	116	117	97	142	109	97
440567	710	723	677	845	707	796
729614	394	440	343	367	314	386
23013	8914	9118	7709	11576	9775	11837
7709	708	649	573	792	561	794
149563	0	0	1	1	1	0
27129	0	0	0	3	0	1
1187	0	0	0	3	3	3
1188	2	0	1	11	3	1
348487	28	30	33	37	31	47
1969	494	477	369	510	392	424
101927479	1	1	4	0	5	1
128272	33	28	29	49	33	33
101927546	5	5	8	8	5	8
79363	104	107	75	102	94	100
54455	955	973	827	1029	831	1099
26099	2464	2466	2059	2576	2053	2768
374955	1295	1269	1080	1264	1071	1300
55707	907	878	793	1003	865	1071
107984921	13	13	11	4	5	19
114819	80	88	64	75	55	50
26871	5	11	5	6	3	7
107985757	0	0	0	0	0	0
100132147	8	16	9	9	8	13
107985758	0	1	0	1	0	2
7195	0	1	0	1	0	1
55672	1586	1640	1355	1389	1067	1312
105376794	564	524	474	855	502	673
84809	293	245	263	385	235	313
11209	103	132	89	114	59	68
107985736	3	3	3	3	1	1
26869	4	10	4	5	3	5
107985759	0	0	0	0	0	0
284729	0	1	0	0	0	0
100189045	0	0	0	0	1	1
6060	4	5	3	5	3	5
11223	34	44	24	32	17	18
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	21	25	24	41	37	40
7193	1	1	3	3	3	2
100189183	0	0	0	0	0	0
105376805	47	39	38	40	36	46
791226	0	1	0	0	0	0
26870	3	3	2	3	2	3
9696	623	571	505	625	408	528
4237	176	163	149	207	170	197
105376806	34	36	33	40	32	37
23400	2099	2118	1791	2221	1663	2068
6390	2815	2891	2481	3259	2779	3041
11240	58	68	49	36	35	35
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	2	1	0	8	2	9
51702	1	0	2	1	2	1
100616188	0	0	0	0	0	0
23569	0	0	0	0	1	3
353238	0	1	0	0	0	0
55920	7279	7258	6317	7768	6584	8609
55160	242	172	163	210	158	190
107984028	0	0	0	0	0	0
81569	20	31	17	25	21	11
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	6	2	0	3	1	1
105376814	0	0	0	0	0	0
127707	6	6	1	3	5	1
5081	10	4	3	18	3	8
80834	0	0	0	0	0	0
8659	755	766	589	573	446	567
100616120	0	0	1	0	0	0
100302276	0	0	0	0	1	0
126917	436	493	350	586	460	549
105376815	0	0	0	0	0	0
23352	3220	3266	2993	3744	3057	3980
101927895	85	101	53	83	72	81
23065	2208	2274	1874	2232	1761	2108
51154	2558	2678	2246	3133	2670	3065
246181	39	32	33	39	27	52
22977	34	25	30	25	16	18
100506730	141	169	120	137	116	111
8574	1312	1353	1153	1168	863	1039
54896	435	446	403	529	382	554
832	3063	3130	2543	3416	2710	3325
105376819	0	0	0	0	0	2
105376818	0	0	0	0	0	0
105376817	0	0	0	0	0	0
105378614	1	0	0	0	0	0
440574	1257	1312	1107	1321	1092	1411
100532736	628	585	487	610	486	635
644068	55	62	33	28	38	104
4681	177	168	141	180	157	170
3362	62	81	46	46	33	45
255104	64	60	73	110	62	100
54546	0	0	0	0	0	0
105376823	1	0	0	0	0	0
23252	978	911	745	1056	838	895
30814	0	0	0	0	0	0
5320	1	0	0	0	0	1
5322	0	0	0	0	0	0
26279	1	0	0	0	0	0
64600	0	0	0	0	0	0
391013	0	0	0	0	0	0
127733	0	3	0	0	0	0
101928017	0	0	0	0	0	0
105376825	0	0	0	0	0	0
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	2	4	5	0	1	0
339505	0	0	0	0	0	0
55450	156	153	134	159	138	185
79594	737	729	611	837	689	909
163933	10	6	7	4	4	5
978	1	1	0	3	2	1
65018	1102	1124	963	1370	1232	1614
102464833	21	34	19	40	30	28
100861548	1135	1168	963	1406	1110	1376
1650	6205	6396	5094	6710	4823	6386
57576	53	44	35	40	40	30
400745	128	148	147	93	86	103
112268222	928	885	744	854	692	775
50809	4125	4253	3500	4150	3308	3792
8672	5888	5948	4894	6421	5761	6508
105376830	1	0	0	1	0	0
105376829	0	1	0	0	0	0
100302155	0	0	0	0	0	0
1889	1393	1339	1116	1404	1242	1454
100506801	0	3	1	2	0	0
105376832	0	0	0	0	0	0
84224	620	603	541	580	492	609
249	18	23	25	29	14	26
105376834	0	0	0	0	0	0
5909	65	99	67	110	103	120
84196	2686	2732	2284	2948	2265	2629
401944	17	17	10	12	10	5
3339	226	227	178	135	116	104
23436	0	0	0	0	0	0
10136	0	0	0	0	0	0
101928043	5	5	2	6	3	4
29092	245	251	210	207	157	212
112268223	7	7	8	5	7	10
998	6503	6579	5390	6975	5978	6833
54361	18	20	12	8	13	22
105376845	2	0	5	7	1	1
105376850	1	1	5	3	3	2
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	933	896	809	1170	1013	1250
2046	68	69	67	91	34	62
102466615	0	0	0	0	0	0
712	0	0	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	0	0
2048	268	366	260	316	257	320
100616391	0	0	0	0	0	0
100422914	7	6	3	4	2	8
646262	0	0	1	0	0	0
729059	0	4	1	3	0	0
23028	5597	5767	4697	6067	5148	5635
100422866	0	0	0	0	0	0
7798	1694	1692	1405	1963	1709	2210
3352	13	29	14	46	21	19
100996511	23	41	30	15	16	17
10236	11384	11574	9805	12382	10332	11420
80818	369	413	343	450	411	457
148898	64	84	60	65	52	49
6920	5	8	5	7	9	4
55616	154	158	137	136	103	116
1870	944	970	743	1026	848	989
101928163	18	23	22	22	19	16
105376859	17	28	18	19	29	21
3399	1345	1338	1177	1236	1137	1455
107984928	0	0	0	0	0	0
259283	0	0	0	0	0	0
6135	22353	22371	18773	20667	15089	15560
6924	2706	2602	2194	2805	2439	2840
100506963	212	217	193	200	169	210
57095	1527	1619	1320	1456	1180	1505
105376860	87	87	77	91	69	110
11313	938	871	832	937	815	1229
2582	583	522	538	569	426	596
3155	542	522	404	361	198	252
105376861	1	1	1	2	1	0
2517	652	714	491	680	545	669
1269	0	0	0	1	2	2
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	3531	3552	2975	3348	2849	2968
10772	7021	7469	6226	6410	5491	6285
105378615	0	0	0	0	0	0
105376863	0	2	1	4	2	0
107984931	0	0	0	0	0	0
127294	0	0	0	2	1	0
107985737	0	0	0	0	0	0
105376864	1	0	0	0	0	0
58985	2	3	0	0	0	0
163702	403	403	327	364	350	387
284632	0	0	0	0	0	0
105376871	9	6	0	7	3	2
57822	59	52	23	46	24	32
90529	358	373	324	340	243	261
57185	1578	1634	1387	1321	1063	1261
100750325	3	6	2	2	3	3
11123	869	850	712	775	600	691
100506985	48	55	28	45	33	47
400746	0	0	0	0	0	0
10250	4858	4798	3817	4145	3209	3962
25932	6953	6858	5639	5223	4361	4578
105376876	0	0	0	0	0	0
864	569	631	486	476	372	526
102465437	0	0	0	0	0	0
107984932	1	3	0	0	0	0
105376878	4	4	8	5	2	2
100616365	0	0	0	0	0	0
105376879	0	0	0	0	0	0
