GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	1	0	0	0	1	0
653635	454	415	373	410	443	479
102466751	0	0	1	0	0	0
107985730	1	2	1	1	1	1
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	6	4	6	5	6	7
729737	1	2	2	2	3	3
102725121	1	0	0	0	1	0
102723897	500	454	394	420	471	510
102465909	0	0	0	0	0	0
107985721	2	2	2	2	2	2
112268260	13	13	9	14	11	15
729759	0	0	0	0	0	0
100132287	3	3	3	4	4	1
105378947	0	1	0	1	0	0
101928626	0	0	0	0	0	0
113219467	5	4	2	3	2	3
81399	0	0	0	0	1	0
100133331	2	3	3	3	5	5
107984841	1	1	1	2	1	1
107984847	4	2	1	1	4	1
107984849	0	0	1	1	0	1
100288069	74	86	68	109	110	131
105378580	77	67	80	77	87	89
400728	31	25	18	12	17	16
79854	92	104	95	87	78	89
643837	158	158	134	141	172	159
107984850	0	0	0	0	0	0
284593	0	0	0	0	0	0
284600	35	30	23	23	20	24
100130417	2	4	1	3	3	3
107985728	327	239	227	314	303	307
148398	42	35	37	41	50	45
26155	1851	1905	1905	2076	1893	2001
339451	372	366	388	376	335	303
84069	223	195	165	212	250	254
84808	18	38	29	40	44	34
57801	1864	2054	2370	1558	1498	1528
9636	2130	2279	2250	2791	2507	2656
375790	346	373	284	402	375	384
100288175	51	34	35	50	58	71
112267874	746	818	800	816	842	813
105378948	12	7	14	22	15	17
401934	136	104	107	127	140	103
54991	153	143	130	172	132	195
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	1	0
554210	1	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	88	76	60	94	101	109
7293	0	0	0	0	0	0
51150	2639	2504	2355	3039	2970	3037
126792	726	576	628	667	701	675
388581	0	0	0	0	0	1
118424	1673	1662	1728	2045	1819	1866
101928895	114	71	78	61	80	84
6339	4	1	2	3	2	2
116983	651	709	641	685	614	679
102465434	0	0	0	0	0	0
109623456	7	2	3	7	4	7
126789	633	577	525	630	644	674
54973	795	808	705	905	828	862
102465435	0	0	0	0	0	0
80772	996	922	1042	1209	1062	1103
83756	4	2	3	4	5	3
1855	821	855	846	858	743	717
102466740	1	0	0	0	0	0
54587	962	960	902	1164	1145	1193
54998	6892	7054	7130	7670	7161	7132
81669	1172	1025	1061	1464	1350	1488
148413	522	496	409	577	577	597
55052	3751	4544	4072	5443	4775	5018
