GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	15	14	10	15	12	9
653635	451	410	405	495	447	404
102466751	7	9	10	12	11	11
107985730	1	1	4	3	2	2
100302278	1	0	1	1	0	1
645520	0	1	0	1	1	1
79501	0	0	0	0	0	0
100996442	96	99	79	99	89	94
729737	89	74	83	120	85	90
102725121	11	9	9	13	11	9
102723897	425	419	387	454	390	395
102465909	8	8	8	10	12	8
107985721	2	3	3	5	5	5
112268260	30	29	36	34	28	30
729759	1	0	0	2	1	0
100132287	138	137	131	195	159	162
105378947	2	3	3	2	3	2
101928626	1	0	0	1	1	1
113219467	1249	1405	1194	1726	1631	1595
81399	10	8	12	18	13	11
100133331	148	142	138	201	171	170
107984841	53	47	44	78	59	62
107984847	66	59	62	76	84	60
107984849	15	7	12	20	19	17
100288069	97	101	97	158	132	133
105378580	122	110	117	211	182	197
400728	61	67	59	88	85	71
79854	87	86	56	76	73	71
643837	693	683	561	476	427	347
107984850	3	2	2	6	6	2
284593	2	5	1	4	4	3
284600	569	520	457	795	705	702
100130417	212	195	144	267	251	221
107985728	354	356	323	370	355	292
148398	584	615	551	432	393	345
26155	3833	4094	3738	2395	2153	1690
339451	1682	1604	1537	1585	1386	1190
84069	373	356	317	365	295	329
84808	65	46	60	66	65	70
57801	857	1001	735	655	545	494
9636	674	780	697	336	328	256
375790	6570	6541	5954	5987	5525	4859
100288175	52	52	66	56	43	53
112267874	70	90	79	107	120	105
105378948	143	130	133	151	146	153
401934	110	131	105	112	111	107
54991	372	435	367	402	351	320
254099	0	2	4	2	1	3
406984	11	8	7	11	14	12
406983	8	10	9	7	7	8
554210	15	19	15	3	5	7
100506376	5	2	1	5	7	7
254173	0	2	0	4	2	8
8784	36	62	37	70	60	65
7293	7	4	13	17	15	16
51150	3313	3393	3074	2586	2239	1953
126792	2345	2570	2277	1639	1427	1158
388581	18	16	16	50	32	40
118424	1690	1674	1546	985	858	755
101928895	82	91	73	114	122	112
6339	103	129	135	169	174	177
116983	2800	2798	2501	2895	2585	2489
102465434	1	1	0	1	2	1
109623456	14	15	11	25	16	17
126789	794	846	776	504	414	343
54973	2607	2721	2453	1825	1704	1375
102465435	21	18	19	9	12	16
80772	1735	1791	1646	818	747	548
83756	182	184	158	261	193	206
1855	4537	4788	4255	2840	2609	2305
102466740	5	5	5	8	4	4
54587	2188	2288	2053	2184	1859	1851
54998	2655	2780	2501	1328	1230	980
81669	3023	2961	2763	3281	3027	3001
148413	624	629	604	302	300	245
55052	1400	1486	1378	786	754	549
107984868	11	21	18	33	23	23
441869	139	132	125	102	87	64
105378585	23	25	31	19	23	16
643965	0	1	1	4	6	2
102724312	226	243	216	214	169	147
107985729	213	236	227	193	175	184
64856	1549	1565	1478	1265	1081	875
219293	153	127	125	99	97	76
83858	1749	1877	1696	1487	1253	1087
55210	1958	1995	1780	1153	1003	799
339453	12	26	28	23	14	14
29101	2982	3261	2808	1492	1375	1078
643988	1392	1348	1275	784	690	464
105378586	141	172	122	90	79	71
142678	1185	1257	1077	1091	1010	955
8510	35	47	39	27	27	16
984	1081	1032	983	832	769	639
728661	3389	3317	3234	2603	2217	1970
8511	2	3	1	2	4	1
728642	771	701	682	637	653	512
9906	1626	1578	1542	1368	1241	1091
112268218	172	193	185	128	119	102
65220	2863	2985	2772	1940	1610	1384
2782	9032	9130	8394	4400	3762	3297
105378949	149	127	140	146	120	85
163688	19	30	13	47	49	46
339456	378	366	338	227	178	153
85452	6	11	6	17	13	18
107984872	0	1	3	4	3	4
105378589	2	2	1	3	2	3
2563	5	10	6	18	19	12
105378590	4	5	6	5	3	1
105378591	8	12	7	7	8	2
5590	1188	1339	1077	922	792	776
100506504	72	75	63	77	71	55
199990	1099	1127	1023	735	654	606
112268219	470	473	424	326	294	227
105378593	17	15	16	33	30	21
6497	4646	4707	4267	2405	2163	1785
79906	246	262	227	285	273	255
100129534	23	27	29	45	43	42
11079	2033	2052	1837	1477	1239	1026
5192	989	978	914	648	536	478
9651	197	220	185	362	318	293
55229	875	898	893	915	813	717
388585	6	2	0	3	1	5
115110	37	36	41	39	50	46
8764	232	240	214	232	215	178
100996583	23	29	25	46	32	29
127281	1295	1261	1205	687	643	489
79258	286	290	257	195	173	133
105378597	2	2	1	4	5	4
100287898	54	61	67	111	73	104
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	1	0	1	1	2	1
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	2	0	1	0	0
63976	26	27	33	35	31	29
