GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	3	0	3	3	2	1
653635	528	478	516	295	471	500
102466751	4	3	8	3	7	7
107985730	0	0	0	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	22	17	25	14	12	20
729737	34	21	38	35	22	41
102725121	6	3	5	8	4	5
102723897	777	809	736	378	708	732
102465909	9	2	5	9	5	8
107985721	0	0	0	0	0	0
112268260	14	11	12	9	10	10
729759	0	0	0	0	0	0
100132287	195	148	193	150	156	210
105378947	0	0	0	1	0	0
101928626	0	1	0	0	0	0
113219467	1352	1504	1515	543	1348	1352
81399	1	1	3	3	1	1
100133331	257	209	255	197	214	287
107984841	7	4	8	11	4	5
107984847	4	3	4	15	2	6
107984849	0	0	4	5	0	2
100288069	9	11	17	5	2	9
105378580	2	4	8	4	3	7
400728	1	3	2	1	0	4
79854	11	13	18	12	6	29
643837	173	102	165	164	133	180
107984850	0	0	0	0	0	0
284593	0	0	1	1	0	1
284600	68	63	57	30	46	54
100130417	117	118	97	58	117	80
107985728	30	13	25	22	8	24
148398	1037	1213	1027	586	1126	1009
26155	4477	4202	4816	3360	3926	4661
339451	339	317	329	315	305	426
84069	204	187	212	187	172	251
84808	67	85	60	30	71	61
57801	652	625	635	394	789	712
9636	254	239	219	112	291	254
375790	10884	9296	11367	9253	7942	11185
100288175	47	50	56	36	56	76
112267874	14	16	15	12	15	24
105378948	43	60	56	31	52	66
401934	1	1	2	0	1	1
54991	763	790	800	452	718	820
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	2	0	0	0	1
554210	0	0	5	1	6	3
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	0	0	1	0	0	0
7293	0	2	2	3	2	0
51150	5675	4926	6080	3563	5262	5506
126792	1188	1277	1283	632	904	958
388581	26	23	19	22	27	34
118424	1857	1884	1977	1298	1793	2009
101928895	8	5	8	3	5	13
6339	111	129	99	71	79	96
116983	1220	1019	1086	697	826	1046
102465434	0	0	1	0	1	1
109623456	1	1	1	2	2	1
126789	888	1011	1014	534	883	940
54973	2555	2576	2655	1652	2287	2541
102465435	9	7	9	7	9	10
80772	868	821	956	629	763	945
83756	11	20	19	13	13	21
1855	2277	2053	2275	1993	2130	2824
102466740	4	3	1	7	2	4
54587	199	89	136	140	106	147
54998	5615	6848	5727	2496	6013	5375
81669	1820	1511	1754	1598	1398	1900
148413	696	723	725	387	582	652
55052	3215	3633	3495	1586	2891	2817
107984868	0	2	0	0	0	0
441869	0	0	0	0	0	1
105378585	0	0	0	0	0	0
643965	0	0	0	0	0	0
102724312	1	1	2	0	0	1
107985729	0	1	1	0	0	0
64856	673	593	668	349	417	511
219293	33	139	32	29	54	33
83858	426	454	464	271	479	490
55210	2764	2752	3065	1939	2762	3176
339453	27	35	30	11	20	17
29101	3372	3408	3754	1776	2863	2916
643988	270	306	276	150	277	269
105378586	21	12	21	18	14	18
142678	493	436	456	284	353	417
8510	95	109	91	40	105	111
984	1693	1540	1876	1205	1381	1786
728661	408	259	427	499	256	396
8511	7	7	6	4	2	6
728642	1016	922	1061	690	769	968
9906	225	220	264	224	165	227
112268218	278	287	249	141	263	252
65220	1521	1321	1569	1350	1129	1759
2782	5747	5088	6120	5656	4428	6235
105378949	3	2	1	5	0	5
163688	3	7	3	7	6	10
339456	22	26	27	17	8	20
85452	0	1	0	0	2	0
107984872	0	0	0	0	0	0
105378589	0	0	0	0	0	0
2563	10	2	3	0	0	0
105378590	0	0	0	0	0	0
105378591	1	2	2	0	2	4
5590	566	552	598	383	473	522
100506504	21	9	20	16	10	21
199990	1126	1274	1081	494	1378	1205
112268219	96	134	134	99	137	146
105378593	7	7	6	4	5	6
6497	490	363	555	657	268	523
79906	142	121	127	115	109	132
100129534	44	38	48	60	49	42
11079	3456	3534	3699	2164	2969	3380
5192	774	736	749	603	663	784
9651	45	47	49	45	40	50
55229	499	412	494	355	352	531
388585	0	0	0	1	0	0
115110	1	0	1	1	0	0
8764	0	3	2	1	3	1
100996583	1	0	0	1	0	2
127281	680	480	584	565	474	715
79258	205	208	190	135	206	237
105378597	3	1	0	0	1	1
100287898	7	5	12	3	6	8
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	2	7	3	1	4	3
63976	15	23	17	5	5	13
100422968	0	0	0	0	0	0
105378606	0	0	1	1	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	1	2	1	3	2	2
27237	537	480	584	300	362	446
1953	678	623	685	466	313	487
105378608	2	0	0	0	0	0
693135	2	3	0	0	0	0
105378607	0	0	2	0	0	0
127262	468	501	488	466	526	584
49856	479	490	526	388	381	519
7161	15	13	9	7	9	9
105378610	0	0	0	0	0	0
105378609	1	0	0	0	0	0
57212	341	257	303	359	233	353
148870	1	0	3	0	2	6
388588	9	9	6	6	7	11
57470	1401	1202	1489	1175	928	1331
9731	507	405	496	379	310	484
1677	109	72	103	117	78	111
107984910	10	7	5	10	9	9
339448	604	542	644	484	449	625
100133612	2	0	2	3	2	3
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	1	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	269	263	319	285	204	369
8514	553	442	558	398	308	429
