GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	4	3	2	5	4	5
653635	229	163	146	237	241	197
102466751	3	1	1	0	3	2
107985730	0	0	1	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	19	11	12	18	18	7
729737	24	12	14	28	28	20
102725121	6	6	3	7	5	6
102723897	251	182	162	234	259	210
102465909	2	1	1	1	3	1
107985721	1	0	1	0	1	1
112268260	11	6	6	12	9	5
729759	0	0	0	0	0	0
100132287	48	22	23	46	55	40
105378947	3	3	1	2	2	1
101928626	0	0	0	0	0	0
113219467	706	454	577	581	683	568
81399	2	2	1	2	1	1
100133331	55	27	41	53	66	50
107984841	9	6	5	12	16	9
107984847	12	11	3	13	23	14
107984849	1	1	1	4	3	1
100288069	18	8	10	14	13	14
105378580	5	5	7	9	11	3
400728	12	4	10	3	7	7
79854	4	7	6	5	7	10
643837	1337	1143	1082	1548	1594	1262
107984850	1	2	1	0	3	1
284593	1	3	1	1	4	3
284600	1	0	2	1	0	0
100130417	0	0	0	0	2	0
107985728	0	0	0	0	0	0
148398	101	95	75	99	112	89
26155	1709	1585	1320	1757	1761	1525
339451	182	91	57	115	141	138
84069	3	4	2	3	5	3
84808	3	1	0	0	1	0
57801	57	61	40	43	51	63
9636	455	258	279	406	303	366
375790	1860	1545	1205	1800	1751	1640
100288175	0	0	0	0	0	0
112267874	0	0	0	0	1	0
105378948	0	0	0	0	1	0
401934	0	0	0	0	0	0
54991	202	185	148	195	206	163
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	4	0	1	1	1	0
7293	26	11	22	16	23	16
51150	3326	3045	2873	3598	3546	3193
126792	961	852	818	1009	964	871
388581	12	2	4	8	8	6
118424	1304	1183	1173	1388	1370	1252
101928895	12	7	4	3	10	5
6339	24	3	9	11	24	20
116983	1318	859	807	1159	1276	1023
102465434	0	0	0	1	1	0
109623456	7	4	3	4	4	4
126789	296	217	230	262	293	302
54973	1106	992	854	1154	1132	1045
102465435	2	2	1	2	2	4
80772	505	433	473	478	498	529
83756	15	12	13	16	14	12
1855	1971	1575	1398	1765	1976	1707
102466740	0	0	0	2	2	3
54587	14513	13063	12192	15023	15283	13445
54998	1710	1484	1373	1631	1619	1451
81669	1136	607	593	1015	1352	1007
148413	345	262	263	387	397	300
55052	957	846	752	971	951	766
107984868	0	0	0	1	0	0
441869	2	0	2	6	2	0
105378585	0	0	0	0	2	0
643965	0	0	0	0	0	0
102724312	0	0	0	0	0	0
107985729	0	0	0	0	0	0
64856	105	99	90	102	119	107
219293	24	20	20	24	18	18
83858	446	309	291	384	433	379
55210	733	613	624	740	690	650
339453	15	18	6	12	17	12
29101	1260	1157	1157	1442	1335	1226
643988	207	181	178	208	197	172
105378586	18	17	19	15	18	16
142678	621	456	433	604	624	541
8510	26	18	21	21	24	27
984	1167	970	897	1266	1231	1058
728661	1259	987	914	1303	1309	1132
8511	4	4	1	3	7	2
728642	797	547	545	799	795	688
9906	1495	1134	1010	1517	1650	1323
112268218	98	89	73	89	100	82
65220	1274	1142	1056	1354	1405	1234
2782	13673	12386	11660	14500	14630	12305
105378949	6	6	6	6	6	6
163688	1	0	2	2	3	0
339456	1	0	1	0	1	3
85452	0	0	0	0	0	0
107984872	0	0	0	0	0	0
105378589	0	0	1	0	0	0
2563	0	0	0	0	0	0
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	59	41	44	56	64	60
100506504	9	4	8	7	5	8
199990	865	834	753	905	852	754
112268219	37	29	37	51	52	39
105378593	4	2	1	2	9	3
6497	2508	2392	2237	2782	2809	2289
79906	43	35	37	50	49	42
100129534	12	11	7	14	15	9
11079	2958	2559	2406	3240	3186	2716
5192	614	554	508	639	599	515
9651	16	13	18	22	18	12
55229	391	337	349	418	430	349
388585	0	0	0	0	0	0
115110	20	16	13	21	21	18
8764	123	108	97	129	150	134
100996583	1	1	0	0	0	2
127281	722	648	536	686	703	596
79258	83	88	74	93	75	78
105378597	0	0	0	0	0	1
100287898	5	2	1	4	6	3
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	0	0	1	0
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	1	0	1	0	0	2
27237	0	0	0	1	0	1
1953	28	19	29	32	27	30
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1822	1649	1522	1852	1822	1629
49856	336	264	224	335	323	276
7161	19	11	15	9	13	11
105378610	0	1	0	2	0	0
105378609	0	0	0	0	0	0
57212	410	343	311	423	527	375
148870	1	1	1	2	0	0
388588	5	4	2	4	2	1
57470	1258	992	970	1272	1323	1161
9731	865	790	609	995	982	817
1677	172	128	100	140	154	120
107984910	1	1	0	5	3	4
339448	328	243	217	282	326	269
100133612	0	2	4	4	1	4
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	264	229	211	271	286	227
8514	115	106	102	114	138	127
26038	1	1	0	0	1	0
105376687	0	0	0	0	0	0
6146	6464	5675	5511	6960	7009	6034
107985733	24	25	25	31	23	25
102724450	1	0	0	1	0	0
388591	18	32	18	29	21	21
23463	4166	3825	3636	4417	4354	3774
148645	3	2	1	1	4	4
390992	0	0	0	0	0	0
387509	5736	5005	4656	5811	6236	5402
11332	1642	1598	1500	1725	1628	1494
54626	6	6	5	6	11	5
83715	1	2	1	1	4	3
100422975	0	0	0	0	0	0
8718	17	13	7	23	26	17
57449	154	118	114	153	171	137
79707	816	670	616	962	988	755
80835	257	232	185	238	293	212
107984912	23	19	9	23	26	18
3104	240	176	143	210	237	240
9903	1602	1315	1183	1788	1831	1454
107984913	13	6	4	16	6	10
148479	601	562	530	640	707	529
90326	475	381	385	508	538	461
55735	1032	896	782	1066	1095	886
100505887	0	0	0	0	0	0
110841581	6	3	0	5	5	2
23261	600	461	517	600	578	479
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	1	1	1	0	0	1
9341	4173	3839	3648	5008	4850	3977
8863	568	460	416	545	632	527
10911	0	0	0	0	0	0
3604	0	3	4	3	4	2
11315	4498	4057	3987	4909	4799	4205
54206	5628	4883	4534	6417	6597	5342
107984915	1	0	0	0	0	0
102724539	0	1	4	0	2	1
105376695	0	0	1	0	0	0
50651	78	64	74	73	77	59
473	3368	3045	3048	3870	3604	2992
102724552	0	2	0	1	3	0
106632271	0	0	0	0	0	0
2023	47552	46437	43598	48412	48291	42309
102465436	3	5	3	5	3	1
100505975	7	11	5	6	12	10
112268261	1	0	0	0	1	0
765	0	0	0	0	0	0
155184	0	0	0	0	0	0
6518	65	47	50	68	78	62
80045	61	54	40	69	50	51
106614088	38	14	21	28	32	23
407040	0	0	0	1	1	0
102724571	14	15	9	12	20	11
9563	3800	3171	2706	3588	3869	3215
80176	517	465	427	487	519	478
100506022	92	89	73	107	98	69
84275	241	211	171	229	225	236
199953	415	419	336	425	417	372
107985734	7	5	3	6	4	4
105376712	0	0	0	0	0	0
5293	423	399	369	437	419	387
644997	0	0	0	0	0	0
101929074	9	15	9	11	14	7
22883	4049	3698	3657	4438	4180	3634
56998	553	493	485	538	505	463
105376717	20	29	26	17	24	21
84328	893	779	747	1154	1022	871
