GeneID	control	control	control	perturbed	perturbed
100287102	18	12	12	12	13
653635	548	534	494	646	557
102466751	17	21	12	40	19
107985730	0	0	0	1	1
100302278	0	0	0	0	0
645520	0	0	0	0	0
79501	0	0	0	0	0
100996442	98	120	101	120	140
729737	64	52	44	65	60
102725121	33	18	29	12	25
102723897	713	728	663	737	788
102465909	7	7	3	8	5
107985721	0	1	1	1	1
112268260	25	36	32	36	38
729759	0	1	1	1	1
100132287	124	120	94	176	127
105378947	6	8	5	6	3
101928626	1	0	0	0	1
113219467	35	22	7	205	26
81399	18	17	19	26	18
100133331	153	123	109	190	139
107984841	55	66	35	75	62
107984847	83	82	72	129	86
107984849	23	13	12	27	18
100288069	135	148	140	199	171
105378580	68	59	64	91	71
400728	18	23	24	27	31
79854	54	54	50	39	72
643837	681	568	572	311	397
107984850	1	1	0	0	0
284593	6	3	4	6	4
284600	113	114	47	168	118
100130417	27	35	36	39	43
107985728	113	85	68	66	64
148398	579	551	498	427	385
26155	6478	6039	6016	3234	4087
339451	654	675	622	462	697
84069	285	280	276	274	298
84808	47	42	34	50	41
57801	347	368	422	473	575
9636	170	182	270	240	323
375790	7494	7458	8472	12635	15222
100288175	43	38	48	67	94
112267874	8	6	6	23	22
105378948	28	29	27	42	74
401934	1	3	2	8	3
54991	599	592	596	541	593
254099	1	0	0	0	0
406984	0	0	0	1	0
406983	0	0	0	0	0
554210	0	1	0	1	0
100506376	0	1	1	1	0
254173	0	4	0	2	0
8784	0	4	0	1	2
7293	14	9	9	18	12
51150	2754	2500	2708	2177	2646
126792	849	822	947	1028	1281
388581	24	15	16	24	21
118424	1670	1583	1595	1452	1592
101928895	24	29	30	29	49
6339	37	37	33	43	53
116983	874	987	861	718	918
102465434	2	1	0	1	0
109623456	12	11	5	7	6
126789	543	546	543	430	503
54973	2042	2007	1935	1935	2032
102465435	19	12	17	10	11
80772	647	551	684	593	681
83756	179	206	115	129	104
1855	4278	4215	4263	2241	2906
102466740	15	11	9	7	13
54587	199	149	159	154	193
54998	1682	1490	1781	1753	1671
81669	3190	3215	2835	4272	4712
148413	286	275	257	426	308
55052	1033	858	822	885	846
107984868	3	3	2	5	12
441869	2	1	1	2	2
105378585	2	0	0	0	1
643965	0	0	0	0	0
102724312	0	1	0	0	0
107985729	0	1	0	0	0
64856	0	0	0	3	2
219293	55	46	58	25	36
83858	2781	2640	2485	1921	2001
55210	2341	2300	2148	1380	1386
339453	21	26	21	17	17
29101	2145	2177	2367	2247	2292
643988	25	33	34	53	65
105378586	4	5	8	13	9
142678	578	617	590	690	773
8510	47	42	41	32	37
984	796	787	726	863	733
728661	2478	2512	2716	3335	4022
8511	5	8	5	3	2
728642	562	634	492	604	539
9906	1255	1362	1400	2153	2308
112268218	164	173	167	190	216
65220	1788	1918	1708	1950	2063
2782	12392	12486	14125	11489	14707
105378949	30	23	22	17	26
163688	6	9	4	9	5
339456	6	13	22	33	20
85452	3	3	0	2	5
107984872	0	0	0	0	0
105378589	0	1	0	1	1
2563	1	9	12	7	13
105378590	0	0	0	0	2
105378591	1	1	0	0	1
5590	346	468	460	725	850
100506504	31	44	33	57	54
