GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
7105	1695	1455	1269	1739	1296	1253	1263	1100
64102	0	0	0	0	0	0	0	0
8813	1801	1486	1313	1647	1686	1647	1846	1565
57147	452	400	425	527	396	478	423	393
55732	237	230	175	218	284	247	237	224
2268	0	2	0	0	1	4	6	0
3075	17865	15139	13155	17817	11181	11575	11437	10117
2519	5992	4853	4213	5676	5523	5024	5817	4649
2729	4039	3319	3060	4102	2599	2584	2526	2459
4800	1536	1304	1191	1489	1488	1298	1289	1318
90529	298	251	209	253	278	316	307	237
57185	5500	5063	4309	5543	3882	3683	4025	3244
81887	800	694	541	760	878	887	930	776
22875	407	352	342	389	385	386	356	335
6405	241	198	252	201	112	104	111	112
1080	5175	4343	3933	4988	3178	3133	3023	2637
54467	4891	4298	3946	5262	4919	4723	4369	4172
1595	384	315	304	352	416	495	421	309
889	347	346	262	371	291	284	263	259
5893	317	287	271	359	334	274	263	285
84176	0	0	0	0	1	6	3	9
572	963	736	746	774	762	727	651	466
51056	7652	6567	5581	6902	8429	8743	9707	7752
4267	6	5	4	5	1	4	5	1
9957	0	0	0	6	0	0	0	2
26	3	4	0	0	3	0	0	0
51384	158	162	117	177	103	81	101	64
23072	112	121	103	124	101	101	88	72
8379	1	1	6	0	2	1	2	2
3927	14894	13131	12316	14789	12885	13063	12597	10620
29916	836	689	668	825	828	916	1041	835
55365	19153	14865	14362	17508	9033	9013	10008	6500
4074	5021	4192	3748	4474	4592	4895	4991	4266
90293	666	552	514	683	450	361	376	282
56603	2197	1999	1777	2239	4129	4098	3773	3380
3382	2	3	0	1	1	0	4	0
79007	170	186	175	214	177	179	216	122
57679	2139	1927	1708	2129	2044	2083	2002	1754
843	155	169	142	164	192	201	165	147
8837	3377	3104	2627	3723	3937	3835	3775	3641
7035	10703	9359	7980	10542	8850	8641	8874	7929
55471	543	494	401	537	545	432	503	492
10181	2576	2320	2003	2846	2369	2232	1849	2107
9108	0	0	1	0	0	1	0	1
6542	20	11	13	17	11	21	17	22
