GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	6	6	4	10	9	8
653635	636	655	516	523	625	571
102466751	20	19	16	17	18	19
107985730	3	2	2	2	4	1
100302278	1	0	0	1	2	0
645520	0	2	4	8	8	6
79501	0	0	1	0	0	1
100996442	56	57	47	101	92	71
729737	352	359	295	492	519	485
102725121	10	6	4	12	10	7
102723897	680	692	548	601	682	619
102465909	13	14	12	9	14	15
107985721	4	2	4	2	3	2
112268260	18	12	19	24	21	25
729759	1	0	0	1	0	0
100132287	716	724	609	896	971	952
105378947	2	1	2	2	1	2
101928626	0	0	0	0	0	0
113219467	2238	2506	2326	2071	2150	2071
81399	6	5	3	9	6	4
100133331	531	572	476	825	896	860
107984841	81	86	71	81	87	70
107984847	112	112	97	139	125	99
107984849	32	44	41	36	22	21
100288069	53	60	54	56	66	54
105378580	23	25	20	53	49	28
400728	6	7	3	19	15	15
79854	64	45	62	80	98	95
643837	504	575	412	897	1039	893
107984850	0	1	0	1	1	3
284593	3	2	1	1	3	3
284600	104	119	81	57	53	51
100130417	17	20	14	6	15	13
107985728	1	0	0	0	0	0
148398	583	665	468	821	951	792
26155	8009	9202	6350	11500	12211	10807
339451	729	785	552	853	937	766
84069	290	305	205	952	1001	937
84808	117	123	94	167	168	148
57801	522	762	486	562	662	597
9636	552	595	420	1372	1454	1332
375790	12037	13828	9849	15399	16663	13498
100288175	67	47	39	186	186	165
112267874	24	12	12	39	40	48
105378948	64	49	43	148	145	139
401934	2	3	1	0	4	3
54991	473	526	421	546	571	566
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	0	0	0	0	1	0
7293	2	7	3	4	10	6
51150	7703	9106	6451	10132	11053	9708
126792	898	1222	849	1086	1294	1120
388581	19	25	20	28	44	43
118424	1717	1931	1408	2518	2681	2437
101928895	114	106	82	21	26	28
6339	260	245	214	106	93	91
116983	2068	2308	1921	2339	2783	2505
102465434	0	1	0	0	1	1
109623456	13	15	15	9	9	10
126789	544	628	465	1064	1167	1093
54973	3564	3886	2832	3219	3454	3164
102465435	5	7	4	10	5	7
80772	1825	2037	1417	2146	2446	2254
83756	25	44	25	39	54	35
1855	2970	3384	2342	4465	4742	4072
102466740	3	5	1	4	3	5
54587	911	988	738	886	991	979
54998	4370	5049	3356	5209	5525	4866
81669	4789	5078	3730	5921	6560	6158
148413	914	1086	746	1060	1139	1128
55052	1497	1658	1169	1766	1937	1848
107984868	3	0	0	3	3	1
441869	0	0	0	0	0	0
105378585	0	0	0	1	0	0
643965	0	0	0	0	0	0
102724312	0	0	0	0	0	0
107985729	0	0	0	0	0	0
64856	0	0	0	1	0	1
219293	74	87	62	164	181	142
83858	2149	2487	1810	3902	4366	3980
55210	3017	3649	2606	5730	6316	5719
339453	62	71	59	54	53	66
29101	5303	6009	4165	4014	4377	3928
643988	0	0	0	0	0	0
105378586	0	0	0	0	0	0
142678	2170	2530	1820	3129	3459	3099
8510	59	79	52	43	45	52
984	1828	2136	1589	2727	2981	2753
728661	1443	1624	1230	2277	2339	2057
8511	15	12	12	2	2	4
728642	1109	1322	980	1891	2034	1931
9906	1636	1862	1365	2437	2580	2292
112268218	145	169	115	211	223	198
65220	1986	2221	1629	2770	3019	2619
2782	11623	13273	9824	11290	12076	10399
105378949	51	45	37	68	65	63
163688	29	28	17	17	24	19
339456	3	5	2	1	1	0
85452	0	0	0	1	0	1
107984872	0	0	0	2	0	2
105378589	1	1	0	6	9	11
2563	0	0	0	0	0	0
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	303	329	255	141	189	157
100506504	18	23	14	24	23	14
199990	2007	2388	1644	1417	1579	1332
112268219	184	201	144	221	295	241
105378593	2	1	2	2	2	0
6497	3003	3500	2498	4984	5280	4475
79906	157	168	129	172	190	184
100129534	17	29	18	12	9	11
11079	4787	5444	3893	5063	5395	4889
5192	1127	1222	954	1246	1391	1220
9651	25	37	24	38	47	39
55229	1001	1026	804	996	1019	910
388585	0	1	1	0	0	0
115110	3617	3891	2995	1417	1588	1344
8764	14582	15798	11771	5238	5721	5129
100996583	60	74	51	6	5	12
127281	1737	2073	1466	1452	1647	1446
79258	251	271	202	201	203	171
105378597	0	1	1	3	4	4
100287898	154	154	117	99	117	102
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	1	0
107985732	0	0	0	1	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	1	0
107984904	0	0	0	1	0	0
105378599	0	0	0	0	0	0
140625	2	0	0	0	0	3
440556	0	0	0	0	0	0
63976	0	2	0	0	1	1
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	1	1	1	6	6	4
105378605	0	0	0	0	2	0
105378604	0	0	0	3	1	3
27237	0	1	2	5	1	2
1953	44	67	52	88	99	99
105378608	0	0	0	14	8	5
693135	0	0	0	3	3	1
105378607	0	0	0	2	2	1
127262	1920	2356	1667	6889	7227	6671
49856	1010	1205	923	898	942	856
7161	0	0	0	1	2	1
105378610	0	0	0	9	4	6
105378609	0	0	0	1	0	0
57212	0	0	0	2	6	2
148870	5	6	9	5	3	0
388588	69	90	53	22	37	25
57470	2637	3135	2052	1108	1244	1120
9731	1655	1804	1355	2521	2747	2461
1677	472	470	361	789	784	790
107984910	4	8	9	16	12	13
339448	681	770	552	1430	1533	1325
100133612	47	58	45	60	83	75
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	68	84	62	89	107	99
284661	2	1	1	2	0	2
105376674	0	1	0	3	2	3
105376679	0	0	0	0	0	0
107985376	0	0	0	2	4	5
55966	0	0	0	1	1	3
105376680	1	0	0	0	0	0
102724429	0	0	0	2	7	4
105376681	0	0	0	0	0	0
105376682	1	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	2	3	2	0	0	0
261734	1348	1560	1156	1302	1547	1373
8514	838	928	681	234	262	209
26038	6	11	4	4	5	3
105376687	0	0	0	0	0	0
6146	8862	9967	7252	8511	8902	8096
107985733	182	216	172	176	193	131
102724450	112	129	84	86	89	114
388591	1110	1158	941	502	545	512
23463	2935	3537	2736	3297	3677	2865
148645	8	19	11	5	4	5
390992	0	0	0	0	0	0
387509	714	881	640	252	286	227
11332	7567	8620	6261	8292	8617	7446
54626	0	0	0	0	0	0
83715	3	3	1	3	4	1
100422975	0	0	0	0	0	0
8718	9	12	8	4	8	11
57449	70	63	48	124	126	105
79707	715	803	580	641	651	526
80835	2	2	1	4	6	4
107984912	2	0	0	0	0	0
3104	514	582	447	819	896	809
9903	4536	5271	3665	5322	5764	5115
107984913	41	52	29	44	43	32
148479	992	1062	808	1241	1286	1225
90326	833	935	683	971	1031	989
55735	2111	2433	1788	2080	2282	1998
100505887	0	0	0	0	0	0
110841581	40	43	26	16	30	24
23261	968	1087	793	640	650	520
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	3
105376691	0	0	0	0	0	0
105376689	13	9	10	1	2	0
9341	2863	3297	2494	3619	4065	3546
8863	1805	1823	1510	229	289	251
10911	0	0	0	1	0	0
3604	1	1	1	19	15	8
11315	5600	6288	4564	5082	5319	4840
54206	1483	1550	1216	4545	4991	4667
107984915	0	0	0	4	2	4
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	0	0	1	0	0	1
473	5006	5666	4529	3980	4348	3704
102724552	3	3	0	2	0	4
106632271	0	0	0	0	0	0
2023	47978	54080	41852	50832	54980	45256
102465436	4	3	1	2	5	1
100505975	127	149	84	96	105	98
112268261	0	0	0	0	0	1
765	0	0	0	7	9	4
155184	0	0	0	0	0	0
6518	5	3	6	9	3	5
80045	861	971	713	2086	2110	1808
106614088	1	0	1	0	0	2
407040	0	0	0	0	0	0
102724571	0	0	0	0	0	0
9563	1831	1932	1499	1141	1366	1076
80176	3578	4226	3095	2819	2903	2507
100506022	94	111	77	16	19	18
84275	610	774	540	922	1174	896
199953	1955	2185	1642	1881	2069	1711
107985734	28	27	23	35	32	28
105376712	1	0	0	0	0	0
5293	172	150	129	162	154	145
644997	0	0	0	0	0	0
101929074	97	83	80	26	43	30
22883	4258	4785	3487	5100	5514	4570
56998	1054	1243	898	2070	2225	2060
105376717	52	59	43	179	181	172
84328	1705	1803	1286	794	789	746
64802	379	439	296	636	669	577
113391335	0	1	2	4	3	1
100847055	1	1	1	1	2	1
116362	0	0	0	3	0	0
10277	2489	2674	2063	1521	1619	1319
23095	3436	3633	2854	2773	3144	2520
105376725	5	7	9	8	3	6
5226	3031	3363	2690	4445	4832	4375
100526739	134	169	119	110	114	105
378708	153	189	132	125	124	117
