GeneID	control	control	perturbed	perturbed	perturbed
100287102	1	4	2	1	4
653635	15	7	2	4	11
102466751	0	0	0	0	0
107985730	0	0	0	0	0
100302278	0	0	0	0	0
645520	0	0	0	0	0
79501	0	0	0	0	0
100996442	3	0	0	3	2
729737	0	0	0	0	0
102725121	0	0	1	0	0
102723897	32	22	14	25	44
102465909	0	0	0	0	0
107985721	0	0	0	0	0
112268260	0	0	0	3	0
729759	0	0	0	0	0
100132287	0	3	0	1	0
105378947	0	0	0	0	0
101928626	0	0	0	0	0
113219467	93	133	126	69	111
81399	0	0	0	0	0
100133331	0	3	0	0	0
107984841	0	0	0	0	0
107984847	0	0	0	0	0
107984849	0	0	0	0	0
100288069	2	0	0	0	0
105378580	0	0	0	0	2
400728	0	0	0	0	0
79854	0	5	0	3	1
643837	13	25	20	24	25
107984850	0	0	0	0	0
284593	0	0	0	0	0
284600	0	0	0	0	0
100130417	0	0	0	0	0
107985728	0	0	0	0	0
148398	136	136	40	60	15
26155	151	163	58	62	21
339451	21	37	36	24	41
84069	25	16	6	19	14
84808	0	14	1	2	5
57801	0	0	2	0	0
9636	60	254	47	57	77
375790	38	67	27	18	12
100288175	14	5	1	0	0
112267874	13	0	1	0	0
105378948	26	5	1	0	0
401934	0	0	0	0	0
54991	41	31	20	11	19
254099	0	0	0	0	0
406984	0	0	0	0	0
406983	0	0	0	0	0
554210	0	0	0	0	0
100506376	0	0	0	0	0
254173	0	0	0	0	0
8784	0	0	0	0	0
7293	0	0	0	0	0
51150	1315	2005	764	807	342
126792	221	216	130	222	140
388581	0	0	0	1	0
118424	763	872	356	377	108
101928895	0	0	0	0	0
6339	0	6	0	8	0
116983	5	32	6	9	4
102465434	0	0	0	0	0
109623456	0	0	0	0	0
126789	46	97	46	51	92
54973	43	282	88	112	143
102465435	0	0	0	0	0
80772	68	104	116	91	226
83756	7	48	21	31	13
1855	76	268	118	117	106
102466740	0	0	0	0	0
54587	0	0	0	0	0
54998	499	902	585	688	893
81669	261	311	113	159	90
148413	407	668	273	340	283
55052	800	1208	551	637	400
107984868	0	0	0	0	0
441869	0	0	0	0	0
105378585	0	0	0	0	0
643965	0	0	0	0	0
102724312	0	0	0	0	0
107985729	0	0	0	0	0
64856	44	44	30	23	52
219293	0	3	0	1	0
83858	179	215	37	32	64
55210	123	181	185	102	236
339453	13	0	0	0	3
29101	133	410	321	390	571
643988	15	15	1	0	3
105378586	0	0	0	0	0
142678	8	39	3	26	26
8510	25	22	22	13	16
984	440	470	415	330	508
728661	12	50	33	26	34
8511	0	0	0	3	1
728642	275	453	237	220	292
9906	194	430	88	182	31
112268218	54	88	3	13	2
65220	197	228	79	119	83
2782	2666	3252	1175	1415	520
105378949	0	0	0	0	1
163688	0	0	0	0	0
339456	0	0	0	5	0
85452	0	0	0	0	0
107984872	0	0	0	0	0
105378589	0	0	0	0	1
2563	0	0	0	0	0
105378590	0	0	0	0	0
105378591	0	0	0	0	0
5590	43	38	28	13	29
100506504	0	0	0	0	0
199990	76	96	65	39	85
112268219	0	14	27	10	4
105378593	0	0	0	0	0
6497	539	693	234	229	84
79906	0	0	0	2	0
100129534	0	0	0	0	0
11079	600	817	469	458	656
5192	97	133	78	75	115
9651	0	0	0	0	0
55229	0	7	0	0	0
388585	0	0	0	0	0
115110	0	0	0	0	0
8764	42	41	15	44	9
100996583	0	0	0	0	0
127281	266	285	151	193	220
79258	0	0	1	0	2
105378597	0	0	0	0	0
100287898	0	0	0	0	0
105378603	0	0	0	0	0
105378602	0	0	0	0	0
105378601	0	0	0	0	0
112268220	0	0	0	0	0
107985732	0	0	0	0	0
105378600	0	0	0	0	0
105378598	0	0	0	0	0
107984904	0	0	0	0	0
105378599	0	0	0	0	0
140625	0	0	0	0	0
440556	0	0	0	0	0
63976	0	0	0	0	0
100422968	0	0	0	0	0
105378606	0	0	0	0	0
107984909	0	0	0	0	0
105378605	0	0	0	0	0
105378604	0	0	0	0	0
27237	0	0	0	0	0
1953	0	3	0	1	2
105378608	0	0	0	0	0
693135	0	0	0	0	0
105378607	0	0	0	0	0
127262	367	555	230	333	517
49856	95	133	0	11	0
7161	1	9	0	0	4
105378610	0	0	0	0	0
105378609	0	0	0	0	0
57212	1	41	3	6	4
148870	0	0	0	0	0
388588	0	0	0	0	0
57470	445	668	487	523	849
9731	319	715	316	289	399
1677	58	146	0	7	8
107984910	0	0	0	0	0
339448	79	306	1	2	0
100133612	0	0	0	0	0
728716	0	0	0	0	0
105376672	0	0	0	0	0
105376673	0	0	0	0	0
284661	0	0	0	0	0
105376674	0	0	0	0	0
105376679	0	0	0	0	0
107985376	0	0	0	0	0
55966	0	0	0	0	0
105376680	0	0	0	0	0
102724429	0	0	0	0	0
105376681	0	0	0	0	0
105376682	0	0	0	0	0
107984911	0	0	0	0	0
105376686	0	0	0	0	0
100616421	0	0	0	0	0
261734	77	46	2	18	3
8514	0	3	3	1	17
26038	19	2	0	0	5
105376687	0	0	0	0	0
6146	4514	5936	3367	3228	2850
107985733	0	9	2	1	0
102724450	0	0	0	2	3
388591	85	100	7	26	10
23463	837	686	208	198	79
148645	0	0	2	0	0
390992	0	0	0	0	0
387509	5	53	31	32	36
11332	897	1310	602	649	972
54626	249	656	266	269	154
83715	59	41	22	29	31
100422975	0	0	0	0	0
8718	16	19	8	18	11
57449	173	259	112	139	162
79707	924	984	363	314	198
80835	0	0	0	0	0
107984912	0	0	0	0	0
3104	0	1	4	6	9
9903	217	282	112	200	39
107984913	0	6	0	0	0
148479	38	85	9	40	23
90326	74	208	149	188	167
55735	49	138	115	111	130
100505887	0	0	0	0	0
110841581	0	22	3	3	0
23261	212	289	82	119	112
105376692	0	0	0	0	0
102725193	0	0	0	0	0
101928836	0	0	0	0	0
105376691	0	0	0	0	0
105376689	0	0	0	0	0
9341	758	1020	260	405	103
8863	22	43	2	5	3
10911	0	0	0	0	0
3604	0	0	0	0	0
11315	1747	2268	1365	1439	1659
54206	75	203	41	13	9
107984915	0	0	0	0	0
102724539	0	0	0	0	0
105376695	0	0	0	0	0
50651	54	0	12	0	0
473	403	508	171	171	151
102724552	0	0	0	0	0
106632271	0	0	0	0	0
2023	11928	16260	10201	11580	16211
102465436	1	0	5	0	0
100505975	0	0	0	0	0
112268261	1	0	0	0	0
765	0	0	0	0	0
155184	0	0	0	0	0
6518	0	0	0	0	0
80045	79	109	49	48	53
106614088	23	19	6	2	6
407040	0	0	0	0	0
102724571	21	75	7	16	5
9563	132	194	76	91	121
80176	271	278	86	81	40
100506022	0	10	0	7	0
84275	162	135	24	39	32
199953	34	60	52	48	45
107985734	7	23	17	17	8
105376712	0	0	0	0	0
5293	493	271	224	200	313
644997	0	0	0	0	0
101929074	12	0	0	0	18
22883	861	1419	651	570	658
56998	211	291	108	139	71
105376717	0	0	5	0	2
84328	262	646	253	245	188
64802	114	175	44	74	66
113391335	0	0	0	0	0
100847055	0	0	0	0	0
116362	0	0	0	0	0
10277	205	302	107	123	69
23095	559	969	526	470	375
105376725	0	0	0	0	0
5226	2950	3283	2095	2119	3581
100526739	194	131	95	102	114
378708	255	282	120	150	107
1325	0	2	3	3	16
1676	860	888	702	561	726
5195	77	108	66	70	17
54897	0	0	0	0	0
105376733	0	0	0	0	0
105376735	0	0	0	0	0
148345	0	0	0	0	0
23435	1008	1185	357	509	213
10747	0	13	0	0	4
6723	1094	1420	669	865	1319
5394	532	657	197	333	121
105376736	0	0	1	9	17
2475	128	267	102	128	130
100873935	0	0	0	0	0
10218	0	0	0	0	0
29914	152	313	147	111	244
105376737	0	0	0	0	0
105376739	0	0	0	0	0
105376740	0	0	0	0	0
57540	0	0	0	0	0
112268221	0	0	0	0	0
101929181	0	0	0	0	0
26232	3	1	0	1	0
93611	0	16	0	12	0
26270	0	3	0	0	0
10459	122	242	79	195	184
374946	0	0	0	10	0
57085	73	283	121	121	137
284498	0	0	0	0	0
102724659	0	0	0	0	0
4524	74	73	47	40	51
1185	0	77	5	16	13
100379251	0	0	0	0	1
4878	0	0	0	0	0
4879	0	0	0	0	0
26829	0	0	0	0	0
90231	470	547	74	100	153
5351	828	1000	544	408	618
9927	386	772	406	469	249
60672	29	51	32	11	30
102466982	0	0	0	0	0
943	0	0	0	0	0
102465836	0	0	0	0	0
7133	81	24	28	48	41
100616438	0	0	0	0	0
107984917	0	0	0	0	0
55187	152	149	127	91	64
677885	0	0	0	1	0
105376744	0	0	0	0	0
9249	30	50	70	29	105
102466722	0	0	0	0	0
343066	0	0	0	0	0
126767	0	0	0	0	0
93190	0	0	0	0	0
390999	0	0	0	0	0
65121	0	0	0	0	0
105376745	0	0	0	0	0
440560	0	0	0	0	0
343069	0	0	0	2	0
65122	0	0	0	0	0
400735	0	0	0	0	0
343071	0	0	0	0	0
441871	0	0	0	0	0
440561	0	0	0	0	0
101929983	0	0	0	0	0
649330	0	0	0	0	0
441873	0	0	0	0	0
649324	0	0	0	0	0
440563	0	0	0	0	0
645354	0	0	0	0	0
645359	0	0	0	0	0
101060301	0	0	0	0	0
343070	0	0	0	0	0
400736	0	0	0	0	0
391003	0	0	0	0	0
343068	0	0	0	0	0
391002	0	0	0	0	0
645382	0	0	0	0	0
653619	0	0	0	0	0
729528	0	0	0	0	0
645414	0	0	0	0	0
391004	0	0	0	0	0
645425	0	0	0	0	0
126755	120	56	59	72	124
102724856	0	0	14	0	0
107984918	0	0	0	0	0
10630	0	126	2	17	21
107984919	0	0	0	0	0
105378612	0	0	0	0	0
105376756	0	0	0	0	0
7799	87	309	159	115	111
23254	0	0	0	0	5
107985467	0	0	0	0	0
107985468	0	0	0	0	0
105376762	0	0	0	0	0
105376759	0	0	0	0	0
107985469	0	0	0	0	0
200197	0	0	0	0	5
55092	325	605	309	282	578
727684	0	0	6	0	15
114827	0	5	0	0	0
101927417	0	0	9	0	0
101927441	0	0	0	2	0
79180	744	820	252	339	201
11330	0	0	0	0	0
63036	0	0	0	0	0
105376767	0	0	0	0	0
51032	0	0	0	0	0
842	20	45	3	0	0
23341	246	212	146	137	99
107397391	0	0	0	0	0
79814	11	0	0	6	5
84301	251	343	211	188	385
6248	22	3	2	3	3
23207	223	365	154	210	119
284723	16	8	6	4	17
110806303	16	8	13	7	15
388595	0	0	0	0	0
54751	2988	4582	2530	2284	2271
440567	121	57	34	16	80
729614	92	86	21	20	76
23013	587	763	522	469	539
7709	63	186	48	63	8
149563	0	0	0	0	0
27129	0	0	0	0	0
1187	0	0	0	0	0
1188	0	0	0	0	0
348487	8	7	6	2	15
1969	94	402	8	34	0
101927479	0	0	3	7	6
128272	11	34	5	5	13
101927546	0	0	0	0	0
79363	15	4	0	5	13
54455	49	20	23	20	50
26099	306	490	205	166	222
374955	219	215	81	85	95
55707	297	606	4	41	3
107984921	9	4	4	9	7
114819	9	0	1	1	0
26871	0	0	2	2	3
107985757	0	0	0	0	0
100132147	0	0	0	0	0
107985758	0	0	0	0	0
7195	0	0	0	0	0
55672	76	174	49	70	38
105376794	93	15	13	15	24
84809	40	15	13	10	24
11209	1	0	0	0	0
107985736	0	0	0	0	1
26869	0	0	2	2	3
107985759	0	0	0	0	1
284729	0	0	0	0	0
100189045	0	0	0	0	0
6060	1	0	1	1	4
11223	1	0	0	0	0
100500876	0	0	0	0	0
100189298	0	0	0	0	0
112267871	0	0	0	0	0
7193	0	0	0	0	0
100189183	0	0	0	0	0
105376805	46	10	6	15	0
791226	0	0	0	0	0
26870	0	0	2	1	3
9696	58	40	16	55	14
4237	121	177	20	17	1
105376806	0	0	0	0	0
23400	44	60	33	34	114
6390	319	624	17	25	10
11240	0	0	0	0	0
105376808	0	0	0	0	0
400743	0	0	0	0	0
29943	0	0	0	0	0
51702	0	0	0	0	0
100616188	0	0	0	0	0
23569	0	0	0	0	0
353238	0	0	0	0	0
55920	396	1375	193	60	48
55160	0	0	0	0	0
107984028	0	0	0	0	0
81569	0	0	0	0	3
105376809	0	0	0	0	0
105376812	0	0	0	0	0
101927876	0	0	0	0	0
84966	0	0	0	0	0
105376814	0	0	0	0	0
127707	1	0	0	0	0
5081	0	0	0	0	0
80834	0	0	0	0	0
8659	46	86	27	50	39
100616120	0	0	0	0	0
100302276	0	0	0	0	0
126917	191	167	84	95	71
105376815	0	0	0	0	0
23352	1037	1242	831	875	1102
101927895	0	0	2	0	3
23065	399	510	99	150	52
51154	1468	1555	1148	970	1273
246181	0	0	0	0	0
22977	0	0	0	0	0
100506730	14	19	1	8	0
8574	389	474	240	197	301
54896	25	67	33	16	30
832	3069	4339	859	1457	222
105376819	0	0	0	0	0
105376818	0	0	0	0	0
105376817	0	0	0	0	0
105378614	0	0	0	0	0
440574	849	1411	161	340	32
100532736	248	417	293	289	461
644068	117	109	57	42	76
4681	234	376	291	288	461
3362	0	0	0	0	0
255104	1	27	19	20	17
54546	0	0	0	0	0
105376823	0	0	0	0	1
23252	0	52	16	36	25
30814	0	0	0	0	0
5320	0	0	0	0	0
5322	0	0	0	0	0
26279	0	0	0	0	0
64600	0	0	0	0	0
391013	0	0	0	4	0
127733	0	0	4	2	0
101928017	0	0	0	5	0
105376825	0	0	0	0	0
105376826	0	0	0	0	0
105376827	0	0	0	0	0
105376828	0	0	0	0	0
127731	0	0	0	0	0
339505	0	0	0	0	0
55450	49	28	25	25	17
79594	223	270	119	205	171
163933	0	0	0	0	0
978	46	70	25	31	30
65018	97	136	50	68	62
102464833	0	0	0	0	0
100861548	124	205	81	80	80
1650	144	194	45	45	6
57576	0	0	0	0	0
400745	0	8	5	19	4
112268222	134	252	26	54	2
50809	578	696	361	265	340
8672	580	984	414	303	283
105376830	0	13	6	0	0
105376829	0	0	0	0	0
100302155	0	0	0	0	0
1889	3770	5034	3409	2737	4195
100506801	0	0	0	0	0
105376832	0	0	0	0	0
84224	55	0	1	3	3
249	0	0	0	0	0
105376834	0	0	0	0	0
5909	0	0	0	0	0
84196	1137	1770	962	1008	827
401944	1166	1215	693	633	1807
3339	1166	1230	700	633	1815
23436	0	0	0	0	0
10136	0	0	0	0	0
101928043	0	0	2	0	2
29092	1	13	4	1	2
112268223	1	9	4	1	2
998	3456	5332	1992	2188	742
54361	0	10	0	0	0
105376845	0	0	0	0	0
105376850	0	0	0	0	0
107985377	0	0	0	0	0
100616433	0	0	0	0	0
105376856	0	0	0	0	0
9923	52	155	24	40	78
2046	0	0	0	0	0
102466615	0	0	0	0	0
712	0	0	0	0	0
714	0	0	0	0	0
713	0	0	0	0	0
2048	877	1079	377	375	514
100616391	0	0	0	0	0
100422914	0	0	0	0	0
646262	0	0	0	0	0
729059	0	0	0	0	0
23028	333	296	98	114	43
100422866	0	0	0	0	0
7798	1945	2626	1159	1316	1180
3352	18	45	4	11	5
100996511	0	0	2	2	1
10236	1889	2652	1439	1396	1200
80818	12	21	1	4	1
148898	27	15	0	0	0
6920	0	25	13	8	0
55616	0	16	2	8	1
1870	0	0	3	29	8
101928163	0	0	0	0	0
105376859	0	0	0	0	0
3399	1212	1551	74	342	4
107984928	0	0	0	0	1
259283	0	0	0	0	0
6135	5987	8764	4413	4819	4890
6924	404	631	194	205	163
100506963	0	7	6	11	9
57095	225	223	169	155	144
105376860	0	0	0	0	0
11313	280	450	225	216	285
2582	63	225	41	81	6
3155	44	87	35	35	27
105376861	0	0	0	0	0
2517	28	8	16	4	0
1269	0	0	0	0	0
107984929	0	0	0	0	0
100616492	0	0	0	0	0
55629	502	447	173	173	61
10772	764	974	528	446	575
105378615	0	0	0	0	0
105376863	0	0	0	0	0
107984931	0	0	0	0	0
127294	0	0	0	0	5
107985737	0	0	0	0	0
105376864	0	0	0	0	0
58985	0	0	0	0	1
163702	0	0	0	0	0
284632	0	0	0	0	0
105376871	0	0	0	0	0
57822	0	0	0	0	0
90529	1	36	28	2	3
57185	11	65	55	80	60
100750325	0	0	0	0	0
11123	43	39	61	17	8
100506985	0	0	0	0	0
400746	0	0	0	0	0
10250	1736	2998	1624	1631	1730
25932	2711	4093	514	683	164
105376876	0	0	0	0	0
864	0	0	0	0	0
102465437	0	0	0	0	0
107984932	0	0	0	0	0
105376878	0	0	0	0	0
100616365	0	0	0	0	0
105376879	0	0	0	0	0
25949	641	972	398	432	330
57035	196	149	49	21	51
105376882	0	0	0	0	0
6007	0	0	0	0	2
23585	489	661	40	59	22
6006	489	661	40	57	26
55219	451	483	302	216	180
26119	96	247	129	259	70
57134	0	0	0	0	0
57190	189	253	71	140	81
56181	61	138	54	96	121
646471	0	0	0	0	0
79000	5	50	18	14	19
164091	10	0	0	0	0
3925	1832	2855	1647	1812	2086
100500808	0	0	0	2	0
105376885	0	0	0	0	0
5051	112	182	44	68	77
101928216	0	0	0	0	0
2134	0	0	0	0	0
7780	0	0	0	0	0
105376910	0	0	0	0	0
84676	0	0	0	0	0
149420	103	62	17	5	0
105376886	0	0	0	0	0
79927	0	0	4	7	0
110806296	0	0	0	0	0
51042	242	382	145	164	274
10256	0	0	0	0	0
378807	0	0	0	0	0
101928303	0	0	0	0	0
64793	34	127	23	41	7
83442	7345	9465	4992	5508	9088
91544	7	3	0	0	0
1043	0	0	0	0	0
55057	0	0	0	0	0
257101	0	0	0	0	0
79727	0	0	0	0	0
79947	258	330	56	104	68
101928324	0	0	0	7	5
3151	1086	1271	725	744	923
6195	38	54	18	22	28
100302190	0	0	0	0	0
105376888	0	0	0	0	0
101928728	0	0	1	3	0
8289	380	390	120	123	52
55650	0	22	4	17	14
84243	113	141	36	100	9
2810	0	1	3	0	5
54707	110	203	58	101	62
63906	42	39	19	31	35
10726	1043	1390	898	891	1276
8431	1	0	0	0	0
126695	0	0	0	0	0
388610	222	405	176	145	236
