GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	2	2	2	2	2	1
653635	710	564	671	726	737	621
102466751	22	16	22	14	16	15
107985730	2	0	0	1	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	4	0
100996442	16	18	13	8	11	16
729737	56	29	37	44	39	33
102725121	8	6	3	4	4	3
102723897	644	546	641	683	666	579
102465909	7	8	4	6	6	4
107985721	0	3	0	1	0	0
112268260	8	9	6	7	7	7
729759	0	0	0	0	0	0
100132287	91	59	54	58	58	61
105378947	1	1	1	1	1	1
101928626	0	0	0	0	0	0
113219467	334	190	209	202	299	230
81399	1	1	4	1	2	2
100133331	123	103	87	97	93	92
107984841	33	26	17	9	14	20
107984847	35	29	21	23	17	16
107984849	6	5	7	4	2	3
100288069	90	61	47	73	52	58
105378580	16	7	8	4	11	14
400728	6	4	9	8	10	8
79854	24	18	15	20	21	22
643837	344	221	257	329	294	296
107984850	0	0	0	0	0	1
284593	0	2	3	6	6	3
284600	99	84	67	74	83	74
100130417	240	195	161	193	168	179
107985728	882	834	942	1249	839	899
148398	2498	1990	2542	2999	2702	2621
26155	5098	4044	5112	6260	6276	5366
339451	398	363	453	484	469	385
84069	36	35	27	86	55	56
84808	7	5	7	12	9	9
57801	1588	1325	2030	2035	1692	1560
9636	138	102	147	209	213	147
375790	3964	3509	4039	7381	5600	5778
100288175	37	32	63	64	55	47
112267874	12	9	15	13	14	11
105378948	35	32	54	48	48	37
401934	3	2	4	1	1	0
54991	476	350	467	535	489	425
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	1	0	0	0	0	2
254173	3	0	0	0	0	1
8784	1	3	5	7	7	7
7293	3	1	1	0	2	0
51150	2985	2313	3100	4299	3588	3210
126792	1073	817	1107	1628	1347	1234
388581	13	7	8	9	8	10
118424	1618	1209	1696	1972	1847	1455
101928895	21	14	20	21	11	15
6339	52	41	40	49	66	41
116983	968	681	952	1215	1031	1016
102465434	0	0	0	1	1	0
109623456	3	1	1	1	3	1
126789	906	750	1052	1175	1049	937
54973	1942	1611	1980	2356	2294	1886
102465435	45	52	52	59	35	53
80772	583	465	714	743	753	614
83756	22	14	33	28	27	17
1855	3738	3351	4625	5980	5518	4529
102466740	5	6	13	12	9	7
54587	186	190	269	222	210	201
54998	2902	2359	3495	3958	3753	3156
81669	1596	1127	1220	1364	1400	1109
148413	884	661	866	814	862	721
55052	2070	1517	1979	2139	2228	1741
107984868	12	5	4	1	0	0
441869	9	10	19	11	5	10
105378585	1	3	0	0	0	2
643965	0	0	0	0	1	0
102724312	11	9	16	13	10	11
107985729	18	8	19	8	8	14
64856	460	360	630	716	461	482
219293	45	30	43	44	43	33
83858	2053	1678	2255	2576	2440	2135
55210	3663	2794	3881	4521	4318	3622
339453	13	3	12	14	6	5
29101	1585	1339	1697	1995	2007	1655
643988	181	153	201	178	144	151
105378586	37	25	47	27	28	27
142678	692	557	798	924	801	661
8510	49	37	54	58	53	39
984	1681	1434	1586	1846	1875	1759
728661	1500	1201	1109	1519	1343	1292
8511	6	3	8	9	6	10
728642	761	656	729	803	818	718
9906	433	365	377	395	369	403
112268218	124	110	126	138	122	117
65220	1984	1675	1970	2467	2223	1890
2782	8169	6607	7883	10285	9044	7951
105378949	40	25	50	62	34	51
163688	2	1	3	0	1	1
339456	40	24	25	18	21	32
85452	19	12	19	19	17	23
107984872	5	5	3	6	5	2
105378589	4	4	1	3	3	8
2563	21	17	31	53	53	48
105378590	0	0	0	0	0	0
105378591	0	0	0	2	0	0
5590	465	409	407	438	413	395
100506504	13	17	17	18	23	15
199990	950	812	1177	1561	1389	1111
112268219	77	56	102	120	118	100
105378593	0	0	0	0	0	0
6497	2649	2292	2097	3111	2486	2649
79906	228	147	175	260	200	182
100129534	34	36	25	34	27	23
11079	1920	1524	1908	2388	2203	1861
5192	703	647	741	915	909	712
9651	39	26	19	32	36	27
55229	739	597	744	813	790	709
388585	86	74	80	71	53	59
115110	2	4	2	3	4	4
8764	10	6	5	14	8	10
100996583	1	0	1	0	0	0
127281	451	374	520	788	732	640
79258	57	43	53	88	75	67
105378597	0	0	0	0	0	0
100287898	5	2	8	0	7	4
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	1	0
440556	16	12	17	21	21	19
63976	216	155	132	265	195	240
100422968	0	0	0	0	0	0
105378606	1	0	0	0	0	0
107984909	2	0	3	1	3	2
105378605	0	0	0	0	0	0
105378604	20	22	19	50	48	35
27237	118	98	131	123	102	110
1953	48	40	46	48	37	33
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	603	457	581	668	595	482
49856	730	544	635	713	740	618
7161	458	340	423	625	583	531
105378610	1	0	2	0	2	2
105378609	0	0	0	0	0	1
57212	1130	908	914	1031	941	856
148870	0	2	1	1	1	1
388588	14	20	12	19	11	8
57470	1989	1670	1960	2325	2235	1871
9731	975	772	783	979	996	835
1677	402	321	308	309	341	287
107984910	6	4	6	7	2	2
339448	555	388	457	549	489	436
100133612	16	4	7	7	6	11
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	2	0	0	0	0	1
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	0	2	3
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	368	304	317	412	368	340
8514	246	167	199	329	240	271
26038	54	37	58	79	60	58
105376687	0	0	0	0	0	0
6146	9444	7004	9885	9796	10038	8115
107985733	44	24	24	17	61	34
102724450	10	1	5	3	2	7
388591	88	54	57	63	60	56
23463	4457	3280	3925	5281	4995	4315
148645	30	19	25	27	23	28
390992	0	0	0	0	0	0
387509	287	243	279	426	373	372
11332	1858	1521	2121	2534	2465	2034
54626	22	13	28	29	24	18
83715	12	4	9	12	11	12
100422975	1	0	0	0	0	0
8718	41	33	55	84	47	38
57449	351	289	382	624	576	501
79707	1369	1100	1115	1337	1437	1390
80835	3	3	3	3	2	2
107984912	0	1	0	0	0	0
3104	339	297	345	391	392	317
9903	1659	1272	1545	2079	2069	1842
107984913	5	8	1	7	8	6
148479	791	724	750	961	892	838
90326	749	550	730	795	773	653
55735	1492	1131	1322	1557	1562	1302
100505887	0	0	0	0	0	0
110841581	15	6	20	23	22	13
23261	1198	962	1099	1287	1284	1024
105376692	0	0	0	0	0	0
102725193	0	0	1	0	1	0
101928836	0	0	2	0	0	1
105376691	0	0	0	0	0	0
105376689	35	18	19	19	18	13
9341	1882	1419	1597	1743	1875	1652
8863	75	69	49	103	61	107
10911	6	3	9	9	8	6
3604	68	44	90	101	67	66
11315	6117	4927	6474	6880	7259	5634
54206	1389	1401	1356	2495	1859	1852
107984915	1	0	0	0	2	0
102724539	0	0	0	0	0	1
105376695	0	0	0	0	0	0
50651	9	6	12	33	28	24
473	1419	1205	1155	1984	1548	1584
102724552	0	0	0	0	0	0
106632271	0	0	0	0	0	0
2023	74949	62026	89779	117144	106278	89030
102465436	11	37	7	7	8	7
100505975	60	47	77	90	72	65
112268261	2	0	0	0	0	1
765	0	1	2	0	1	0
155184	2	0	0	2	0	0
6518	6	1	6	14	4	8
80045	352	273	282	324	326	299
106614088	219	139	111	130	127	111
407040	1	1	1	0	0	0
102724571	53	34	40	23	19	28
9563	674	623	643	1094	708	751
80176	200	187	224	364	310	261
100506022	9	9	11	9	11	16
84275	792	616	726	720	781	662
199953	1097	921	1123	1508	1411	1212
107985734	15	14	20	17	23	19
105376712	0	0	0	0	0	0
5293	212	179	244	354	362	302
644997	0	0	0	0	0	0
101929074	96	79	79	99	99	68
22883	2553	2204	2429	4099	3310	3392
56998	414	349	372	530	461	390
105376717	68	50	51	73	75	53
84328	924	730	860	943	1021	810
64802	342	243	276	340	350	251
113391335	0	0	0	0	1	1
100847055	0	0	1	0	0	0
116362	0	0	0	0	0	0
10277	1080	818	789	1136	1051	986
23095	1787	1484	1322	1943	1869	1671
105376725	3	0	0	1	0	0
5226	3059	2426	2900	3393	3431	2969
100526739	371	258	329	379	388	315
378708	382	265	339	398	406	320
1325	15	14	19	20	19	16
1676	4764	3745	4787	4832	4806	4225
5195	685	516	676	804	825	659
54897	165	119	154	194	170	151
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	5	4	6	2	5	3
23435	7060	5317	5695	6543	7206	5959
10747	32	24	24	23	31	27
6723	3662	3067	4258	5008	4897	3932
5394	2186	1763	2121	2422	2677	2341
105376736	117	114	104	126	132	127
2475	2604	2137	1871	2676	2467	2344
100873935	61	57	50	78	68	57
10218	0	2	1	1	2	2
29914	775	616	679	776	853	690
105376737	0	1	0	0	0	0
105376739	0	0	0	1	0	0
105376740	0	0	0	0	0	0
57540	7	7	4	8	6	4
112268221	2	0	1	2	1	0
101929181	2	0	3	0	0	0
26232	66	56	87	115	93	62
93611	486	353	467	588	550	389
26270	30	15	20	32	40	35
10459	2245	1872	2808	3279	3078	2336
374946	49	36	49	113	67	70
57085	896	681	1028	1109	1118	909
284498	96	74	68	86	78	96
102724659	1	1	2	0	0	2
4524	411	313	344	371	371	355
1185	205	179	152	211	211	192
100379251	29	29	23	27	37	25
4878	4	3	1	3	3	2
4879	3	4	3	10	3	8
26829	0	0	0	0	0	0
90231	1947	1637	2074	3339	2512	2421
5351	2685	2182	2821	5321	3592	3578
9927	4127	3280	3561	4509	4575	3810
60672	581	497	713	770	737	661
102466982	1	1	2	0	3	0
943	5	6	3	4	6	1
102465836	0	0	0	0	0	0
7133	7	5	6	5	5	10
100616438	1	0	2	1	1	1
107984917	0	0	0	0	0	0
55187	931	749	656	851	810	857
677885	4	3	2	5	7	5
105376744	2	1	1	0	1	0
9249	808	573	681	1008	754	800
102466722	1	3	0	2	1	1
343066	2	0	1	0	0	1
126767	1	0	0	0	0	0
93190	0	0	0	0	0	0
390999	1	0	0	0	0	0
65121	2	0	0	0	0	1
105376745	0	0	0	0	0	0
440560	0	0	0	0	1	0
343069	1	0	0	0	1	1
