GeneID	control	control	perturbed	perturbed
100287102	2	0	0	2
653635	214	117	176	163
102466751	7	2	3	3
107985730	0	0	0	0
100302278	0	0	0	0
645520	0	0	0	0
79501	1	0	0	0
100996442	21	7	14	12
729737	74	36	61	61
102725121	1	0	0	1
102723897	166	97	152	135
102465909	5	3	2	3
107985721	0	0	0	1
112268260	2	1	3	0
729759	0	0	0	0
100132287	92	57	84	89
105378947	2	0	0	0
101928626	0	0	0	0
113219467	585	508	829	739
81399	1	1	1	1
100133331	139	99	147	148
107984841	24	35	49	45
107984847	28	25	33	33
107984849	4	2	8	6
100288069	27	21	41	25
105378580	25	20	18	20
400728	6	7	17	11
79854	15	8	13	22
643837	172	119	171	171
107984850	0	0	0	1
284593	0	0	1	0
284600	17	0	0	4
100130417	4	0	0	1
107985728	0	0	0	2
148398	59	44	75	67
26155	1309	921	1472	1317
339451	69	43	89	65
84069	34	40	46	56
84808	12	7	12	21
57801	385	316	441	353
9636	245	133	326	285
375790	5084	4367	5373	4755
100288175	28	11	22	21
112267874	5	5	9	12
105378948	17	12	14	20
401934	1	0	2	0
54991	267	149	219	192
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	1	0	2	0
254173	2	1	1	1
8784	15	8	12	21
7293	7	3	2	1
51150	3147	2142	2776	2772
126792	684	527	511	497
388581	4	3	5	5
118424	729	492	737	673
101928895	85	51	75	64
6339	207	141	183	158
116983	1689	980	1277	1145
102465434	0	0	1	1
109623456	9	6	9	9
126789	213	106	208	178
54973	977	696	1048	949
102465435	7	7	5	5
80772	378	261	319	341
83756	29	31	38	37
1855	748	442	618	563
102466740	0	0	0	1
54587	310	283	304	277
54998	944	735	960	778
81669	2765	1558	2666	2304
148413	204	191	237	260
55052	654	527	712	702
107984868	0	0	4	0
441869	2	4	4	6
105378585	1	0	2	1
643965	1	0	0	1
102724312	5	3	3	2
107985729	3	3	2	1
64856	187	166	192	171
219293	18	11	22	13
83858	603	437	736	684
55210	666	462	730	615
339453	31	16	19	11
29101	807	518	669	572
643988	245	170	163	171
105378586	32	19	23	16
142678	842	617	788	713
8510	23	17	28	27
984	827	738	1173	1207
728661	1054	750	1007	933
8511	10	10	11	13
728642	719	512	940	832
9906	568	320	384	375
112268218	65	47	68	59
65220	1088	847	1168	1009
2782	6060	4097	5727	5260
105378949	8	14	17	16
163688	11	14	23	30
339456	5	7	9	11
85452	1	0	1	1
107984872	0	0	1	0
105378589	0	1	1	1
2563	1	1	3	1
105378590	1	0	0	0
105378591	1	0	0	0
5590	110	107	96	106
100506504	13	18	23	21
199990	601	400	444	368
112268219	117	99	101	90
105378593	7	3	5	4
6497	1712	968	1200	1036
79906	126	94	133	101
100129534	39	15	28	30
11079	1399	1082	1513	1425
5192	320	232	309	321
9651	7	6	5	5
55229	396	230	367	346
388585	2	3	3	1
115110	28	16	18	10
8764	192	88	109	107
100996583	0	1	6	1
127281	453	253	306	344
79258	52	33	34	41
105378597	1	0	0	3
100287898	31	20	20	21
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	1	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	1	0	0	0
107984904	0	0	1	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	2	0	0	1
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	1	0	0	0
27237	58	0	2	1
1953	5	3	5	5
105378608	0	0	0	0
693135	0	0	0	0
105378607	0	0	0	0
127262	180	168	250	258
49856	291	226	340	319
7161	513	308	422	395
105378610	3	6	1	4
105378609	0	0	0	1
57212	530	359	553	562
148870	5	1	9	4
388588	8	13	21	19
57470	691	540	842	754
9731	421	278	394	372
1677	78	49	86	78
107984910	4	2	10	9
339448	217	137	210	187
100133612	3	4	3	5
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	0	0
284661	0	0	1	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	1	0	3	1
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	325	247	316	275
8514	452	319	324	347
26038	11	16	14	18
105376687	0	0	0	0
6146	1738	1153	1894	1889
107985733	12	11	23	14
102724450	3	3	7	7
388591	72	64	86	106
23463	1688	1367	1831	1685
148645	3	1	2	0
390992	0	0	0	0
387509	643	291	326	335
11332	881	725	1017	906
54626	4	3	0	3
83715	17	7	15	15
100422975	0	0	0	0
8718	226	148	116	127
57449	626	480	403	348
79707	477	281	544	592
80835	1	2	2	6
107984912	1	0	0	0
3104	287	201	291	281
9903	764	648	1131	1055
107984913	40	42	51	37
148479	592	469	713	653
90326	281	183	309	258
55735	550	390	572	516
100505887	0	0	0	0
110841581	5	5	26	23
23261	364	275	477	409
105376692	0	0	0	1
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	95	41	70	75
9341	795	634	1023	856
8863	571	567	846	760
10911	2	0	1	2
3604	36	5	5	3
11315	1820	1545	2467	2293
54206	1596	690	1187	1049
107984915	0	0	0	1
102724539	1	0	0	0
105376695	2	1	0	0
50651	101	99	139	109
473	2238	1670	2600	2615
102724552	3	0	3	3
106632271	0	0	0	0
2023	19436	15688	22701	20475
102465436	4	2	3	4
100505975	12	8	17	16
112268261	0	0	0	0
765	0	1	0	1
155184	0	0	0	2
6518	0	2	2	0
80045	39	39	54	48
106614088	61	37	79	60
