GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	2	0	0	0	0	0
653635	481	442	553	530	541	590
102466751	32	32	24	34	39	31
107985730	0	2	0	1	0	1
100302278	0	2	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	18	35	24	33	35	24
729737	209	232	212	467	456	510
102725121	1	0	0	0	1	0
102723897	544	508	514	551	591	586
102465909	10	8	8	12	9	12
107985721	4	2	0	0	2	1
112268260	7	9	8	8	12	8
729759	0	0	0	0	0	0
100132287	120	121	138	338	383	424
105378947	3	5	3	6	2	3
101928626	0	0	0	0	0	0
113219467	108	89	121	121	151	201
81399	1	3	1	4	6	3
100133331	113	106	122	235	239	274
107984841	39	26	26	56	68	62
107984847	21	27	31	30	42	29
107984849	9	15	7	14	18	12
100288069	29	23	38	24	25	16
105378580	21	14	8	12	9	9
400728	2	5	10	4	8	8
79854	19	27	15	14	15	25
643837	357	353	452	485	495	580
107984850	1	0	0	0	0	2
284593	0	0	0	0	0	1
284600	24	28	41	21	16	23
100130417	22	18	39	29	27	40
107985728	33	32	23	25	34	35
148398	323	296	416	352	359	376
26155	3810	3701	4382	3875	3851	3992
339451	884	858	1095	939	1031	1074
84069	349	379	354	232	256	269
84808	48	54	58	33	36	30
57801	157	166	194	215	183	223
9636	699	650	797	529	556	617
375790	19314	19069	22168	19492	20099	21021
100288175	66	61	72	77	65	65
112267874	25	17	17	23	20	18
105378948	50	38	52	52	46	42
401934	0	0	0	0	2	0
54991	216	211	287	323	320	297
254099	0	0	0	0	1	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	0	1	2	0	2	3
7293	0	5	1	0	2	5
51150	7889	7536	8791	7387	8079	8310
126792	1165	1186	1275	981	955	1026
388581	17	7	5	26	22	33
118424	1623	1567	1752	1628	1728	1728
101928895	72	55	82	53	63	36
6339	137	181	199	149	110	145
116983	1712	1776	2010	1489	1512	1620
102465434	1	1	1	1	0	1
109623456	16	20	23	14	9	14
126789	300	276	312	149	167	182
54973	1414	1279	1549	1160	1410	1436
102465435	13	6	5	2	5	4
80772	422	376	464	426	483	477
83756	11	9	13	19	17	30
1855	1977	1989	2179	1284	1327	1416
102466740	5	5	6	5	4	5
54587	1281	1206	1452	1105	1100	1235
54998	1717	1619	1866	1803	1861	1972
81669	5698	5589	6090	4937	5414	5466
148413	351	307	359	291	282	253
55052	837	926	1024	999	1075	1179
107984868	0	0	1	0	0	0
441869	0	0	0	0	0	0
105378585	0	0	0	0	0	0
643965	0	0	0	0	0	0
102724312	0	0	0	0	0	0
107985729	0	1	0	0	0	0
64856	91	124	101	123	210	181
219293	28	22	31	8	16	20
83858	1478	1460	1780	849	934	856
55210	1490	1442	1715	559	665	666
339453	31	31	19	14	21	10
29101	2331	2152	2478	1723	1847	2029
643988	298	292	338	310	345	348
105378586	36	41	31	55	42	45
142678	1620	1501	1768	1578	1671	1734
8510	19	22	22	25	58	43
984	839	853	855	474	528	562
728661	2085	2138	2328	1631	1777	1785
8511	13	13	12	23	40	31
728642	421	393	449	289	313	351
9906	535	584	610	396	426	496
112268218	87	65	105	74	92	89
65220	1155	1206	1312	1111	1251	1237
2782	11250	11435	13056	9928	10865	11066
105378949	35	28	42	23	23	23
163688	35	46	30	29	46	32
339456	7	4	1	1	6	4
85452	0	2	0	0	0	0
107984872	0	0	0	0	0	0
105378589	0	0	0	0	0	0
2563	0	0	0	0	0	0
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	182	146	184	145	164	141
100506504	9	20	20	19	39	18
199990	1034	963	1176	1101	1159	1170
112268219	152	130	204	109	129	149
105378593	8	10	12	7	6	5
6497	2250	2115	2541	2331	2432	2602
79906	111	133	173	45	60	76
100129534	10	14	20	6	7	17
11079	3843	3731	4379	3120	3470	3662
5192	413	403	506	269	266	295
9651	24	33	36	41	33	43
55229	810	739	888	575	621	666
388585	0	0	0	0	0	0
115110	3	6	5	1	3	1
8764	37	46	36	11	2	13
100996583	0	2	0	0	0	0
127281	750	733	863	649	691	764
79258	104	120	116	85	110	96
105378597	1	0	0	0	1	0
100287898	6	5	8	10	9	3
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	1	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	1	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	3	3	0	0	3	1
63976	0	0	0	3	0	3
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	66	35	72	106	90	112
27237	5	3	12	10	17	19
1953	55	46	52	33	36	29
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	3	0	0	0
127262	1863	1958	2150	1989	2122	2211
49856	271	268	324	328	298	357
7161	1	1	2	5	6	4
105378610	0	0	0	3	1	3
105378609	0	0	0	0	0	0
57212	587	636	755	665	729	735
148870	0	0	0	0	0	0
388588	6	6	4	15	8	8
57470	1124	1007	1143	951	1098	1181
9731	872	913	1001	980	991	1019
1677	131	175	178	205	189	226
107984910	13	8	7	11	5	10
339448	345	338	344	335	430	401
100133612	4	15	13	8	7	8
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
