GeneID	control	control	perturbed	perturbed	perturbed
100287102	0	0	2	1	0
653635	471	451	446	434	468
102466751	1	0	1	0	0
107985730	2	1	3	2	2
100302278	0	0	0	0	0
645520	0	0	0	0	1
79501	0	0	0	0	0
100996442	9	5	7	6	6
729737	3	3	5	5	5
102725121	0	0	1	2	0
102723897	547	490	518	495	533
102465909	1	0	0	0	0
107985721	1	2	3	2	2
112268260	10	10	13	8	9
729759	0	0	0	1	0
100132287	4	4	4	7	4
105378947	0	1	0	0	0
101928626	0	0	0	0	0
113219467	5	4	3	7	4
81399	0	2	2	1	1
100133331	5	4	5	9	8
107984841	2	3	2	3	1
107984847	7	2	3	7	6
107984849	1	0	0	1	0
100288069	136	144	189	226	153
105378580	146	112	135	96	108
400728	44	47	42	26	32
79854	159	134	173	139	149
643837	325	290	252	273	233
107984850	0	0	0	0	0
284593	0	0	0	0	0
284600	31	23	38	30	19
100130417	3	3	5	10	3
107985728	282	299	441	412	412
148398	62	42	81	73	79
26155	2861	2825	2655	2095	2233
339451	280	279	295	249	246
84069	202	189	192	192	238
84808	43	31	63	69	71
57801	2463	2565	2342	2011	1971
9636	3334	3218	4257	3694	3781
375790	544	578	662	671	583
100288175	57	51	113	103	91
112267874	269	288	328	283	302
105378948	11	8	9	14	18
401934	33	37	43	35	48
54991	292	296	320	253	276
254099	0	0	0	0	0
406984	0	0	0	0	0
406983	0	0	1	0	1
554210	0	0	0	0	1
100506376	0	0	1	1	0
254173	0	1	1	1	0
8784	179	214	258	218	222
7293	0	0	0	0	0
51150	2318	2238	2329	2091	2127
126792	617	681	676	602	576
388581	0	1	0	1	2
118424	1883	1925	2060	1942	1778
101928895	55	72	107	82	88
6339	3	2	4	3	1
116983	636	577	747	631	591
102465434	0	0	0	0	0
109623456	0	1	5	2	3
126789	582	513	522	455	513
54973	1244	1339	1337	1198	1157
102465435	0	0	0	0	0
80772	819	868	812	699	784
83756	2	3	2	2	4
1855	771	819	800	554	598
102466740	0	1	1	0	0
54587	419	424	627	574	598
54998	8851	8727	8579	7337	7685
81669	1244	1085	1574	1384	1389
148413	423	499	469	453	501
55052	6594	6973	7320	6157	5944
107984868	0	1	0	0	0
441869	3	6	1	1	1
105378585	0	0	1	0	0
643965	0	0	1	0	4
102724312	4	3	7	4	2
107985729	113	111	122	84	117
64856	809	822	855	828	815
219293	13	7	5	5	4
83858	857	871	641	587	546
55210	1734	1703	1629	1363	1282
339453	0	0	0	3	1
29101	4938	5093	4725	4082	3852
643988	544	593	523	524	371
105378586	22	16	17	16	16
142678	430	464	564	508	493
8510	0	1	2	0	3
984	1106	1114	1298	1166	1080
728661	724	752	982	844	901
8511	0	0	1	0	0
728642	349	299	465	388	384
9906	289	288	372	352	346
112268218	98	89	117	122	108
65220	1143	1085	1167	1111	1021
2782	5214	5383	7314	6644	3944
105378949	3047	3216	4068	3727	2070
163688	1	0	2	2	2
339456	657	678	489	433	465
85452	2	1	5	2	3
107984872	0	0	1	1	1
105378589	0	0	0	0	0
2563	25	16	28	33	20
105378590	0	0	1	0	0
105378591	8	7	14	9	8
5590	222	214	252	265	251
100506504	6	2	2	5	1
199990	2178	2265	2762	2461	2560
112268219	107	86	116	109	114
105378593	2	10	16	12	8
6497	264	253	221	210	237
79906	471	548	570	454	479
100129534	1	6	3	7	1
11079	4240	4323	4102	3523	3448
5192	381	374	347	238	282
9651	227	228	273	190	221
55229	368	431	415	408	426
388585	0	0	0	2	0
115110	1	0	1	1	1
8764	2	1	0	1	2
100996583	27	30	43	15	27
127281	1460	1400	1682	1428	1529
79258	559	560	618	507	547
105378597	0	0	0	0	0
100287898	0	2	1	3	1
105378603	0	0	0	0	0
105378602	0	0	0	0	0
105378601	0	0	0	0	0
112268220	0	0	0	0	0
107985732	0	0	0	0	0
105378600	0	0	0	0	0
105378598	0	0	0	0	0
107984904	0	0	0	0	0
105378599	0	0	0	0	0
140625	0	0	0	0	0
440556	1	0	0	0	0
63976	6	5	6	7	5
100422968	0	0	0	0	0
105378606	0	1	0	1	0
107984909	0	0	0	0	0
105378605	0	0	1	0	1
105378604	0	5	0	0	0
27237	260	297	303	285	257
1953	145	146	196	165	157
105378608	19	9	27	15	16
693135	0	0	0	0	0
105378607	0	0	0	0	0
127262	971	1011	1142	981	887
49856	283	245	283	227	258
7161	28	38	28	59	34
105378610	3	5	0	2	0
105378609	4	2	8	2	2
57212	451	469	566	504	464
148870	0	0	1	0	0
388588	124	146	235	235	200
57470	1518	1578	1666	1415	1493
9731	830	697	730	673	737
1677	323	285	251	213	211
107984910	0	1	1	0	0
339448	460	512	413	329	316
100133612	65	38	64	45	54
728716	0	0	0	0	0
105376672	0	0	0	0	0
105376673	3	2	6	1	4
284661	1	1	5	2	0
105376674	0	0	0	0	0
105376679	0	0	0	0	0
107985376	0	0	0	0	0
55966	0	1	0	0	0
105376680	0	0	0	0	0
102724429	0	0	0	0	0
105376681	0	0	0	0	0
105376682	0	0	0	0	0
107984911	0	0	0	0	0
105376686	0	0	0	0	0
100616421	0	0	0	0	0
261734	139	128	163	129	126
8514	630	580	670	634	606
26038	12	23	36	17	14
105376687	0	0	0	0	0
6146	10626	10507	11554	10389	10236
107985733	13	15	23	9	17
102724450	4	4	2	2	3
388591	146	110	156	123	146
23463	819	831	768	676	654
148645	5	4	5	3	2
390992	0	0	0	0	0
387509	8	8	25	17	11
11332	691	727	668	628	553
54626	195	173	181	163	132
83715	82	75	215	160	182
100422975	0	0	0	0	0
8718	0	0	3	1	1
57449	26	18	44	20	25
79707	1126	1004	960	946	845
80835	15	7	27	28	17
107984912	0	0	0	1	0
3104	301	243	303	257	278
9903	267	269	287	297	278
107984913	22	18	41	28	37
148479	158	180	160	173	157
90326	302	293	380	346	288
55735	2842	2766	2672	2280	2252
100505887	0	0	0	0	0
110841581	102	104	113	100	95
23261	3923	3828	4409	3751	3529
105376692	0	0	0	0	0
102725193	0	0	0	0	0
101928836	0	0	0	0	1
105376691	0	0	0	0	0
105376689	1	2	5	4	2
9341	834	823	896	833	883
8863	467	437	510	447	427
10911	1	0	2	3	0
3604	4	0	0	0	0
11315	12042	12141	12802	11488	10822
54206	505	475	520	496	482
107984915	0	0	0	0	0
102724539	0	0	0	0	0
105376695	0	0	0	0	0
50651	0	0	0	0	1
473	431	408	578	561	592
102724552	23	26	39	29	39
106632271	0	0	0	0	0
2023	40609	40822	35255	29558	30071
102465436	0	0	0	0	0
100505975	146	152	177	172	141
112268261	1	0	1	0	0
765	0	0	0	0	0
155184	0	0	0	0	0
6518	0	0	0	0	0
80045	69	47	72	40	62
106614088	114	122	138	127	92
407040	1	0	0	0	1
102724571	65	69	74	64	53
9563	541	507	579	559	497
80176	97	81	59	62	64
100506022	27	29	42	39	34
84275	1997	2045	1397	1223	1170
199953	395	423	241	230	224
107985734	3	4	2	2	1
105376712	0	0	0	0	0
5293	48	51	83	76	57
644997	0	0	0	0	0
101929074	123	117	216	161	161
22883	1896	2090	2506	2506	2448
56998	1133	1127	1159	1045	1014
105376717	2	3	4	5	4
84328	759	860	892	819	817
