GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	6	6	6	7	6	16
653635	1106	1066	1393	1316	1422	2149
102466751	77	56	73	84	78	88
107985730	1	0	1	1	7	1
100302278	1	0	0	0	0	0
645520	2	0	2	0	0	2
79501	0	0	0	0	0	0
100996442	84	90	104	87	87	46
729737	1012	861	1157	722	699	581
102725121	0	2	4	5	2	5
102723897	1206	1085	1367	1201	1274	2084
102465909	27	26	30	27	31	31
107985721	2	0	4	2	3	1
112268260	34	51	47	54	59	36
729759	1	1	3	0	3	1
100132287	811	725	939	684	734	623
105378947	10	11	5	8	10	9
101928626	0	0	0	0	1	0
113219467	3915	4665	5661	4797	6078	7835
81399	16	18	27	12	20	7
100133331	799	758	910	603	707	527
107984841	168	157	211	134	182	54
107984847	129	151	181	115	112	31
107984849	48	33	57	22	18	13
100288069	173	147	197	145	133	39
105378580	84	68	78	68	70	42
400728	17	18	18	18	16	10
79854	58	36	55	60	69	39
643837	448	412	581	504	568	467
107984850	1	0	0	0	1	0
284593	2	4	3	2	3	0
284600	1091	993	1265	1188	1264	1021
100130417	821	760	1011	422	497	670
107985728	1274	1155	1449	493	485	346
148398	2520	2028	2577	1596	1665	2423
26155	5550	5237	6846	6363	6591	9980
339451	1920	1580	2127	1272	1432	1720
84069	408	360	500	282	308	321
84808	84	62	102	47	54	76
57801	1076	909	1229	1399	1475	1883
9636	1930	1674	2111	2215	2422	4110
375790	7491	6308	8163	5559	6193	5532
100288175	59	48	60	34	26	42
112267874	17	21	23	13	9	18
105378948	112	101	131	103	111	90
401934	34	30	43	12	9	19
54991	624	515	658	637	667	1014
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	1	0	0	0	1	0
554210	0	0	0	0	1	0
100506376	1	2	0	0	0	0
254173	11	8	9	6	9	9
8784	424	350	416	462	489	778
7293	6	1	1	2	0	4
51150	5224	4639	6192	5197	5297	6454
126792	835	753	1074	1113	1125	1714
388581	46	40	41	33	47	68
118424	1316	1197	1551	1549	1528	1976
101928895	30	16	9	17	21	23
6339	46	37	56	26	38	26
116983	3274	2801	3687	2966	3270	3864
102465434	2	0	1	1	2	3
109623456	27	16	22	16	13	8
126789	889	834	1126	1090	1133	1714
54973	2420	2218	2800	2667	2857	3674
102465435	24	11	26	20	17	20
80772	856	794	1031	1048	1039	1397
83756	50	33	30	20	37	40
1855	2429	2058	2831	3015	3236	3381
102466740	3	1	2	3	1	1
54587	1206	1056	1314	1102	1254	1479
54998	2416	2128	2852	3589	3518	6086
81669	5321	4727	6114	4440	4729	4827
148413	667	659	909	795	785	1220
55052	1424	1476	1823	1956	2110	3548
107984868	8	7	7	4	6	8
441869	22	18	20	37	23	30
105378585	7	3	5	8	4	12
643965	1	0	1	0	0	0
102724312	1	0	2	0	0	0
107985729	1	0	3	0	0	0
64856	282	266	323	320	346	398
219293	39	38	43	50	67	63
83858	1465	1300	1787	1753	2035	2954
55210	2114	1805	2493	2795	2790	4297
339453	15	20	35	17	19	30
29101	2597	2555	3302	3461	3460	5687
643988	631	560	715	814	871	1375
105378586	41	28	53	47	44	63
142678	2506	2026	2741	2176	2223	2633
8510	106	96	124	108	95	195
984	1830	1816	2455	2036	2235	2763
728661	3552	3449	4216	3509	3764	2737
8511	44	27	41	37	29	56
728642	942	953	1292	970	1046	1299
9906	1146	1118	1437	1073	1169	961
112268218	192	163	232	188	190	306
65220	2307	2125	2667	2088	2147	2300
2782	8836	8699	11285	8401	8845	8906
105378949	13	12	26	24	12	29
163688	2	6	14	2	2	3
339456	49	45	63	61	62	104
85452	0	3	4	1	7	0
107984872	0	2	1	3	0	0
105378589	0	0	0	1	0	0
2563	8	11	20	20	19	25
105378590	0	0	0	0	0	0
105378591	5	6	10	1	6	4
5590	1002	888	1327	883	892	1108
100506504	150	119	150	125	126	179
199990	1289	1122	1428	1299	1399	2042
112268219	331	308	436	255	298	309
105378593	17	18	32	4	5	10
6497	2495	2386	2995	2640	2575	2098
79906	395	342	451	381	441	289
100129534	318	306	331	312	367	473
11079	3457	3251	4219	4146	4339	5868
5192	825	889	1081	949	1013	1489
9651	230	168	241	59	72	53
55229	841	767	972	804	879	986
388585	4	6	5	0	2	7
115110	12	13	13	12	8	12
8764	55	57	95	48	47	91
100996583	3	2	3	0	1	4
127281	698	687	868	650	765	949
79258	105	97	138	105	110	155
105378597	2	0	0	0	1	0
100287898	32	26	33	6	15	12
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	1	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	1	0	0	0
105378598	0	0	2	0	1	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	3	5	1	7	8	6
100422968	0	0	0	0	0	0
105378606	0	0	2	1	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	0	0	3	0	0
27237	1658	1589	1963	1495	1549	1905
1953	1223	928	1316	1298	1475	1113
105378608	3	3	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	984	1093	1237	994	1075	1474
49856	750	683	997	763	891	970
7161	152	130	197	134	130	149
105378610	0	0	0	3	0	3
105378609	0	0	0	0	0	2
57212	1602	1520	1851	1522	1771	1393
148870	3	1	7	3	1	10
388588	17	5	20	12	2	21
57470	1624	1598	2063	2025	2028	2499
9731	1451	1356	1819	1494	1629	1407
1677	353	361	482	483	488	518
107984910	20	20	11	16	15	24
339448	639	674	852	1044	1050	1226
100133612	34	45	66	41	36	42
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	138	161	201	255	233	368
284661	1	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	1	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	3	6	2	1	7	1
261734	636	555	661	679	648	654
8514	325	296	393	351	337	482
26038	841	808	1017	340	309	246
105376687	1	0	1	0	0	0
