GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	0	1	2	0	0	0	3	0
653635	227	327	221	238	272	378	319	372
102466751	4	3	5	3	7	8	8	5
107985730	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	1	0	0
79501	0	0	0	0	0	0	0	0
100996442	10	8	9	4	15	14	13	13
729737	44	61	57	39	82	85	87	78
102725121	0	1	1	0	0	0	1	0
102723897	242	293	272	259	287	441	339	310
102465909	2	3	3	5	1	3	7	3
107985721	0	0	0	0	0	0	0	0
112268260	5	2	3	3	5	8	5	6
729759	0	0	0	0	0	0	0	0
100132287	25	32	23	22	44	64	42	41
105378947	3	3	1	2	2	4	1	6
101928626	0	0	0	0	0	0	0	0
113219467	178	246	182	178	161	313	314	217
81399	1	0	3	0	1	2	0	4
100133331	33	42	32	29	56	73	62	66
107984841	9	21	15	12	11	25	22	20
107984847	12	10	8	15	17	22	26	20
107984849	0	3	1	3	3	4	2	2
100288069	8	28	15	12	21	26	20	19
105378580	4	3	5	2	12	8	6	9
400728	2	4	0	2	2	0	2	3
79854	10	28	16	5	18	22	32	25
643837	196	272	168	222	238	395	304	295
107984850	0	0	0	0	0	0	0	0
284593	1	0	0	0	1	2	3	3
284600	1	4	0	0	22	24	17	30
100130417	0	0	1	0	0	2	6	0
107985728	0	0	0	0	0	0	2	0
148398	195	275	182	217	210	348	236	298
26155	3387	3865	2817	3262	3673	5530	4559	5014
339451	315	346	268	301	434	597	534	531
84069	70	113	81	60	150	219	148	198
84808	5	13	7	10	20	28	22	21
57801	23	47	36	20	118	155	125	103
9636	854	1013	653	792	704	1182	994	1124
375790	4405	5756	4284	4568	5419	7479	6347	6940
100288175	14	14	10	24	7	14	8	13
112267874	4	0	3	3	2	3	3	1
105378948	17	8	8	26	7	18	8	13
401934	0	0	0	0	0	0	0	0
54991	256	330	217	268	265	391	379	367
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	0	0
8784	0	0	0	0	0	0	0	2
7293	4	4	3	4	9	10	4	6
51150	5253	6143	4738	5357	5470	8477	6758	7113
126792	457	565	426	413	545	830	697	692
388581	3	11	7	7	5	13	16	8
118424	1662	1984	1517	1708	1677	2494	1994	2049
101928895	12	13	11	9	11	24	18	12
6339	23	16	19	12	35	40	35	33
