GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	5	7	6	7	6	16
653635	1184	1390	1249	1316	1422	2149
102466751	69	78	80	84	78	88
107985730	1	1	0	1	7	1
100302278	0	2	0	0	0	0
645520	0	1	1	0	0	2
79501	0	0	0	0	0	0
100996442	74	88	84	87	87	46
729737	812	875	812	722	699	581
102725121	1	1	1	5	2	5
102723897	1165	1270	1229	1201	1274	2084
102465909	29	25	28	27	31	31
107985721	2	1	3	2	3	1
112268260	43	43	50	54	59	36
729759	1	1	1	0	3	1
100132287	678	770	699	684	734	623
105378947	7	9	10	8	10	9
101928626	0	0	0	0	1	0
113219467	4575	4916	4904	4797	6078	7835
81399	11	16	11	12	20	7
100133331	617	711	677	603	707	527
107984841	141	154	122	134	182	54
107984847	96	124	97	115	112	31
107984849	22	35	26	22	18	13
100288069	126	153	126	145	133	39
105378580	61	69	55	68	70	42
400728	9	13	18	18	16	10
79854	61	53	68	60	69	39
643837	458	530	503	504	568	467
107984850	1	0	1	0	1	0
284593	3	2	5	2	3	0
284600	1124	1187	1199	1188	1264	1021
100130417	527	517	567	422	497	670
107985728	687	716	740	493	485	346
148398	1779	1954	1841	1596	1665	2423
26155	5763	6180	6278	6363	6591	9980
339451	1468	1547	1466	1272	1432	1720
84069	334	291	317	282	308	321
84808	47	54	72	47	54	76
57801	1237	1232	1288	1399	1475	1883
9636	2076	1971	2144	2215	2422	4110
375790	6248	6373	6572	5559	6193	5532
100288175	27	51	40	34	26	42
112267874	21	18	19	13	9	18
105378948	129	114	136	103	111	90
401934	15	20	26	12	9	19
54991	680	735	672	637	667	1014
254099	1	0	1	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	1	0
554210	0	0	0	0	1	0
100506376	3	4	6	0	0	0
254173	9	5	12	6	9	9
8784	515	512	505	462	489	778
7293	1	2	3	2	0	4
51150	4938	5131	5043	5197	5297	6454
126792	1054	1013	1027	1113	1125	1714
388581	36	30	44	33	47	68
118424	1454	1408	1466	1549	1528	1976
101928895	28	26	17	17	21	23
6339	41	48	27	26	38	26
116983	2819	3072	3088	2966	3270	3864
102465434	3	1	2	1	2	3
109623456	14	17	10	16	13	8
126789	1000	965	1053	1090	1133	1714
54973	2425	2720	2617	2667	2857	3674
102465435	13	25	19	20	17	20
80772	955	873	1061	1048	1039	1397
83756	27	27	38	20	37	40
1855	2616	2724	2704	3015	3236	3381
102466740	2	4	1	3	1	1
54587	1066	1092	1100	1102	1254	1479
54998	3062	3095	3139	3589	3518	6086
81669	4542	4822	4753	4440	4729	4827
148413	765	750	730	795	785	1220
55052	1719	1686	1775	1956	2110	3548
107984868	6	3	7	4	6	8
441869	13	18	27	37	23	30
105378585	3	14	7	8	4	12
643965	0	2	0	0	0	0
102724312	2	0	1	0	0	0
107985729	0	1	1	0	0	0
64856	300	335	337	320	346	398
219293	44	48	44	50	67	63
83858	1535	1726	1643	1753	2035	2954
55210	2442	2447	2665	2795	2790	4297
339453	18	16	29	17	19	30
29101	3044	3113	3086	3461	3460	5687
643988	803	786	803	814	871	1375
105378586	55	46	72	47	44	63
142678	2152	2315	2240	2176	2223	2633
8510	104	122	94	108	95	195
984	1843	2029	1996	2036	2235	2763
728661	3517	3765	3519	3509	3764	2737
8511	36	34	19	37	29	56
728642	937	964	1048	970	1046	1299
9906	1046	1150	1043	1073	1169	961
112268218	185	174	171	188	190	306
65220	2072	2182	2100	2088	2147	2300
2782	8070	8148	8182	8401	8845	8906
105378949	17	9	11	24	12	29
163688	8	7	4	2	2	3
339456	53	56	69	61	62	104
85452	1	0	0	1	7	0
107984872	3	0	0	3	0	0
105378589	0	0	0	1	0	0
2563	20	18	23	20	19	25
105378590	0	0	0	0	0	0
105378591	1	0	3	1	6	4
5590	947	989	917	883	892	1108
100506504	112	134	144	125	126	179
199990	1330	1385	1383	1299	1399	2042
112268219	297	291	321	255	298	309
105378593	14	10	19	4	5	10
6497	2537	2655	2671	2640	2575	2098
79906	378	453	419	381	441	289
100129534	335	340	339	312	367	473
