GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	3	3	4	2	4	3
653635	169	158	146	154	129	144
102466751	1	1	1	1	1	1
107985730	0	0	0	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	37	32	37	28	26	23
729737	91	111	147	105	93	96
102725121	4	3	3	3	3	2
102723897	185	172	159	177	155	166
102465909	1	1	1	1	1	1
107985721	1	0	0	0	0	0
112268260	39	32	26	31	23	20
729759	0	0	0	0	0	0
100132287	56	62	80	62	67	60
105378947	5	3	4	2	2	3
101928626	0	0	0	0	0	0
113219467	2130	2419	2332	2292	2148	1402
81399	0	0	1	1	1	1
100133331	55	61	81	69	64	67
107984841	6	7	11	7	7	5
107984847	7	6	12	4	6	4
107984849	1	2	2	1	0	0
100288069	8	10	18	10	15	10
105378580	8	9	14	14	12	11
400728	4	5	7	5	7	1
79854	11	8	11	8	12	11
643837	178	160	97	155	107	125
107984850	0	0	0	0	1	0
284593	3	0	2	1	3	2
284600	12	7	14	6	10	13
100130417	145	119	148	141	117	118
107985728	258	230	272	172	213	240
148398	1277	961	1047	1012	818	991
26155	3834	3373	2805	4082	3371	3561
339451	192	176	141	137	171	169
84069	175	166	177	164	169	169
84808	43	34	26	23	23	28
57801	582	560	671	622	436	509
9636	810	648	615	461	491	513
375790	10615	9311	8939	7357	7118	6417
100288175	24	25	41	23	18	17
112267874	71	67	75	86	98	79
105378948	33	38	65	40	35	24
401934	536	457	628	665	578	638
54991	359	310	299	358	272	310
254099	0	3	1	0	7	1
406984	2	0	0	0	0	0
406983	0	1	1	0	0	1
554210	3	2	1	1	0	2
100506376	10	1	1	5	1	4
254173	3	0	7	0	6	1
8784	449	329	437	398	304	358
7293	0	0	1	1	0	0
51150	4095	3177	3731	3546	2973	3113
126792	622	605	366	581	427	529
388581	3	2	8	0	2	5
118424	1612	1244	1371	1352	1068	1289
101928895	3	0	0	0	3	1
6339	14	4	16	13	7	10
116983	732	653	535	605	451	557
102465434	0	1	0	0	0	0
109623456	2	2	1	0	2	2
126789	618	555	534	668	517	570
54973	1317	1056	1153	1176	1025	1175
102465435	3	4	2	4	3	3
80772	728	644	474	599	503	570
83756	23	13	16	12	12	12
1855	1251	1092	1148	1426	1134	1242
102466740	0	0	0	0	0	0
54587	23	20	9	18	5	15
54998	2844	2245	2476	2636	1971	2492
81669	597	567	478	529	473	515
148413	549	418	454	457	404	432
55052	1738	1216	1259	1511	1270	1556
107984868	0	0	0	0	0	0
441869	5	10	5	3	1	3
105378585	0	0	0	0	0	0
643965	0	1	0	0	0	0
102724312	1	4	6	4	2	1
107985729	4	1	3	2	2	1
64856	1239	841	966	613	569	588
219293	136	108	83	107	81	85
83858	359	337	181	438	297	340
55210	1022	932	441	1117	730	892
339453	7	1	0	0	1	3
29101	1963	1427	1553	1719	1573	1802
643988	908	828	761	790	632	674
105378586	14	17	20	13	11	20
142678	342	322	392	265	237	278
8510	21	13	17	19	15	10
984	978	837	736	833	791	776
728661	670	596	1049	938	961	917
8511	1	1	1	1	0	0
728642	641	553	524	569	523	523
9906	390	337	529	413	451	418
112268218	110	94	71	86	76	86
65220	1949	1580	1420	1419	1374	1452
2782	9319	7614	8204	8039	7536	7698
105378949	1	2	6	6	0	2
163688	1	0	2	0	0	2
339456	39	58	53	69	50	70
85452	0	0	0	1	0	0
107984872	0	1	2	1	0	0
105378589	0	0	0	0	0	0
2563	36	46	54	43	35	48
105378590	0	0	0	0	0	0
105378591	0	1	0	0	0	0
5590	641	537	556	413	404	385
100506504	13	9	15	14	9	15
199990	623	519	556	493	415	477
112268219	231	148	129	118	134	120
105378593	0	0	0	0	0	0
