GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	4	5	4	3	5	4	2	2
653635	224	241	218	190	220	209	83	202
102466751	5	3	4	3	4	1	0	5
107985730	2	2	1	2	2	1	1	0
100302278	0	1	0	0	0	0	0	0
645520	1	1	1	0	0	0	0	1
79501	0	0	0	0	0	0	0	0
100996442	25	22	25	19	25	13	26	28
729737	39	47	40	33	29	25	7	29
102725121	2	5	5	4	3	7	1	1
102723897	264	318	303	240	287	290	90	268
102465909	5	2	4	3	4	1	0	5
107985721	4	3	2	1	3	1	1	4
112268260	14	15	16	7	18	13	17	8
729759	0	0	0	0	0	0	0	0
100132287	54	49	65	41	48	43	12	46
105378947	3	3	3	2	6	4	3	1
101928626	0	0	0	0	0	0	0	0
113219467	4744	5637	6200	3821	7431	5087	3684	3056
81399	2	2	3	1	5	0	4	2
100133331	65	78	101	60	64	52	11	58
107984841	11	7	12	4	7	2	3	6
107984847	9	12	9	4	10	5	5	7
107984849	0	0	2	0	1	0	0	0
100288069	14	16	20	9	17	8	10	29
105378580	24	22	22	19	16	11	19	16
400728	27	18	28	15	16	1	14	9
79854	54	79	70	57	49	52	22	45
643837	601	572	590	390	345	243	333	293
107984850	1	2	0	0	0	2	3	2
284593	2	2	3	1	4	1	4	3
284600	129	99	134	106	134	126	50	140
100130417	56	47	47	43	59	81	36	36
107985728	19	19	15	25	26	33	8	15
148398	584	747	651	708	639	761	130	750
26155	4709	4820	4714	4189	4109	3873	1538	3840
339451	299	302	311	302	303	248	86	224
84069	88	76	105	105	123	120	51	132
84808	25	20	21	27	39	29	17	39
57801	814	732	697	1309	633	670	151	468
9636	786	842	794	705	827	1121	293	654
375790	1810	1778	1764	1864	2010	1503	448	1760
100288175	19	25	18	14	47	54	22	36
112267874	36	49	48	36	67	75	19	50
105378948	55	77	58	51	109	71	44	91
401934	15	3	9	14	12	13	0	8
54991	259	223	209	210	235	234	39	171
254099	0	0	0	0	0	0	1	0
406984	0	0	0	0	3	0	0	0
406983	1	0	0	0	0	0	0	0
554210	1	2	1	3	0	2	0	8
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	1	0	0	0	0
8784	5	3	0	4	9	5	0	3
7293	0	0	0	2	0	0	0	0
51150	4277	4389	4433	4443	4351	3854	2136	4568
