GeneID	control	control	control	perturbed	perturbed
100287102	2	1	0	0	1
653635	518	647	426	382	360
102466751	18	32	19	10	15
107985730	0	1	0	0	0
100302278	0	0	0	0	0
645520	0	0	0	0	0
79501	0	0	0	0	0
100996442	41	25	31	15	30
729737	91	105	73	52	56
102725121	1	2	0	1	2
102723897	589	732	523	497	412
102465909	9	24	8	4	9
107985721	0	0	0	0	0
112268260	13	13	17	13	9
729759	0	0	1	1	0
100132287	355	467	333	219	266
105378947	1	1	3	5	2
101928626	0	0	0	0	0
113219467	9	21	5	12	12
81399	5	3	7	6	4
100133331	190	263	180	108	139
107984841	28	41	37	22	28
107984847	113	152	80	75	70
107984849	30	36	16	23	22
100288069	71	62	44	45	59
105378580	16	10	14	21	14
400728	3	3	2	5	9
79854	14	11	7	4	8
643837	284	278	268	298	202
107984850	0	0	0	0	1
284593	0	1	0	1	0
284600	5	7	9	8	5
100130417	111	89	92	38	32
107985728	171	127	107	58	39
148398	1276	1152	1122	631	550
26155	3854	3899	3565	4184	3025
339451	416	651	329	178	320
84069	6	17	4	3	3
84808	1	5	4	1	3
57801	272	274	244	43	54
9636	444	505	398	119	96
375790	11746	12222	10691	4261	3535
100288175	17	31	14	6	3
112267874	4	8	2	2	3
105378948	10	22	11	8	6
401934	3	3	0	0	1
54991	406	409	362	203	187
254099	2	4	0	2	2
406984	0	0	0	0	0
406983	0	0	0	0	0
554210	0	0	0	0	0
100506376	0	0	0	0	1
254173	0	2	0	0	0
8784	0	0	2	0	0
7293	1	1	3	0	1
51150	4928	4993	4564	3049	2531
126792	1029	987	820	1150	766
388581	72	65	51	15	26
118424	1718	1610	1572	1450	1153
101928895	2	7	7	1	0
6339	4	8	2	1	2
116983	1922	2496	1501	925	940
102465434	2	1	2	0	0
109623456	8	6	4	6	2
126789	514	531	439	488	336
54973	1613	1682	1520	1552	1202
102465435	18	22	10	19	13
80772	524	486	383	550	385
83756	25	19	8	15	12
1855	1315	1376	1151	1151	961
102466740	11	13	6	3	7
54587	2310	2633	2109	1566	1310
54998	3574	3546	3141	2865	2452
81669	2126	2998	1970	1083	1670
148413	661	631	535	489	430
55052	1412	1129	1311	1413	1079
107984868	0	1	2	2	0
441869	11	8	14	13	7
105378585	0	2	0	1	2
643965	5	8	4	0	2
102724312	14	13	9	7	4
107985729	12	7	5	5	7
64856	1194	1153	1146	618	492
219293	32	39	35	32	26
83858	2409	2717	2079	2007	1602
55210	2801	2526	2412	2501	1786
339453	31	27	12	15	21
29101	2505	2210	2126	2126	1574
643988	19	10	8	20	22
105378586	2	2	4	2	1
142678	902	1196	843	779	620
8510	192	245	175	113	112
984	2001	2147	1641	1660	1509
728661	1521	1524	1395	1210	892
8511	96	114	85	58	50
728642	1615	1715	1254	1125	1126
9906	375	374	327	320	284
112268218	205	220	173	133	111
