GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	2	8	3	5	3	4	5	4
653635	459	619	542	422	509	476	506	461
102466751	21	35	32	28	13	19	29	17
107985730	0	0	1	1	1	0	0	0
100302278	0	1	0	0	1	0	0	0
645520	4	12	8	12	18	12	12	8
79501	0	0	0	0	0	0	0	0
100996442	19	37	30	22	24	19	12	13
729737	44	54	44	38	47	47	48	46
102725121	6	14	13	11	10	7	10	17
102723897	368	475	438	353	389	388	388	364
102465909	11	18	16	9	9	6	10	9
107985721	1	3	1	0	0	1	0	0
112268260	7	16	16	8	5	7	8	4
729759	1	0	0	0	0	0	0	0
100132287	106	146	110	109	106	98	109	102
105378947	7	6	6	5	4	3	6	3
101928626	0	0	0	0	0	0	0	0
113219467	2155	2790	2223	1956	1710	1580	1740	1574
81399	8	7	9	3	8	5	9	4
100133331	161	223	164	175	144	141	154	154
107984841	51	62	64	55	61	45	66	40
107984847	60	72	61	58	64	52	58	37
107984849	5	23	18	5	19	13	2	6
100288069	63	114	93	77	72	73	77	54
105378580	26	30	24	16	15	19	24	14
400728	6	16	7	8	10	3	9	5
79854	39	46	36	25	44	39	43	41
643837	656	877	678	564	486	574	605	508
107984850	0	0	1	0	1	0	3	0
284593	1	3	1	0	0	3	0	0
284600	13	29	25	12	50	51	46	60
100130417	17	32	23	25	26	31	60	40
107985728	40	44	37	31	68	60	95	66
148398	399	520	504	395	646	648	711	633
26155	5084	6859	5807	4878	6781	6728	7368	6733
339451	638	884	755	618	1273	1239	1241	1068
84069	142	212	173	143	238	237	257	235
84808	19	27	27	20	27	30	24	28
57801	249	426	310	263	1307	1279	1253	1393
9636	660	1119	967	723	15260	15048	15053	14337
375790	8101	11205	9482	8273	22245	21624	23356	21060
100288175	37	43	31	42	59	67	80	52
112267874	4	15	13	11	18	21	16	13
105378948	34	41	44	30	48	63	71	44
401934	0	0	0	0	0	0	0	1
54991	489	717	474	418	502	492	501	499
254099	0	0	0	0	0	0	0	0
406984	3	0	0	0	0	0	2	1
406983	3	7	10	3	5	2	2	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	0	0
8784	0	0	2	0	1	2	2	7
7293	14	7	13	3	23	21	34	16
51150	8738	12602	10831	8941	9418	9350	9558	9011
126792	1105	1718	1428	1213	1095	1008	1033	989
388581	26	20	23	19	97	98	107	73
118424	2477	3466	2929	2465	3828	3987	4303	3918
101928895	40	44	33	37	58	57	70	65
6339	84	101	72	78	117	97	117	142
116983	1623	2172	1925	1628	1596	1567	1735	1473
102465434	2	2	2	2	1	4	2	1
109623456	13	16	14	13	19	19	8	8
126789	447	711	609	490	466	459	381	432
54973	2548	3685	3216	2508	2998	2788	3107	2754
102465435	10	7	4	10	9	15	5	14
80772	998	1424	1155	988	1011	1080	1265	1126
83756	16	22	15	24	47	22	50	41
1855	1430	1990	1661	1353	1704	1694	1998	1855
102466740	3	7	5	2	8	5	13	5
54587	103	149	113	88	37	32	42	31
54998	2318	3213	2694	2313	2961	3241	3211	3033
81669	5352	7283	6690	5317	5543	5711	6030	5316
148413	688	937	726	728	885	871	870	800
55052	1890	2740	2402	1951	2119	2041	2338	2147
107984868	3	1	0	1	0	0	1	1
441869	4	4	8	2	11	15	9	5
105378585	0	3	0	3	7	8	4	0
643965	0	0	1	0	0	0	0	2
102724312	2	0	2	1	5	4	0	3
107985729	2	4	2	2	1	5	3	2
64856	159	224	150	165	60	67	76	71
219293	56	55	48	45	39	43	52	50
83858	2411	3518	2969	2595	3074	2951	3387	2998
55210	2935	4134	3599	2952	2981	2930	3405	3152
339453	62	82	106	63	35	26	46	34
29101	3196	4463	3687	3045	4938	4978	5373	4958
643988	59	104	98	49	105	87	99	70
105378586	5	10	7	3	7	8	11	6
142678	692	948	814	716	1707	1790	1860	1619
8510	45	58	72	42	63	58	76	44
984	2558	3374	3032	2496	2982	2864	3104	2830
728661	2335	3126	2762	2338	1159	1226	1249	1129
8511	3	11	0	2	5	6	11	3
728642	1705	2334	2010	1626	2099	2041	2077	1940
9906	1735	2354	1948	1654	797	787	848	777
112268218	230	296	276	217	179	199	222	185
65220	3734	5080	4263	3833	3342	3462	3758	3369
2782	28215	37936	33036	27578	26291	25773	27481	25337
105378949	19	44	47	27	24	31	20	23
163688	4	18	35	13	19	25	14	18
339456	12	14	11	12	15	24	21	21
85452	0	0	0	0	0	0	1	0
107984872	0	1	0	0	0	0	0	0
105378589	1	1	0	2	0	0	0	0
2563	0	0	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0
5590	100	166	141	100	123	143	149	141
100506504	26	20	23	17	30	14	28	28
199990	941	1498	1194	955	994	999	1125	1053
112268219	180	298	228	200	156	158	159	139
105378593	2	11	5	3	3	9	8	10
6497	6325	8585	7306	6031	9173	9270	10075	8983
79906	115	183	157	102	120	103	124	123
100129534	14	24	12	9	21	11	34	30
11079	5550	7593	6684	5606	5183	5070	5427	4940
5192	975	1333	998	943	995	973	1067	996
9651	50	86	64	65	102	86	89	97
55229	1105	1534	1335	1142	1025	991	1069	998
388585	0	0	0	0	5	9	6	5
115110	148	246	226	220	427	455	460	431
8764	969	1440	1267	1098	2477	2582	2691	2371
100996583	5	5	5	1	7	4	2	2
127281	2183	2945	2423	2151	2380	2688	2541	2481
79258	330	454	313	308	336	363	376	374
105378597	0	0	0	0	0	3	0	0
100287898	5	3	10	4	18	7	5	5
105378603	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0
440556	0	0	0	0	18	13	15	12
63976	2	2	7	1	95	85	105	110
100422968	0	0	0	0	0	0	0	0
105378606	0	0	0	0	1	1	0	0
107984909	0	0	0	0	1	4	1	0
105378605	0	0	0	0	0	1	1	1
105378604	1	9	1	1	14	31	27	17
27237	29	48	49	31	110	126	133	125
1953	3179	4359	3721	3163	2223	2148	2348	2237
105378608	1	0	0	0	0	0	0	0
693135	0	1	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0
127262	4616	6190	5506	4591	5734	5833	6063	5667
49856	669	843	765	674	744	646	779	769
7161	5	29	21	13	15	7	15	9
105378610	3	3	7	1	5	1	0	6
105378609	0	0	0	0	0	0	0	0
57212	1378	1686	1608	1201	1449	1313	1379	1133
148870	0	3	4	0	12	0	2	7
388588	8	16	18	4	7	23	18	23
57470	2159	3063	2777	2141	2496	2455	2847	2506
9731	1784	2407	2191	1822	2149	2217	2391	2159
1677	432	653	434	428	350	431	385	317
107984910	5	20	12	17	13	11	3	7
339448	992	1313	1067	1021	1369	1406	1394	1244
100133612	5	20	15	10	22	15	33	19
728716	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0
107985376	0	0	3	1	0	0	0	0
55966	0	0	0	0	17	3	4	4
105376680	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0
100616421	0	0	1	0	0	0	0	0
261734	560	744	717	555	683	643	723	625
8514	94	175	141	125	34	49	57	46
26038	14	12	5	13	62	72	67	56
105376687	0	0	0	0	0	0	0	0
6146	15117	20046	18256	14827	15522	15785	16104	14814
107985733	41	68	37	76	30	33	30	30
102724450	6	6	7	5	5	4	2	2
388591	154	255	246	227	385	309	313	337
23463	7816	10747	9175	7774	4874	4908	5300	4672
148645	24	22	5	14	7	10	4	9
390992	0	0	0	0	0	0	2	0
387509	222	305	287	220	247	227	241	206
11332	3390	4716	4226	3601	3584	3399	3540	3206
54626	1819	2339	1996	1638	1666	1651	1904	1709
83715	103	136	118	88	256	262	286	252
100422975	0	0	0	0	0	0	0	0
8718	871	1314	1031	871	788	923	920	873
57449	4138	5819	5000	4028	3590	3463	4012	3500
79707	2360	3150	2716	2409	1948	1961	2066	1713
80835	1	0	1	0	3	2	1	1
107984912	0	0	0	0	1	0	0	0
3104	350	486	461	336	410	429	469	396
9903	3229	4539	3784	3239	7041	6713	7790	7105
107984913	13	22	18	9	13	15	16	11
148479	1158	1695	1416	1268	1636	1679	1739	1669
90326	901	1369	1073	986	1235	1299	1351	1159
55735	2897	4069	3599	2948	3338	3319	3490	3089
100505887	0	0	0	0	0	0	0	0
110841581	3	6	21	11	13	13	12	6
23261	803	1090	1012	779	904	917	1003	790
105376692	0	0	0	0	0	0	0	0
102725193	0	0	1	0	0	0	0	0
101928836	0	0	0	0	0	2	0	0
105376691	0	0	0	0	0	0	0	0
105376689	6	1	5	2	10	5	6	12
9341	9872	12867	11401	9410	7596	7576	8061	7084
8863	264	424	344	291	525	503	568	444
10911	3	11	5	4	7	10	16	13
3604	5	10	5	11	600	594	680	622
11315	5924	7911	7238	6025	5226	5092	5354	4914
54206	3370	4350	3921	3200	2899	3040	3174	2876
107984915	0	3	1	1	3	1	0	0
102724539	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0
50651	59	74	48	51	46	28	23	21
473	4939	6496	5697	4752	4811	4534	5113	4601
102724552	6	2	1	0	5	1	2	1
106632271	0	0	0	0	0	0	0	0
2023	63844	88245	76969	64429	61589	61200	63939	59474
102465436	7	2	6	105	5	4	11	2
100505975	18	24	13	10	19	8	11	8
112268261	0	0	0	0	0	0	0	0
765	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0
6518	0	0	3	2	1	1	0	2
80045	395	606	445	431	956	927	1031	981
106614088	825	1108	1083	815	1679	1713	1741	1636
407040	21	25	27	19	42	36	45	56
102724571	138	175	151	143	182	184	171	210
9563	5666	7709	6877	6031	2325	2389	2721	2395
80176	1410	1775	1625	1501	3008	2966	3530	3161
100506022	74	85	90	87	32	24	26	28
84275	868	1041	889	812	1442	1389	1602	1441
199953	1417	1941	1644	1402	1218	1316	1427	1299
107985734	27	24	24	30	25	35	26	25
105376712	0	0	0	0	0	0	0	0
5293	719	945	878	719	1577	1513	1709	1550
644997	0	0	0	0	0	0	0	0
101929074	6	11	17	3	15	11	11	22
22883	11105	15038	13244	11055	10252	10176	10595	9670
56998	1090	1498	1305	1058	651	665	804	715
105376717	94	143	107	86	67	77	80	54
84328	2530	3412	2890	2373	2069	2017	2062	1914
64802	553	729	721	574	547	518	561	455
113391335	1	0	3	0	1	2	1	1
100847055	1	0	0	0	0	0	1	0
116362	1	0	2	0	7	9	19	6
10277	4542	6132	5127	4392	2733	2866	2820	2648
23095	5522	7171	6295	5262	6711	6549	7164	6298
105376725	1	4	0	2	0	1	0	1
5226	15642	21031	18450	15127	8657	8975	8853	8492
100526739	193	280	264	219	104	120	121	107
378708	216	304	275	226	112	115	144	113
1325	15	16	25	14	8	11	6	8
