GeneID	perturbed	perturbed	control	control
100287102	1	1	1	1
653635	79	97	86	71
102466751	1	1	1	1
107985730	0	0	0	0
100302278	0	0	0	0
645520	0	0	0	0
79501	0	0	0	0
100996442	15	19	15	15
729737	24	33	20	24
102725121	1	1	1	2
102723897	70	94	72	70
102465909	1	1	1	1
107985721	0	0	1	1
112268260	3	9	4	4
729759	0	0	0	0
100132287	23	34	22	23
105378947	1	1	1	2
101928626	1	1	0	0
113219467	1254	2185	1105	984
81399	2	3	1	1
100133331	22	36	21	24
107984841	4	5	4	3
107984847	7	6	8	7
107984849	0	1	1	0
100288069	9	16	11	13
105378580	15	23	16	22
400728	1	4	6	4
79854	17	23	18	12
643837	156	231	163	198
107984850	0	0	0	0
284593	3	3	1	1
284600	42	60	46	38
100130417	32	48	30	27
107985728	23	30	26	28
148398	109	159	146	140
26155	932	1266	949	975
339451	123	177	135	135
84069	54	63	39	44
84808	5	6	5	8
57801	51	80	52	40
9636	383	379	311	410
375790	1656	2221	1632	1770
100288175	4	8	9	10
112267874	5	8	7	5
105378948	14	35	24	18
401934	3	2	3	1
54991	60	68	62	46
254099	0	0	0	0
406984	0	0	0	0
406983	1	0	1	0
554210	4	1	4	7
100506376	0	0	0	0
254173	1	0	0	0
8784	0	0	0	0
7293	0	0	0	0
51150	2819	3843	2645	2701
126792	345	515	250	273
388581	0	4	2	0
118424	390	488	352	409
101928895	3	3	3	5
6339	13	11	10	8
116983	317	417	358	310
102465434	0	0	0	0
109623456	1	0	0	0
126789	128	174	183	164
54973	741	1135	775	776
102465435	0	1	0	2
80772	200	270	209	242
83756	2	3	0	0
1855	664	874	616	649
102466740	1	0	0	0
54587	158	219	174	153
54998	558	780	541	520
81669	994	1333	1026	1020
148413	269	320	236	253
55052	912	1282	932	1004
107984868	1	1	1	1
441869	1	0	0	1
105378585	0	0	0	0
643965	0	0	0	0
102724312	5	11	8	8
107985729	4	9	3	7
64856	249	354	258	222
219293	56	79	56	59
83858	262	341	225	183
55210	446	690	457	472
339453	2	5	1	4
29101	1217	1695	1118	1232
643988	238	314	276	235
105378586	9	8	12	10
142678	277	396	327	295
8510	4	8	4	2
984	460	562	364	358
728661	888	1297	786	808
8511	0	1	1	0
728642	384	443	306	306
9906	489	762	450	463
112268218	33	35	22	25
65220	506	660	430	386
2782	5321	7105	5239	5558
105378949	10	9	15	17
163688	1	2	0	0
339456	63	60	51	70
85452	0	1	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	1	0	2	0
5590	399	508	375	411
100506504	12	6	9	6
199990	308	417	372	325
112268219	119	139	109	102
105378593	1	1	0	1
6497	798	1238	850	911
79906	17	30	23	29
100129534	9	16	9	12
11079	1249	1792	984	1087
5192	631	869	620	704
9651	2	1	1	1
55229	197	318	246	250
388585	0	0	0	0
115110	0	2	1	1
8764	4	1	4	1
100996583	0	1	1	0
127281	215	273	188	210
79258	20	37	22	20
105378597	0	0	0	0
100287898	2	7	3	5
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	1	1	1
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	0	1	2	0
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	0	0	0	0
27237	195	274	221	230
1953	4	2	1	3
105378608	0	0	0	0
693135	0	0	0	0
105378607	0	0	0	0
127262	410	516	395	420
49856	126	197	139	144
7161	17	22	16	20
105378610	1	1	0	1
105378609	0	0	0	0
57212	237	351	235	247
148870	1	0	3	2
388588	3	6	5	5
57470	527	758	538	534
9731	327	502	341	404
1677	85	79	61	52
107984910	2	2	1	0
339448	132	170	86	111
100133612	2	5	5	1
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	1	0	1
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	86	143	104	97
8514	190	312	234	243
26038	11	9	9	7
105376687	0	0	0	1
6146	1587	2384	1492	1676
107985733	9	14	6	7
102724450	0	1	0	1
388591	23	24	23	8
23463	691	1025	668	701
148645	4	3	0	0
390992	0	0	0	0
387509	1	0	2	1
11332	107	151	275	290
54626	0	0	0	0
83715	3	4	1	1
100422975	0	0	0	0
8718	7	9	7	6
57449	35	56	48	39
79707	294	443	307	358
80835	0	2	0	3
107984912	0	0	0	0
3104	127	155	138	115
9903	521	667	527	544
107984913	3	2	1	1
148479	210	329	201	228
90326	209	260	195	205
55735	520	658	490	498
100505887	0	0	0	0
110841581	4	6	4	5
23261	157	234	136	153
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	0	0	0	2
9341	635	822	499	633
8863	669	938	649	781
10911	0	0	0	0
3604	0	0	0	1
11315	1777	2363	1324	1609
54206	224	360	176	208
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	17	23	19	25
473	482	669	476	490
102724552	0	4	2	0
106632271	0	0	0	0
2023	7503	11162	6365	6835
102465436	0	0	0	0
100505975	9	22	19	22
112268261	5	5	4	6
765	0	0	0	0
155184	0	0	1	0
6518	1	0	0	0
80045	161	220	127	111
106614088	61	86	71	58
407040	1	0	0	1
102724571	9	10	8	11
9563	411	592	353	472
80176	8	6	16	13
100506022	1	1	1	1
84275	228	301	321	335
199953	196	286	220	187
107985734	3	1	0	2
105376712	0	0	0	0
5293	1239	1755	1388	1548
644997	0	0	0	0
101929074	0	3	1	1
22883	3379	4791	2869	3185
56998	183	250	230	235
105376717	3	2	3	4
84328	358	528	259	273
64802	102	120	106	111
113391335	0	0	0	0
100847055	0	0	0	0
116362	1	1	5	0
10277	789	1196	741	846
23095	1189	1676	1023	1295
105376725	0	1	1	0
5226	1311	1877	1299	1390
100526739	73	116	71	77
378708	85	139	88	87
1325	4	6	2	2
1676	478	709	487	568
5195	120	197	141	167
54897	708	1048	787	877
105376733	6	4	3	9
105376735	0	0	0	0
148345	1	2	1	2
23435	908	1339	786	993
10747	16	25	17	13
6723	1167	1679	1318	1431
5394	683	964	566	631
105376736	5	9	6	4
2475	537	645	683	704
100873935	5	9	6	9
10218	0	0	1	0
29914	272	347	211	257
105376737	0	0	0	0
105376739	0	0	0	0
105376740	0	0	0	0
57540	1	1	1	1
112268221	0	0	0	0
101929181	0	0	1	0
26232	87	114	89	93
93611	189	247	205	207
26270	25	36	31	37
10459	159	188	128	151
374946	0	0	1	0
57085	909	1189	787	822
284498	75	94	67	78
102724659	0	0	1	0
4524	756	1092	740	802
1185	159	209	142	147
100379251	22	30	20	22
4878	1	5	1	2
4879	0	0	0	0
26829	0	1	2	2
90231	522	774	477	580
5351	944	1499	950	1131
9927	1341	1942	1205	1389
60672	106	151	113	114
102466982	0	0	0	0
943	0	0	0	0
102465836	0	0	0	0
7133	0	1	0	0
100616438	0	0	0	0
107984917	0	0	0	0
55187	462	706	448	584
677885	1	1	0	1
105376744	0	0	0	0
9249	45	61	54	57
102466722	0	0	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	4	3	2	1
390999	4	9	8	3
65121	5	4	2	4
105376745	0	0	0	0
440560	0	1	0	1
343069	73	102	74	71
65122	2	3	2	0
400735	0	1	0	0
343071	0	1	0	0
441871	1	5	1	3
440561	0	0	0	1
101929983	0	0	0	0
649330	20	32	18	23
441873	0	1	1	0
649324	5	7	3	3
440563	62	83	67	61
645354	5	7	3	3
645359	0	1	1	0
101060301	18	36	20	24
343070	0	1	0	1
400736	3	3	2	2
391003	0	0	0	0
343068	0	1	1	1
391002	1	4	1	4
645382	0	1	0	0
653619	0	0	0	1
729528	3	2	1	1
645414	0	0	0	0
391004	4	2	3	2
645425	1	0	1	0
126755	0	0	0	0
102724856	0	0	0	0
107984918	0	0	0	0
10630	0	0	0	0
107984919	0	0	0	0
105378612	0	0	0	0
105376756	0	0	0	0
7799	368	560	305	419
23254	38	49	55	42
107985467	0	0	0	0
107985468	0	0	0	0
105376762	0	0	0	0
105376759	0	0	0	0
107985469	0	0	0	0
200197	8	5	5	5
