GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	18	12	10	14	13	9
653635	711	710	633	782	572	516
102466751	20	26	22	25	16	21
107985730	0	1	1	1	1	0
100302278	0	0	0	0	0	0
645520	1	1	1	0	0	1
79501	0	0	0	0	0	0
100996442	35	38	44	26	17	24
729737	57	52	69	75	60	46
102725121	5	1	3	1	1	2
102723897	695	617	595	710	568	510
102465909	6	6	5	5	6	5
107985721	3	2	1	3	3	7
112268260	11	13	13	10	4	5
729759	0	0	0	0	0	0
100132287	96	89	101	131	85	82
105378947	0	1	0	1	0	0
101928626	0	0	0	0	0	0
113219467	7938	7485	6745	7246	5515	6695
81399	3	3	1	1	0	0
100133331	111	87	100	137	99	95
107984841	32	19	38	38	29	31
107984847	19	12	17	10	14	10
107984849	2	8	4	4	5	4
100288069	38	46	53	54	33	34
105378580	7	7	5	5	3	9
400728	4	6	6	6	3	2
79854	11	7	4	7	2	11
643837	127	83	83	105	88	68
107984850	0	0	0	0	0	0
284593	0	0	1	0	0	1
284600	1	2	1	8	8	7
100130417	21	5	5	2	2	1
107985728	13	12	12	11	9	10
148398	246	213	192	216	191	196
26155	1920	1696	1580	1826	1589	1400
339451	258	226	229	329	250	256
84069	11	9	8	5	9	9
84808	0	1	4	3	1	1
57801	55	58	48	122	98	89
9636	695	613	582	6118	4755	5265
375790	4430	3971	4058	6225	4782	4761
100288175	27	20	32	34	36	30
112267874	7	6	6	5	7	5
105378948	45	31	36	43	24	29
401934	0	0	0	0	0	0
54991	355	356	305	309	252	241
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	1	0	0	0	0
254173	0	0	0	0	0	0
8784	1	1	3	3	4	2
7293	3	2	1	4	1	6
51150	4896	4294	4000	4281	3576	3147
126792	808	663	706	566	503	459
388581	10	13	10	1	3	8
118424	1349	1194	985	897	721	714
101928895	26	30	30	20	25	17
6339	65	62	55	20	20	33
