GeneID	control	control	perturbed	perturbed
100287102	20	18	15	22
653635	506	657	439	572
102466751	32	38	18	32
107985730	3	6	6	10
100302278	0	1	2	2
645520	1	2	5	3
79501	0	1	5	3
100996442	47	64	46	41
729737	49	42	38	49
102725121	11	12	12	18
102723897	488	661	438	579
102465909	17	23	9	14
107985721	6	10	13	13
112268260	19	24	39	34
729759	1	3	3	3
100132287	64	74	54	69
105378947	6	3	5	5
101928626	0	0	0	1
113219467	642	728	536	637
81399	16	20	22	26
100133331	71	76	56	76
107984841	26	37	22	35
107984847	32	40	32	51
107984849	3	4	5	6
100288069	96	96	80	93
105378580	78	106	52	83
400728	53	91	29	34
79854	65	78	45	54
643837	612	849	478	560
107984850	2	3	2	1
284593	1	2	2	3
284600	896	1180	900	1062
100130417	231	260	228	254
107985728	159	201	173	234
148398	472	647	713	924
26155	3789	5195	5350	6666
339451	541	745	526	715
84069	148	169	232	275
84808	26	24	40	49
57801	232	295	277	407
9636	1017	1448	692	973
375790	1936	2210	2527	3291
100288175	48	61	86	112
112267874	45	56	61	79
105378948	123	164	165	193
401934	45	48	60	70
54991	206	229	223	314
254099	0	1	1	2
406984	4	10	6	9
406983	7	13	14	11
554210	12	14	11	20
100506376	2	8	9	7
254173	3	3	6	3
8784	14	21	43	63
7293	6	9	10	11
51150	2712	3322	4118	5185
126792	1403	1894	1714	2236
388581	5	12	3	12
118424	1119	1517	1694	2166
101928895	89	165	101	114
6339	209	324	212	289
116983	1832	2338	2154	2921
102465434	0	2	1	2
109623456	11	20	19	18
126789	312	374	475	577
54973	1812	2463	2206	2707
102465435	8	10	9	12
80772	685	791	940	1262
83756	159	243	143	222
1855	2145	2895	2594	3438
102466740	2	5	1	6
54587	1119	1509	1425	1760
54998	1594	2077	2314	2967
81669	2597	3442	2809	3630
148413	846	1107	1224	1609
55052	1987	2570	3188	3893
107984868	15	26	15	17
441869	29	68	76	100
105378585	10	20	25	30
643965	0	0	0	0
102724312	51	79	76	80
107985729	64	71	73	75
64856	740	958	1463	1763
219293	47	57	51	69
83858	1146	1544	1205	1499
55210	968	1291	1209	1540
339453	5	12	4	9
29101	2073	2929	3163	3816
643988	897	1134	1269	1625
105378586	25	33	24	37
142678	1225	1562	1244	1672
8510	20	31	41	54
984	1138	1533	1625	1937
728661	4071	5271	4985	6101
8511	5	6	8	13
728642	998	1344	1209	1441
9906	1544	2058	1906	2352
112268218	144	184	152	189
65220	1779	2283	2030	2464
2782	7247	9317	10864	13331
105378949	50	48	44	61
163688	31	33	20	18
339456	173	256	323	353
85452	5	6	12	6
107984872	2	3	4	3
105378589	0	1	2	1
2563	3	10	11	21
105378590	1	2	1	0
105378591	10	8	5	14
5590	651	892	806	1050
100506504	19	13	23	15
199990	574	729	734	950
112268219	233	302	312	409
105378593	6	5	7	10
6497	1071	1312	1319	1679
79906	275	378	273	333
100129534	101	130	79	79
11079	2506	3206	3397	4177
5192	1226	1628	909	1191
9651	143	158	115	157
55229	695	960	1000	1304
388585	2	3	4	9
115110	25	28	35	48
8764	83	84	93	103
100996583	25	31	28	19
127281	705	906	1026	1367
79258	146	204	219	278
105378597	3	5	2	0
100287898	32	43	29	60
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	1	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	1	0	1	1
107984904	0	0	1	0
105378599	0	1	0	0
140625	0	0	0	0
440556	2	0	1	2
63976	15	13	11	13
100422968	0	0	0	0
105378606	1	1	1	3
107984909	3	8	9	9
105378605	0	1	1	0
105378604	3	3	5	1
27237	754	1037	950	1275
1953	150	182	156	244
105378608	21	27	43	48
693135	0	0	1	0
105378607	1	1	1	0
127262	865	1098	1335	1588
49856	485	679	550	685
7161	195	235	277	348
105378610	6	9	12	17
105378609	3	2	4	5
57212	946	1276	1076	1345
148870	18	22	35	42
388588	33	49	54	72
57470	1678	2377	2465	3174
9731	1116	1533	1546	1795
1677	412	502	421	570
107984910	4	14	10	5
339448	557	711	656	786
100133612	12	17	18	25
728716	0	0	0	0
105376672	0	0	2	0
105376673	12	16	8	10
284661	4	1	6	3
105376674	0	0	0	1
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	7	5
105376680	0	0	0	1
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	1	1
105376686	0	0	1	0
100616421	2	2	0	0
261734	486	566	435	562
8514	464	605	670	886
26038	70	96	98	95
105376687	6	8	6	11
6146	7388	9595	9329	11026
107985733	27	30	30	38
102724450	14	6	11	16
388591	148	184	152	178
23463	2338	3115	2841	3707
148645	8	14	16	20
390992	0	0	0	0
387509	77	98	108	163
11332	538	664	677	892
54626	94	123	110	135
83715	113	156	283	340
100422975	0	0	1	0
8718	31	43	26	37
57449	155	221	223	261
79707	1661	2324	2228	2622
80835	27	34	46	62
107984912	3	1	4	5
3104	486	646	480	688
9903	1077	1424	2179	2791
107984913	20	26	30	34
148479	442	584	722	855
90326	619	797	817	1077
55735	1663	2066	1950	2351
100505887	0	0	0	0
110841581	27	34	35	35
23261	805	1010	1016	1238
105376692	0	0	4	0
102725193	0	0	0	2
101928836	0	0	3	1
105376691	0	0	0	0
105376689	243	344	240	285
9341	1507	2062	2042	2453
8863	615	794	734	822
10911	1	0	0	4
3604	2	3	9	2
11315	4397	6056	7030	8629
54206	1158	1589	1435	1692
107984915	0	0	2	0
102724539	0	0	0	0
105376695	2	0	0	0
50651	2	0	1	5
473	677	832	783	935
102724552	5	12	10	15
106632271	3	3	1	1
2023	39228	53523	43038	53443
102465436	3	11	5	3
100505975	72	66	94	85
112268261	1	0	8	2
765	0	0	0	0
155184	1	1	4	1
6518	1	3	2	2
80045	252	334	539	679
106614088	353	498	261	312
407040	4	13	2	2
102724571	111	136	74	96
9563	2506	3179	2647	3307
80176	79	142	138	206
100506022	17	34	41	46
84275	1869	2551	1731	2133
199953	404	505	451	591
107985734	13	21	14	23
105376712	0	1	1	1
5293	1862	2443	2740	3646
644997	0	0	0	2
101929074	107	122	131	145
22883	3447	4466	7360	9098
56998	880	1180	1244	1485
105376717	43	63	64	81
84328	1104	1571	1596	1806
64802	552	747	715	821
113391335	6	11	4	6
100847055	0	0	0	0
116362	81	112	120	182
10277	2223	2933	2738	3346
23095	3406	4286	6585	7557
105376725	9	14	11	8
5226	4976	6416	5378	6608
100526739	222	312	317	430
378708	254	353	381	485
1325	17	28	22	37
1676	2284	3050	2736	3317
5195	310	423	437	513
54897	1011	1214	1662	2191
105376733	10	13	16	28
105376735	0	0	1	0
148345	10	17	48	52
23435	2666	3546	4123	5009
10747	74	81	60	78
6723	1628	2106	2456	2934
5394	1505	1986	2025	2457
105376736	62	74	77	127
2475	3633	4690	2384	2800
100873935	46	69	28	38
10218	10	5	10	2
29914	550	686	827	978
105376737	0	0	0	2
105376739	0	0	1	0
105376740	0	0	1	0
57540	8	7	10	9
112268221	1	2	4	2
101929181	3	1	2	0
26232	187	242	506	619
93611	524	718	834	1003
26270	145	225	193	235
10459	457	658	760	1012
374946	20	44	59	84
57085	1477	1883	1467	1858
284498	230	313	310	353
102724659	1	4	0	1
4524	1250	1553	1606	1963
1185	320	463	366	464
100379251	36	53	37	52
4878	8	2	4	4
4879	0	0	0	0
26829	199	169	360	415
90231	1673	2187	2267	2837
5351	4208	5659	5825	7495
9927	3284	4268	4816	5937
60672	334	518	409	568
102466982	3	1	1	1
943	13	13	29	32
102465836	0	0	0	0
7133	9	9	9	7
100616438	0	0	0	0
107984917	0	0	1	0
55187	2265	2999	3186	3783
677885	46	66	60	69
105376744	0	0	5	3
9249	176	286	289	339
102466722	0	0	0	0
343066	0	1	0	5
126767	0	0	3	2
93190	11	13	22	14
390999	14	17	12	20
65121	2	4	5	3
105376745	0	0	0	1
440560	3	2	3	1
343069	3	7	7	12
65122	1	2	2	4
400735	1	2	1	2
343071	1	2	0	1
441871	1	3	3	4
440561	1	3	3	3
101929983	0	2	4	2
649330	1	2	1	1
441873	2	3	4	2
649324	12	21	17	24
440563	2	1	1	2
645354	12	21	17	24
645359	1	2	2	1
101060301	1	1	2	1
343070	0	2	3	2
400736	2	0	1	2
391003	0	1	0	0
343068	1	2	3	2
391002	1	6	6	8
645382	1	0	0	0
653619	1	1	3	1
729528	6	4	5	5
645414	0	0	1	0
391004	0	0	1	0
645425	0	0	1	1
126755	0	0	2	0
102724856	0	0	1	2
107984918	0	0	0	1
10630	1	0	0	3
107984919	0	0	2	0
105378612	0	0	0	0
105376756	0	0	1	0
7799	962	1157	1391	1633
23254	93	88	125	161
107985467	1	6	6	4
107985468	0	0	0	0
105376762	1	1	0	2
105376759	0	0	1	1
107985469	0	0	1	0
200197	9	12	14	19
