GeneID	perturbed	perturbed	control	control
100287102	6	9	4	8
653635	1930	1815	1076	1355
102466751	39	36	21	30
107985730	1	1	1	2
100302278	0	1	0	0
645520	1	1	0	0
79501	0	0	0	0
100996442	356	402	208	267
729737	1265	1259	558	765
102725121	3	4	2	2
102723897	2187	2056	1265	1569
102465909	30	31	14	18
107985721	4	2	1	1
112268260	156	170	96	134
729759	6	5	3	4
100132287	1183	1152	583	795
105378947	25	32	21	21
101928626	0	0	0	1
113219467	821	804	516	504
81399	45	65	37	45
100133331	991	964	506	658
107984841	142	166	83	104
107984847	129	142	82	131
107984849	22	16	9	11
100288069	319	321	178	214
105378580	138	154	78	101
400728	47	52	25	37
79854	80	61	50	76
643837	1657	1919	1245	1569
107984850	4	1	1	0
284593	16	15	8	10
284600	677	668	461	522
100130417	1095	989	376	423
107985728	1666	1534	579	608
148398	3477	3227	2017	2144
26155	16961	17239	14437	17236
339451	2620	2263	1219	1402
84069	735	684	466	539
84808	113	117	80	93
57801	2432	2639	2061	2225
9636	8337	8254	5890	6953
375790	21270	20130	9631	12542
100288175	252	245	136	132
112267874	77	73	47	47
105378948	518	561	393	377
401934	73	71	42	60
54991	1505	1443	1015	1196
254099	0	1	0	0
406984	2	0	0	0
406983	0	1	0	0
554210	1	0	2	2
100506376	13	1	4	2
254173	12	6	6	6
8784	1064	1146	634	810
7293	8	3	1	2
51150	17134	17204	9291	11456
126792	2201	2380	1269	1454
388581	76	56	33	41
118424	4149	4185	3248	3695
101928895	45	52	15	27
6339	130	97	30	41
116983	5440	4763	3739	4146
102465434	1	3	1	0
109623456	34	25	13	11
126789	2684	2573	2108	2457
54973	7202	6882	4900	5985
102465435	40	39	21	24
80772	2576	2567	2138	2642
83756	203	145	93	93
1855	8247	8236	5864	6914
102466740	6	5	3	5
54587	1536	1366	1012	1111
54998	6545	6552	6077	7307
81669	13454	13212	6450	7129
148413	2411	2425	1679	1839
55052	5220	5491	4211	4673
107984868	13	9	5	2
441869	18	14	11	20
105378585	4	9	3	2
643965	0	0	0	0
102724312	0	1	1	1
107985729	0	1	1	1
64856	935	1052	561	671
219293	248	211	219	260
83858	3300	3094	2688	3097
55210	4739	4704	4781	5202
339453	59	69	37	36
29101	11201	12482	8105	9404
643988	1153	1137	889	1001
105378586	89	111	59	62
142678	4764	4414	2433	2801
8510	181	168	96	104
984	5343	5519	3807	4318
728661	10920	11462	7400	8528
8511	65	56	22	17
728642	2749	2741	1828	2123
9906	4913	5226	3204	3585
112268218	581	542	391	428
65220	7265	7654	5336	6158
2782	37316	40552	27368	31604
105378949	39	32	21	32
163688	16	13	1	3
339456	116	123	165	183
85452	4	1	0	1
107984872	4	1	1	3
105378589	5	4	2	2
2563	57	64	42	63
105378590	0	1	0	0
105378591	5	2	3	4
5590	2712	2733	1572	2031
100506504	302	288	167	233
199990	3247	3306	1975	2364
112268219	1342	1348	682	737
105378593	28	23	3	13
6497	8168	8183	5316	6312
79906	1035	1030	880	982
100129534	650	692	585	719
11079	15143	17133	13148	14642
5192	3030	3355	2396	2637
9651	305	287	143	145
55229	2656	2588	1844	2195
388585	8	8	4	7
115110	49	50	23	29
8764	352	352	87	115
100996583	6	9	4	5
127281	2459	2541	2018	2370
79258	361	424	304	367
105378597	2	3	0	0
100287898	15	13	7	5
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	1
105378598	0	1	0	0
107984904	0	0	0	0
105378599	1	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	13	20	7	18
100422968	0	0	0	0
105378606	1	4	0	3
107984909	0	1	0	0
105378605	0	0	0	0
105378604	0	0	0	1
27237	5882	5579	3735	4571
1953	3121	2942	1903	2000
105378608	1	2	0	3
693135	0	0	0	0
105378607	0	0	0	0
127262	6801	7155	4633	5365
49856	2263	2275	1683	2061
7161	292	252	226	240
105378610	3	5	4	5
105378609	0	0	0	0
57212	4100	4203	2458	2909
148870	20	15	10	6
388588	54	54	25	40
57470	5578	6214	4994	5583
9731	5681	6256	4358	5147
1677	1136	1336	1163	1354
107984910	21	19	12	26
339448	2027	2292	2052	2236
100133612	54	34	22	34
728716	0	0	0	0
105376672	0	0	0	0
105376673	676	700	699	707
284661	0	0	1	1
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	1	6	1	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	3	6	0	1
261734	1698	1623	1007	1209
8514	723	782	625	732
26038	648	632	277	316
105376687	0	1	4	0
6146	34488	37871	31947	33367
107985733	335	207	364	345
102724450	57	67	64	63
388591	802	784	524	634
23463	13713	15732	14267	15837
148645	35	29	24	15
390992	0	2	2	2
387509	1017	985	579	738
11332	2442	2505	2841	3435
54626	226	224	181	188
83715	186	147	134	156
100422975	0	0	0	0
8718	1059	934	445	547
57449	2487	2222	1196	1350
79707	4296	4786	3655	4358
80835	4	4	0	3
107984912	0	0	0	0
3104	2094	2177	1213	1530
9903	1916	2025	1703	2066
107984913	49	46	4	19
148479	3278	3751	2653	3008
90326	2306	2450	1888	2198
55735	5712	5986	5047	5943
100505887	0	0	0	0
110841581	42	32	23	28
23261	1594	1931	1682	1720
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	1
105376691	0	1	0	0
105376689	11	16	3	6
9341	5865	6562	4399	4729
8863	325	377	117	134
10911	0	2	0	0
3604	1	1	0	0
11315	20310	23084	18101	20358
54206	6891	7929	2498	2775
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	245	251	84	75
473	5686	5780	3504	4381
102724552	0	2	2	0
106632271	0	0	0	0
2023	58238	64626	60833	73864
102465436	0	2	1	2
100505975	48	55	40	42
112268261	3	2	2	1
765	0	1	0	0
155184	1	0	1	0
6518	147	128	76	76
80045	817	939	569	784
106614088	356	342	137	164
407040	5	4	1	2
102724571	81	87	45	49
9563	6508	6916	3935	4947
80176	94	133	91	106
100506022	13	17	7	10
84275	1934	2129	2216	2522
199953	1523	1578	1893	2148
107985734	61	59	52	59
105376712	0	0	0	0
5293	388	376	240	289
644997	0	0	0	0
101929074	1	3	2	3
22883	35662	36709	20140	25800
56998	3450	3590	3062	3201
105376717	116	117	98	121
84328	6024	6658	4556	5266
64802	2426	2821	1852	2163
113391335	4	9	5	9
100847055	1	1	2	1
116362	217	211	216	215
10277	8173	9273	6558	8284
23095	10306	11803	7683	9793
105376725	4	8	1	3
5226	11659	12754	12841	13900
100526739	902	1115	1170	1252
378708	1036	1270	1406	1510
1325	75	82	86	91
1676	7322	8411	7269	8707
5195	1806	1871	1360	1651
54897	4913	4380	4151	5215
105376733	0	4	0	2
105376735	0	0	0	0
148345	70	59	118	117
23435	16167	19080	15127	16743
10747	102	95	49	58
6723	5908	6224	6955	8621
5394	6994	7656	5497	6543
