GeneID	perturbed	perturbed	control	control
100287102	2	3	2	0
653635	384	421	357	396
102466751	8	8	9	11
107985730	0	0	1	1
100302278	0	0	0	0
645520	0	0	0	0
79501	0	0	0	0
100996442	78	88	69	67
729737	380	497	441	442
102725121	2	1	1	0
102723897	473	514	458	478
102465909	7	6	4	6
107985721	1	0	0	1
112268260	34	27	24	27
729759	0	0	0	0
100132287	227	309	254	255
105378947	7	7	3	2
101928626	0	0	0	0
113219467	1519	2470	2364	2350
81399	4	4	4	4
100133331	309	371	312	285
107984841	49	63	55	56
107984847	39	67	47	49
107984849	8	7	8	9
100288069	84	86	71	56
105378580	51	46	32	30
400728	11	8	14	8
79854	24	19	35	27
643837	306	282	291	276
107984850	1	1	0	0
284593	6	8	4	2
284600	175	271	175	194
100130417	102	129	139	135
107985728	181	234	275	268
148398	609	679	796	822
26155	4626	4683	4172	4128
339451	590	680	516	571
84069	133	138	168	171
84808	33	26	19	25
57801	457	558	654	582
9636	2010	2039	1995	1990
375790	3109	3636	3923	3845
100288175	69	73	31	29
112267874	24	26	14	14
105378948	109	134	116	117
401934	19	32	31	19
54991	414	459	400	451
254099	0	0	0	1
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	1	0	0
254173	4	3	0	1
8784	393	553	238	214
7293	0	1	0	2
51150	3794	3957	3369	3161
126792	680	662	648	659
388581	28	26	15	20
118424	1060	1221	1235	1127
101928895	26	34	16	11
6339	39	67	30	27
116983	1636	1730	1648	1614
102465434	1	0	0	0
109623456	1	7	4	6
126789	540	602	744	719
54973	1810	1989	1975	2103
102465435	7	5	6	8
80772	865	827	668	667
83756	23	29	17	26
1855	1745	1927	2264	2327
102466740	0	0	3	1
54587	666	860	732	771
54998	2481	2451	1551	1500
81669	2774	3458	2244	2295
148413	589	557	590	580
55052	1324	1379	1073	1097
107984868	3	5	1	5
441869	22	22	13	10
105378585	3	8	4	6
643965	0	1	0	0
102724312	1	2	0	1
107985729	1	2	0	1
64856	321	471	324	330
219293	51	60	45	47
83858	824	890	857	904
55210	1698	1644	1436	1479
339453	45	57	26	30
29101	2820	2793	2740	2623
643988	615	607	375	408
105378586	50	52	45	25
142678	1759	1833	1278	1242
8510	66	85	44	43
984	1587	1491	1212	1167
728661	2445	2658	2844	2816
8511	26	41	16	17
728642	691	665	552	500
9906	834	936	1037	1046
112268218	130	135	144	131
65220	1768	1834	2079	2071
2782	9081	9538	9080	8806
105378949	23	21	8	14
163688	5	1	2	1
339456	28	36	37	20
85452	0	0	2	0
107984872	0	0	1	0
105378589	1	2	0	0
2563	48	72	25	16
105378590	0	0	0	0
105378591	4	0	0	0
5590	609	624	656	646
100506504	72	93	76	81
199990	803	818	770	771
112268219	191	200	272	243
105378593	5	10	7	6
6497	2304	2247	2565	2424
79906	333	373	240	229
100129534	172	187	217	202
11079	4016	3935	2432	2370
5192	835	847	856	796
9651	87	129	95	69
55229	609	601	721	732
388585	5	4	4	6
115110	7	4	10	8
8764	29	25	43	52
100996583	2	0	1	2
127281	867	884	577	584
79258	141	143	85	95
105378597	0	0	0	0
100287898	3	6	3	6
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	1	0	0
105378600	0	0	0	0
105378598	1	0	0	0
107984904	0	1	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	1	1	1	4
100422968	0	0	0	0
105378606	0	1	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	0	0	0	0
27237	986	1031	1557	1476
1953	186	317	697	800
105378608	0	0	1	1
693135	0	0	0	0
105378607	0	0	0	0
127262	724	687	1445	1401
49856	869	897	595	592
7161	96	105	106	92
105378610	1	1	0	3
105378609	0	0	0	0
57212	902	948	917	875
148870	1	2	0	0
388588	19	20	13	12
57470	2086	1986	1679	1544
9731	1507	1577	1263	1095
1677	440	484	370	402
107984910	8	9	4	9
339448	346	423	584	643
100133612	4	2	4	7
728716	0	0	0	0
105376672	0	0	0	0
105376673	164	212	277	275
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	1	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	343	391	421	446
8514	296	306	184	173
26038	433	537	286	255
105376687	0	0	1	0
6146	9614	10083	9205	8756
107985733	75	82	63	70
102724450	28	22	13	18
388591	172	214	257	246
23463	4186	4070	3950	3680
148645	3	9	8	11
390992	1	1	0	0
387509	420	546	355	344
11332	631	769	795	667
54626	58	76	66	64
83715	85	170	76	85
100422975	0	0	0	0
8718	234	315	214	221
57449	645	896	611	557
79707	948	951	787	782
80835	1	1	3	4
107984912	0	0	1	0
3104	540	547	558	538
9903	602	617	568	557
107984913	18	7	7	7
148479	866	867	878	781
90326	615	643	645	622
55735	1347	1424	1384	1278
100505887	0	0	0	0
110841581	8	6	13	9
23261	462	441	435	430
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	4	9	5	1
9341	949	911	997	1023
8863	22	27	38	27
10911	0	0	0	0
3604	0	0	0	0
11315	6229	5953	4947	4488
54206	435	500	752	803
107984915	0	0	0	0
102724539	0	0	0	1
105376695	0	0	0	0
50651	55	95	77	75
473	1283	1296	1607	1691
102724552	0	0	1	0
106632271	0	0	0	0
2023	15755	16024	18067	17357
102465436	0	1	0	1
100505975	21	19	10	9
112268261	0	0	0	0
765	0	0	0	0
155184	0	0	2	0
6518	9	18	29	30
80045	140	167	270	217
106614088	82	96	111	117
407040	0	1	1	1
102724571	29	25	23	25
9563	1472	1573	1204	1202
80176	57	50	36	36
100506022	7	2	2	5
84275	548	565	760	710
199953	465	527	663	661
107985734	11	15	11	15
105376712	0	0	0	0
5293	116	152	68	82
644997	0	0	0	0
101929074	2	3	3	3
22883	7544	8064	10015	9706
56998	684	721	858	897
105376717	36	34	39	42
84328	997	929	906	938
64802	612	600	491	454
113391335	0	3	0	1
100847055	0	1	0	0
116362	162	180	161	176
10277	1703	1648	2267	2185
