GeneID	perturbed	perturbed	perturbed	control	control
4317	0	0	0	2	0
335	28	25	16	16	9
84215	1	8	5	2	2
6543	249	268	398	281	268
11133	991	936	723	722	686
6230	39229	38186	25039	21641	22620
9928	1544	1402	2699	4504	4747
7139	192	170	174	307	194
83479	1217	1141	1179	1251	1464
23271	2095	2008	2354	4825	5210
22926	3342	3062	3674	3584	4152
1421	136	134	127	144	111
55686	2142	2126	1891	1720	1808
7141	0	0	0	0	0
22868	5957	5324	4541	6989	6443
8828	2404	2123	3004	4737	2557
1385	3944	3781	4342	6217	7030
8609	1169	1112	1775	2944	1978
7276	0	0	0	0	0
9331	1528	1348	2450	3143	3950
79630	558	531	355	381	343
23632	4898	4299	4086	3581	3562
55259	9	11	5	15	10
4033	10	5	1	4	4
23120	68	56	73	52	86
9789	2954	2603	2312	2590	2512
57558	752	702	991	687	828
6785	884	851	741	921	1086
27145	22	31	22	44	35
9994	1885	1705	1926	3568	3034
9324	7062	6612	5780	8557	8490
90025	875	862	970	917	1055
1268	74	87	38	47	72
81833	1	0	0	0	0
81573	1200	1096	1695	2306	2467
84251	23	33	26	20	25
23469	5899	5580	7213	12611	13066
153918	0	1	0	2	0
79747	0	1	0	1	0
5325	75	72	70	54	79
84085	2825	2571	3137	4244	4170
7128	278	258	204	208	184
9465	1728	1692	2572	2404	2506
10981	411	358	291	307	333
4602	193	204	199	338	407
64577	5	3	7	1	2
6446	1783	1621	1048	1269	1112
81847	2191	2002	2146	2716	2838
383	9	3	3	7	11
1490	2596	2257	2502	4207	4495
6943	5	2	9	4	5
83449	24	20	32	43	74
26234	5827	5118	5058	4462	4525
80306	11725	10940	9067	9168	10685
9194	104	111	230	354	478
10329	653	558	503	616	744
80264	454	369	533	1114	865
8673	2298	2253	1971	1541	1585
64858	1325	1241	1386	1620	1401
103910	18832	17249	12489	14035	12911
2309	1141	927	1382	1611	1569
84071	214	227	202	255	270
2691	11	12	5	1	10
6185	29878	27324	29180	27833	29304
60436	6619	6057	6028	4872	5638
845	0	0	0	0	0
118427	72	84	60	84	60
5311	2740	2716	4257	4741	4834
9429	194	227	518	482	597
6696	5734	5231	7088	12925	6509
8987	485	390	516	482	522
10983	15399	14275	14043	13067	15245
5918	16	9	9	7	12
64747	882	764	840	1083	915
25782	4633	4187	6319	8787	9396
196483	1257	1205	1394	1040	1347
5493	3721	3431	5277	5530	4900
29855	5030	4894	5978	6554	6731
11278	829	741	1248	1743	1894
7347	2527	2243	1852	2056	2017
27253	38	23	33	38	26
64342	1852	1762	1342	994	1150
60526	2005	1792	3120	3418	3772
57539	3537	3392	3040	4891	4912
894	8357	7809	7825	8534	8943
8074	50	37	50	26	54
22936	1394	1279	1661	2043	2513
56171	17	17	17	30	25
57404	989	871	877	1181	945
4709	3387	3240	2156	2208	2104
9330	4129	3979	4761	5085	6040
23314	298	267	351	462	421
7320	1227	1192	1091	1453	1370
140803	138	182	213	251	244
9615	28	19	199	176	304
687	43	54	138	109	214
9414	12435	11542	16063	14987	16002
84417	115	117	135	74	119
9270	1451	1301	1440	1684	1438
51692	9814	9005	9058	9588	10362
80235	13	16	15	4	9
205564	1960	1747	2476	2586	3082
80212	82	55	90	14	10
84886	3983	3886	4513	4997	4874
440730	2	2	11	4	4
55127	11822	10709	14494	16406	19285
9991	9895	9380	9784	15408	15261
5887	22471	21110	22934	27936	29259
23307	3224	2845	2703	2971	2988
8727	5597	5111	5521	5419	6577
54942	1162	966	1001	1509	1427
89891	5586	5056	3636	3055	3216
6418	102798	96016	94190	101168	110349
5524	22705	21450	18622	12744	15405
2733	2553	2378	2440	2686	2642
51552	4716	4614	3291	5034	5621
11064	759	777	1231	1510	1960
22954	2143	1886	1959	1881	1936
26190	4775	4574	7117	7675	9357
26147	2775	2601	2200	2342	1986
10783	1929	1632	2117	2188	2112
54836	591	531	507	447	536
5537	6329	5918	5730	5586	6114
4702	5482	5048	4139	3767	3762
81932	766	757	1190	964	993
92400	1260	1291	1251	1526	1497
57864	2	3	1	1	1
84263	2399	2113	2505	2822	2778
79109	9417	8616	9881	8481	9852
8013	24	15	8	6	0
27130	728	677	732	727	820
79695	904	821	799	754	1042
57706	3477	3272	3785	1992	2912
85365	2716	2469	2652	3018	2566
1441	0	0	0	0	0
2531	2529	2391	3032	4172	3661
9525	2620	2475	2749	4436	3672
9480	107	92	270	344	505
148223	3465	3166	2875	2341	2490
84878	1862	1833	1755	1524	1535
56252	11222	10018	12798	14122	14425
26094	1709	1467	1529	1408	1447
283571	2	1	5	8	13
338917	37	37	19	37	73
51077	5445	5083	5075	6251	6611
5228	427	452	461	242	233
83982	777	687	506	390	343
80127	53	31	31	46	50
91754	5957	5183	6423	6242	6218
97	527	469	527	490	644
112752	933	934	875	754	786
10577	7145	6453	7011	6306	6248
83544	1018	972	1167	1305	1511
64207	5416	5247	10028	5782	7220
10965	887	900	552	332	314
4053	280	272	1281	162	160
9870	5551	5152	5838	5138	5890
27030	933	829	1041	1383	1448
23093	3558	3279	3488	3567	4097
55640	426	381	423	487	328
5826	4209	4032	4053	3460	3567
1743	14726	13698	12221	10409	10775
57718	586	527	504	885	844
7043	42	48	51	48	59
79696	153	162	139	178	177
81892	13503	12600	8325	7886	8545
58517	8317	7652	11876	23423	23678
4329	1342	1276	1469	1361	1724
8111	32	44	33	27	31
2103	69	91	110	52	72
8892	3373	3201	2564	2462	2457
55051	1232	1212	1190	1255	1079
51004	324	339	271	304	252
57862	1128	1073	880	808	803
23433	1529	1407	1883	2676	2876
10936	77	84	133	193	96
9913	2455	2192	2639	3254	3061
114818	585	553	586	368	623
1788	14419	13789	14252	14992	13079
54867	5550	4957	4914	4348	4682
54454	1307	1204	1494	1954	2188
2281	1031	996	887	830	888
64225	4211	3905	4997	6249	6627
51646	2054	1987	2586	1866	1941
25940	8720	8154	10081	11729	12388
105374454	8720	8154	10081	11729	12388
84272	1288	1319	1691	1926	2014
54812	1544	1390	1810	2085	2152
29094	1398	1270	2169	2136	2445
25927	306	268	181	269	258
53335	1490	1424	1471	1780	1364
9419	780	675	897	1116	966
4072	18504	17615	13132	20177	18782
26503	1636	1369	1596	1635	1731
79627	900	839	889	1521	1275
55719	1533	1487	2491	3505	3340
3416	4735	4465	5043	6311	6924
6975	0	0	0	0	1
83401	11	16	7	2	8
3437	60	66	61	106	53
159296	0	0	0	0	0
3433	8	7	16	30	15
57678	3781	3465	2889	4489	3486
51076	2290	2077	1773	1955	2072
5507	259	199	141	184	147
84795	117	86	175	128	176
26507	136	150	91	71	117
4601	517	460	805	872	965
10285	4109	3961	3629	4014	4456
80007	743	774	719	883	824
3070	9025	8551	9122	13051	14337
2834	0	8	5	0	5
26123	5071	4706	4478	4552	4712
404636	1645	1552	1610	1641	1721
60370	693	639	602	518	547
55717	4206	4037	4915	5820	5782
79591	2562	2439	2303	2349	2165
30819	172	183	193	98	203
159686	29	52	36	51	89
2805	5371	5043	5070	4494	5525
1369	10	7	9	26	29
79946	3	0	0	3	0
6425	197	217	183	168	234
10672	4654	4349	5028	6406	7399
3218	0	0	0	0	0
284058	4879	4634	5508	5637	6161
3215	0	0	0	0	0
1394	86	52	32	15	24
104909134	86	52	32	15	24
3213	7	6	0	0	1
3211	39	46	7	3	11
1843	577	532	383	413	332
79646	7302	6743	8612	13591	16879
4488	50	40	57	25	33
7010	2272	2096	1642	2273	1943
10171	2857	2569	2332	2600	2428
79886	2690	2303	2379	2927	3298
54586	7	2	7	5	9
79817	3116	2913	3990	3364	4469
11172	1	1	0	0	1
3641	2	0	0	0	0
2315	3	0	9	5	21
29126	6	7	8	14	10
3443	0	0	0	0	0
3445	0	0	0	0	0
2891	0	0	0	0	1
348995	4749	4462	4947	5362	5722
25902	11775	10649	9120	7824	9260
84918	1624	1520	1746	1923	2416
80129	25	13	9	20	21
5110	5083	4907	4345	4850	4961
57480	230	233	189	152	199
80177	17	1	9	10	18
80231	0	0	0	2	0
4115	0	1	0	0	1
84418	3245	3096	1967	1697	1899
54853	2173	2181	1988	2245	2305
64411	9266	8819	8336	6184	7717
56128	13	9	111	64	85
56126	152	109	108	107	97
56122	173	172	220	161	242
56124	107	92	144	102	126
83884	2	0	2	0	0
63923	73	68	61	32	50
63931	2723	2440	2088	1733	2210
91687	837	785	877	924	992
8995	0	0	0	0	3
89866	143	126	202	137	209
111240474	143	126	202	137	209
92344	682	694	719	1047	1071
2853	1	0	0	1	0
39	14607	13175	11201	10580	11948
6950	28839	26292	25467	27085	30007
83887	9	15	16	18	32
399979	3446	3189	5055	5070	5136
3762	6	7	0	2	0
79684	1207	1115	1555	1654	1894
63970	9	2	0	2	2
56159	8	16	9	6	27
407	6	8	14	20	19
51248	2890	2598	2251	1674	1833
84068	173	214	176	225	297
84955	6256	5779	4346	6661	6874
56943	8062	7434	5087	6708	5601
84930	4156	4021	4098	5031	5038
56243	3669	3320	3972	2964	2900
84569	0	0	0	0	0
84898	2339	2161	3115	3433	2991
80314	1926	1923	1602	1753	1646
440073	196	181	235	61	190
84318	2417	2211	2450	3366	3540
6883	2862	2804	2282	2485	2516
55068	65	75	40	44	57
8600	833	752	532	590	511
9617	522	516	571	720	798
100507135	14	10	10	25	16
54937	399	430	164	169	179
29103	3422	3263	1533	1077	1235
80209	10529	9652	12377	13631	16204
51569	2630	2655	2594	4841	3798
11193	595	649	954	1550	1363
1997	904	817	963	875	887
4093	63	72	75	108	148
10808	12515	11518	13987	19982	20955
84078	1146	1061	1301	1458	1597
29880	1686	1474	1129	1681	1184
11340	5325	4776	3909	4445	5262
2107	19157	17540	20951	22652	23976
7045	1207	1170	1377	708	957
51307	8659	8007	8551	6984	6866
100128966	8659	8007	8551	6984	6866
64374	488	491	359	344	352
51247	5739	5117	4485	5230	5247
9499	1	0	1	0	1
51780	13729	12493	17904	17360	20319
1958	385	322	346	360	352
27230	12075	11391	10445	12045	12093
5357	1980	1905	1718	2814	3036
22835	337	324	398	495	555
7181	2067	1988	2035	3120	2971
27340	7588	6991	10138	15230	15662
7112	16480	15591	15263	18989	18978
400	4253	3853	3976	4392	4535
83468	523	521	515	609	677
80298	360	333	433	537	645
8835	3098	2977	1114	1908	1029
4801	4859	4711	2599	4744	4495
51019	623	513	293	375	334
317	1416	1347	2553	2680	2776
1846	719	599	423	221	454
1191	10889	10035	12090	12509	10870
8795	7160	6699	9547	9004	7452
10174	4272	4055	3473	3023	3333
2185	447	477	323	244	296
1135	1	3	1	3	2
148	30	16	19	14	26
5533	470	342	341	320	371
64236	2450	2425	1802	1654	1623
2053	904	773	1101	793	1017
81790	677	713	875	1124	1117
4879	2	2	26	35	3
29914	3305	3136	3097	3188	2715
23435	21790	20047	24646	31658	34805
943	2848	2714	2766	3389	2894
65122	0	0	0	0	0
51123	3414	3090	2801	2769	2917
10434	6383	5656	6328	9200	9226
83690	2426	2391	1963	2791	2374
10987	4631	4338	3408	3521	3495
157506	388	413	338	384	458
8288	3	11	8	17	16
8165	9058	8340	8583	10185	8974
8161	2355	2132	1986	2437	2383
7706	3637	3312	3557	3986	3575
59342	2748	2622	3094	2967	2938
8405	1478	1297	1527	1632	1574
6909	3	2	1	3	0
10237	3333	2880	3366	3574	3370
9496	0	6	7	1	4
56155	120	91	136	145	112
81558	3626	3744	4117	3590	4490
23397	7324	6750	6268	6703	6358
9227	803	769	11146	5443	9987
23240	3190	2937	3490	3914	3788
84057	1797	1688	1018	1344	1417
117854	2628	2346	2910	2897	3333
85320	17	7	9	7	8
64282	1367	1170	1800	2553	2804
113	248	225	303	222	245
84902	2441	2250	2285	2233	2286
57616	1165	1000	2640	2953	2673
55268	542	507	621	509	591
50836	1	0	0	0	1
79887	1186	1049	977	1064	1008
50839	0	0	2	9	14
653247	4	3	5	3	1
79912	276	197	247	358	320
3375	0	1	0	0	0
3764	10	14	43	53	55
50837	0	0	0	0	0
79370	88	86	86	105	77
50835	0	0	0	0	0
55269	8375	7664	6080	7009	6371
256051	1132	1061	1279	1591	1353
1	547	540	497	271	440
65982	1644	1444	1542	1395	1731
10520	1309	1204	1327	1422	1466
23024	1286	1230	736	870	888
353299	0	0	0	0	0
89884	95	71	239	329	288
6045	3899	3456	2928	3781	3369
81627	2292	2010	2087	3409	3615
26984	556	485	486	578	533
1475	17	31	8	20	25
55211	62560	57650	56742	70983	76745
64091	18	28	19	16	16
8702	2406	2214	2742	3198	3141
80218	15087	14573	16519	23940	23229
941	2	10	2	4	0
81930	1344	1226	1020	2399	2150
2703	0	1	0	0	0
51029	6759	6079	9492	10771	10989
9479	3047	3030	2838	2233	2519
1408	2520	2316	2091	1659	1921
9409	1732	1645	1394	1105	1479
91614	540	465	356	521	563
847	0	0	101	90	152
29990	981	924	1487	1758	1651
7750	12910	11823	12263	19864	23916
10804	6	0	0	10	0
2700	34	21	39	68	70
64786	3055	2698	2532	3852	3954
576	1795	1698	2712	1492	2406
3061	12	6	11	11	8
51538	4210	3768	3597	3324	3423
2170	1114	984	771	776	962
10657	29889	28042	26826	23970	28277
55116	1769	1658	1529	1414	1302
9034	0	0	0	0	0
729230	0	0	0	0	0
84265	281	298	294	209	302
2693	0	0	0	0	0
8743	8	6	4	4	3
51193	2331	2151	2036	2803	2722
22865	85	79	252	154	196
5290	745	681	878	1279	1559
23244	7821	7081	9460	13676	14716
80008	0	0	0	1	4
11019	1000	860	1124	1474	1498
119587	473	494	1001	705	828
113452	228	196	218	124	156
7579	371	369	424	484	485
114784	1696	1488	2684	1949	2392
3208	83	81	58	27	30
55791	825	675	622	1085	904
57413	4	4	4	1	0
23155	1524	1366	1748	1816	1911
29899	715	670	899	785	1053
79712	1381	1266	995	1055	1144
7852	122	128	84	111	57
84083	727	686	688	1037	1023
92	622	555	635	780	806
51426	286	272	378	802	732
22987	18	20	21	8	19
2322	98	71	62	68	56
6144	45874	43052	28156	23988	25444
219402	1497	1429	1163	1526	1501
2971	8201	7440	4800	5122	5179
387496	223	168	164	181	162
5412	1608	1608	1942	2311	2340
84248	1654	1611	1707	2788	2317
130916	2549	2306	2570	2759	2749
7512	69	60	27	17	21
54440	0	0	0	2	0
4952	2550	2283	3824	3210	3670
5047	2	0	2	4	0
29991	0	0	0	0	0
51116	6073	5792	4966	4449	4480
50945	33	23	22	59	36
2331	71	82	45	30	64
4656	0	0	0	0	0
54900	0	0	0	1	1
5340	0	0	0	0	0
57179	10514	9891	9651	7992	9206
1314	20756	19044	18686	17561	16892
51744	1	0	0	0	0
4063	0	3	1	0	2
9956	141	159	93	155	86
5930	5955	5408	7045	11679	10816
29066	5242	4766	5806	6105	5978
5620	0	0	0	0	4
84947	792	710	1017	853	1064
311	7080	6734	7483	5696	6167
11155	66	57	74	132	74
94233	0	0	0	0	0
54537	2245	2137	2276	2598	2891
84293	4109	3718	4257	3792	4286
7755	1338	1252	1091	1023	997
79903	4383	4174	4225	3464	3850
6125	137971	126316	87063	82382	89155
57489	769	711	961	2109	2022
5737	6	5	8	14	7
100505741	10	7	6	16	13
54482	669	631	647	1347	1278
127495	19	11	28	39	53
25950	881	839	674	1032	888
84146	3257	3175	3213	6231	5557
343099	655	630	650	1524	1407
79871	1451	1464	1811	2670	2567
80148	1556	1435	1049	939	948
27241	7267	6546	6153	4911	4560
5395	1211	1123	1189	1485	1470
83637	5685	5425	6799	6440	6511
654231	1	0	0	0	0
989	9124	8225	6590	12788	11100
80820	643	600	929	591	785
9808	0	0	0	0	0
55975	7693	7255	6908	8955	9043
64224	1271	1183	1684	1630	1776
11335	13195	12293	12630	21766	20317
3181	129506	120239	120499	131684	151443
644150	1650	1480	1542	1150	1314
30010	24	15	8	8	15
4852	69	81	81	54	65
84668	7436	7105	8859	15242	13887
3204	0	0	0	0	0
3624	51	49	65	141	42
11328	719	612	1051	898	931
51251	1203	1111	1085	1878	1465
10124	1899	1746	1235	1312	1022
51622	937	769	972	1053	1071
27434	1350	1333	1184	1128	1303
10268	77	44	28	30	44
29960	4831	4359	4076	4459	3979
7291	33	22	54	132	29
55234	7661	6874	7141	7781	7971
152007	395	371	543	517	504
92014	358	367	415	478	426
1211	14523	13509	11674	10876	10186
8434	908	850	959	881	1060
27290	2	0	0	0	0
138474	2	0	0	0	0
48	9119	8285	9684	8530	9480
23349	40	37	22	38	27
27019	22	24	15	17	28
79269	1207	1078	1762	1944	2209
1271	196	195	163	74	114
57670	2039	1872	2890	2535	3074
8805	11728	11082	14859	21191	17817
78996	1527	1574	1261	1430	1102
800	6501	6493	9979	34136	16732
6718	1	3	4	8	0
170685	1696	1555	1588	1532	1678
653509	0	0	1	0	0
50674	3	2	1	4	4
5328	1778	1651	4855	2782	1398
5552	4	2	0	0	8
9469	1821	1781	1660	1446	1453
80114	100	94	140	134	208
55847	2476	2308	1620	2101	1941
1959	80	102	87	67	101
11319	5927	5714	5553	6337	6519
5033	4148	3657	1848	2698	2786
8034	574	450	485	568	533
11130	10402	9532	7300	9357	7166
9559	3176	3004	3003	4298	4099
9904	4898	4618	5238	5732	5877
11113	4102	3891	5214	4935	5907
28981	1136	1086	1082	1806	1937
35	650	634	483	382	436
84329	369	315	345	232	344
79039	12701	12045	10614	9918	10783
23389	2807	2538	4207	4795	5634
1031	2	1	7	4	6
26994	4165	3842	4295	4799	4930
11228	1602	1555	1860	2788	2900
79365	130	104	82	74	77
8082	34	41	53	73	62
3709	4362	4001	5781	10684	9745
55297	723	622	782	1336	1303
64168	376	377	139	297	235
11059	3849	3507	4727	4566	5565
23597	7573	6831	3757	2822	2889
10549	23947	22177	14572	13838	13778
10212	9827	9678	8127	7381	7388
5585	13956	13271	11093	9006	10620
79002	12796	12157	9744	8346	8330
976	250	217	320	189	245
84292	479	481	414	338	400
10755	7763	7370	7024	6284	6884
139741	0	0	0	0	0
83446	0	0	0	0	0
57213	428	375	432	458	516
84650	4344	3852	4207	4204	4615
540	692	628	1255	1234	1464
23091	8329	7785	9120	14979	15867
57486	19739	18177	22005	24346	27524
64105	2314	2065	1234	2059	2017
10133	583	601	742	782	659
80760	482	433	798	646	560
466	1582	1632	1164	1788	1729
10102	4358	4046	3467	3325	3304
58158	0	0	0	0	0
64333	169	126	205	100	184
3071	9	1	6	5	4
4327	421	402	587	548	443
5204	15152	14022	10424	8838	9382
65244	2577	2320	2681	2438	2746
29095	2038	1977	1744	1587	1636
3164	821	837	421	428	668
5153	153	164	81	92	108
3229	5	2	2	1	1
1017	3304	3206	3444	3301	3427
4035	17035	15476	30082	23646	29993
3227	0	0	1	0	0
60673	2355	2048	1714	1432	1832
4778	103	104	122	79	91
3228	0	0	0	0	0
64375	1624	1422	1572	1394	1582
23583	2564	2287	1599	1391	1456
10376	48346	45125	33910	26779	28756
25895	213	174	248	330	398
55709	778	677	474	478	536
1757	938	950	957	482	798
1621	67	50	61	19	43
64756	7231	6524	6063	6020	6390
6491	3569	3211	3846	5021	4689
55355	7209	6817	6842	6951	7829
3598	5	0	0	4	0
1300	9	18	7	13	8
262	16773	15672	17477	21970	24024
29078	2900	2547	2452	3431	3206
85015	1078	887	1618	2552	3245
5354	7876	7357	6082	6276	7657
6906	0	0	0	0	0
9643	57513	53602	48696	49361	51535
158983	6	12	5	6	3
51209	86	59	127	102	128
203447	1366	1209	1518	3320	2736
139231	4968	4749	6136	8055	8861
80712	5	2	1	2	10
4108	0	1	0	0	0
92552	0	0	0	0	0
9367	1954	1950	3362	3350	3865
79828	2966	2767	3339	3953	4299
79809	2232	2079	2213	3039	3280
9111	459	373	336	336	290
7130	39	34	17	46	16
130399	67	61	91	65	120
29994	1279	1152	1767	2966	2616
206358	1273	1122	810	952	1008
9926	1011	912	1344	1723	1882
55509	159	139	187	151	152
50486	52	77	37	24	40
3759	122	95	97	75	142
57826	2453	2237	2976	4225	4478
5393	6765	6198	5430	7187	7573
81579	2044	1854	2085	2175	2655
80776	276	248	149	157	133
79934	3834	3557	3244	2356	2962
5208	1347	1233	1724	2230	2639
722	3	0	0	0	0
725	0	0	0	0	0
23682	1273	1217	969	920	894
10888	38	40	33	61	43
27161	8372	7571	9809	12890	15705
10608	3191	2943	3128	1968	2285
1164	10086	9436	9117	6905	9747
164781	27	13	19	46	60
2181	8888	8085	8953	12616	14364
79586	8774	8124	9291	6916	7721
23549	5985	5490	5176	3866	4573
3623	34	42	37	21	44
116255	4	12	6	1	25
23363	7613	7193	9400	8152	9668
79843	156	161	171	73	154
6560	3099	2962	3541	2883	3435
84080	583	655	481	491	547
4159	0	0	0	0	0
140687	5	4	7	5	9
140690	34	26	36	16	28
116151	2659	2355	2343	1612	1996
5266	0	0	4	0	0
200232	1	1	1	3	3
90203	1129	1119	946	854	754
6590	2	2	0	0	0
140686	14	11	22	7	9
79183	1908	1714	2274	2204	2093
57580	2442	2244	3262	1445	2581
3787	481	385	377	349	429
57468	152	150	117	81	80
343578	53	46	42	94	50
6385	4410	4281	6745	6395	5999
8202	2366	2119	3056	3093	3867
51604	7262	6808	7017	6377	6790
6407	0	0	0	0	0
8785	65	46	128	105	182
57727	6046	5480	4212	4865	3110
9217	6408	6091	6579	6569	6454
84612	285	254	478	696	761
514	7775	7322	6354	6816	5922
84181	5384	4893	7172	7990	8754
5335	17221	16230	15122	13862	15743
84969	443	389	434	389	316
6431	15979	14884	13841	16720	12642
78997	479	520	511	311	455
149699	0	0	0	0	0
10564	4016	3724	4150	6140	6184
57169	2235	1974	2572	3504	2739
128611	2	1	0	1	2
1908	17	14	10	12	4
1434	32636	29799	27771	39322	39240
57403	1161	1073	907	1163	1211
5740	3653	3204	3030	3070	3403
6780	15061	14127	15463	15511	16801
60437	142	97	86	119	148
6615	884	875	583	463	569
27304	1568	1443	1114	1275	1044
8675	4022	3913	4914	4557	6078
56937	1932	1735	1861	2299	1635
55905	8638	8091	8061	7710	7951
140731	0	0	0	0	0
55661	7423	7087	6660	7697	7595
11317	13	17	39	37	53
6406	286	266	119	399	180
128602	0	0	0	0	0
55653	1893	1841	1124	724	1007
60598	28	37	10	9	23
27296	13	20	31	41	19
5105	0	0	0	0	0
81030	1	0	0	0	0
140825	52	31	17	30	32
4109	0	0	0	0	0
4552	3543	3374	3545	5221	4688
79072	1250	1071	899	1614	1275
5184	6936	6672	5561	3774	4151
64377	3043	2808	1689	858	1536
23096	6663	6172	2799	3737	3990
6845	1860	1734	1569	2069	2149
3581	6	12	5	3	14
7499	86	80	52	59	49
100132596	86	80	52	59	49
10617	5651	5244	5515	6012	6167
55577	3078	2932	2455	2277	1954
84693	463	465	408	384	392
400961	2131	1962	2863	2589	3586
11017	1286	1249	1147	1347	1475
10199	2979	2778	2329	4810	4189
27189	125	105	68	34	83
10396	1019	989	1630	1726	2700
23326	29067	26972	26997	24700	25274
79983	2	7	4	9	15
64344	816	793	1211	958	1274
79177	916	866	779	747	685
56269	1	3	0	0	0
7596	1825	1604	1857	2433	2132
27076	453	453	394	230	429
440533	0	0	0	0	0
1088	0	0	0	0	0
4693	5	12	21	4	14
8239	19809	17845	65000	76771	103023
7180	10	4	1	0	0
2162	127	106	198	108	136
2914	3384	3361	5293	2725	4410
55809	3144	2967	3992	3256	4347
29993	1547	1447	1680	1294	1756
10385	1304	1196	1334	1304	1363
23408	1882	1653	1625	1637	1716
57380	8668	7849	8125	11917	9606
56897	3572	3288	3362	3521	3537
88745	7212	6854	6035	5807	5408
696	114	75	32	50	38
6631	18768	17625	12429	11442	12009
10786	0	0	2	0	0
6568	0	0	0	0	0
5269	2107	1956	2214	2431	1836
57510	17074	16209	14607	16216	16309
89845	1492	1321	1722	1669	1707
3007	8	11	3	1	2
5190	2539	2551	1829	1170	1699
4835	2863	2630	5517	4543	4499
221443	2916	2673	2152	2616	2467
222643	108	86	125	80	189
57505	2884	2919	2944	2306	2344
3024	17	10	1	0	0
346157	442	418	658	1071	1239
6204	85634	80036	50185	42264	45094
4337	3238	2864	2814	2259	2374
8970	127	106	58	33	53
9477	5783	5093	4368	4551	4671
26212	1	12	8	5	9
6903	2269	2237	1912	1743	1598
25803	23	23	12	13	19
6954	1	0	1	0	1
9587	3579	3411	2444	2453	2004
10930	3	8	12	13	15
116138	16659	15474	14528	10925	12663
27232	14	11	41	25	37
107080644	14	11	41	25	37
1769	3	6	4	4	6
54210	3	0	1	1	1
4201	7770	7482	5998	5471	5529
401265	20	26	41	46	60
81578	173	195	257	246	293
1026	3814	3449	4315	3179	2350
6659	15685	15120	18013	18111	22055
2739	24440	22617	22275	24080	25859
57699	124	82	77	31	79
89822	143	167	105	75	124
6239	2753	2446	3509	3234	3698
6745	7059	6762	6639	8373	8759
83732	2611	2449	2453	3321	3027
51299	11	15	20	7	15
51000	720	685	677	760	678
10799	1095	1031	990	1100	1068
6310	180	208	486	460	431
9972	13569	12518	14949	18283	18868
7913	12688	12261	11585	20426	20141
9521	5815	5534	3697	4441	5040
167	0	0	0	0	0
860	41	47	35	48	61
221391	0	0	0	1	0
9247	1	1	3	10	5
9208	4037	3725	6911	9079	10287
93463	0	0	1	1	0
64284	3594	3389	6769	6134	7145
6372	233	210	337	332	281
2069	1	2	0	2	4
84767	0	0	1	0	0
26070	3	0	1	10	2
745	1062	1000	1047	703	909
10647	1	0	0	0	0
4246	0	1	0	0	0
79026	894	699	1320	2062	1064
55831	3058	2773	2409	2416	2156
51066	21	22	19	18	15
7471	0	1	1	0	0
54436	46	39	15	7	7
23019	27737	24938	37659	34025	44438
583	1367	1202	1034	808	1093
4495	3499	3307	1572	4069	2654
4502	1940	1887	1044	3460	1479
80262	2352	2054	1772	1874	2028
2806	24926	22804	22026	18863	21240
55715	3207	3082	3010	2032	2576
9271	1	0	88	57	126
2841	1	0	0	1	5
171425	542	563	456	426	551
84899	3220	3018	3060	2842	3765
5911	2496	2482	2848	4266	4837
6555	0	0	0	0	0
10257	1928	1796	1252	1508	1515
1948	1189	1135	831	1091	840
11166	440	353	354	297	221
9375	14652	13826	13936	14409	13977
78995	1509	1380	1335	1288	1179
3834	8	8	36	18	25
3659	425	407	322	290	266
65109	1867	1850	1630	3248	2731
7737	1086	1005	883	859	961
23157	3100	2797	3012	2302	3046
55026	35	52	27	8	24
4694	6718	6303	4336	3529	3723
265	0	0	0	0	0
27109	834	726	628	516	638
652	379	405	340	221	130
5732	92	119	69	90	97
8603	2500	2328	2411	2492	2275
2868	89	94	86	107	86
6662	357	342	587	324	534
64518	42	47	39	20	54
4620	280	288	123	342	179
9953	270	237	277	201	331
399512	304	263	251	195	226
51081	9052	8795	6487	6309	6075
23163	4907	4524	5171	4701	5400
79637	859	777	818	919	721
79902	8305	7432	5782	5515	5741
60386	719	638	609	693	849
57409	1435	1293	928	776	926
30833	4083	3778	2564	2260	2390
55154	2783	2520	2382	2119	2123
10485	315	279	76	124	125
7270	2036	1931	2165	2597	2428
9329	8962	8294	9820	11340	11992
64794	2573	2568	2126	2393	2519
56751	1	0	12	0	0
3802	0	0	0	0	0
54776	4234	4084	4513	3553	4116
79143	7875	7391	8027	7303	7341
6725	44	58	80	45	76
4987	6	13	10	8	6
56731	2628	2434	3013	2207	2473
2832	0	1	0	0	0
79025	194	161	228	129	252
128408	19	23	10	12	12
79144	9249	8829	7968	5561	6035
3553	1	3	0	0	1
5342	2	0	5	2	5
27178	1	1	1	3	2
84269	1597	1475	1070	913	1039
7849	3	5	12	11	21
51141	1128	1037	492	795	826
84172	9134	8330	7282	9149	10089
54520	1699	1573	2772	3177	3490
23550	259	286	219	120	149
79085	4518	3924	5294	4844	5647
5623	142	125	164	148	204
2962	8464	8149	7708	8190	7888
84266	3838	3822	2451	1446	1979
8192	4648	4434	3194	2464	2739
8744	271	236	325	158	156
2892	134	141	229	200	219
57187	4279	4076	4849	7922	8578
5469	7088	6675	9000	11322	12090
9349	108890	100011	63021	58462	61076
84938	1408	1380	1403	1999	2361
970	129	101	99	50	85
718	1089	1101	1270	701	1107
10045	2157	2081	2322	2089	2382
