GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	1	2	1	1	1	0
653635	240	207	178	188	197	76
102466751	7	4	4	8	5	3
107985730	0	0	0	0	0	0
100302278	0	0	0	0	0	0
645520	1	0	0	2	1	0
79501	0	0	0	0	0	0
100996442	9	11	13	10	10	3
729737	62	71	63	54	50	25
102725121	0	1	0	0	0	0
102723897	211	234	144	164	222	55
102465909	4	2	2	3	5	0
107985721	5	0	0	0	1	0
112268260	5	6	3	9	7	4
729759	0	0	0	0	0	0
100132287	39	41	39	28	39	13
105378947	0	1	1	2	0	1
101928626	0	0	0	0	0	0
113219467	476	389	222	241	433	110
81399	2	1	1	0	1	0
100133331	52	50	38	27	35	11
107984841	14	21	21	9	10	2
107984847	21	13	13	9	13	2
107984849	4	3	5	2	4	0
100288069	7	16	10	11	14	3
105378580	5	4	5	3	9	0
400728	1	1	2	5	2	2
79854	7	7	3	3	5	0
643837	153	153	88	140	157	58
107984850	0	0	0	0	0	0
284593	0	1	0	0	0	0
284600	0	1	0	0	4	0
100130417	0	0	0	0	0	0
107985728	0	0	0	0	0	0
148398	93	112	42	39	67	23
26155	2072	2154	1193	1329	1496	444
339451	181	121	120	110	135	22
84069	165	124	112	203	236	91
84808	30	18	13	28	31	15
57801	7	4	2	17	22	9
9636	150	220	79	296	350	114
375790	4374	4857	2147	3225	4736	1437
100288175	0	1	0	4	5	6
112267874	1	6	2	2	7	1
105378948	0	3	1	2	6	3
401934	7	8	4	7	16	3
54991	174	176	63	66	82	30
254099	0	0	0	0	0	0
406984	0	0	2	0	1	0
406983	2	1	1	0	0	2
554210	2	1	3	3	8	1
100506376	0	0	0	1	0	0
254173	0	0	0	0	0	0
8784	1	0	0	2	2	1
7293	1	0	0	1	2	0
51150	1723	1622	912	1186	1383	515
126792	153	183	78	91	141	50
388581	7	3	0	0	1	1
118424	570	581	276	387	533	189
101928895	0	1	1	2	3	1
6339	11	5	6	13	11	3
116983	373	292	228	488	571	195
102465434	0	0	0	0	0	0
109623456	5	1	5	4	5	2
126789	250	217	116	199	254	83
54973	1061	1009	520	691	768	269
102465435	2	1	0	2	6	0
80772	239	262	138	254	306	123
83756	8	6	0	8	9	5
1855	998	1003	570	913	1107	358
102466740	1	2	1	1	2	1
54587	66	46	41	57	77	27
54998	767	765	357	559	621	201
81669	971	780	593	833	878	282
148413	274	218	168	194	210	77
55052	889	917	494	634	804	232
107984868	5	1	3	2	2	0
441869	113	94	66	141	149	50
105378585	1	0	2	1	5	1
643965	0	0	0	0	0	0
102724312	5	1	0	0	2	0
107985729	0	1	0	0	0	0
64856	270	254	126	249	260	81
219293	32	41	22	31	28	16
83858	1318	1165	702	771	996	340
55210	986	983	491	551	696	196
339453	1	0	0	0	0	0
29101	962	1040	461	670	900	353
643988	74	81	45	79	98	22
105378586	0	1	0	2	0	0
142678	224	244	106	184	223	75
8510	16	11	5	10	12	9
984	644	722	391	415	540	181
728661	373	327	265	343	280	99
8511	1	0	0	1	0	1
728642	417	397	246	258	339	103
9906	102	101	117	114	98	28
112268218	70	56	37	27	30	17
65220	801	815	434	416	485	170
2782	5294	5774	3300	4167	4244	1418
105378949	0	3	2	2	1	0
163688	3	3	0	4	9	0
339456	4	5	0	6	2	3
85452	0	0	0	2	0	0
107984872	0	0	0	0	0	0
105378589	0	0	0	0	0	0
2563	0	0	0	0	0	0
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	432	463	243	417	436	155
100506504	10	13	10	12	12	1
199990	212	268	100	122	169	68
112268219	55	47	34	29	32	6
105378593	0	0	2	0	0	0
6497	583	692	362	410	491	162
79906	45	37	12	35	22	12
100129534	4	0	1	0	0	0
11079	1464	1385	849	1034	1140	422
5192	282	283	148	217	251	75
9651	1891	1645	1175	1401	1419	464
55229	351	300	205	188	229	61
388585	6	5	1	13	4	2
115110	17	19	9	29	23	6
8764	95	90	63	152	183	68
100996583	0	0	0	0	0	0
127281	330	346	205	377	376	106
79258	33	41	15	28	38	13
105378597	0	0	0	0	0	0
100287898	0	0	0	0	0	0
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	0	1	1	0
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	0	0	0	0	0
27237	349	316	162	344	399	140
1953	17	14	14	26	43	4
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	619	528	328	684	712	231
49856	221	241	117	182	147	84
7161	15	13	12	17	15	3
105378610	0	0	0	0	0	0
105378609	0	0	0	0	0	0
57212	200	192	149	173	208	47
148870	0	0	0	0	0	0
388588	4	1	3	6	12	3
57470	686	704	345	436	599	169
9731	468	482	336	471	440	137
1677	80	81	39	40	60	18
107984910	3	3	3	0	8	1
339448	401	384	232	264	278	94
100133612	0	1	0	4	5	0
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	297	328	181	341	327	129
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	211	200	123	189	169	59
8514	19	16	15	14	12	5
26038	2	0	0	0	1	0
105376687	0	0	0	0	0	0
6146	4937	5233	3436	4890	4217	1502
107985733	14	10	13	25	9	4
102724450	1	2	0	1	2	5
388591	55	33	39	24	39	10
23463	1944	2026	1130	1208	1184	392
148645	2	3	3	2	1	0
390992	0	0	0	0	0	0
387509	198	153	128	224	189	52
11332	1494	1516	789	1292	1494	435
54626	878	881	525	944	968	336
83715	35	33	17	19	27	10
100422975	0	0	0	0	0	0
8718	285	204	213	292	279	94
57449	1208	1033	813	1389	1460	441
79707	318	281	163	228	274	64
80835	0	0	0	0	0	0
107984912	0	0	0	0	0	0
3104	132	124	91	87	93	40
9903	1166	1023	710	1298	1214	412
107984913	2	2	3	2	2	0
148479	245	275	167	280	223	91
90326	327	290	195	215	247	96
55735	1008	1077	630	733	692	249
100505887	0	0	0	0	0	0
110841581	1	0	1	0	0	0
23261	331	361	192	299	354	118
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	18	5	10	20	9	8
9341	1788	1616	1123	2129	2162	805
8863	179	160	123	186	138	46
10911	1	2	0	2	1	2
3604	0	1	0	5	3	1
11315	2467	2462	1260	1569	1872	660
54206	1565	1755	1126	1498	1417	569
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	2	5	1	2	0	0
473	468	528	315	349	302	87
102724552	0	0	1	0	0	0
106632271	0	0	0	0	0	0
2023	32938	33568	19104	21744	23309	7972
102465436	1	2	1	1	2	1
100505975	3	3	0	4	3	0
112268261	0	0	0	0	0	0
765	0	0	0	0	0	0
155184	0	0	0	0	0	0
6518	2	0	1	4	0	4
80045	158	141	75	130	105	38
106614088	87	47	63	75	67	24
407040	1	3	0	1	1	0
102724571	36	46	22	38	38	23
9563	290	372	247	265	215	89
80176	173	185	117	243	314	119
100506022	1	1	0	1	0	0
84275	183	214	106	109	115	66
199953	312	243	162	128	128	34
107985734	8	4	2	1	2	1
105376712	0	0	0	0	0	0
5293	739	786	481	1294	1461	508
644997	0	0	0	0	0	0
101929074	4	7	1	4	6	1
22883	6201	6299	3888	7329	7820	2566
56998	1097	1107	655	877	952	316
105376717	104	103	63	122	110	26
84328	536	505	302	418	419	163
64802	234	197	129	219	258	81
113391335	0	0	1	0	0	0
100847055	0	0	0	0	0	0
116362	27	23	7	34	36	9
10277	747	779	485	712	733	261
23095	652	762	593	811	704	293
105376725	0	0	0	1	0	0
5226	2920	3024	1802	1534	1551	523
100526739	109	114	56	45	47	28
378708	114	118	62	48	55	28
1325	5	4	2	2	0	0
1676	1274	1330	831	1015	1098	374
5195	233	226	150	274	264	88
54897	170	216	139	194	178	72
105376733	0	0	0	0	0	0
105376735	1	1	0	1	2	0
148345	0	1	0	0	0	0
23435	3174	3331	1786	2163	2493	901
10747	13	9	10	9	8	6
6723	1534	1398	789	1065	1069	365
5394	1135	1153	753	1050	947	338
105376736	44	50	36	44	43	13
2475	1170	1236	923	1068	986	340
100873935	24	20	17	24	19	4
10218	0	0	0	0	0	0
29914	362	339	189	195	264	94
105376737	26	45	11	19	18	7
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	0	1	0	1	1	0
112268221	0	0	0	0	0	0
101929181	0	0	0	1	0	0
26232	143	160	84	182	205	64
93611	273	262	164	192	179	82
26270	90	92	46	98	100	36
10459	350	400	195	166	193	71
374946	1	1	0	1	6	1
57085	522	509	276	550	541	187
284498	27	36	29	48	35	9
102724659	0	0	0	0	0	0
4524	189	206	133	227	220	50
1185	273	300	220	248	224	80
100379251	38	36	44	29	34	14
4878	8	12	13	3	9	2
4879	0	0	0	0	0	1
26829	0	0	0	0	0	0
90231	603	590	365	652	670	216
5351	1572	1565	948	1249	1393	462
9927	3310	3360	2017	2751	2997	1005
60672	274	227	138	189	246	72
102466982	1	0	1	0	0	0
943	11	4	0	5	4	2
102465836	0	0	0	0	0	0
7133	1	4	1	1	1	0
100616438	0	0	0	0	0	0
107984917	0	0	0	0	0	0
55187	706	1028	704	863	936	301
677885	1	8	0	2	0	1
105376744	0	0	0	0	0	0
9249	31	27	20	32	36	5
102466722	0	0	0	1	0	0
343066	0	0	0	0	0	0
126767	0	0	1	0	0	0
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	0	0	0	0	0	0
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	0	0	0
441873	0	0	0	0	0	0
649324	0	0	0	0	0	0
440563	0	0	0	0	0	0
645354	0	0	0	0	0	0
645359	0	0	0	0	0	0
101060301	0	0	0	0	0	0
343070	0	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
