GeneID	control	control	perturbed	perturbed
100287102	4	2	2	3
653635	1172	1038	1049	989
102466751	38	29	48	43
107985730	3	5	9	6
100302278	2	3	4	3
645520	0	1	0	0
79501	0	0	0	0
100996442	69	81	93	97
729737	1504	1260	1692	1331
102725121	4	1	1	2
102723897	1339	1214	1150	1069
102465909	22	20	26	19
107985721	7	19	21	18
112268260	11	15	15	12
729759	1	1	0	0
100132287	535	457	601	499
105378947	3	7	5	1
101928626	1	0	0	0
113219467	957	963	1132	1135
81399	4	5	4	3
100133331	532	433	561	463
107984841	238	164	208	226
107984847	195	186	240	202
107984849	79	66	65	66
100288069	145	142	164	185
105378580	88	76	77	87
400728	40	48	46	47
79854	119	135	56	40
643837	224	243	208	190
107984850	0	0	0	0
284593	2	3	2	1
284600	0	6	0	6
100130417	0	0	0	0
107985728	0	3	0	0
148398	153	127	95	118
26155	1749	1581	1379	1579
339451	434	447	331	323
84069	9	10	4	5
84808	0	1	1	1
57801	0	0	0	0
9636	945	1040	1078	976
375790	1331	1680	816	711
100288175	80	110	28	18
112267874	67	59	26	28
105378948	98	128	34	31
401934	4	1	1	0
54991	304	238	234	207
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	8	0	0
8784	479	542	150	123
7293	396	602	312	178
51150	2614	2456	1943	1708
126792	125	92	178	201
388581	158	141	106	86
118424	912	931	949	977
101928895	62	46	60	41
6339	89	69	69	104
116983	2817	2722	3062	2529
102465434	0	1	1	0
109623456	22	21	22	18
126789	634	512	524	506
54973	2424	2177	2541	2479
102465435	11	8	11	7
80772	429	424	565	651
83756	48	41	44	44
1855	1976	1684	1347	1343
102466740	5	4	4	3
54587	31	31	60	57
54998	1721	1427	1376	1245
81669	2867	2676	2559	2924
148413	390	382	408	425
55052	677	643	538	579
107984868	0	1	1	1
441869	1	1	1	1
105378585	0	0	0	0
643965	0	0	0	0
102724312	0	0	1	0
107985729	1	0	0	0
64856	0	0	0	0
219293	33	30	29	21
83858	906	788	713	733
55210	1303	1087	908	1078
339453	31	20	27	6
29101	1791	1592	1835	1739
643988	0	2	0	2
105378586	0	0	0	0
142678	1138	938	926	917
8510	18	28	29	22
984	1285	1157	1128	1203
728661	1577	1618	1917	1789
8511	6	7	6	11
728642	1090	997	954	1089
9906	1659	1661	2195	2041
112268218	208	182	223	212
65220	3303	3034	3157	2887
2782	13386	13666	15085	14199
105378949	81	78	90	65
163688	8	6	4	2
339456	4	8	14	8
85452	0	0	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	0
5590	16	13	24	28
100506504	1	5	3	2
199990	609	541	423	450
112268219	70	75	76	46
105378593	0	0	0	0
6497	196	201	187	198
79906	55	71	58	66
100129534	7	11	7	9
11079	1013	957	1224	1326
5192	305	271	385	406
9651	74	74	101	111
55229	982	984	731	702
388585	0	0	0	0
115110	619	656	181	181
8764	2820	2990	872	593
100996583	55	56	62	50
127281	385	434	169	133
79258	42	53	28	25
105378597	1	0	0	1
100287898	47	46	52	30
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	1	0	0	0
105378600	0	0	0	0
105378598	1	0	3	0
107984904	1	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	0	0	0	0
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	0	0	0	0
27237	0	0	0	0
1953	6	2	5	6
105378608	0	0	0	0
693135	0	0	0	0
105378607	0	0	0	0
127262	475	360	623	571
49856	744	676	737	775
7161	152	123	111	108
105378610	6	3	19	17
105378609	0	0	0	0
57212	1200	1157	972	984
148870	2	1	3	17
388588	31	51	33	44
57470	918	948	1197	1213
9731	963	1008	1186	1372
1677	196	202	262	318
107984910	3	1	6	9
339448	664	711	713	734
100133612	22	19	70	58
728716	0	3	4	2
105376672	1	0	1	4
105376673	0	0	10	7
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	1	0
261734	321	339	429	374
8514	7149	7598	9280	8102
26038	24	12	16	22
105376687	1	0	0	0
6146	12894	13348	14548	13043
107985733	63	69	35	26
102724450	2	6	1	1
388591	41	41	27	17
23463	989	1048	1073	1352
148645	1	0	0	0
390992	0	0	0	2
387509	35	29	23	31
11332	1672	1604	1602	1472
54626	0	0	0	0
83715	13	2	6	0
100422975	0	0	0	0
8718	6	2	2	1
57449	78	36	22	22
79707	696	565	682	782
80835	2	1	4	2
107984912	0	0	1	0
3104	671	597	716	726
9903	1366	1241	869	865
107984913	6	3	1	8
148479	1300	1319	1409	1396
90326	1051	1125	819	700
55735	617	628	688	769
100505887	0	0	0	0
110841581	27	23	26	13
23261	727	664	509	438
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	0	0	0	1
9341	389	376	570	511
8863	3	2	3	2
10911	1	0	0	1
3604	2	4	2	1
11315	3415	3406	3476	3300
54206	0	0	0	0
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	0	0	0	0
473	5123	4766	4830	5387
102724552	7	3	5	4
106632271	2	5	0	0
2023	63700	64587	82625	67680
102465436	8	4	79	5
100505975	4	16	18	23
112268261	2	0	0	0
765	0	0	0	0
155184	0	0	0	0
6518	4216	4720	8959	7361
80045	4	9	4	4
106614088	0	2	0	0
407040	0	0	0	0
102724571	0	0	0	0
9563	577	537	714	799
80176	40	51	68	41
100506022	6	2	11	9
84275	1068	947	874	1037
199953	1290	1221	831	1013
107985734	50	48	38	34
105376712	6	8	1	3
5293	4372	4424	2272	2505
644997	5	7	7	14
101929074	319	305	459	395
22883	13596	13304	11887	12860
56998	313	263	335	361
105376717	147	152	288	284
84328	502	490	762	798
64802	146	153	165	176
113391335	0	2	2	1
100847055	0	0	0	0
116362	0	0	0	0
10277	1298	1278	1755	1722
23095	44	40	36	47
105376725	0	0	0	0
5226	3821	3833	3336	3354
100526739	90	90	141	154
378708	107	95	149	157
1325	17	20	17	16
1676	1890	1848	2040	1987
5195	751	702	613	583
54897	71	55	22	28
105376733	0	0	0	0
105376735	0	0	0	0
148345	0	0	0	1
23435	3365	3536	3556	3650
10747	78	92	94	99
6723	1601	1470	1516	1360
5394	1889	1998	2288	2233
105376736	67	82	78	94
2475	1385	1520	1638	2287
100873935	25	31	34	41
10218	1	0	7	1
29914	408	424	520	637
105376737	0	0	0	0
105376739	0	0	0	0
105376740	1	1	1	1
57540	23	12	41	42
112268221	1	3	3	8
101929181	0	1	0	0
26232	402	326	545	499
93611	1459	1402	1524	1450
26270	438	395	325	303
10459	1822	1760	1539	1581
374946	3	1	0	3
57085	304	280	457	374
284498	690	567	890	898
102724659	1	0	0	1
4524	3076	2736	3973	3856
1185	2792	2853	2780	2605
100379251	409	403	496	439
4878	124	84	135	131
4879	0	1	0	0
26829	1	0	0	0
90231	3167	2984	2904	2532
5351	2065	2196	1991	1507
9927	2050	2032	2088	2286
60672	565	564	366	434
102466982	4	4	1	5
943	0	2	3	0
102465836	0	3	0	1
7133	53	63	66	30
100616438	0	0	0	0
107984917	0	0	0	0
55187	1145	1225	940	1084
677885	17	19	11	3
105376744	0	1	0	0
9249	0	0	0	0
102466722	0	0	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	0	0	0	0
390999	0	0	0	0
65121	0	0	0	0
105376745	0	0	0	0
440560	0	0	0	0
343069	0	1	0	1
65122	0	0	0	0
400735	0	0	0	0
343071	0	0	0	0
441871	0	0	0	0
440561	0	0	0	0
101929983	0	0	0	0
649330	0	0	0	0
441873	0	0	0	0
649324	0	0	0	0
440563	0	0	0	0
645354	0	0	0	0
645359	0	0	0	0
101060301	0	0	0	0
343070	0	0	0	0
400736	0	0	0	0
391003	0	0	0	0
343068	0	0	0	0
391002	0	0	0	0
645382	0	0	0	0
653619	0	0	0	0
729528	0	0	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	0	0	0	0
102724856	0	0	0	0
107984918	0	0	0	0
10630	0	0	0	0
107984919	0	0	0	0
105378612	0	0	0	0
105376756	0	0	0	0
7799	3957	4225	4372	4688
23254	1	3	0	0
107985467	0	0	0	0
107985468	0	0	0	0
105376762	0	0	0	0
105376759	0	0	0	0
107985469	0	0	0	0
200197	0	0	0	0
55092	0	0	0	0
727684	0	0	0	0
114827	1	0	0	0
101927417	0	0	0	0
101927441	11	19	38	26
79180	4053	3200	3114	3453
11330	2	0	0	1
63036	1	0	6	4
105376767	2	0	1	0
51032	27	17	9	21
842	412	350	432	509
23341	293	341	468	458
107397391	0	0	0	0
79814	24	23	17	20
84301	1425	1510	1487	1757
6248	246	238	230	294
23207	2970	2949	2076	2127
284723	45	36	38	51
110806303	3	2	1	3
388595	0	0	0	0
54751	1	0	3	2
440567	154	185	262	207
729614	275	277	323	348
23013	5020	4640	4056	5861
7709	1068	1056	1073	987
149563	0	1	0	0
27129	5	7	4	2
1187	6	9	7	7
1188	0	2	0	1
348487	6	4	7	1
1969	0	2	0	2
101927479	0	0	0	0
128272	17	21	13	17
101927546	17	25	20	12
79363	135	119	102	117
54455	1143	1248	1323	976
26099	2523	2752	2217	2205
374955	1252	1331	1325	1287
55707	1537	1401	1515	1531
107984921	8	12	7	14
114819	51	58	29	49
26871	0	0	1	1
107985757	0	0	0	0
100132147	0	0	0	0
107985758	0	0	0	0
7195	0	0	0	0
55672	82	100	82	81
105376794	1319	1166	1010	999
84809	619	530	490	475
11209	330	366	391	338
107985736	5	13	15	17
26869	0	0	0	0
107985759	0	0	0	0
284729	0	2	1	1
100189045	0	0	0	0
6060	2	1	0	0
11223	92	79	106	97
100500876	0	0	0	0
100189298	0	0	0	0
112267871	1	0	2	2
7193	1	0	0	0
100189183	0	0	0	0
105376805	1	1	2	4
791226	0	0	0	0
26870	1	1	0	0
9696	191	220	97	94
4237	0	0	0	0
105376806	0	0	0	0
23400	1455	1462	1008	1100
6390	1453	1347	1271	1263
11240	170	212	14	13
105376808	0	0	0	0
400743	0	0	0	0
29943	1	1	0	0
51702	0	0	0	0
100616188	0	0	0	0
23569	3	0	1	0
353238	0	0	0	0
55920	6361	6198	5528	6216
55160	1	0	2	2
107984028	0	0	0	0
81569	0	0	0	0
105376809	0	0	0	0
105376812	0	0	0	0
101927876	0	0	0	0
84966	0	0	0	0
105376814	0	0	0	0
127707	0	0	0	0
5081	0	0	0	0
80834	0	0	0	0
8659	91	69	56	46
100616120	0	0	0	0
100302276	0	0	0	0
126917	252	283	125	135
105376815	0	0	0	0
23352	8736	8902	6664	8300
101927895	55	63	39	51
23065	820	840	900	970
51154	768	710	793	827
246181	17	24	31	28
22977	28	36	46	51
100506730	106	118	113	122
8574	2459	2372	2701	2341
54896	343	317	325	396
832	4583	4427	4114	3929
105376819	0	1	3	0
105376818	1	0	2	0
105376817	1	2	0	2
105378614	0	0	0	0
440574	720	678	899	792
100532736	308	296	323	264
644068	31	17	13	5
4681	36	33	23	28
3362	0	0	1	0
255104	247	197	118	121
54546	0	0	0	0
105376823	0	1	1	0
23252	843	834	736	807
30814	0	0	0	0
5320	0	0	1	0
