GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	1	1	2	2	3	1
653635	239	223	164	186	393	187
102466751	1	0	0	2	3	1
107985730	0	0	0	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	40	46	35	36	74	35
729737	167	143	128	139	272	138
102725121	1	0	1	0	1	0
102723897	247	223	184	191	421	206
102465909	1	0	1	1	2	1
107985721	0	0	0	1	0	0
112268260	9	9	10	9	15	10
729759	0	0	0	0	0	0
100132287	91	77	68	81	159	78
105378947	1	0	1	1	2	1
101928626	0	0	0	0	0	0
113219467	1717	2277	1578	2351	4921	2373
81399	0	0	1	0	1	0
100133331	110	87	83	83	179	85
107984841	11	8	13	11	24	9
107984847	16	13	12	14	26	10
107984849	1	0	2	0	6	0
100288069	26	23	21	28	49	23
105378580	13	13	13	19	28	9
400728	2	1	4	2	5	3
79854	7	10	6	10	17	5
643837	186	232	134	238	478	192
107984850	0	0	0	1	1	0
284593	3	5	5	3	8	3
284600	25	27	20	14	24	19
100130417	74	111	77	96	179	66
107985728	152	204	181	157	290	157
148398	561	482	395	435	934	438
26155	3011	2921	2245	2993	6548	3016
339451	150	184	121	108	258	145
84069	61	76	52	68	164	80
84808	24	26	22	20	31	14
57801	394	400	306	313	725	395
9636	159	69	102	121	185	184
375790	13841	14640	10784	12323	23446	12298
100288175	23	18	13	17	33	20
112267874	41	30	28	40	90	36
105378948	31	25	22	19	48	27
401934	247	184	169	260	552	316
54991	502	398	362	382	751	458
254099	0	0	0	0	0	2
406984	0	1	0	0	0	0
406983	1	2	1	0	1	0
554210	1	2	3	2	1	0
100506376	1	0	1	0	0	1
254173	0	1	1	0	7	0
8784	154	74	114	81	231	167
7293	1	0	0	1	0	0
51150	4813	4837	3634	4375	8431	4585
126792	692	671	544	625	1316	694
388581	4	1	4	4	3	5
118424	1375	1386	1093	1317	2503	1282
101928895	9	3	6	6	6	9
6339	21	15	17	13	40	23
116983	896	826	674	718	1477	723
102465434	0	0	0	0	0	0
109623456	1	4	1	2	3	1
126789	681	569	490	540	1197	625
54973	1827	1699	1333	1649	3493	1700
102465435	4	1	1	5	14	3
80772	1363	1516	1007	1294	2705	1261
83756	43	52	33	23	68	44
1855	1618	1245	1079	1182	2576	1444
102466740	0	0	0	0	0	0
54587	2146	1963	1483	1260	2702	1442
54998	2643	2403	1915	2205	4763	2478
81669	836	851	610	762	1457	838
148413	665	760	561	680	1277	671
55052	1435	1432	1114	1291	2837	1417
107984868	2	1	0	0	1	1
441869	11	5	7	1	4	4
105378585	5	1	1	4	3	1
643965	0	0	0	0	0	0
102724312	75	41	37	36	100	62
107985729	30	29	16	16	46	31
64856	3367	3619	2828	2560	5559	3033
219293	93	79	63	67	151	66
83858	368	403	311	395	945	451
55210	926	895	656	956	2076	902
339453	5	6	0	1	5	2
29101	3140	2975	2330	2848	6152	2910
643988	0	0	0	0	0	0
105378586	0	0	0	0	0	0
142678	349	341	253	272	581	293
8510	28	28	20	29	49	25
984	1237	1273	982	1189	2570	1130
728661	1480	1446	1113	1819	3667	1651
8511	1	0	3	2	2	1
728642	867	896	669	852	1720	789
9906	1440	1389	1135	1711	3478	1611
112268218	89	84	77	70	136	97
65220	1474	1403	1206	1261	2566	1363
2782	9688	8879	6974	8747	17648	8417
105378949	8	8	5	4	12	7
163688	4	0	2	2	2	2
339456	39	16	22	27	72	29
85452	1	3	2	0	4	2
107984872	2	0	0	2	1	4
105378589	0	0	0	0	0	0
2563	29	21	16	24	48	16
105378590	0	0	0	0	0	0
105378591	1	1	6	2	0	0
5590	603	557	454	502	1009	439
100506504	6	9	14	7	29	14
199990	626	603	463	531	1090	610
112268219	206	182	153	150	299	146
105378593	0	0	0	1	0	0
6497	955	1078	759	947	1863	806
79906	120	125	92	101	221	131
100129534	63	66	30	47	126	50
11079	3542	3439	2667	3109	6566	3246
5192	688	700	502	648	1383	688
9651	1	1	0	1	3	2
55229	492	385	358	384	837	398
388585	1	1	0	0	1	0
115110	4	2	4	2	2	1
8764	46	60	34	56	97	50
100996583	0	0	0	0	0	1
127281	770	721	560	647	1446	717
79258	126	120	120	99	205	93
105378597	0	0	0	0	0	0
100287898	6	1	2	7	7	1
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	1	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	2	0	0	0	1	3
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	0	0	0	0	0
27237	763	730	577	635	1250	681
1953	224	252	206	162	291	174
105378608	1	0	2	2	2	2
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1789	2100	1443	1802	3666	1720
49856	646	547	510	480	1018	566
7161	648	587	474	508	1176	606
105378610	8	1	1	2	0	0
105378609	0	0	0	0	0	0
57212	378	376	276	297	691	403
148870	1	0	1	0	6	1
388588	111	59	53	85	215	107
57470	1605	1736	1347	1583	3212	1622
9731	850	899	702	788	1778	774
1677	78	100	87	72	147	71
107984910	3	2	4	5	8	10
339448	482	453	371	417	899	442
100133612	2	1	6	5	13	4
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	1	0	0	1	1
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	1	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	502	387	356	390	783	363
8514	192	112	86	106	269	153
26038	341	235	164	224	443	302
105376687	0	0	0	0	2	0
6146	6566	6498	4732	6402	13143	6163
107985733	2	4	4	7	4	4
102724450	4	10	7	7	15	2
388591	61	71	63	50	132	57
23463	4822	5410	3747	4868	9925	4670
148645	24	39	19	22	45	51
390992	0	0	0	0	0	0
387509	436	354	299	334	749	419
11332	1744	1764	1299	1673	3618	1736
54626	81	35	51	49	98	53
83715	787	823	723	527	1314	593
100422975	0	0	0	0	0	0
8718	43	34	27	38	89	39
57449	324	219	205	340	672	369
79707	713	904	613	1069	1976	1008
80835	1	0	0	0	2	1
107984912	0	0	0	0	0	0
3104	260	266	145	245	506	223
9903	761	828	556	930	1827	917
107984913	4	0	4	2	7	5
148479	1294	1189	859	1167	2338	1024
90326	694	741	503	654	1415	703
55735	1375	1578	1005	1401	3003	1367
100505887	0	0	0	0	0	0
110841581	2	8	5	3	13	6
23261	525	464	357	440	977	490
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	1	0	4	0	8	2
105376691	0	0	0	0	0	0
105376689	10	1	1	3	6	4
9341	1673	1139	923	2733	5800	2767
8863	704	593	426	845	1646	690
10911	0	0	0	0	0	0
3604	1	1	0	0	1	0
11315	4219	4066	3225	3993	8893	4196
54206	995	987	794	905	1880	919
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	11	11	1	5	17	4
473	1490	1469	1015	1276	2472	1182
102724552	0	0	0	2	2	0
106632271	0	0	0	0	0	0
2023	58998	51423	33585	39535	90031	38548
102465436	0	0	0	1	2	0
100505975	21	17	7	13	44	11
112268261	14	14	13	8	30	14
765	0	0	0	0	0	0
155184	0	0	1	0	0	0
6518	0	2	1	2	1	0
80045	991	1132	831	1109	2065	972
106614088	57	53	33	48	106	40
407040	0	1	0	0	1	0
102724571	11	7	12	9	19	12
9563	1024	722	540	945	1723	876
80176	131	78	55	71	155	125
100506022	17	7	13	5	10	3
84275	652	640	497	699	1356	686
199953	509	498	367	693	1469	638
107985734	10	10	9	15	36	16
105376712	0	0	0	0	0	0
5293	142	77	77	85	173	101
644997	0	0	0	0	0	1
101929074	5	0	3	1	5	4
22883	5403	4813	3499	3801	7706	4080
56998	1626	1350	1086	1185	2559	1288
105376717	33	21	24	30	64	25
84328	1324	1447	1012	1398	2826	1398
64802	241	199	152	208	376	201
113391335	0	0	0	0	0	0
100847055	0	0	0	0	0	0
116362	658	465	315	521	1059	591
10277	1263	923	763	1488	3052	1329
23095	2044	2031	1504	2107	4235	1861
105376725	0	0	1	0	1	0
5226	6253	6091	4566	5860	12684	5483
100526739	240	239	173	216	437	235
378708	302	312	245	278	621	331
1325	15	13	12	17	26	17
1676	1308	1136	937	1468	3138	1530
5195	507	328	279	436	897	445
54897	1235	1339	859	1039	2072	980
105376733	1	0	0	1	0	0
105376735	0	0	0	0	0	0
148345	4	2	4	0	4	0
