GeneID	perturbed	perturbed	control	control
100287102	4	2	4	2
653635	252	227	362	229
102466751	14	11	9	9
107985730	0	0	1	0
100302278	0	0	0	0
645520	0	0	0	0
79501	0	0	0	0
100996442	12	8	8	13
729737	181	210	184	129
102725121	5	7	6	3
102723897	264	255	352	256
102465909	3	5	2	2
107985721	1	2	1	0
112268260	6	3	3	2
729759	0	0	0	0
100132287	82	92	98	69
105378947	1	0	1	0
101928626	0	0	0	0
113219467	786	765	855	748
81399	1	1	2	2
100133331	71	78	79	55
107984841	11	19	9	12
107984847	6	9	7	7
107984849	2	4	4	4
100288069	11	12	5	14
105378580	3	1	4	1
400728	6	2	11	3
79854	11	13	13	15
643837	135	136	131	99
107984850	0	0	0	0
284593	1	2	2	1
284600	23	18	15	12
100130417	65	67	127	94
107985728	73	41	94	70
148398	190	221	542	301
26155	1228	1299	2322	1466
339451	150	141	175	130
84069	55	48	86	59
84808	9	9	14	7
57801	98	99	191	72
9636	62	56	171	63
375790	5681	5725	8268	4787
100288175	85	75	112	79
112267874	23	24	27	26
105378948	74	68	91	69
401934	2	0	3	1
54991	146	122	178	99
254099	0	0	0	0
406984	0	0	1	0
406983	0	0	0	1
554210	0	0	1	0
100506376	0	0	0	0
254173	2	0	0	0
8784	23	17	51	16
7293	1	0	1	0
51150	1494	1437	1695	1036
126792	304	309	437	247
388581	5	7	7	5
118424	600	633	977	596
101928895	15	3	12	12
6339	40	31	62	34
116983	379	315	573	374
102465434	1	0	0	0
109623456	2	5	3	2
126789	115	117	223	135
54973	685	726	1106	739
102465435	1	1	2	2
80772	120	164	299	187
83756	9	14	10	6
1855	673	595	1051	651
102466740	2	2	0	0
54587	769	752	1354	798
54998	619	595	1166	591
81669	1374	1193	1574	1359
148413	157	172	245	196
55052	383	380	553	366
107984868	1	0	3	0
441869	6	2	3	1
105378585	0	0	0	2
643965	1	0	1	0
102724312	0	0	0	1
107985729	0	0	0	0
64856	32	35	85	35
219293	19	16	29	16
83858	742	688	1035	623
55210	853	853	1496	837
339453	0	2	2	1
29101	739	736	1148	735
643988	15	27	50	26
105378586	1	1	0	0
142678	219	192	412	233
8510	19	18	37	22
984	451	449	703	470
728661	392	391	477	333
8511	6	5	14	8
728642	228	240	374	254
9906	150	168	185	146
112268218	71	55	90	42
65220	798	723	955	633
2782	2303	2340	3918	2673
105378949	0	5	1	4
163688	8	7	5	4
339456	10	11	8	12
85452	1	0	0	1
107984872	1	1	0	1
105378589	1	3	1	1
2563	1	2	1	1
105378590	0	0	0	0
105378591	0	0	0	0
5590	78	87	226	162
100506504	11	4	7	9
199990	211	216	454	229
112268219	50	40	62	43
105378593	0	0	0	0
6497	583	675	728	489
79906	25	37	48	33
100129534	8	13	16	5
11079	1013	998	1319	835
5192	200	185	344	218
9651	9	14	37	13
55229	158	171	229	162
388585	0	0	0	1
115110	3	5	1	1
8764	20	19	15	18
100996583	0	0	0	0
127281	86	84	153	83
79258	15	13	24	17
105378597	0	0	0	0
100287898	2	1	2	1
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	0	0	2	1
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	8	24	16	9
27237	91	116	231	125
1953	203	188	332	275
105378608	0	1	0	1
693135	0	0	0	0
105378607	0	0	0	0
127262	198	204	315	203
49856	150	157	233	161
7161	7	15	18	19
105378610	0	0	0	0
105378609	0	0	0	0
57212	168	204	267	185
148870	3	1	0	6
388588	1	5	6	3
57470	324	306	536	357
9731	247	217	325	242
1677	37	16	30	28
107984910	2	2	0	0
339448	122	119	254	198
100133612	5	1	7	8
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	0	0
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	82	84	105	91
8514	11	15	32	24
26038	3	7	17	15
105376687	0	0	0	0
6146	2594	2615	3866	2636
107985733	6	10	10	10
102724450	1	2	2	0
388591	59	64	50	58
23463	904	847	1187	885
148645	2	2	5	5
390992	0	0	0	0
387509	44	42	67	57
11332	343	394	784	464
54626	6	1	2	2
83715	7	10	16	6
100422975	0	0	0	0
8718	25	12	25	23
57449	184	159	228	160
79707	320	323	443	285
80835	0	1	0	0
107984912	0	0	0	0
3104	116	141	125	98
9903	756	728	841	549
107984913	3	5	3	5
148479	328	302	383	242
90326	231	231	344	255
55735	445	435	594	458
100505887	0	0	0	0
110841581	0	1	3	2
23261	183	191	278	199
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	17	15	11	16
9341	808	812	1162	948
8863	102	115	112	95
10911	2	5	1	0
3604	185	190	124	79
11315	1207	1122	1839	1260
54206	913	720	811	505
107984915	0	1	1	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	11	12	13	6
473	740	790	739	688
102724552	0	0	0	0
106632271	0	0	0	0
2023	15507	15344	22630	14994
102465436	1	1	1	0
100505975	7	5	5	3
112268261	0	0	0	0
