GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	3	4	3	0	1	2
653635	597	767	571	235	247	435
102466751	13	23	32	4	2	5
107985730	0	0	3	0	1	0
100302278	0	0	0	0	0	0
645520	1	0	1	0	0	0
79501	0	0	0	0	0	0
100996442	26	45	42	5	15	29
729737	79	119	77	40	45	53
102725121	0	1	1	0	0	0
102723897	665	849	711	234	252	493
102465909	9	9	19	5	4	3
107985721	2	1	0	0	0	2
112268260	17	37	28	6	3	10
729759	0	0	0	0	1	0
100132287	175	182	166	56	70	116
105378947	3	2	1	7	0	4
101928626	0	0	0	0	0	0
113219467	4838	5821	4398	2115	2838	4956
81399	4	6	1	0	4	9
100133331	176	202	158	71	91	141
107984841	37	41	21	3	2	31
107984847	58	74	41	15	18	37
107984849	12	12	8	0	6	0
100288069	18	40	24	16	13	9
105378580	19	7	10	4	4	4
400728	1	9	6	4	0	4
79854	6	12	2	4	0	5
643837	256	269	210	94	102	236
107984850	0	0	0	0	0	0
284593	1	1	1	0	2	1
284600	16	18	42	4	8	18
100130417	85	71	50	14	6	29
107985728	18	35	33	19	17	15
148398	177	178	166	189	205	351
26155	1358	1747	1189	970	1312	2116
339451	435	451	441	234	273	415
84069	45	57	52	54	46	95
84808	18	5	7	9	12	25
57801	18	26	17	14	3	16
9636	4306	5728	4256	754	909	1643
375790	7866	10365	7890	6509	7763	13149
100288175	8	20	3	6	25	41
112267874	1	9	0	2	7	3
105378948	6	19	3	6	25	31
401934	0	0	0	0	0	0
54991	178	249	236	99	177	230
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	3	7	23	9	10	18
7293	0	0	2	2	7	10
51150	4183	4798	4007	3735	4576	7873
126792	628	659	585	494	504	872
388581	25	22	26	11	14	13
118424	941	1107	788	659	870	1525
101928895	19	46	17	7	16	29
6339	136	229	149	58	43	133
116983	844	1028	838	664	778	1124
102465434	1	1	0	0	0	0
109623456	2	2	0	2	4	2
126789	218	225	179	142	174	366
54973	1291	1668	1324	846	975	1739
102465435	3	4	2	0	1	4
80772	333	536	374	267	292	430
83756	17	1	4	7	11	12
1855	821	988	740	630	733	1224
102466740	0	0	3	1	1	0
54587	9992	12522	9852	3780	4770	8361
54998	865	1139	876	831	955	1686
81669	5220	5783	4868	1545	1933	3487
148413	416	424	304	249	292	586
55052	835	989	749	729	757	1330
107984868	0	0	2	0	0	2
441869	28	21	30	5	14	3
105378585	7	5	3	0	4	0
643965	0	1	0	0	1	0
102724312	0	0	0	0	0	0
107985729	1	0	1	0	0	0
64856	184	210	197	61	57	101
219293	20	19	20	16	17	19
83858	617	855	662	346	443	818
55210	568	706	623	522	544	856
339453	37	66	32	29	35	21
29101	2107	2683	1943	1522	1664	3185
643988	120	116	107	51	95	105
105378586	2	0	3	2	2	8
142678	691	858	662	602	609	972
8510	36	55	44	20	20	40
984	1068	1165	991	578	663	1167
728661	2339	2831	2381	921	1248	1956
8511	18	27	15	7	0	9
728642	812	995	836	510	580	1009
9906	1586	1964	1634	714	849	1530
112268218	140	162	150	86	97	167
65220	1191	1418	1130	672	877	1477
2782	9937	11755	8919	5437	6717	12386
105378949	4	23	0	1	1	6
163688	49	39	40	0	6	6
339456	13	8	2	0	8	8
85452	0	0	0	0	0	0
107984872	0	0	0	0	0	0
105378589	0	0	0	0	0	0
2563	0	0	0	0	0	0
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	165	152	113	40	73	117
100506504	36	42	33	9	10	34
199990	647	732	673	437	391	604
112268219	81	45	48	28	52	113
105378593	2	13	1	0	1	1
6497	2352	3009	2312	979	1382	2331
79906	69	36	60	3	28	39
100129534	49	59	33	6	5	17
11079	3100	3463	2757	1971	2387	4104
5192	647	750	630	408	494	926
9651	33	37	17	38	18	27
55229	425	499	330	352	427	928
388585	0	0	0	0	0	0
115110	31	41	34	38	38	44
8764	322	424	347	254	290	456
100996583	1	7	1	0	2	0
127281	526	722	427	207	248	501
79258	54	90	40	29	35	66
105378597	2	0	0	0	0	0
100287898	9	2	0	2	5	12
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	27	13	16	1	0	6
63976	125	129	100	41	58	87
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	25	45	13	14	26	56
27237	9	14	0	10	11	14
1953	1123	1300	1110	209	290	527
105378608	2	4	2	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1512	1696	1567	1462	1974	3555
49856	381	419	366	141	187	443
7161	7	6	6	2	3	10
105378610	0	0	0	0	0	0
105378609	0	0	0	0	0	0
57212	633	737	549	251	293	583
148870	4	0	0	0	0	0
388588	18	21	12	8	9	10
57470	940	1141	875	651	785	1385
9731	638	735	580	306	506	806
1677	203	220	195	51	67	162
107984910	2	4	2	0	6	6
339448	533	641	495	251	301	585
100133612	0	2	0	0	9	8
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	112	149	123	166	161	303
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	227	272	214	199	270	393
8514	196	293	213	105	142	291
26038	7	2	4	0	0	0
105376687	0	0	0	0	0	0
6146	10608	11517	9334	4821	6519	10494
107985733	36	33	37	29	29	46
102724450	2	5	1	19	4	8
388591	285	360	199	159	168	388
23463	2250	2517	1852	1170	1361	2585
148645	2	1	0	0	0	5
390992	0	0	0	0	0	0
387509	309	397	364	248	287	495
11332	832	968	711	434	546	984
54626	1	0	0	4	5	7
83715	7	6	7	11	8	8
100422975	0	0	0	0	0	0
8718	136	163	161	97	138	189
57449	415	558	388	396	530	916
79707	387	431	242	160	280	590
80835	5	2	3	1	8	0
107984912	1	0	0	1	0	0
3104	259	337	282	166	173	349
9903	1236	1457	1327	715	888	1653
107984913	31	35	23	5	6	4
148479	901	1110	871	225	304	395
90326	567	679	564	272	441	656
55735	1059	1186	975	732	886	1249
100505887	0	0	0	0	0	0
110841581	0	4	3	0	8	3
23261	636	665	593	528	575	1122
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	0	4	0	0	0	0
9341	3820	4669	3918	2039	2615	4195
8863	253	232	187	50	96	148
10911	1	5	0	0	0	4
3604	46	15	21	162	232	381
11315	3508	4249	3190	2277	2722	4878
54206	4567	4818	3925	2275	3226	5592
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	1	0	0	0	0	0
50651	89	107	56	15	27	31
473	1940	2312	1877	1129	1447	2481
102724552	1	0	0	0	0	0
106632271	0	0	0	0	0	0
2023	17298	21436	16122	10653	13182	24101
102465436	0	0	0	0	0	0
100505975	1	2	0	7	0	3
112268261	0	0	0	0	0	0
765	0	0	0	0	0	0
155184	0	0	0	0	0	0
6518	6	0	0	2	0	4
80045	80	66	72	50	102	145
106614088	504	544	456	200	256	492
407040	1	6	0	2	3	3
102724571	133	119	75	78	88	148
9563	2144	2478	2066	655	829	1426
80176	721	863	640	481	429	893
100506022	38	36	39	0	6	15
84275	159	213	177	91	174	295
199953	234	246	177	106	173	200
107985734	1	3	4	4	7	9
105376712	0	0	0	0	0	0
5293	1295	1575	1332	669	792	1465
644997	0	0	0	0	0	3
101929074	140	82	118	23	29	75
22883	5888	7138	5537	3027	3782	6990
56998	392	506	409	201	271	503
105376717	22	50	25	17	32	38
84328	830	964	680	266	408	702
64802	347	372	355	183	264	503
113391335	0	0	0	0	0	0
100847055	0	0	0	0	0	0
116362	8	13	12	0	0	0
10277	1794	2169	1645	793	897	1628
23095	1420	1609	1222	794	900	1586
105376725	9	4	0	0	0	1
5226	6913	8481	6401	2958	3899	6311
100526739	88	123	87	46	70	87
378708	99	114	89	45	78	111
1325	9	18	5	12	7	12
1676	1123	1067	964	251	409	530
5195	461	608	663	241	439	612
54897	6	1	11	0	0	1
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	0	0	0	0	0	0
23435	2656	3067	2469	1402	1914	3061
10747	48	63	56	11	33	30
6723	1964	2462	1929	1743	2012	3245
5394	1357	1774	1365	979	1097	1868
105376736	39	26	20	26	17	48
2475	1504	1849	1331	1169	1314	2318
100873935	11	17	18	4	12	34
10218	0	0	7	0	0	0
29914	483	536	320	381	436	808
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	3	0	1	0	1	0
112268221	0	0	0	0	0	0
101929181	1	0	0	0	0	0
26232	174	238	139	174	204	273
93611	705	796	817	387	614	977
26270	285	405	290	84	102	204
10459	459	666	480	355	398	789
374946	0	2	2	4	4	15
57085	916	1021	722	739	962	1809
284498	152	164	156	36	56	104
102724659	0	0	0	0	0	0
4524	673	824	569	156	279	500
1185	1214	1608	1290	236	317	395
100379251	154	199	153	20	20	38
4878	25	68	28	4	13	24
4879	0	0	0	0	0	0
26829	0	0	0	0	0	9
90231	1358	1672	1301	1076	1208	2354
5351	7952	9753	7942	7341	8771	14604
9927	2090	2526	1974	968	1408	2521
60672	260	309	269	109	125	190
102466982	0	0	1	0	0	0
943	1	17	0	0	16	3
102465836	0	0	0	0	0	0
7133	780	985	691	852	1084	2067
100616438	0	0	0	0	0	0
107984917	5	4	1	0	1	19
55187	1326	1435	1101	632	829	1494
677885	3	3	4	0	7	3
105376744	0	0	0	0	0	0
9249	190	165	152	19	48	44
102466722	0	0	0	0	0	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	0	0	0	0	0	0
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	0	0	0
441873	0	0	0	0	0	0
649324	0	0	0	0	0	0
440563	0	0	0	0	0	0
645354	0	0	0	0	0	0
645359	0	0	0	0	0	0
101060301	0	0	0	0	0	0
343070	0	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	2	2	0	3	7	9
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	1774	2000	1562	1081	1273	2191
107984919	6	5	0	0	5	4
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1171	1445	1105	319	563	952
23254	702	889	641	975	1034	1636
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	0	0	0	0	0	0
105376759	18	20	8	13	7	39
107985469	0	0	0	0	0	0
200197	11	14	2	13	21	26
55092	266	287	252	163	220	307
727684	0	0	0	0	0	0
114827	3	1	0	0	0	1
101927417	1	1	0	0	0	0
101927441	2	4	0	0	4	0
79180	983	1139	877	703	998	1573
11330	0	2	0	0	0	0
63036	1	0	0	0	0	0
105376767	0	0	0	0	3	0
51032	3	6	0	1	2	2
842	266	349	184	224	310	505
23341	609	711	464	512	614	1053
107397391	0	0	0	0	0	0
79814	25	26	23	22	47	91
84301	388	532	449	244	327	542
6248	47	75	89	60	86	134
23207	2117	2420	2075	1308	1629	2798
284723	24	47	66	28	28	36
110806303	3	7	3	1	0	0
388595	0	0	0	0	0	0
54751	3315	4292	3142	1927	2223	4080
440567	116	99	78	52	103	136
729614	48	37	22	22	31	41
23013	1135	1482	1202	818	952	1602
7709	665	725	615	500	542	934
149563	0	0	0	0	0	0
27129	303	365	306	100	141	196
1187	8	2	2	13	11	2
1188	26	21	7	0	5	2
348487	34	37	23	27	45	37
1969	1542	1893	1388	1373	1598	3174
101927479	11	18	1	8	8	16
128272	264	356	206	117	141	292
101927546	85	75	63	17	23	51
79363	82	116	77	27	25	67
54455	791	932	612	354	406	769
26099	2177	2890	1938	1281	1519	2444
374955	1218	1474	1110	690	899	1429
55707	2233	2509	1955	1693	2169	3930
107984921	21	23	18	18	34	37
114819	117	110	53	26	32	74
26871	0	0	0	1	0	1
107985757	0	0	0	0	0	0
100132147	2	0	0	0	0	0
107985758	0	0	0	0	0	0
7195	0	0	0	0	0	0
55672	782	829	680	322	408	676
105376794	210	227	200	66	82	116
84809	150	183	146	48	61	86
11209	34	42	27	1	5	28
107985736	1	0	6	1	1	2
26869	0	0	0	1	0	0
107985759	0	0	0	0	0	0
284729	0	0	0	0	0	0
100189045	0	0	0	0	0	0
6060	0	0	0	0	0	1
11223	8	19	15	2	5	7
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	0	0	0	0	0	2
7193	0	0	0	0	0	0
100189183	0	0	0	0	0	0
105376805	45	48	71	27	20	81
791226	0	0	0	0	0	0
26870	0	0	0	0	0	5
9696	457	528	483	151	138	281
4237	1841	2580	1729	1832	2055	3298
105376806	381	546	315	322	428	656
23400	460	696	454	361	401	583
6390	1102	1291	949	765	874	1659
11240	6	5	3	0	0	2
105376808	0	0	0	0	0	0
400743	3	10	4	0	1	1
29943	6	6	4	0	0	0
51702	0	0	0	0	4	0
100616188	0	0	0	0	0	0
23569	0	0	0	0	0	0
353238	0	0	0	0	0	0
55920	2738	2989	2297	1356	1660	2771
55160	475	541	400	259	359	664
107984028	0	0	0	0	0	0
81569	0	0	0	6	0	0
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	0	0	0
105376814	0	0	0	0	0	0
127707	0	0	0	0	0	0
5081	0	0	0	0	0	0
80834	0	0	0	0	0	0
8659	361	444	276	126	256	310
100616120	0	0	0	0	0	0
100302276	0	0	0	0	0	0
126917	369	397	433	211	281	387
105376815	0	0	0	0	0	0
23352	5208	6254	4770	3015	4014	6789
101927895	97	91	72	67	82	168
23065	2569	2926	2147	2249	2859	4694
51154	799	849	688	477	562	1160
246181	14	19	13	4	11	5
