GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	9	7	6	3	4	3
653635	223	270	235	243	271	239
102466751	13	16	7	11	10	12
107985730	0	1	1	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	1
79501	0	0	0	0	0	0
100996442	42	45	40	26	31	32
729737	46	42	36	30	34	21
102725121	8	10	5	5	5	3
102723897	265	329	272	277	287	291
102465909	6	8	6	7	4	5
107985721	0	2	2	0	1	0
112268260	21	18	13	12	15	14
729759	3	4	1	3	2	2
100132287	44	54	46	33	37	29
105378947	1	2	1	2	1	1
101928626	1	2	0	2	1	0
113219467	343	653	505	211	433	334
81399	29	29	20	22	19	22
100133331	43	54	35	23	33	26
107984841	20	23	17	11	14	15
107984847	19	21	15	9	14	15
107984849	4	3	3	2	1	5
100288069	61	61	61	54	54	46
105378580	65	64	47	57	61	55
400728	21	29	15	12	12	11
79854	22	36	19	21	21	24
643837	128	155	121	128	157	126
107984850	0	1	0	0	0	0
284593	1	1	0	1	3	2
284600	169	180	187	110	148	111
100130417	125	157	122	55	59	60
107985728	218	292	262	106	167	128
148398	475	587	479	485	470	420
26155	1173	1412	1151	2305	2233	2051
339451	151	202	192	191	194	215
84069	53	66	46	65	81	80
84808	9	11	7	8	10	9
57801	206	252	159	280	251	209
9636	450	474	372	1017	1108	991
375790	896	909	689	777	904	679
100288175	5	16	11	10	16	8
112267874	7	7	8	8	4	4
105378948	28	45	43	14	21	10
401934	2	10	11	11	10	12
54991	139	210	133	145	149	147
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	3	3	0	0	2	2
254173	3	2	3	0	2	1
8784	126	224	164	413	472	381
7293	3	2	2	1	2	7
51150	661	1013	619	1294	1204	1089
126792	278	343	228	461	453	434
388581	5	7	6	4	3	8
118424	317	369	244	458	450	383
101928895	9	13	5	1	4	4
6339	5	13	9	5	3	1
116983	414	534	446	396	459	465
102465434	0	0	0	0	0	0
109623456	3	2	3	4	2	3
126789	254	357	286	308	349	345
54973	449	549	428	462	525	464
102465435	4	4	4	3	6	5
80772	195	190	164	229	297	248
83756	57	71	45	69	96	87
1855	744	999	837	786	827	807
102466740	0	0	1	1	1	1
54587	297	354	289	236	251	235
54998	539	658	446	1229	1271	1119
81669	1557	2206	1741	1135	1258	1084
148413	241	290	225	299	317	278
55052	400	436	330	704	753	685
107984868	2	10	4	0	5	2
441869	6	5	5	6	6	1
105378585	2	2	0	1	0	0
643965	0	0	0	0	0	0
102724312	0	0	1	1	0	0
107985729	0	0	1	1	0	0
64856	59	77	76	133	162	137
219293	11	22	15	26	26	18
83858	478	710	529	857	1005	815
55210	532	601	466	702	697	613
339453	4	6	3	3	9	3
29101	481	640	392	876	921	801
643988	70	94	77	97	102	81
105378586	10	16	14	14	14	13
142678	396	516	388	350	344	344
8510	14	15	14	11	12	11
984	200	216	183	199	240	212
728661	1010	1206	952	852	839	676
8511	5	7	5	3	2	2
728642	97	111	89	88	98	93
9906	507	564	480	343	366	284
112268218	41	47	43	37	46	36
65220	452	541	380	434	473	411
2782	1897	2211	1827	1661	1753	1466
105378949	6	5	10	9	8	7
163688	1	0	0	1	2	1
339456	17	18	7	18	15	28
85452	0	0	0	0	0	1
107984872	0	0	0	0	0	0
105378589	0	0	0	1	0	0
2563	1	0	0	5	2	1
105378590	0	0	0	0	0	0
105378591	2	5	1	4	1	1
5590	280	319	263	222	250	185
