GeneID	control	control	perturbed	perturbed
100287102	9	13	17	12
653635	516	583	582	620
102466751	9	9	12	12
107985730	2	1	1	0
100302278	0	0	0	0
645520	1	1	0	0
79501	2	2	1	3
100996442	66	53	55	53
729737	25	34	30	38
102725121	4	10	17	13
102723897	612	684	667	671
102465909	5	4	6	6
107985721	2	1	2	3
112268260	20	21	24	24
729759	13	12	15	12
100132287	18	15	14	28
105378947	2	2	5	5
101928626	1	1	2	2
113219467	140	181	126	165
81399	88	63	88	70
100133331	18	15	9	22
107984841	23	20	22	29
107984847	16	23	23	24
107984849	4	8	5	11
100288069	113	109	118	132
105378580	90	82	110	121
400728	18	15	15	25
79854	12	25	17	34
643837	216	210	276	262
107984850	0	0	0	0
284593	1	1	1	1
284600	17	11	14	24
100130417	1	0	0	0
107985728	10	11	2	4
148398	401	591	469	397
26155	3376	4367	3530	3225
339451	325	380	251	316
84069	33	48	67	53
84808	1	4	2	8
57801	143	163	140	181
9636	1073	1384	1381	1127
375790	5992	8501	4984	6188
100288175	158	192	155	150
112267874	20	22	29	20
105378948	136	171	143	129
401934	2	1	2	0
54991	207	237	183	203
254099	0	0	0	0
406984	0	0	0	0
406983	0	3	1	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	1
8784	0	2	0	1
7293	6	1	6	2
51150	2015	2731	1978	2127
126792	721	1040	942	1080
388581	12	14	8	7
118424	1406	1710	1528	1514
101928895	52	60	69	67
6339	124	109	124	170
116983	599	593	512	570
102465434	0	0	3	0
109623456	1	2	4	5
126789	441	520	533	504
54973	1299	1519	1382	1278
102465435	5	6	2	7
80772	409	507	487	422
83756	84	90	105	124
1855	5270	6883	4898	4762
102466740	3	2	2	3
54587	25	41	76	46
54998	2239	2825	2300	2158
81669	2395	2392	2329	2825
148413	413	455	525	516
55052	908	1005	1004	911
107984868	3	1	0	3
441869	0	1	3	0
105378585	0	0	0	0
643965	0	0	0	0
102724312	25	26	27	25
107985729	19	24	11	23
64856	324	453	247	263
219293	41	49	50	38
83858	1229	1443	1211	1383
55210	1346	1877	1730	1520
339453	7	5	8	11
29101	1926	2377	2003	2025
643988	0	2	0	2
105378586	0	0	0	1
142678	1408	1618	1276	1242
8510	23	31	23	33
984	637	671	626	734
728661	1947	2319	2144	2399
8511	5	16	4	6
728642	496	491	422	540
9906	854	975	918	1045
112268218	118	162	141	136
65220	1451	1833	1783	1768
2782	5786	6797	5633	6193
105378949	2	7	2	6
163688	4	2	0	5
339456	10	20	11	12
85452	1	2	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	1	0
