GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	2	2	6	1	2	1	7	5
653635	103	74	110	91	83	68	95	99
102466751	4	4	3	2	4	1	1	1
107985730	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0
100996442	8	13	25	9	11	9	17	16
729737	15	11	18	10	8	11	12	10
102725121	6	4	3	2	5	1	8	4
102723897	90	93	138	84	75	90	90	109
102465909	1	2	1	1	1	0	0	1
107985721	0	0	0	0	0	0	0	0
112268260	5	6	14	9	7	4	8	7
729759	0	0	0	0	0	0	0	0
100132287	40	39	53	37	33	25	37	39
105378947	3	2	1	1	0	0	2	1
101928626	0	0	0	0	0	0	0	0
113219467	151	177	197	131	228	234	314	306
81399	2	1	3	4	1	5	4	5
100133331	48	45	70	44	29	23	30	31
107984841	17	11	22	17	8	10	8	14
107984847	20	23	37	15	5	9	9	11
107984849	6	2	8	4	0	1	3	1
100288069	10	29	17	18	19	9	10	15
105378580	11	5	10	7	9	3	4	5
400728	3	5	4	3	2	5	1	3
79854	10	5	4	5	10	11	11	6
643837	285	218	299	230	432	336	453	403
107984850	0	0	1	2	1	4	3	2
284593	1	0	3	1	2	0	1	1
284600	0	1	2	3	0	0	0	0
100130417	0	1	1	1	0	0	0	1
107985728	0	0	1	0	0	1	1	2
148398	62	53	91	60	81	81	102	115
26155	1052	943	1352	989	1305	1296	1625	1902
339451	93	83	115	67	98	98	115	101
84069	105	68	129	73	83	68	74	78
84808	135	130	167	101	131	76	134	120
57801	479	441	671	452	504	506	674	680
9636	3012	2798	3965	3223	1024	1043	1198	1523
375790	6863	6436	8580	6722	4241	4084	5200	5519
100288175	40	22	46	31	25	24	29	40
112267874	12	10	20	7	8	7	8	10
105378948	26	21	37	23	18	13	23	27
401934	2	1	2	0	0	0	0	0
54991	136	121	165	140	177	128	182	192
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	2	1
8784	1	5	2	0	6	7	6	6
7293	41	43	75	47	71	66	80	92
51150	4072	3652	5160	4151	4276	4528	5359	5948
126792	300	285	414	258	331	341	422	451
388581	6	5	7	4	2	5	3	6
118424	765	652	934	700	858	898	1087	1253
101928895	10	8	5	0	3	5	4	5
6339	24	24	23	17	7	17	11	13
116983	287	273	359	274	440	416	475	525
102465434	0	1	0	0	0	0	0	0
109623456	1	1	0	0	0	0	1	0
126789	94	70	130	99	177	185	219	240
54973	779	623	923	799	935	877	1066	1321
102465435	1	1	1	2	1	1	3	1
80772	312	259	355	281	314	339	411	421
83756	9	5	6	6	3	5	9	5
1855	312	350	468	378	530	459	530	654
102466740	0	1	0	0	0	0	1	0
54587	15	16	16	28	12	4	15	11
54998	563	526	721	555	712	750	880	1138
81669	1800	1680	2316	1288	1685	1279	1698	1403
148413	125	115	169	119	146	135	185	164
55052	546	420	673	482	711	719	774	915
107984868	2	0	0	0	4	0	1	0
441869	1	0	1	1	0	0	1	1
105378585	1	0	1	0	0	0	3	1
643965	0	0	0	0	0	0	0	0
102724312	0	0	3	0	0	2	1	1
107985729	0	0	3	0	0	2	0	1
64856	274	238	335	264	281	304	355	405
219293	14	15	19	12	13	20	14	17
83858	368	371	449	347	383	405	455	456
55210	535	524	673	557	642	775	812	959
339453	6	11	13	12	36	29	22	20
29101	885	798	1193	946	1597	1585	1928	2131
643988	12	5	6	11	10	8	13	23
105378586	0	3	0	1	0	0	2	1
142678	273	277	458	312	344	379	447	540
8510	14	11	15	7	12	6	12	9
984	791	676	1016	806	698	656	738	749
728661	1170	1094	1432	1120	871	697	936	972
8511	9	8	13	9	4	16	19	11
728642	549	463	669	483	446	369	438	387
9906	456	390	472	386	317	259	343	327
112268218	92	81	94	89	140	127	156	180
65220	1106	1076	1484	1085	1649	1567	1848	2033
2782	8214	7339	10416	7825	8387	8260	9714	10227
105378949	10	6	4	5	5	1	3	3
163688	1	2	3	6	2	1	0	0
339456	1	0	2	0	3	1	2	0
85452	0	0	0	0	1	1	0	0
107984872	0	0	0	0	0	0	0	0
105378589	0	0	2	0	0	4	0	5
2563	1	1	2	2	1	2	2	1
105378590	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0
5590	64	47	87	59	58	67	88	90
100506504	4	5	5	13	6	8	5	11
199990	239	201	342	215	259	334	356	399
112268219	34	25	30	27	27	34	37	38
105378593	2	1	5	2	0	0	0	0
6497	1571	1438	2088	1499	1257	1131	1375	1432
79906	48	32	42	41	22	19	34	37
100129534	15	6	18	14	10	6	8	5
11079	1829	1650	2289	1735	2341	2344	2675	3004
5192	372	336	413	342	462	506	548	651
9651	12	9	14	10	16	18	13	12
55229	356	274	403	318	353	311	415	447
388585	28	21	21	16	15	9	19	22
115110	188	161	219	173	144	127	193	185
8764	854	774	1019	729	691	615	882	923
100996583	14	21	24	8	5	7	14	17
127281	810	834	1098	801	1203	1161	1277	1472
79258	108	95	134	109	128	124	159	190
105378597	0	0	0	0	0	0	0	0
100287898	1	1	1	1	1	0	0	2
105378603	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0
440556	0	0	1	0	0	0	0	0
63976	0	0	0	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0
105378604	1	1	0	0	0	0	1	0
27237	8	4	6	1	4	6	1	4
1953	1011	921	1337	1015	885	798	1018	1058
105378608	0	0	0	2	0	0	0	0
693135	0	0	0	0	0	0	1	1
105378607	0	0	0	0	1	0	0	0
127262	1707	1660	2288	1663	2348	2441	2891	3194
49856	187	171	261	188	217	212	214	241
7161	1	6	4	1	5	2	3	7
105378610	0	1	5	0	0	0	1	0
105378609	0	0	0	0	0	0	0	0
57212	313	295	381	292	272	270	299	318
148870	0	0	0	0	0	1	0	1
388588	1	0	0	2	0	0	0	0
57470	584	551	732	602	681	699	803	878
9731	506	423	585	427	540	524	689	692
1677	104	89	119	55	90	68	96	79
107984910	3	2	4	2	7	8	3	7
339448	221	237	292	196	160	124	173	207
100133612	4	4	7	4	0	5	5	6
728716	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0
55966	0	0	2	0	0	0	1	6
105376680	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0
261734	179	126	185	161	189	176	218	254
8514	68	84	85	68	71	60	75	107
26038	2	4	2	3	6	1	2	0
105376687	0	0	0	0	0	0	0	0
6146	3889	3291	5133	3507	5586	5577	6312	6100
107985733	20	17	25	19	27	29	35	28
102724450	0	2	0	0	2	0	0	2
388591	50	42	49	33	38	42	52	36
23463	1818	1798	2499	1846	2176	2137	2632	2731
148645	1	0	2	3	2	1	0	0
390992	0	0	0	0	0	0	1	0
387509	91	83	131	99	115	111	109	159
11332	732	684	895	777	996	1046	1155	1418
54626	220	198	296	216	123	130	151	131
83715	13	16	20	15	8	9	7	7
100422975	0	0	0	0	0	0	0	0
8718	131	100	155	77	98	98	110	114
57449	762	662	910	676	773	767	845	1014
79707	346	314	439	331	356	280	401	363
80835	6	2	6	3	19	6	10	9
107984912	1	1	1	0	0	1	0	1
3104	115	90	123	99	133	128	146	188
9903	1420	1286	1834	1448	1877	1837	2244	2517
107984913	8	8	15	2	5	7	9	10
148479	659	705	859	673	641	619	719	805
90326	268	238	309	240	241	257	269	321
55735	747	662	928	747	673	754	843	885
100505887	0	0	0	0	1	0	0	0
110841581	0	1	0	3	0	1	4	4
23261	271	209	321	192	268	278	285	283
105376692	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0
101928836	0	0	0	0	1	0	0	0
105376691	0	0	0	0	0	0	0	0
105376689	0	3	0	1	0	0	2	0
9341	4091	4084	5513	3875	5525	5472	6555	6694
8863	235	212	269	198	109	117	126	130
10911	4	1	1	2	6	3	7	0
3604	61	52	72	48	129	102	112	97
11315	1780	1632	2241	1760	2895	3059	3315	3632
54206	1492	1524	1981	1462	1933	1744	2087	2179
107984915	0	0	0	0	1	0	0	0
102724539	0	0	0	0	0	0	0	0
105376695	0	4	0	0	3	1	0	0
50651	39	16	42	22	29	44	24	56
473	2131	1945	2603	2001	2402	2042	2627	2545
102724552	2	0	5	0	0	2	1	1
106632271	0	0	0	0	0	0	0	0
2023	16780	15181	21015	16306	24202	25683	29701	34841
102465436	1	3	0	1	1	2	1	3
100505975	2	4	2	2	2	3	4	3
112268261	0	0	0	0	0	0	0	0
765	0	0	0	0	0	0	0	0
155184	31	18	32	29	12	7	16	25
6518	5	3	6	5	0	0	4	2
80045	129	122	158	127	133	119	149	185
106614088	203	189	235	155	168	119	160	116
407040	1	3	2	2	2	1	1	1
102724571	50	57	73	59	29	40	40	56
9563	1558	1437	1892	1449	1150	968	1139	1328
80176	2913	2734	3784	2911	2211	1957	2423	2452
100506022	18	15	16	17	14	6	12	8
84275	173	149	209	161	195	185	227	281
199953	175	171	229	177	235	189	223	262
107985734	11	13	12	5	9	10	9	5
105376712	0	0	0	0	0	0	0	0
5293	386	349	536	357	321	328	384	421
644997	0	0	0	0	0	0	0	0
101929074	1	3	8	7	7	9	9	11
22883	4206	4001	5387	3992	4733	4498	5318	5753
56998	626	546	874	680	849	878	1051	1165
105376717	45	40	56	47	70	66	69	71
84328	394	411	582	365	537	548	498	558
64802	112	125	178	123	156	148	170	166
113391335	0	0	0	0	1	0	0	0
100847055	0	0	0	0	0	0	0	0
116362	2	1	1	1	0	0	0	0
10277	1067	964	1338	939	898	785	1025	1041
23095	2303	2405	3312	2052	2544	2193	2802	2617
105376725	2	0	2	0	0	0	0	1
5226	3864	3321	4842	3683	5925	6105	6891	7466
100526739	41	32	53	30	41	29	47	45
378708	38	33	51	26	37	29	46	44
1325	8	3	6	7	6	4	3	6
1676	961	904	1262	936	1249	1247	1458	1493
5195	217	215	354	220	256	271	302	383
54897	99	102	134	128	51	50	47	79
105376733	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0
148345	0	0	0	2	0	0	1	0
23435	2254	2307	3034	1996	2144	2010	2473	2334
10747	58	35	76	25	40	23	36	24
6723	819	768	1111	834	1412	1507	1928	2213
5394	1495	1411	1861	1364	1436	1322	1593	1572
