GeneID	control	control	perturbed	perturbed
100287102	6	2	28	20
653635	42	18	388	358
102466751	0	0	0	0
107985730	1	1	12	9
100302278	0	0	0	0
645520	0	0	2	1
79501	0	0	1	0
100996442	12	5	23	19
729737	13	6	32	24
102725121	3	1	16	7
102723897	55	26	403	347
102465909	0	0	0	0
107985721	2	2	13	10
112268260	3	2	12	10
729759	0	0	0	0
100132287	13	8	23	18
105378947	0	0	1	0
101928626	0	0	4	0
113219467	671	339	358	347
81399	2	2	1	0
100133331	12	8	24	17
107984841	0	0	2	1
107984847	0	0	1	0
107984849	0	0	0	0
100288069	7	5	5	4
105378580	14	8	40	29
400728	31	20	56	47
79854	27	24	255	179
643837	205	108	667	497
107984850	0	1	1	7
284593	1	0	8	3
284600	56	25	292	298
100130417	69	27	283	252
107985728	6	6	23	24
148398	541	272	1417	1025
26155	543	282	1366	991
339451	288	141	1078	1018
84069	368	220	907	666
84808	63	36	283	229
57801	227	107	4461	5098
9636	840	396	1832	2508
375790	251	151	2366	2228
100288175	29	20	62	39
112267874	188	100	447	332
105378948	192	107	411	308
401934	27	15	69	55
54991	35	23	279	247
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	2	0	1	0
254173	0	1	1	2
8784	7	3	27	30
7293	1	0	0	0
51150	4122	2261	16885	12752
126792	1122	581	8331	6269
388581	1	2	1	5
118424	1369	773	10076	8281
101928895	2	0	2	0
6339	30	19	386	356
116983	117	65	504	458
102465434	0	0	0	0
109623456	0	0	0	0
126789	135	80	1087	1059
54973	214	137	1841	1642
102465435	0	0	0	0
80772	893	463	6661	6798
83756	123	79	925	828
1855	835	423	7034	5603
102466740	0	0	0	0
54587	379	199	1839	1469
54998	1599	923	12258	11613
81669	1004	554	3667	2864
148413	1382	755	9290	7058
55052	2646	1537	11385	8680
107984868	33	17	37	28
441869	15	4	116	97
105378585	8	5	12	20
643965	0	0	0	0
102724312	26	12	172	127
107985729	0	0	5	6
64856	496	277	3776	3924
219293	21	15	40	43
83858	88	33	434	428
55210	369	190	2089	1966
339453	1	0	4	2
29101	1229	674	12685	11335
643988	609	331	3263	2701
105378586	0	0	1	0
142678	619	329	1767	1249
8510	44	21	227	167
984	925	461	2437	1691
728661	818	462	6028	4744
8511	8	3	5	10
728642	678	370	2077	1429
9906	1070	577	6826	5093
112268218	121	66	108	64
65220	531	283	2088	1844
2782	5606	3100	21476	17839
105378949	30	23	336	305
163688	2	1	0	0
339456	190	75	441	517
85452	2	1	3	1
107984872	0	0	0	4
105378589	0	0	1	0
2563	12	13	95	96
105378590	0	0	0	0
105378591	9	3	12	8
5590	363	175	3855	4325
100506504	9	5	103	81
199990	740	397	6580	6891
112268219	219	108	984	711
105378593	1	2	10	9
6497	2023	1140	14054	12158
79906	27	15	67	47
100129534	26	10	104	132
11079	2304	1187	16662	14736
5192	547	262	3866	3207
9651	27	13	42	51
55229	11	4	107	134
388585	2	0	3	14
115110	0	0	2	3
8764	17	8	42	51
100996583	19	6	69	37
127281	1094	596	3935	3244
79258	107	67	746	720
105378597	12	2	27	35
100287898	8	5	31	12
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	1
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	1	0	0
63976	4	1	16	13
100422968	0	0	0	0
105378606	2	1	1	2
107984909	2	3	2	3
105378605	0	0	0	0
105378604	0	0	1	0
27237	180	101	535	586
1953	22	8	142	125
105378608	11	3	39	23
693135	0	0	0	0
105378607	0	0	0	0
127262	1154	576	8652	7319
49856	120	63	70	33
7161	69	38	347	252
105378610	4	2	18	7
105378609	0	0	0	0
57212	180	106	576	455
148870	3	0	0	1
388588	102	56	517	354
57470	2338	1222	22859	19562
