GeneID	control	control	perturbed	perturbed
100287102	2	1	3	2
653635	203	202	247	250
102466751	7	7	8	7
107985730	1	1	1	1
100302278	0	0	0	0
645520	4	3	2	3
79501	0	0	0	0
100996442	19	20	19	20
729737	96	90	102	96
102725121	2	1	1	2
102723897	188	183	240	250
102465909	7	7	9	8
107985721	3	3	2	3
112268260	4	3	7	7
729759	0	0	0	0
100132287	57	61	54	59
105378947	2	2	2	1
101928626	0	0	0	0
113219467	3174	3122	3942	3957
81399	1	2	2	2
100133331	72	70	61	62
107984841	10	10	8	7
107984847	13	13	10	11
107984849	3	3	2	1
100288069	13	11	12	11
105378580	38	37	30	39
400728	9	9	10	8
79854	24	23	18	18
643837	144	142	172	198
107984850	0	1	1	1
284593	2	3	3	1
284600	16	16	27	35
100130417	76	76	163	166
107985728	136	134	214	239
148398	269	267	441	474
26155	729	725	790	815
339451	219	215	222	227
84069	54	54	52	52
84808	6	6	1	10
57801	2	2	0	3
9636	406	403	726	779
375790	2179	2154	2244	2337
100288175	2	2	1	1
112267874	0	0	1	0
105378948	4	4	3	2
401934	0	0	0	0
54991	111	108	103	105
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	2	2	0	0
8784	0	0	1	0
7293	0	0	1	0
51150	2610	2584	3356	3379
126792	296	291	394	384
388581	10	9	10	17
118424	404	402	571	586
101928895	76	74	98	94
6339	140	138	172	185
116983	666	660	1073	1038
102465434	0	0	0	0
109623456	7	7	13	6
126789	114	113	152	193
54973	604	601	651	641
102465435	0	0	0	0
80772	184	184	203	227
83756	6	6	8	7
1855	551	546	615	626
102466740	0	0	0	1
54587	4227	4188	4201	4251
54998	516	512	520	573
81669	3391	3366	4380	4463
148413	213	211	287	288
55052	433	427	554	565
107984868	1	1	2	6
441869	1	1	0	1
105378585	0	0	1	0
643965	0	0	0	0
102724312	0	0	0	0
107985729	0	0	0	0
64856	10	10	1	5
219293	28	28	30	29
83858	390	383	341	409
55210	403	397	433	395
339453	39	39	56	49
29101	922	910	1041	1117
643988	15	15	2	7
105378586	2	2	0	0
142678	767	760	1035	1061
8510	76	76	223	222
984	521	512	638	623
728661	1095	1087	1534	1526
8511	46	46	143	139
728642	426	414	520	507
9906	527	525	718	734
112268218	37	37	40	49
65220	527	525	623	664
2782	4705	4667	5202	5073
105378949	0	0	1	1
163688	6	6	16	13
339456	0	0	0	0
85452	0	0	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	0
5590	27	26	33	28
100506504	6	6	4	3
199990	288	282	292	302
112268219	67	66	62	69
105378593	3	3	4	5
6497	1099	1088	1209	1235
79906	26	26	51	52
100129534	8	8	9	7
11079	1558	1548	2007	2050
5192	229	225	277	241
9651	1	1	3	1
55229	264	260	320	313
388585	0	0	0	0
115110	16	16	44	36
8764	287	282	399	371
100996583	0	0	2	0
127281	207	205	305	282
79258	15	14	26	27
105378597	1	1	0	0
100287898	8	8	12	6
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	2	2	2	0
63976	5	5	7	7
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	14	14	6	9
27237	0	0	0	0
