GeneID	perturbed	perturbed	control	control
100287102	1	2	2	1
653635	327	286	338	337
102466751	4	5	4	2
107985730	1	1	1	2
100302278	1	0	0	0
645520	1	0	1	0
79501	0	0	0	0
100996442	29	31	35	34
729737	65	48	68	63
102725121	0	1	1	0
102723897	336	293	344	338
102465909	4	4	3	2
107985721	1	1	2	2
112268260	8	10	14	13
729759	0	0	0	0
100132287	74	59	80	67
105378947	1	1	1	3
101928626	1	0	0	0
113219467	5051	4894	5195	4691
81399	2	1	2	1
100133331	70	56	78	66
107984841	17	18	20	16
107984847	30	21	18	30
107984849	3	2	1	1
100288069	20	21	13	20
105378580	22	26	36	41
400728	5	8	3	4
79854	7	13	13	12
643837	364	321	403	428
107984850	1	1	1	1
284593	9	9	10	8
284600	6	5	1	2
100130417	4	2	0	1
107985728	1	2	0	1
148398	155	130	128	97
26155	2269	2121	1693	1539
339451	69	49	70	65
84069	57	37	129	121
84808	19	10	29	32
57801	70	50	97	66
9636	97	58	280	256
375790	609	564	598	545
100288175	26	26	37	26
112267874	30	22	41	48
105378948	52	44	49	43
401934	19	14	9	14
54991	212	150	153	159
254099	7	6	3	6
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	1	0	1
254173	8	4	6	5
8784	837	680	919	889
7293	5	1	10	8
51150	2762	2372	2907	2774
126792	367	350	436	473
388581	6	2	5	5
118424	914	834	843	775
101928895	9	8	9	7
6339	12	9	30	20
116983	1344	1085	828	749
102465434	0	0	0	0
109623456	2	1	2	0
126789	276	269	356	333
54973	1290	1080	1229	1186
102465435	3	1	4	5
80772	944	783	777	751
83756	20	11	9	10
1855	915	830	802	786
102466740	0	0	1	0
54587	38	30	10	8
54998	1282	1109	1110	1136
81669	2018	1930	2979	2745
148413	392	317	399	388
55052	1128	1122	1007	1016
107984868	34	36	20	23
441869	0	0	1	0
105378585	0	0	0	0
643965	0	0	0	0
102724312	0	0	1	0
107985729	0	0	0	0
64856	0	3	0	1
219293	515	467	744	721
83858	1058	932	1068	947
55210	1253	1087	1181	1148
339453	1	1	0	0
29101	2515	2474	2514	2500
643988	306	270	285	265
105378586	18	14	10	11
142678	520	426	573	539
8510	46	30	40	37
984	1001	955	1046	974
728661	917	880	927	827
8511	8	6	7	6
728642	730	698	768	741
9906	455	449	460	430
112268218	107	93	88	85
65220	2122	2006	1807	1675
2782	6984	7039	6449	6399
105378949	10	6	0	3
163688	27	22	65	58
339456	188	161	171	171
85452	4	1	0	0
107984872	0	1	0	0
105378589	0	0	1	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	1	0	1
5590	189	193	205	187
100506504	10	8	8	6
199990	364	248	349	310
112268219	28	32	25	30
105378593	0	0	0	0
6497	570	511	571	558
79906	57	66	60	40
100129534	6	4	19	11
11079	1397	1335	1564	1545
5192	399	312	452	446
9651	15	7	13	6
55229	278	249	262	231
388585	0	0	0	0
115110	93	96	107	94
8764	400	356	524	420
100996583	2	2	1	2
127281	379	344	247	264
79258	31	24	21	19
105378597	0	0	0	0
100287898	6	6	4	3
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	1	0	0	0
105378600	0	0	0	0
105378598	2	0	4	1
107984904	1	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	1
63976	0	0	0	0
100422968	0	0	0	0
105378606	0	0	0	0
107984909	17	14	12	10
105378605	0	0	0	0
105378604	0	0	0	0
27237	44	53	29	18
1953	8	17	12	8
105378608	0	0	0	0
693135	0	0	0	0
105378607	0	0	0	0
127262	491	544	818	775
49856	271	227	306	327
7161	1	2	0	1
105378610	0	1	0	0
105378609	0	0	0	0
57212	0	0	1	0
148870	1	0	2	2
388588	13	9	6	8
57470	946	850	905	939
9731	867	846	830	725
1677	212	220	183	184
107984910	1	1	2	1
339448	243	266	372	330
100133612	9	8	5	5
728716	2	0	0	1
105376672	3	1	0	0
105376673	8	5	3	8
284661	1	2	1	0
105376674	0	0	2	0
105376679	0	0	0	0
107985376	2	3	6	3
55966	58	69	28	33
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	1	0	0
261734	246	194	198	170
8514	1788	1615	1860	1927
26038	3	3	1	4
105376687	0	0	0	0
6146	6681	6544	7289	7442
107985733	135	108	130	132
102724450	68	60	64	73
388591	507	502	652	611
23463	1913	1875	1983	1960
148645	9	14	20	21
390992	0	0	0	0
387509	5	5	1	4
11332	1011	962	324	287
54626	0	0	0	2
83715	103	84	30	28
100422975	0	0	0	0
8718	8	3	7	2
57449	59	47	29	13
79707	756	731	645	654
80835	3	2	2	0
107984912	1	0	0	0
3104	523	476	396	388
9903	1318	1202	1714	1668
107984913	3	6	3	1
148479	343	328	420	410
90326	620	499	496	507
55735	1534	1502	1119	1110
100505887	0	0	0	0
110841581	17	11	8	9
23261	619	609	582	600
105376692	0	0	0	0
102725193	0	0	0	0
101928836	4	5	1	3
105376691	0	0	0	0
105376689	0	0	0	0
9341	768	763	996	1068
8863	55	51	68	65
10911	84	77	80	88
3604	9	4	61	70
11315	3116	2958	2935	2880
54206	8	15	21	30
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	0	0	0	0
473	2427	2470	824	758
102724552	1	2	0	1
106632271	0	1	0	0
2023	30707	27601	26505	26743
102465436	0	1	2	4
100505975	16	14	13	9
112268261	5	3	10	7
765	0	0	0	0
155184	0	0	0	0
6518	441	464	832	801
80045	184	150	295	292
106614088	39	42	37	36
407040	0	0	1	0
102724571	3	1	6	3
9563	1199	1084	1684	1626
80176	108	105	79	74
100506022	5	4	6	4
84275	589	618	738	715
199953	891	767	650	654
107985734	16	15	16	17
105376712	0	0	0	0
5293	62	43	61	45
644997	0	1	0	0
101929074	62	56	99	116
22883	2131	2025	1338	1353
56998	385	338	498	535
105376717	4	3	8	14
84328	856	888	894	946
64802	158	179	249	235
113391335	0	2	2	2
100847055	1	0	0	1
116362	1	0	0	1
10277	2077	2147	1414	1415
23095	1174	1283	1022	938
105376725	4	3	4	10
5226	6498	6235	5227	5150
100526739	233	226	194	203
378708	291	274	223	250
1325	20	17	22	25
1676	1916	1829	1700	1769
5195	480	446	425	417
54897	26	32	12	5
105376733	0	0	0	0
105376735	0	0	2	0
148345	4	1	1	6
23435	4352	4401	3980	3956
10747	82	79	59	81
6723	5975	4914	6125	5917
5394	2175	2177	1708	1699
105376736	30	27	23	23
2475	1954	2146	1836	1806
100873935	8	17	9	13
10218	3	2	0	0
29914	1843	1665	2299	2306
105376737	0	0	0	0
105376739	0	0	0	0
105376740	0	0	0	0
57540	156	166	31	24
112268221	11	7	3	2
101929181	15	9	0	0
26232	11	5	2	10
93611	78	64	142	102
26270	16	24	14	16
10459	1218	1137	1336	1330
374946	3	0	2	6
57085	562	468	227	257
284498	158	146	127	106
102724659	0	0	0	0
4524	961	894	642	644
1185	547	509	339	297
100379251	70	67	39	34
4878	9	7	1	2
4879	0	0	0	0
26829	0	0	0	0
90231	1734	1470	1752	1769
5351	2090	1897	2014	2015
9927	3211	3192	2706	2590
60672	836	629	796	758
102466982	2	0	3	3
943	184	167	62	45
102465836	5	6	5	4
7133	1222	1206	1247	1215
100616438	0	1	0	0
107984917	0	0	1	1
55187	629	711	656	612
677885	2	3	1	2
105376744	0	0	1	0
9249	618	553	346	352
102466722	0	0	0	0
343066	0	0	0	0
126767	0	0	0	0
93190	0	1	1	1
390999	0	0	0	0
65121	1	1	0	1
105376745	0	0	0	0
440560	5	5	0	1
343069	118	119	97	89
65122	2	4	0	0
400735	8	3	0	1
343071	0	0	0	0
441871	7	4	1	1
440561	3	1	0	0
101929983	2	3	0	0
649330	1	1	1	1
441873	3	2	0	0
649324	1	0	0	0
440563	83	84	71	64
645354	1	0	0	0
645359	3	3	0	0
101060301	1	1	1	1
343070	2	2	0	0
400736	0	1	0	1
391003	0	0	0	0
343068	3	1	0	0
391002	7	8	1	1
645382	0	0	0	0
653619	4	2	0	1
729528	0	1	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	39	37	9	12
102724856	98	81	13	15
107984918	1	1	0	0
10630	0	1	0	0
107984919	0	0	0	0
105378612	0	0	1	0
105376756	0	0	0	0
7799	1438	1619	1593	1453
23254	258	246	119	108
107985467	2	7	3	0
107985468	2	2	0	0
105376762	4	5	0	0
105376759	2	2	0	1
107985469	1	0	0	0
200197	18	27	28	22
55092	150	130	207	193
727684	2	2	0	0
114827	28	43	182	190
101927417	8	9	14	10
101927441	9	8	7	10
79180	2103	1803	1624	1638
11330	0	1	1	1
63036	0	1	0	0
105376767	0	1	1	1
51032	1	2	2	4
842	359	301	267	295
23341	722	798	684	738
107397391	0	0	0	0
79814	736	677	486	524
84301	1829	1915	1400	1402
6248	307	350	207	241
23207	1496	1410	1246	1326
284723	38	36	15	12
110806303	3	2	1	1
388595	0	0	0	0
54751	1	13	0	5
440567	744	740	630	617
729614	121	118	96	101
23013	2863	3285	2590	2389
7709	680	552	636	568
149563	0	0	0	0
27129	29	21	43	45
1187	106	127	214	164
1188	28	29	45	32
348487	103	87	62	79
1969	2	1	0	0
101927479	0	0	0	1
128272	259	247	363	335
101927546	70	70	89	125
79363	105	110	73	101
54455	582	642	571	517
26099	2386	2171	2167	2128
374955	1363	1265	1294	1299
55707	1314	1218	1511	1551
107984921	19	14	17	22
114819	42	40	39	46
26871	1	0	0	0
107985757	0	0	0	0
100132147	0	0	0	0
107985758	0	0	0	0
7195	0	0	0	0
55672	372	385	393	412
105376794	796	627	669	580
84809	262	201	221	193
11209	22	20	69	48
107985736	3	2	4	6
26869	1	1	1	1
107985759	0	0	0	0
284729	1	2	0	1
100189045	0	0	0	0
6060	0	1	0	1
11223	24	21	55	44
100500876	0	0	0	0
100189298	0	0	0	0
112267871	0	0	0	0
7193	0	0	0	0
100189183	0	0	0	0
105376805	4	1	9	8
791226	0	0	0	0
