GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	1	0	1	0	1	0	0	1
653635	32	11	24	13	18	12	40	21
102466751	0	0	0	0	0	0	0	0
107985730	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0
100996442	1	2	2	2	4	0	2	2
729737	0	0	0	0	0	0	1	1
102725121	1	0	1	0	1	2	0	0
102723897	33	15	30	15	25	13	40	20
102465909	0	0	0	0	0	0	0	0
107985721	0	0	0	0	0	0	0	0
112268260	1	1	2	0	2	1	2	1
729759	0	0	0	0	0	0	0	0
100132287	0	0	0	0	0	0	1	1
105378947	0	0	0	0	0	0	1	0
101928626	0	0	0	0	0	0	0	0
113219467	1	1	1	0	1	0	2	1
81399	0	0	1	0	0	0	0	0
100133331	0	0	0	0	0	0	1	0
107984841	0	0	1	0	1	0	1	1
107984847	0	2	0	0	1	0	4	0
107984849	0	0	0	0	0	0	0	0
100288069	3	0	3	1	1	3	2	2
105378580	4	2	11	4	4	4	6	3
400728	2	1	1	2	2	1	4	2
79854	2	0	1	1	6	0	5	0
643837	48	16	36	14	31	19	58	30
107984850	0	0	0	0	0	0	0	0
284593	1	0	1	1	0	0	0	0
284600	1	0	3	1	0	0	1	0
100130417	0	0	1	1	0	0	1	1
107985728	2	1	1	2	1	0	1	1
148398	25	11	29	18	19	14	24	18
26155	305	146	251	101	239	119	387	203
339451	24	3	20	7	20	8	23	10
84069	2	0	3	0	1	1	5	1
84808	0	0	0	0	1	0	3	0
57801	6	9	5	4	3	4	10	4
9636	397	180	453	221	319	120	414	172
375790	533	232	415	184	499	233	1184	546
100288175	3	1	1	0	3	1	1	0
112267874	0	0	0	0	0	0	0	0
105378948	0	1	1	0	1	1	1	0
401934	0	0	0	0	0	0	0	0
54991	16	8	19	11	21	13	28	14
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	0	0
8784	0	0	0	0	0	0	0	0
7293	0	0	0	0	0	0	0	0
51150	695	337	552	292	477	237	861	375
126792	240	104	168	98	125	70	221	77
388581	2	0	2	0	0	2	3	0
118424	197	95	204	88	163	78	247	134
101928895	1	3	0	1	3	0	2	3
6339	1	1	5	4	1	1	8	3
116983	152	73	115	53	104	50	140	66
102465434	0	0	0	1	0	0	0	0
109623456	1	0	1	0	0	0	0	0
126789	58	21	56	25	42	30	60	32
54973	173	79	180	72	122	63	252	130
102465435	0	0	0	0	0	2	1	0
80772	50	32	53	22	50	17	96	46
83756	8	3	10	2	4	1	2	1
1855	475	225	378	213	379	161	356	171
102466740	0	0	0	0	0	0	0	0
54587	750	328	697	305	556	238	1174	592
54998	201	97	201	67	171	85	299	145
81669	141	73	159	79	150	52	145	72
148413	58	32	53	25	37	8	57	35
55052	337	146	349	173	307	177	319	150
107984868	0	0	0	0	0	0	2	2
441869	9	1	3	6	7	1	5	5
105378585	2	0	0	0	0	0	0	1
643965	0	0	0	0	0	0	0	0
102724312	0	1	0	0	0	0	0	0
107985729	0	0	0	0	0	0	0	0
64856	16	7	7	4	11	6	21	14
219293	22	14	13	7	20	10	16	10
83858	176	83	138	50	142	67	172	81
55210	204	91	154	73	153	85	201	91
339453	11	3	6	1	7	3	5	2
29101	314	149	331	139	257	118	420	207
643988	14	8	38	6	20	7	49	22
105378586	0	1	2	0	0	0	4	1
142678	171	77	149	64	149	75	152	71
8510	9	6	14	4	9	3	11	6
984	65	27	25	14	75	32	111	54
728661	221	113	203	74	193	104	394	186
8511	8	6	12	4	8	2	7	5
728642	45	20	23	10	47	18	75	30
9906	160	80	140	54	143	80	275	123
112268218	17	6	17	7	12	6	19	8
65220	333	124	282	132	290	125	328	155
2782	2735	1281	2130	974	2003	1011	2427	1153
105378949	0	1	1	2	0	0	2	1
163688	1	0	0	0	0	0	0	0
339456	0	0	0	0	1	0	0	0
85452	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0
