GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	1	3	2	4	2	0	1	1
653635	243	292	216	253	194	138	124	110
102466751	8	7	6	5	3	3	2	1
107985730	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	1	1	1	1
79501	0	0	0	0	0	0	0	0
100996442	30	24	25	23	14	9	9	12
729737	386	442	324	333	80	56	71	64
102725121	1	2	1	2	1	0	1	0
102723897	296	313	259	305	195	143	145	121
102465909	5	4	4	3	3	3	1	1
107985721	0	0	0	0	0	0	0	0
112268260	6	9	7	7	4	4	3	3
729759	0	0	0	1	0	0	0	0
100132287	167	188	135	147	50	38	38	33
105378947	0	2	2	1	0	0	0	1
101928626	0	0	0	0	0	0	0	1
113219467	3229	4217	2810	3121	1712	1597	831	1079
81399	1	0	1	2	1	0	1	0
100133331	191	211	145	173	60	42	47	37
107984841	17	22	17	17	7	4	6	7
107984847	22	36	19	23	7	4	6	7
107984849	2	4	3	4	1	3	2	1
100288069	17	24	15	21	10	9	8	8
105378580	10	15	9	6	5	2	4	5
400728	4	2	5	5	1	0	0	0
79854	12	10	14	8	6	4	3	4
643837	217	263	191	247	119	95	101	62
107984850	0	0	0	0	0	1	0	0
284593	3	2	2	2	2	2	3	1
284600	8	5	14	7	0	2	0	0
100130417	3	4	3	7	0	0	1	0
107985728	10	10	2	3	0	0	0	0
148398	193	227	182	186	135	113	90	75
26155	2190	2552	2021	2358	1723	1441	1319	1167
339451	649	659	566	635	242	185	199	161
84069	368	372	282	327	37	37	34	31
84808	45	52	40	51	8	5	5	3
57801	272	262	215	261	44	23	18	20
9636	1905	2235	1662	2105	148	123	117	76
375790	15748	15591	14059	15975	1968	1514	1572	1320
100288175	248	249	196	231	33	24	23	24
112267874	32	34	29	33	3	3	4	3
105378948	197	213	167	208	23	23	20	22
401934	1	7	7	6	0	0	0	0
54991	503	534	416	427	98	81	80	83
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	1	0	0	0	0
554210	0	0	1	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	0	0
8784	26	36	21	25	0	0	0	0
7293	3	1	0	0	0	0	0	0
51150	3427	3774	2945	3473	690	551	555	450
126792	652	723	571	661	225	175	187	142
388581	7	3	7	5	2	2	1	0
118424	1333	1530	1163	1334	583	497	433	382
101928895	142	152	128	136	9	15	6	10
6339	502	474	380	437	41	38	36	40
116983	1432	1454	1198	1376	212	167	160	155
102465434	2	0	1	1	0	0	0	0
109623456	5	7	6	9	1	0	0	0
126789	479	576	420	514	184	123	133	102
54973	1711	1897	1389	1768	712	551	544	447
102465435	5	2	1	2	0	1	0	1
80772	766	796	708	768	169	177	155	122
83756	39	39	33	33	13	11	5	3
1855	3199	3199	2691	3093	827	675	660	565
102466740	1	2	1	1	0	0	0	1
54587	978	975	881	978	16	18	20	8
54998	1426	1605	1294	1585	822	613	570	499
81669	2216	2416	1881	2319	539	408	361	347
148413	276	348	265	315	107	97	78	80
55052	797	1087	727	902	540	416	384	310
107984868	1	0	0	0	0	0	0	0
441869	17	32	24	28	0	0	0	0
105378585	0	2	0	4	0	0	0	0
643965	0	1	0	0	0	0	0	0
102724312	16	14	6	6	0	0	0	0
107985729	3	2	3	2	0	0	0	0
64856	584	568	554	527	7	3	4	1
219293	85	86	72	85	38	35	38	36
83858	1128	1170	980	1164	523	393	374	321
55210	1417	1469	1237	1408	749	594	565	520
339453	12	17	12	7	2	0	1	2
