GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	4	5	3	3	3	2
653635	703	844	806	809	801	863
102466751	16	16	13	16	19	22
107985730	0	0	0	1	1	0
100302278	0	0	0	0	0	0
645520	4	5	6	6	3	4
79501	0	0	0	0	0	0
100996442	80	74	87	69	61	59
729737	745	838	928	914	849	752
102725121	4	5	4	3	3	1
102723897	794	919	855	918	890	913
102465909	11	12	11	12	14	17
107985721	0	2	1	2	2	1
112268260	25	37	31	23	27	37
729759	0	1	1	1	0	0
100132287	337	384	433	442	376	395
105378947	7	9	3	5	7	7
101928626	0	0	0	0	0	0
113219467	9976	8356	8851	6476	9652	9284
81399	2	3	5	3	2	3
100133331	369	404	460	487	409	424
107984841	39	45	48	46	44	29
107984847	78	82	72	88	75	81
107984849	10	19	11	11	14	12
100288069	44	56	58	52	40	35
105378580	37	47	50	44	42	41
400728	5	7	11	16	7	11
79854	18	49	30	30	25	37
643837	789	889	838	859	977	970
107984850	1	2	0	0	0	1
284593	5	6	6	4	4	6
284600	5	15	12	17	20	14
100130417	2	4	5	0	1	6
107985728	0	4	0	3	0	8
148398	804	806	895	915	874	962
26155	9395	9960	10239	9935	10159	12061
339451	911	1228	1122	1142	1232	1065
84069	503	573	585	423	440	438
84808	82	86	105	68	78	84
57801	524	484	565	608	514	557
9636	1088	1197	1067	1156	921	1109
375790	12252	13739	13005	13876	13863	13511
100288175	208	253	237	183	174	208
112267874	35	39	40	35	36	35
105378948	180	187	198	148	166	164
401934	2	7	0	2	0	2
54991	699	727	709	653	756	776
254099	0	0	0	0	0	0
406984	0	0	4	0	0	0
406983	0	0	0	0	1	0
554210	0	1	0	4	2	3
100506376	0	0	0	0	0	0
254173	0	0	0	0	0	0
8784	4	22	4	4	8	8
7293	6	1	0	0	0	0
51150	6085	6489	6140	6887	6629	7593
126792	2153	2503	2373	2540	2476	2488
388581	0	0	0	7	2	4
118424	4104	4311	4300	4602	4573	4927
101928895	98	97	82	92	78	65
6339	257	362	352	337	285	286
116983	1269	1711	1482	1414	1371	1453
102465434	0	1	1	1	1	0
109623456	2	5	3	3	1	1
126789	1272	1425	1392	1515	1410	1477
54973	3909	4071	4102	3689	4128	4370
102465435	10	6	12	7	4	8
80772	2304	2303	2301	1957	2194	2380
83756	33	56	30	44	39	41
1855	7099	7886	7609	6757	7122	7774
102466740	2	4	3	2	3	3
54587	567	527	490	684	673	760
54998	3900	4270	4209	4311	4396	4616
81669	3281	4241	3899	4680	4249	3854
148413	451	588	584	514	474	511
55052	2286	2626	2394	2690	2471	2454
107984868	0	2	0	0	0	0
441869	4	4	10	12	12	16
105378585	0	0	0	0	0	2
643965	1	0	0	0	0	0
102724312	8	12	20	16	15	12
107985729	9	10	10	8	10	8
64856	797	695	740	512	577	649
219293	274	266	265	283	332	381
83858	2430	2731	2788	2974	3230	3338
55210	5799	6283	6012	6526	7082	7542
339453	2	24	8	19	17	17
29101	5902	6469	6378	5245	5612	5855
643988	750	607	664	488	499	645
105378586	41	44	33	29	33	34
142678	1338	1543	1356	1646	1744	1758
8510	90	96	95	111	120	114
984	3983	4333	4284	4029	4311	4465
728661	4721	5096	5097	4926	4910	5188
8511	4	14	26	39	25	33
728642	2539	2839	2741	2712	2840	2843
9906	1597	1781	1713	1694	1572	1576
112268218	185	207	193	214	197	197
65220	3747	3995	3750	3723	3631	3811
2782	28554	30745	30853	29825	32233	33974
105378949	22	20	20	9	14	6
163688	0	2	1	6	1	6
339456	26	22	17	11	7	22
85452	0	0	0	0	0	0
107984872	0	0	0	0	0	0
105378589	0	0	0	0	0	0
2563	0	0	0	0	0	0
105378590	1	1	0	0	0	0
105378591	0	0	0	0	0	0
5590	342	393	427	360	409	461
100506504	42	71	66	59	57	50
199990	1842	1957	1939	1712	1745	1890
112268219	187	199	176	134	131	194
105378593	9	4	0	1	1	1
6497	5172	5514	5373	5845	5828	6122
79906	116	140	113	97	102	105
100129534	5	17	21	8	25	18
11079	7428	7934	7887	8236	8060	8353
5192	1873	2056	2151	1825	1905	2097
9651	96	88	85	88	76	61
55229	2245	2645	2457	2535	2508	2657
388585	25	37	18	20	8	17
115110	18	17	27	23	17	38
8764	122	151	160	139	117	100
100996583	2	0	2	1	4	2
127281	3419	3520	3676	3201	3668	4057
79258	267	281	315	271	297	346
105378597	0	0	0	0	1	0
100287898	6	6	12	18	6	14
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	0	0	2	0
100422968	0	0	0	0	0	0
105378606	4	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	0	0	0	0	0
27237	131	150	125	62	75	86
1953	65	94	90	215	247	227
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	2800	3195	2982	2785	3142	3233
49856	1931	2271	2205	2381	2245	2444
7161	701	715	722	606	711	738
105378610	3	0	2	2	2	8
105378609	0	0	0	0	0	1
57212	9	9	7	7	5	5
148870	2	0	0	0	0	0
388588	12	14	1	0	3	2
57470	4303	4489	4540	4720	4897	5123
9731	2804	3022	2896	3399	3140	3326
1677	525	579	599	638	697	605
107984910	28	13	22	10	31	23
339448	2375	2639	2562	2448	2508	2711
100133612	6	13	14	15	16	28
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	2	2	0	4	4	4
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	1	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	977	972	911	1095	1030	1151
8514	12608	13093	13846	14588	15274	16823
26038	6	15	4	11	8	0
105376687	0	0	0	0	0	0
6146	17442	21440	19114	23943	20304	19617
107985733	95	91	97	90	108	102
102724450	17	20	12	8	18	10
388591	208	353	277	328	298	246
23463	15029	16333	17058	14554	14401	15523
148645	117	128	102	83	69	67
390992	0	0	2	0	0	0
387509	1347	1291	1429	669	695	893
11332	7086	7267	7455	7067	7821	8088
54626	112	111	141	88	93	108
83715	463	513	511	743	695	807
100422975	0	0	0	0	0	0
8718	126	212	190	185	155	161
57449	647	691	724	854	782	813
79707	2661	3041	3070	3571	3069	2951
80835	1	0	0	0	2	0
107984912	0	0	0	2	0	0
3104	875	1002	943	741	884	787
9903	8399	8918	9023	12249	11562	12466
107984913	16	7	7	13	11	13
148479	2603	2736	2869	3064	2679	3070
90326	2861	2914	3049	2786	3210	3298
55735	6133	6358	6502	6861	6946	7734
100505887	0	0	0	0	0	0
110841581	6	4	0	11	7	6
