GeneID	control	control	control	perturbed	perturbed	perturbed
100287102	35	24	51	25	15	23
653635	625	576	1198	757	471	745
102466751	16	17	28	30	11	21
107985730	1	1	1	2	1	1
100302278	0	1	0	1	0	1
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	273	224	471	282	182	272
729737	882	746	1618	1107	439	654
102725121	33	22	49	27	11	23
102723897	784	779	1579	954	623	1008
102465909	11	11	23	20	9	15
107985721	1	1	3	2	1	1
112268260	714	649	1161	670	476	692
729759	0	0	1	1	0	1
100132287	578	458	1023	732	347	535
105378947	62	66	112	79	31	64
101928626	0	0	0	0	0	0
113219467	6597	6880	15465	9636	6672	10579
81399	12	9	15	16	7	11
100133331	465	407	888	664	345	546
107984841	76	104	160	155	59	131
107984847	126	136	265	218	117	190
107984849	18	17	49	41	14	22
100288069	136	128	278	199	104	184
105378580	68	64	97	98	38	66
400728	24	41	57	27	19	30
79854	31	21	62	37	30	53
643837	756	899	1681	952	716	1046
107984850	0	1	3	1	0	0
284593	3	1	8	6	4	4
284600	35	35	75	73	51	74
100130417	676	669	1231	1126	744	1136
107985728	997	1078	1945	1625	1204	1788
148398	1559	1628	3137	1640	1435	2300
26155	7907	8116	16130	7434	6461	9602
339451	576	537	1071	901	605	1027
84069	468	430	950	807	648	1111
84808	104	92	219	163	133	215
57801	824	739	1430	662	678	1026
9636	6669	6903	13458	8796	9905	14444
375790	37874	34884	73583	58651	45791	68516
100288175	136	163	312	246	190	263
112267874	285	280	609	251	163	256
105378948	244	223	464	338	229	364
401934	1522	1298	2974	805	629	920
54991	708	710	1548	915	668	975
254099	2	5	12	4	9	8
406984	7	6	14	8	5	12
406983	9	6	23	12	4	11
554210	10	10	25	22	9	25
100506376	8	17	31	18	11	11
254173	18	16	35	18	8	17
8784	94	109	182	117	97	151
7293	0	2	4	4	1	4
51150	8034	7629	15518	10198	8865	13753
126792	1801	1888	3664	2072	1954	2839
388581	28	16	42	39	21	28
118424	3019	3070	6169	3477	3073	4561
101928895	24	21	35	33	14	24
6339	69	56	113	108	37	70
116983	3307	2875	5996	4581	2768	4266
102465434	2	0	2	3	0	1
109623456	10	14	30	30	9	18
126789	1116	1046	2161	1206	977	1506
54973	3918	3667	7585	4453	3501	5378
102465435	13	20	42	19	15	19
80772	1732	1790	3837	2167	2082	2937
83756	61	53	99	66	40	86
1855	3048	2797	6105	3465	2532	4282
102466740	3	2	6	4	2	4
54587	201	190	327	264	147	237
54998	4727	4745	10089	4792	4497	7027
81669	4662	4576	8624	7955	4540	7078
148413	1673	1680	3162	1814	1362	2170
55052	4340	4256	8288	3944	3742	5253
107984868	3	1	3	10	4	4
441869	1	2	3	3	0	2
105378585	3	1	1	5	0	0
643965	0	0	0	1	2	0
102724312	19	7	21	9	9	16
107985729	19	16	34	21	11	20
64856	2088	2160	4645	2490	2432	3654
219293	212	173	404	221	151	229
83858	1037	971	2063	1158	694	1120
55210	2131	2141	4672	1905	1433	2171
339453	4	0	12	5	4	5
29101	6252	5882	11771	7047	6627	9650
643988	2679	2788	6015	2128	2006	3030
105378586	72	73	139	54	53	97
142678	1747	1647	3157	2566	1881	2908
8510	95	99	194	107	84	128
984	4127	4333	8485	4468	3562	5555
728661	5639	5679	11046	7660	5584	8017
8511	22	21	56	22	25	14
728642	3057	3081	5980	3752	2846	4459
9906	2594	2523	4878	3815	2570	3822
112268218	431	342	682	560	355	616
65220	6199	5278	11232	8296	5761	8741
2782	31346	33732	66188	39525	35859	51256
105378949	19	23	54	14	12	22
163688	19	17	50	51	9	18
339456	111	121	194	123	112	167
85452	20	12	31	18	15	19
107984872	4	4	3	5	1	2
105378589	1	0	1	0	0	0
2563	207	284	565	165	153	252
105378590	3	3	1	3	0	0
105378591	2	5	5	2	0	11
5590	3145	2937	5594	4295	3324	4980
100506504	76	70	133	121	75	117
199990	1560	1467	3165	1800	1528	2271
112268219	424	395	889	463	395	640
105378593	5	2	3	5	0	1
6497	3783	4299	8413	5565	5297	7213
79906	266	292	594	386	291	458
100129534	56	66	120	103	76	125
11079	7058	7062	13410	8033	7287	10635
5192	1601	1613	3166	1864	1622	2544
9651	74	69	128	55	52	61
55229	1332	1316	2781	1478	1188	1828
388585	0	0	1	0	2	0
115110	9	2	7	10	7	8
8764	1	2	8	2	1	2
100996583	4	4	7	8	5	5
127281	2596	2555	5478	2727	2317	3489
79258	487	486	922	489	437	620
105378597	0	1	0	0	0	0
100287898	26	23	50	42	28	28
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	1	0	0	0
107985732	0	1	0	1	0	0
105378600	0	0	0	0	0	0
105378598	0	0	1	1	0	0
107984904	0	1	0	1	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	23	23	47	30	24	31
63976	372	408	768	688	514	755
100422968	2	0	0	1	0	1
105378606	0	0	1	3	2	1
107984909	1	0	0	0	1	1
105378605	5	1	2	2	1	2
105378604	2	1	1	1	0	0
27237	3618	3286	7191	3917	2845	4472
1953	1238	1252	2605	1499	882	1449
105378608	5	3	1	1	2	3
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	4919	4795	9424	5740	5323	7478
49856	1419	1297	2716	1200	987	1494
7161	623	889	1872	413	420	644
105378610	3	7	11	2	0	1
105378609	0	0	0	0	0	0
57212	22	19	39	17	12	22
148870	19	18	27	14	20	19
388588	80	67	175	83	52	89
57470	3786	4016	7873	4489	3969	5822
9731	2977	2930	5557	4012	3060	4372
1677	351	325	664	435	311	479
107984910	32	38	57	45	32	35
339448	1598	1596	3146	1501	1132	1711
100133612	9	11	15	26	12	27
728716	1	0	0	0	0	0
105376672	1	0	2	9	4	5
105376673	0	0	1	0	0	0
284661	0	0	0	1	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	1	0	1
55966	21	18	17	19	11	22
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	1
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	897	960	2010	1041	754	1160
8514	583	635	1325	700	600	862
26038	408	381	679	859	568	824
105376687	0	0	0	0	1	0
6146	22417	21915	39960	22519	20766	29103
107985733	94	82	80	82	52	89
102724450	37	22	58	44	15	29
388591	436	340	592	780	302	444
23463	9632	10096	19575	11778	10226	13916
148645	114	125	229	59	42	89
390992	0	1	0	0	0	0
387509	1169	1242	2550	1554	1358	1998
11332	3144	3384	7049	2937	2808	4158
54626	792	764	1459	1182	977	1341
83715	2226	2301	4978	1769	1523	2393
100422975	1	0	0	1	0	0
8718	190	207	433	234	153	200
57449	652	779	1576	917	674	1102
79707	1270	1372	2444	1380	939	1359
80835	0	5	1	1	2	1
107984912	0	0	1	0	0	0
3104	738	770	1555	840	616	1087
9903	1742	1619	3320	2203	1667	2490
107984913	18	29	56	46	35	24
148479	3060	3394	6517	3036	2712	4007
90326	1087	1133	2147	1169	936	1467
55735	2916	3240	6216	2922	2570	3705
100505887	0	0	0	1	0	0
110841581	18	13	36	15	31	30
23261	2182	2148	4238	3674	2825	3837
105376692	0	0	0	1	0	0
102725193	0	0	0	0	0	0
101928836	4	2	4	2	0	1
105376691	0	0	2	0	0	0
105376689	144	131	255	405	241	373
9341	6995	6676	12825	8075	7050	9623
8863	1124	1306	2469	2176	1853	2621
10911	0	0	0	1	1	0
3604	1	3	2	5	1	1
11315	12092	12363	24014	13367	12284	18668
