GeneID	perturbed	perturbed	control	control
100287102	8	8	10	7
653635	115	109	140	130
102466751	2	2	5	3
107985730	0	0	0	0
100302278	0	0	0	0
645520	0	0	0	0
79501	0	0	0	0
100996442	33	32	41	36
729737	65	54	83	60
102725121	8	12	9	10
102723897	114	121	149	138
102465909	2	2	5	3
107985721	0	0	1	0
112268260	9	8	12	9
729759	0	0	0	0
100132287	47	38	58	47
105378947	2	1	3	1
101928626	0	0	0	0
113219467	6093	6565	9856	8053
81399	3	1	2	2
100133331	59	53	74	60
107984841	8	6	9	8
107984847	24	9	25	20
107984849	0	0	1	2
100288069	21	14	23	21
105378580	20	19	35	27
400728	8	10	27	26
79854	9	6	8	11
643837	305	314	361	350
107984850	1	1	1	0
284593	4	2	6	4
284600	6	9	12	4
100130417	45	44	73	62
107985728	154	125	191	178
148398	452	448	510	511
26155	1333	1350	1340	1517
339451	186	158	247	235
84069	47	45	40	38
84808	7	5	7	5
57801	5	7	3	5
9636	28	34	24	47
375790	2806	2875	2816	3594
100288175	14	11	5	6
112267874	1	2	2	2
105378948	14	10	6	5
401934	1	0	0	0
54991	103	126	134	120
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	1	2	1	1
7293	4	0	1	2
51150	5826	5767	6717	8207
126792	800	823	833	977
388581	4	4	5	6
118424	801	799	831	883
101928895	26	13	22	24
6339	25	29	35	43
116983	918	861	1253	1052
102465434	0	0	0	0
109623456	3	3	4	4
126789	292	299	275	374
54973	964	922	1017	1136
102465435	4	3	5	3
80772	518	529	567	670
83756	35	45	43	41
1855	1435	1485	1767	1935
102466740	0	1	0	1
54587	7596	7951	9168	11051
54998	992	1064	1050	1284
81669	1727	1662	2560	1977
148413	213	225	252	280
55052	762	771	851	951
107984868	2	1	3	2
441869	16	11	23	20
105378585	1	0	0	1
643965	0	0	1	0
102724312	0	0	1	3
107985729	1	2	0	1
64856	59	72	71	91
219293	84	81	86	111
83858	614	635	751	722
55210	1017	1081	1125	1261
339453	49	43	49	53
29101	1754	1735	1819	2250
643988	129	135	135	143
105378586	2	3	3	2
142678	792	772	1028	1075
8510	29	25	26	39
984	996	1005	1126	1270
728661	1732	1697	2052	2277
8511	2	2	1	4
728642	736	706	874	939
9906	816	780	1033	1128
112268218	65	67	69	91
65220	1144	1141	1199	1491
2782	12673	12935	13492	15856
105378949	11	9	14	10
163688	10	6	15	6
339456	1	0	1	1
85452	0	0	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	0
5590	72	60	82	89
100506504	17	15	20	15
199990	545	523	591	663
112268219	107	104	145	165
105378593	12	5	16	8
6497	5218	5110	6049	6755
79906	109	95	122	101
100129534	25	27	55	61
11079	3150	3244	3559	4098
5192	530	516	610	707
9651	4	3	4	6
55229	297	287	332	356
388585	0	0	0	0
115110	6	3	12	19
8764	97	76	175	167
100996583	0	1	1	1
127281	454	457	424	480
79258	28	34	24	36
105378597	0	0	0	0
100287898	3	1	6	2
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	2	3	3	3
63976	23	17	26	30
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	38	25	36	45
27237	84	67	99	79
1953	14189	13922	15672	18067
105378608	0	2	2	1
693135	0	0	0	0
105378607	0	0	0	0
127262	2012	2041	2439	2775
49856	195	192	245	221
7161	7	6	7	8
105378610	0	0	0	0
105378609	0	0	0	0
57212	526	499	624	585
148870	0	0	0	0
388588	8	7	10	3
57470	907	994	1007	1090
9731	1062	1059	1062	1280
1677	118	105	103	140
107984910	5	1	4	6
339448	415	393	453	499
100133612	5	4	9	8
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	0	0
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	1	1	1
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	345	359	403	441
8514	228	195	269	275
26038	36	25	45	39
105376687	0	0	0	0
6146	2969	2998	3277	3917
107985733	9	7	11	12
102724450	6	5	4	2
388591	105	112	194	158
23463	4512	4644	4635	5292
148645	0	0	1	0
390992	0	0	0	0
387509	783	794	771	922
11332	1014	1068	929	1181
54626	1	4	2	0
83715	4	6	6	7
100422975	0	0	0	0
8718	52	44	59	51
57449	373	350	500	428
79707	666	676	747	719
80835	11	6	6	5
107984912	1	1	1	0
3104	140	119	192	188
9903	2199	2227	2433	2933
107984913	40	25	44	54
148479	692	722	748	894
90326	420	422	425	516
55735	964	992	1065	1241
100505887	0	0	0	0
110841581	4	0	0	1
23261	344	376	396	411
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	0	0	2	0
9341	4205	4340	4400	4773
8863	1304	1362	1402	1483
10911	0	0	3	2
3604	40	42	103	123
11315	2996	2953	3034	3735
54206	490	463	668	690
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	26	30	34	37
473	3137	3322	3490	3728
102724552	3	0	1	3
106632271	0	0	0	0
2023	29435	30351	27113	32302
102465436	1	1	2	0
100505975	5	6	8	9
112268261	6	10	10	14
765	0	0	0	0
