GeneID	perturbed	perturbed	control	control
100287102	1	1	1	1
653635	108	72	108	51
102466751	1	2	1	1
107985730	0	1	0	0
100302278	0	0	0	0
645520	0	0	1	0
79501	0	1	0	0
100996442	40	29	29	13
729737	210	128	250	135
102725121	0	0	1	0
102723897	131	83	121	59
102465909	2	1	1	1
107985721	0	0	0	0
112268260	14	10	7	3
729759	0	0	0	0
100132287	130	79	175	95
105378947	1	1	1	0
101928626	0	0	0	0
113219467	562	380	471	228
81399	1	1	1	1
100133331	94	63	139	71
107984841	12	5	22	18
107984847	13	6	25	9
107984849	3	1	6	2
100288069	14	8	22	13
105378580	1	0	4	1
400728	0	0	1	0
79854	3	0	5	0
643837	40	36	59	34
107984850	0	0	1	0
284593	1	1	0	0
284600	22	13	47	24
100130417	9	6	22	11
107985728	0	0	4	3
148398	76	52	91	40
26155	608	375	741	346
339451	83	45	49	22
84069	29	12	45	17
84808	2	3	4	2
57801	26	19	10	7
9636	1741	1036	35	30
375790	719	454	1083	525
100288175	6	4	3	2
112267874	1	0	0	0
105378948	4	2	3	1
401934	0	0	0	0
54991	94	42	69	47
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	0	0	0	0
7293	1	0	0	0
51150	1002	597	654	350
126792	241	179	226	131
388581	1	1	0	3
118424	192	124	283	158
101928895	6	2	43	17
6339	17	17	97	61
116983	265	189	407	229
102465434	0	0	0	0
109623456	1	1	1	1
126789	85	50	129	75
54973	239	154	450	251
102465435	1	1	2	0
80772	110	63	196	96
83756	11	4	7	6
1855	180	103	310	172
102466740	1	0	0	0
54587	15	7	19	11
54998	401	233	298	149
81669	448	279	979	558
148413	83	60	114	71
55052	190	116	130	93
107984868	0	0	1	0
441869	0	0	1	0
105378585	0	0	0	0
643965	0	0	0	0
102724312	0	0	0	0
107985729	0	0	0	0
64856	0	0	2	3
219293	20	10	20	8
83858	296	184	239	133
55210	384	226	404	218
339453	3	3	6	3
29101	306	200	293	157
643988	40	30	33	18
105378586	2	2	4	5
142678	100	72	331	167
8510	16	14	18	8
984	351	227	413	188
728661	216	144	524	262
8511	4	4	6	1
728642	245	182	292	152
9906	115	73	272	143
112268218	48	27	26	17
65220	639	387	433	216
2782	1299	849	1765	980
105378949	3	2	2	1
163688	0	0	1	2
339456	5	3	5	0
85452	0	0	1	0
107984872	0	0	1	0
105378589	1	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	0
5590	16	9	22	14
100506504	1	0	5	1
199990	102	78	121	65
112268219	9	5	13	2
105378593	0	0	0	0
6497	199	140	303	164
79906	5	2	14	9
100129534	2	2	3	2
11079	358	244	399	230
5192	63	62	91	63
9651	1	2	3	2
55229	89	51	97	57
388585	0	0	0	0
115110	68	36	115	56
8764	601	399	592	306
100996583	0	0	1	1
127281	135	115	211	99
79258	24	15	29	10
105378597	0	1	0	0
100287898	0	0	3	2
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	0	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	0	0	0	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	0	0	0	0
440556	0	0	0	0
63976	0	0	1	0
100422968	0	0	0	0
105378606	0	0	0	0
107984909	0	0	0	0
105378605	0	0	0	0
105378604	0	0	1	0
27237	0	0	0	0
1953	2	2	5	2
105378608	0	0	0	0
693135	0	0	0	0
105378607	0	1	0	0
127262	174	124	280	158
49856	115	67	164	82
7161	2	1	2	0
105378610	2	1	10	4
105378609	0	0	1	0
57212	0	0	4	1
148870	0	0	0	0
388588	0	0	1	0
57470	195	139	334	159
9731	91	67	117	92
1677	31	26	63	47
107984910	1	2	0	0
339448	63	37	101	55
100133612	1	0	0	1
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	0	0
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0	0	0	0
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	35	22	72	45
8514	1549	1047	3140	1657
26038	2	3	1	1
105376687	0	0	0	0
6146	1003	627	1747	1035
107985733	4	2	8	4
102724450	0	0	0	0
388591	3	3	7	1
23463	387	232	321	188
148645	7	3	13	4
390992	0	0	0	1
387509	38	26	202	112
11332	244	149	161	81
54626	1	0	0	1
83715	1	0	1	0
100422975	0	0	0	0
8718	1	1	1	0
57449	2	1	9	5
79707	228	126	194	98
80835	0	0	0	0
107984912	0	0	0	0
3104	76	51	112	70
9903	138	100	275	153
107984913	0	1	1	0
148479	103	47	128	53
90326	100	72	185	77
55735	179	113	281	131
100505887	0	0	0	0
110841581	2	2	3	1
23261	93	68	124	61
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0	0	0
105376691	0	0	0	0
105376689	2	0	4	2
9341	153	82	274	158
8863	66	52	139	64
10911	0	0	0	0
3604	1	0	1	0
11315	706	506	797	377
54206	22	14	19	6
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	0	0	0	0
473	192	139	385	205
102724552	0	1	0	1
106632271	0	0	0	0
2023	7078	4562	8112	4153
102465436	0	1	0	0
100505975	3	2	2	1
112268261	0	0	0	0
765	3	0	0	1
155184	0	0	0	0
6518	221	134	418	220
80045	75	44	155	74
106614088	2	2	0	0
407040	0	0	0	0
102724571	0	0	0	0
9563	222	120	564	313
80176	64	32	30	14
100506022	1	1	7	4
84275	90	61	95	52
199953	153	126	209	110
107985734	10	8	15	4
105376712	0	0	0	0
5293	714	466	1094	593
644997	8	3	6	4
101929074	0	0	0	1
22883	720	417	899	465
56998	96	41	231	128
105376717	5	2	6	6
84328	132	82	238	104
64802	39	25	68	41
113391335	0	1	0	0
100847055	0	0	0	0
116362	0	0	0	0
10277	198	122	321	126
23095	115	72	171	105
105376725	2	0	3	1
5226	1866	1102	745	383
100526739	17	9	26	13
378708	20	10	38	15
1325	3	2	6	2
1676	250	166	408	213
5195	78	50	112	57
54897	44	28	40	18
105376733	0	0	0	0
105376735	0	0	1	0
148345	4	4	12	5
23435	652	413	452	226
10747	5	5	16	11
6723	638	404	947	437
5394	403	264	665	332
105376736	8	5	16	6
2475	303	190	365	217
100873935	2	1	6	2
10218	1	0	0	0
29914	124	84	157	83
105376737	0	0	0	0
105376739	0	0	0	0
