GeneID	control	control	perturbed	perturbed
100287102	9	9	11	8
653635	510	690	728	757
102466751	13	10	27	34
107985730	4	5	9	9
100302278	1	1	2	1
645520	2	1	1	2
79501	0	0	0	0
100996442	37	45	31	39
729737	583	787	816	938
102725121	10	11	14	15
102723897	647	828	843	968
102465909	10	9	21	25
107985721	6	10	14	12
112268260	5	3	1	3
729759	0	0	0	0
100132287	585	736	831	970
105378947	0	0	0	0
101928626	0	0	0	0
113219467	1519	1423	1968	2474
81399	6	4	6	7
100133331	443	544	650	749
107984841	78	73	91	95
107984847	140	177	197	195
107984849	30	30	40	33
100288069	66	63	64	66
105378580	10	24	27	35
400728	3	6	5	5
79854	11	23	41	54
643837	452	462	440	468
107984850	0	0	3	0
284593	3	0	1	2
284600	42	76	76	88
100130417	31	61	42	46
107985728	23	43	4	8
148398	267	397	280	335
26155	3395	3198	3961	4564
339451	347	435	823	807
84069	14	17	9	7
84808	1	7	2	2
57801	209	503	146	214
9636	366	734	325	423
375790	6635	12084	8319	10109
100288175	44	70	9	7
112267874	7	10	1	5
105378948	44	63	17	15
401934	5	6	0	0
54991	245	402	490	595
254099	0	0	1	0
406984	0	1	0	0
406983	0	0	0	0
554210	2	5	0	0
100506376	18	38	8	8
254173	27	59	6	15
8784	8	25	10	6
7293	6	10	8	17
51150	2550	3105	2522	2975
126792	725	832	705	891
388581	30	79	35	42
118424	1272	1535	1530	1993
101928895	28	33	62	78
6339	85	112	239	272
116983	1145	1527	2227	2286
102465434	0	0	1	1
109623456	13	11	29	16
126789	533	699	641	823
54973	2722	2664	3612	4153
102465435	2	3	4	5
80772	173	290	489	689
83756	23	36	41	42
1855	1616	1985	2177	2573
102466740	2	1	2	2
54587	940	1269	1183	1267
54998	1532	1833	1589	2014
81669	3342	3340	5845	6561
148413	866	884	1030	1265
55052	1618	1537	1392	1690
107984868	25	19	7	11
441869	105	155	90	129
105378585	19	15	23	43
643965	4	3	9	9
102724312	38	30	68	89
107985729	21	22	34	48
64856	755	693	938	1214
219293	104	97	152	179
83858	1639	1527	1860	2090
55210	1520	1650	2203	2413
339453	64	136	142	242
29101	2897	3082	2861	3846
643988	323	339	691	829
105378586	3	6	12	22
142678	912	1472	1620	1963
8510	96	151	98	100
984	1867	1969	2625	3151
728661	3921	4553	5727	6777
8511	44	92	28	44
728642	1033	1082	1489	1699
9906	2666	3161	4049	4847
112268218	186	184	231	289
65220	2312	2186	2674	3199
2782	18982	22160	19047	23706
105378949	5	8	8	7
163688	9	4	16	16
339456	144	122	196	237
85452	52	102	21	18
107984872	4	12	1	0
105378589	19	18	45	51
2563	62	87	67	66
105378590	17	12	15	24
105378591	0	0	3	0
5590	1211	1298	1365	1637
100506504	147	181	244	219
199990	653	1018	1105	1570
112268219	113	97	208	206
105378593	8	5	3	15
6497	2334	2577	4489	5661
79906	176	272	277	359
100129534	60	47	80	63
11079	2436	3247	2862	3545
5192	805	1061	1141	1391
9651	353	546	127	205
55229	777	1035	1178	1403
388585	494	984	328	458
115110	13	25	20	33
8764	26	51	48	60
100996583	1	0	0	0
127281	1828	2026	2362	2736
79258	304	440	364	472
105378597	34	83	14	27
100287898	29	48	82	84
105378603	0	0	0	0
105378602	0	0	0	0
105378601	0	0	0	0
112268220	1	0	0	0
107985732	0	0	0	0
105378600	0	0	0	0
105378598	3	1	1	0
107984904	0	0	0	0
105378599	0	0	0	0
140625	2	3	1	2
440556	198	350	23	26
63976	778	1536	127	178
100422968	0	0	0	0
105378606	6	15	0	0
107984909	1	8	1	2
105378605	3	1	0	0
105378604	14	30	7	10
27237	922	957	615	651
1953	1323	2343	2326	2574
105378608	8	11	1	0
693135	0	0	0	0
105378607	3	0	1	0
127262	1492	2060	1462	1967
49856	763	922	862	1012
7161	208	276	65	106
105378610	8	24	1	0
105378609	0	0	0	0
57212	2628	2862	3462	3970
148870	30	22	33	42
388588	15	35	32	43
57470	2836	3083	3242	3963
9731	992	1222	807	1034
1677	291	283	220	278
107984910	5	5	5	2
339448	813	925	944	1172
100133612	2	2	8	10
728716	0	0	0	0
105376672	3	3	0	0
105376673	0	0	0	0
284661	0	2	0	0
105376674	1	1	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	300	390	453	508
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	3	7	1	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	689	808	1039	1213
8514	532	646	453	595
26038	73	60	54	60
105376687	0	2	5	5
6146	21203	21606	23370	30655
107985733	117	86	89	121
102724450	5	2	4	7
388591	137	105	213	292
23463	6809	5250	8957	10665
148645	84	58	59	96
390992	370	217	1273	1588
387509	1214	1259	2443	2948
11332	2302	2181	3738	4601
54626	63	77	3	2
83715	302	375	235	266
100422975	0	0	0	0
