GeneID	perturbed	perturbed	control	control
100287102	0	0	0	0
653635	88	70	107	65
102466751	2	1	3	1
107985730	0	0	1	0
100302278	0	0	0	0
645520	0	0	0	0
79501	0	0	0	0
100996442	46	28	35	24
729737	237	141	260	152
102725121	0	0	0	0
102723897	110	73	117	70
102465909	2	1	2	1
107985721	0	0	2	0
112268260	13	11	10	6
729759	0	0	0	0
100132287	132	86	182	108
105378947	0	0	2	1
101928626	0	0	0	0
113219467	606	384	493	257
81399	1	1	0	1
100133331	90	60	142	85
107984841	10	9	17	12
107984847	10	5	32	16
107984849	3	1	5	4
100288069	9	7	24	15
105378580	2	1	2	1
400728	0	1	3	2
79854	3	1	4	5
643837	66	37	56	36
107984850	0	0	1	0
284593	1	1	1	0
284600	27	12	51	43
100130417	7	2	23	9
107985728	0	0	3	1
148398	85	48	88	46
26155	601	386	643	367
339451	73	64	55	32
84069	27	14	27	18
84808	3	3	5	3
57801	20	10	7	3
9636	1678	1095	41	24
375790	715	455	1030	588
100288175	6	3	3	4
112267874	2	0	0	0
105378948	4	0	2	1
401934	0	0	0	1
54991	67	49	71	44
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	0	0	0	0
7293	0	0	0	0
51150	861	582	679	373
126792	260	186	233	148
388581	1	0	7	4
118424	204	137	282	141
101928895	8	4	26	17
6339	20	21	116	52
116983	277	161	402	207
102465434	0	0	0	0
109623456	1	1	1	1
126789	79	64	140	64
54973	248	172	423	233
102465435	1	1	1	0
80772	130	85	217	102
83756	8	3	8	3
1855	180	106	311	184
102466740	0	0	0	0
54587	9	4	13	8
54998	400	256	322	182
81669	434	307	931	505
148413	84	65	119	79
55052	205	108	128	91
107984868	0	0	0	0
441869	0	0	0	1
105378585	0	0	0	1
643965	0	0	0	0
102724312	0	0	0	0
107985729	0	0	0	0
64856	1	0	1	1
219293	17	10	19	10
83858	296	213	229	113
55210	343	234	415	218
339453	8	5	10	2
29101	312	211	248	152
643988	34	22	38	20
