GeneID	perturbed	perturbed	control	control
100287102	1	1	0	1
653635	109	73	103	93
102466751	1	2	1	1
107985730	0	0	0	0
100302278	0	0	0	0
645520	0	0	0	0
79501	1	0	0	0
100996442	40	28	28	31
729737	253	183	238	200
102725121	0	0	0	0
102723897	124	87	110	107
102465909	1	1	1	1
107985721	0	1	0	1
112268260	14	11	9	9
729759	0	0	0	0
100132287	146	115	165	156
105378947	3	2	1	1
101928626	0	0	0	0
113219467	683	512	220	189
81399	1	1	0	1
100133331	104	88	140	112
107984841	8	16	22	20
107984847	17	9	26	20
107984849	3	2	4	4
100288069	13	5	23	21
105378580	4	1	3	3
400728	2	1	0	0
79854	5	2	1	5
643837	50	33	61	46
107984850	0	0	0	0
284593	1	0	0	1
284600	27	20	54	38
100130417	18	9	11	19
107985728	0	0	3	5
148398	80	62	68	69
26155	556	392	614	530
339451	85	45	46	43
84069	23	18	28	28
84808	5	4	3	5
57801	35	25	11	7
9636	1077	822	31	28
375790	674	513	985	882
100288175	5	2	3	2
112267874	0	0	0	0
105378948	4	2	2	1
401934	0	0	0	0
54991	87	70	74	66
254099	0	0	0	0
406984	0	0	0	0
406983	0	0	0	0
554210	0	0	0	0
100506376	0	0	0	0
254173	0	0	0	0
8784	0	0	0	1
7293	1	0	2	0
51150	749	535	582	571
126792	230	172	208	216
388581	3	5	4	3
118424	206	167	255	264
101928895	6	1	32	20
6339	37	31	94	88
116983	246	177	359	330
102465434	0	0	0	0
109623456	1	0	1	1
126789	110	78	129	109
54973	309	198	421	386
102465435	0	0	1	1
80772	161	109	180	189
83756	7	7	5	8
1855	202	167	290	282
102466740	0	0	1	0
54587	8	3	15	13
54998	348	285	323	266
81669	487	387	929	856
148413	86	69	122	111
55052	180	138	110	113
107984868	0	0	1	0
441869	0	0	0	0
105378585	0	0	0	0
643965	0	0	0	0
102724312	0	0	0	0
107985729	0	0	0	0
64856	3	1	2	0
219293	10	12	17	16
83858	212	161	193	199
55210	345	242	347	347
339453	2	1	8	4
29101	311	214	265	211
643988	45	40	28	34
105378586	4	4	2	4
142678	114	95	316	282
8510	18	15	12	14
984	359	276	358	303
728661	182	159	471	445
8511	2	1	1	2
728642	257	184	238	216
9906	117	97	257	232
112268218	52	34	29	21
65220	360	251	395	350
2782	849	658	1678	1515
105378949	1	1	3	1
163688	1	3	0	2
339456	7	6	5	7
85452	0	0	0	0
107984872	0	0	0	0
105378589	0	0	0	0
2563	0	0	0	0
105378590	0	0	0	0
105378591	0	0	0	0
5590	23	16	30	27
100506504	0	1	2	1
199990	152	110	116	84
112268219	7	1	5	6
105378593	0	0	0	0
6497	179	118	292	277
79906	1	1	15	13
100129534	2	1	4	2
11079	349	250	375	352
