GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	24	17	22	14	27	23	26	21
653635	969	802	1016	647	1006	1221	1320	1005
102466751	26	30	44	20	34	49	74	36
107985730	1	0	0	0	0	0	1	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0
100996442	75	119	118	69	75	144	97	70
729737	186	204	280	104	184	259	288	165
102725121	27	23	20	15	28	23	31	23
102723897	1061	890	1120	694	1090	1277	1419	1116
102465909	24	26	34	20	29	57	51	33
107985721	1	2	0	0	0	0	0	0
112268260	15	16	22	15	14	28	21	12
729759	1	1	0	1	0	1	0	1
100132287	207	244	306	122	184	306	288	169
105378947	4	2	3	3	3	2	2	2
101928626	2	1	0	1	1	0	1	0
113219467	18444	16277	20365	14293	17648	17734	20651	17377
81399	3	4	5	5	4	4	3	3
100133331	255	295	349	138	240	365	347	214
107984841	64	91	98	47	49	111	84	57
107984847	91	142	131	57	83	147	105	69
107984849	12	26	15	7	11	27	19	12
100288069	75	121	133	50	61	129	105	71
105378580	38	52	43	24	21	66	49	29
400728	10	16	23	3	14	17	19	14
79854	29	41	62	37	18	43	51	41
643837	1153	1088	1159	967	1201	1343	1194	1128
107984850	0	2	1	0	0	2	1	0
284593	2	4	3	5	5	7	7	3
284600	11	8	17	6	7	5	5	6
100130417	3	1	0	0	1	0	0	0
107985728	1	0	0	0	1	0	0	0
148398	301	153	290	204	313	218	315	348
26155	6788	4306	6712	5347	7224	5434	6955	7633
339451	1214	644	1114	633	1295	990	1521	1282
84069	111	48	127	86	120	74	156	170
84808	14	7	17	15	17	12	24	23
57801	140	52	78	46	225	64	102	75
9636	1667	499	636	516	9453	987	1209	1693
375790	11978	3623	4896	2638	14894	4640	6014	5024
100288175	25	16	16	14	35	35	28	27
112267874	9	6	14	6	12	7	6	9
105378948	23	20	25	16	33	34	29	29
401934	0	0	0	0	0	0	1	0
54991	537	264	485	300	467	338	483	434
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	2	0	1	0	0	1
254173	0	0	0	0	0	0	0	0
8784	0	1	0	0	0	1	1	0
7293	10	10	6	1	16	14	9	10
51150	8314	4756	6726	4915	11927	8187	10262	9633
126792	1395	1132	1380	916	1663	1402	1594	1517
388581	17	9	24	5	21	7	18	13
118424	3733	2635	3637	2809	3711	2730	3782	3645
101928895	44	25	32	23	49	48	46	35
6339	123	57	108	53	110	96	122	100
116983	2638	1550	2027	1051	3452	2668	3692	2615
102465434	1	1	0	0	1	2	2	0
109623456	22	9	20	10	27	28	29	18
126789	557	367	545	340	549	393	584	516
54973	5098	3537	5017	3540	4697	4207	5100	4515
102465435	5	2	6	1	3	2	5	3
80772	1443	732	1089	738	1376	1003	1526	1344
83756	43	34	42	30	52	40	57	40
1855	2395	1167	2155	1287	2114	1434	2298	2218
102466740	2	2	3	2	4	2	2	4
54587	65	97	84	33	22	43	42	19
54998	3056	1604	2882	2038	2946	1978	3019	3102
81669	11207	11201	10745	7243	14741	18457	17252	13738
148413	1089	928	1158	954	973	944	925	941
55052	2794	2257	2810	2460	2474	2189	2461	2393
107984868	1	2	1	0	0	0	0	0
441869	5	3	2	7	7	2	2	2
105378585	0	2	0	0	0	0	1	0
643965	0	0	0	0	0	0	1	0
102724312	0	0	1	0	2	2	0	2
107985729	0	0	1	0	3	1	0	0
64856	31	10	26	13	29	24	45	33
219293	228	126	264	158	209	131	239	247
83858	3360	2141	3898	2261	3008	2329	3613	3372
55210	2795	1585	3286	2050	2459	1810	2924	2923
339453	89	37	54	29	74	65	64	49
29101	5796	4576	5477	4886	6357	5448	6291	6393
643988	107	57	82	57	91	56	100	73
105378586	2	0	4	2	1	3	3	3
142678	1332	617	1000	459	1414	1076	1623	1198
8510	70	61	70	59	69	63	84	65
984	3427	2738	3493	2575	3098	2772	3206	2998
728661	6345	5850	5583	4364	7053	8060	8001	6793
8511	5	2	2	1	4	1	3	1
728642	2147	1748	2109	1407	1956	1832	2131	1827
9906	3200	3253	2899	2236	3465	4155	4103	3454
112268218	367	216	316	221	373	313	394	350
65220	5953	4086	5380	4098	6115	5113	6066	5817
2782	37522	31484	35604	31559	45407	36861	42815	43973
105378949	11	7	11	8	12	9	9	11
163688	28	25	28	12	34	51	27	23
339456	22	8	22	14	21	23	22	31
85452	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	2	0	0
105378589	1	0	0	0	0	1	0	0
2563	0	0	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0
5590	163	111	138	107	196	145	170	166
100506504	33	23	18	19	32	48	24	32
199990	1211	632	982	618	1135	892	1231	1029
112268219	202	169	298	140	193	269	302	227
105378593	9	7	13	5	3	10	9	5
6497	7239	5616	6840	5059	7555	6220	7723	6905
79906	65	73	74	58	78	74	81	55
100129534	10	7	8	6	19	10	9	12
11079	7550	6151	7284	6322	8564	7407	8387	8173
5192	1348	932	1137	944	1360	1127	1365	1331
9651	18	12	14	8	15	6	16	10
55229	1693	1368	1919	1345	1632	1470	1993	1778
388585	0	0	1	0	0	0	0	0
115110	446	392	512	309	358	380	393	358
8764	2754	2344	2803	1795	2100	2287	2276	1897
100996583	6	1	4	0	5	7	5	9
127281	3704	2953	3945	3018	4369	4201	4994	4859
79258	343	330	413	313	385	408	472	482
105378597	0	0	0	1	1	1	0	0
100287898	4	9	11	8	3	12	6	8
105378603	0	0	0	0	0	0	0	0
