GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	0	0	0	0	0	0
653635	259	260	239	269	280	267
102466751	1	1	2	1	1	3
107985730	0	0	0	0	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	2	1	1	1	0
100996442	5	6	4	3	5	6
729737	5	2	3	5	4	6
102725121	0	0	0	1	0	0
102723897	86	114	116	104	120	104
102465909	1	0	2	3	1	0
107985721	0	1	0	1	0	0
112268260	1	1	4	1	1	0
729759	1	2	1	1	1	2
100132287	5	9	8	5	6	10
105378947	0	0	0	0	0	0
101928626	0	0	0	0	0	0
113219467	0	0	0	0	0	0
81399	1	1	1	1	1	2
100133331	5	3	5	3	3	2
107984841	9	7	8	8	10	12
107984847	34	24	39	34	28	35
107984849	4	1	5	2	4	5
100288069	5	4	3	2	5	5
105378580	0	0	0	0	0	0
400728	0	0	0	0	0	0
79854	14	6	11	14	15	14
643837	189	215	212	264	246	269
107984850	0	0	0	0	0	0
284593	0	0	0	0	0	0
284600	0	0	0	0	1	0
100130417	0	0	0	0	0	0
107985728	0	0	0	0	0	0
148398	96	114	83	126	117	151
26155	364	339	316	295	328	336
339451	31	35	30	40	22	23
84069	0	0	1	1	1	1
84808	0	0	0	0	0	0
57801	222	239	236	235	258	263
9636	42	32	30	26	36	37
375790	253	331	261	297	356	438
100288175	0	0	0	0	0	0
112267874	0	0	0	0	0	0
105378948	0	0	0	0	0	0
401934	0	0	0	0	0	0
54991	54	64	43	70	77	83
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	1	0	0	0	0	0
8784	0	0	0	0	0	0
7293	0	0	0	0	0	0
51150	282	318	287	244	286	355
126792	212	236	242	206	252	208
388581	4	5	4	1	3	8
118424	301	367	325	310	366	378
101928895	0	0	0	0	0	0
6339	1	1	1	0	2	1
116983	286	322	274	394	488	440
102465434	0	0	0	0	0	0
