GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	15	20	14	17	15	11
653635	664	539	488	425	428	400
102466751	22	23	14	17	11	16
107985730	2	0	2	1	0	0
100302278	0	0	0	0	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	42	46	36	27	39	35
729737	73	62	32	39	45	32
102725121	73	69	65	48	59	44
102723897	803	640	605	553	545	516
102465909	16	15	8	9	8	11
107985721	4	4	1	3	4	1
112268260	38	37	32	28	34	31
729759	0	0	0	0	0	0
100132287	204	179	114	116	135	100
105378947	11	6	6	5	5	6
101928626	0	0	0	0	0	0
113219467	511	530	443	493	434	502
81399	5	4	9	6	8	4
100133331	347	294	178	182	192	191
107984841	121	79	59	55	103	68
107984847	110	85	75	68	66	59
107984849	41	24	18	15	15	16
100288069	113	119	81	92	101	107
105378580	73	70	48	69	95	73
400728	21	34	25	25	17	16
79854	33	22	28	40	44	45
643837	1236	1134	936	1408	1524	1445
107984850	5	3	1	7	5	2
284593	0	4	0	0	2	1
284600	360	285	216	165	189	171
100130417	795	626	619	513	500	519
107985728	1392	1254	1163	851	757	721
148398	3076	2426	2608	1875	1853	1696
26155	3120	2634	2512	3256	3148	2961
339451	334	253	290	233	230	204
84069	242	180	154	167	182	126
84808	63	43	46	45	34	33
57801	335	282	323	444	414	295
9636	257	207	257	238	241	251
375790	5523	4918	4018	5220	4976	4461
100288175	35	33	29	24	25	29
112267874	29	25	19	16	13	11
105378948	110	76	77	77	82	79
401934	40	30	27	36	19	24
54991	466	328	383	423	433	389
254099	0	0	1	0	2	0
406984	5	2	6	1	0	0
406983	1	2	6	3	0	4
554210	14	15	11	6	4	3
100506376	3	2	1	4	1	1
254173	6	7	6	2	6	8
8784	110	76	72	46	49	45
7293	7	1	3	5	5	3
51150	4550	3765	3729	4461	4436	3985
126792	2264	1928	1838	2031	2178	1950
388581	36	20	32	24	27	14
118424	2589	2214	2061	2447	2442	2113
101928895	62	50	48	26	18	31
6339	137	127	132	84	85	91
116983	2030	1662	1549	1907	1799	1616
102465434	1	0	0	2	0	0
109623456	14	11	12	14	16	10
126789	480	388	433	544	616	519
54973	2692	2217	2156	2340	2510	2352
102465435	21	17	18	22	23	16
80772	1159	902	940	1096	1063	898
83756	111	114	114	106	104	93
1855	2743	2260	2613	2640	2405	2175
102466740	3	2	4	3	5	3
54587	703	647	516	554	480	501
54998	2983	2281	2778	2995	3061	2583
81669	4758	3947	4039	3305	3777	3349
148413	1368	1104	1161	1198	1206	1139
55052	2071	1698	1973	2325	2430	2218
107984868	25	22	20	16	12	8
441869	189	123	140	97	73	71
105378585	87	56	55	24	32	36
643965	0	1	0	0	1	0
102724312	24	28	24	14	10	21
107985729	38	42	33	27	26	25
64856	4313	3564	3580	4489	4218	3740
219293	257	206	177	184	217	171
83858	1256	983	978	1011	1174	925
55210	1316	1082	1083	1212	1366	1165
339453	272	192	220	135	135	93
29101	3432	2910	2885	3139	3391	2743
643988	283	184	183	227	229	215
105378586	41	29	26	40	31	33
142678	1255	1025	1045	967	833	798
8510	65	52	50	53	49	59
984	1470	1171	1077	1221	1226	1170
728661	5904	5154	4407	4624	5020	4298
8511	14	8	17	12	7	5
728642	1351	1089	1022	1093	985	1019
9906	2175	1841	1487	1599	1689	1488
112268218	367	322	312	329	363	311
65220	3636	2990	3032	3212	3433	3040
2782	14994	13007	12249	14978	16996	14393
105378949	59	57	53	62	36	40
163688	16	14	7	12	5	13
339456	21	24	22	32	61	34
85452	3	1	3	2	1	2
107984872	1	0	0	1	0	1
105378589	3	0	0	0	1	0
2563	34	25	32	22	26	36
105378590	6	1	1	2	2	2
105378591	1	0	0	1	0	0
5590	880	764	753	763	748	663
100506504	97	57	42	63	68	46
199990	1164	964	1006	1049	1024	834
112268219	356	308	281	330	339	290
105378593	3	2	1	0	2	0
6497	2512	2307	1938	2675	2576	2231
79906	195	156	141	178	207	178
100129534	34	25	28	17	27	12
11079	2937	2539	2473	2862	3261	2855
5192	972	832	828	1351	1498	1337
9651	96	71	58	64	71	78
55229	979	887	824	958	972	866
388585	0	0	0	0	0	0
115110	168	144	141	108	106	102
8764	842	665	644	551	617	548
100996583	7	7	3	2	6	2
127281	900	742	730	730	739	705
79258	153	104	115	104	117	106
105378597	4	2	2	6	1	4
100287898	63	61	55	40	35	42
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	1	1	0	3	0	2
63976	13	11	8	11	13	7
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	1	0
105378605	1	4	3	5	2	1
105378604	0	0	0	0	0	0
27237	1384	1285	1193	1272	1137	1086
1953	669	576	561	481	508	443
105378608	13	12	11	10	18	19
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1015	857	860	1259	1632	1288
49856	493	400	420	397	438	386
7161	320	278	284	292	284	218
105378610	18	23	5	15	20	11
105378609	6	0	0	1	0	0
57212	1309	1061	1011	1139	1224	1074
148870	24	21	20	28	30	17
388588	120	111	100	106	89	78
57470	2699	2286	2102	2579	2537	2307
9731	1499	1321	1230	1471	1623	1462
1677	353	315	259	303	458	356
107984910	12	8	12	13	30	11
339448	498	422	430	501	594	488
100133612	55	55	58	38	31	36
728716	0	0	0	0	0	0
105376672	0	0	0	2	0	0
105376673	0	0	0	0	0	0
284661	1	0	0	0	0	3
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	0	0	0	0	0	0
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	3	1	1	3	1	3
261734	221	203	172	192	242	171
8514	185	135	131	139	152	123
26038	251	226	174	221	291	187
105376687	1	0	0	2	0	2
6146	20744	17121	21481	18724	20364	19486
107985733	102	84	114	86	90	107
102724450	4	5	5	2	0	0
388591	176	117	105	98	130	118
23463	3471	2930	2731	3884	4297	3714
148645	8	9	6	3	6	4
390992	1	4	2	2	1	1
387509	313	316	275	226	186	221
11332	669	561	541	792	746	733
54626	192	194	211	188	211	213
83715	132	126	99	103	74	55
100422975	0	0	0	2	0	1
8718	20	9	9	6	2	9
57449	53	44	45	14	14	19
79707	1126	956	835	1017	1202	985
80835	3	3	2	5	1	1
107984912	1	0	0	1	1	0
3104	505	383	413	347	387	349
9903	824	730	705	823	777	761
107984913	10	18	19	8	5	10
148479	710	525	532	514	523	501
90326	749	593	597	638	746	637
55735	1457	1194	1077	1471	1569	1374
100505887	0	0	0	0	0	0
110841581	16	7	12	20	5	18
23261	1296	1167	1214	1213	1337	1202
105376692	0	0	0	0	0	0
102725193	0	1	0	0	0	0
101928836	2	0	0	0	1	0
105376691	0	0	0	1	0	0
105376689	94	95	77	73	74	64
9341	1652	1527	1458	1433	1731	1504
8863	891	768	720	851	959	835
10911	1	0	2	1	1	0
3604	0	3	0	0	3	0
11315	6085	4994	6245	6762	6973	6748
54206	1427	1307	1295	831	973	883
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	124	113	74	84	70	67
473	13817	13074	9835	9982	8958	8980
102724552	3	8	5	4	7	2
106632271	1	0	0	0	0	1
2023	14500	11868	12518	20585	21826	19693
102465436	2	1	2	1	1	22
100505975	24	28	21	26	29	22
112268261	0	0	0	1	0	0
765	1	0	0	0	0	0
155184	24	22	22	21	21	17
6518	11	15	6	12	18	10
80045	644	565	496	770	760	708
106614088	144	149	130	138	155	123
407040	3	2	2	4	3	1
102724571	36	22	18	33	26	21
9563	1758	1646	1300	1312	1366	1236
80176	97	66	67	37	41	50
100506022	0	6	2	2	10	2
84275	1101	942	951	1240	1487	1209
199953	412	376	300	565	563	512
107985734	31	30	27	28	37	30
105376712	0	0	0	0	0	0
5293	158	102	110	125	131	111
644997	0	0	0	0	0	0
101929074	24	27	24	19	29	15
22883	7381	6472	5379	6898	6854	6297
56998	576	482	466	537	547	472
105376717	51	38	30	45	39	43
84328	781	691	764	777	958	840
64802	192	196	178	158	164	160
113391335	1	2	1	0	3	2
100847055	0	0	0	0	0	5
116362	7	11	5	6	10	12
10277	1971	1849	1586	1982	2217	1907
23095	4694	4601	3801	4487	5082	4421
105376725	13	8	9	8	2	5
5226	2739	2483	2475	3305	3642	3131
100526739	71	64	70	84	97	67
378708	83	68	72	91	104	79
1325	7	6	10	3	14	6
1676	1320	1264	1113	1230	1317	1092
5195	606	462	454	507	450	448
54897	3804	3560	2763	2894	3041	2540
105376733	13	16	15	2	9	9
105376735	0	0	0	0	0	0
148345	3	2	1	1	0	0
23435	4757	4245	4257	4722	5388	5055
10747	137	121	96	127	147	99
6723	1807	1481	1371	2208	2140	1874
5394	1971	1680	1541	1542	1998	1661
105376736	100	92	90	98	95	88
2475	4229	3865	3468	3992	4702	4058
100873935	94	93	71	92	96	83
10218	4	1	3	4	1	1
29914	686	568	554	620	691	664
105376737	0	0	0	1	0	0
105376739	0	0	0	0	0	0
105376740	1	4	0	1	0	0
