GeneID	perturbed	perturbed	perturbed	control	control	control
100287102	2	2	4	3	2	4
653635	256	219	250	281	237	280
102466751	3	2	2	4	4	4
107985730	0	0	0	0	1	0
100302278	0	0	0	0	0	0
645520	0	0	1	0	0	0
79501	0	0	0	0	0	0
100996442	15	19	22	28	24	26
729737	54	45	51	68	52	61
102725121	4	3	3	3	3	3
102723897	285	261	270	310	266	311
102465909	3	3	1	3	3	4
107985721	1	0	0	1	0	0
112268260	10	12	10	10	9	12
729759	0	0	0	0	0	0
100132287	71	71	67	102	73	88
105378947	4	3	1	4	1	2
101928626	0	0	0	0	0	0
113219467	139	120	140	185	159	180
81399	0	1	2	2	2	1
100133331	73	71	67	92	68	82
107984841	16	14	8	15	17	17
107984847	17	22	16	24	18	19
107984849	2	3	4	5	3	2
100288069	32	25	26	32	22	34
105378580	15	17	11	16	10	18
400728	4	7	9	8	7	7
79854	13	10	9	11	14	10
643837	427	375	466	437	385	444
107984850	0	0	1	0	0	1
284593	1	1	1	2	1	1
284600	18	17	15	30	21	22
100130417	7	5	4	4	6	9
107985728	8	17	4	7	5	10
148398	624	555	583	582	523	550
26155	8958	8053	8777	8310	7140	7943
339451	268	281	269	301	229	321
84069	98	87	90	111	83	74
84808	13	12	11	20	12	20
57801	21	20	21	26	22	24
9636	136	142	149	178	140	129
375790	8552	7466	8170	8327	7113	8059
100288175	56	40	43	66	54	77
112267874	7	7	7	6	9	11
105378948	49	35	31	54	44	63
401934	0	0	0	1	2	1
54991	295	264	239	243	206	230
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	1	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	1	0	0	0	0
8784	0	3	3	2	1	5
7293	4	2	5	4	1	5
51150	3656	3329	3529	3555	3046	3431
126792	1084	936	1060	1023	856	936
388581	20	17	15	23	21	19
118424	1744	1579	1751	1748	1539	1783
101928895	7	2	14	8	10	7
6339	12	11	18	23	7	15
116983	880	746	816	948	803	887
102465434	0	0	0	0	1	1
109623456	4	2	1	3	3	2
126789	460	378	418	427	393	424
54973	2019	1905	2062	2129	1746	1937
102465435	8	4	7	6	5	6
80772	635	595	640	574	452	611
83756	24	20	37	36	19	22
1855	2494	2171	2287	2322	1917	2205
102466740	1	1	2	1	1	2
54587	213	194	173	214	167	186
54998	3304	2938	3033	3062	2614	3015
81669	871	737	775	1045	891	1099
148413	647	548	618	680	570	677
55052	2093	1989	2066	2006	1817	2036
107984868	3	1	2	3	1	1
441869	1	1	1	2	2	0
105378585	0	0	0	1	2	0
643965	0	1	0	1	0	2
102724312	16	17	13	21	19	24
107985729	8	10	13	22	17	21
64856	195	134	173	229	186	194
219293	204	205	207	202	171	195
83858	1894	1717	1790	1970	1635	1877
55210	2594	2318	2517	2341	1987	2250
339453	4	8	8	5	5	4
29101	2558	2430	2498	2539	2233	2598
643988	220	206	240	238	195	215
105378586	33	22	32	28	16	22
142678	708	661	662	757	700	719
8510	26	24	28	28	33	26
984	1169	1066	1139	1311	1114	1272
728661	1486	1367	1460	1578	1262	1521
8511	4	5	3	4	5	4
728642	710	672	704	857	711	848
9906	733	703	760	830	666	800
112268218	79	58	74	71	69	73
65220	1430	1288	1383	1462	1211	1402
2782	9955	9063	10203	9464	8223	9247
105378949	16	12	8	18	18	11
163688	5	1	6	4	3	3
339456	1	3	0	5	3	1
85452	0	0	0	0	1	0
107984872	0	0	0	0	1	0
105378589	1	2	0	1	2	5
2563	0	1	1	1	0	0
105378590	0	0	0	0	0	0
105378591	0	0	1	0	2	0
5590	569	533	537	602	538	583
100506504	22	21	33	24	17	28
199990	971	897	930	900	829	836
112268219	141	130	150	144	138	155
105378593	1	2	0	2	3	1
6497	3057	2874	3067	2714	2304	2586
79906	225	237	230	268	193	255
100129534	33	20	41	41	20	37
11079	3751	3391	3678	3622	3176	3607
5192	616	516	592	583	471	525
9651	18	12	16	16	17	12
55229	465	411	470	444	379	424
388585	0	0	0	0	0	0
115110	10	15	10	12	12	10
8764	59	66	72	75	68	81
100996583	1	0	0	2	0	1
127281	588	535	548	518	418	491
79258	67	65	66	63	47	60
105378597	0	0	0	0	0	1
100287898	11	17	14	16	15	10
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	2	0	0	0	1	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	1	3	1	1
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	1	0	1	0	2	2
105378605	0	0	0	0	0	0
105378604	0	0	0	0	0	0
27237	6	4	9	8	10	6
1953	3	6	3	14	1	5
105378608	0	0	0	1	0	0
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	606	622	633	689	515	673
49856	770	704	817	771	665	761
7161	368	346	383	288	258	287
105378610	0	0	0	1	1	1
105378609	1	0	0	0	0	1
57212	202	200	205	250	199	220
148870	0	1	1	0	0	0
388588	0	0	0	5	1	0
57470	2154	2048	2189	2123	1834	2059
9731	914	848	960	1019	922	1006
1677	176	180	170	170	149	174
107984910	14	18	22	11	9	17
339448	513	503	468	487	370	448
100133612	6	8	9	7	12	15
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
