GeneID	control	control	control	perturbed	perturbed
100287102	19	19	17	15	15
653635	522	496	559	435	447
102466751	10	13	12	12	7
107985730	1	1	1	0	0
100302278	0	1	0	0	0
645520	1	0	1	1	2
79501	1	0	1	0	1
100996442	60	55	57	43	54
729737	19	23	15	5	7
102725121	14	20	24	17	20
102723897	547	537	601	478	504
102465909	5	4	4	3	5
107985721	1	3	3	0	0
112268260	24	24	19	14	16
729759	1	0	0	0	1
100132287	40	41	31	13	13
105378947	3	2	2	2	2
101928626	0	0	0	0	0
113219467	201	175	154	58	60
81399	5	4	3	6	5
100133331	27	30	25	8	10
107984841	16	18	9	7	6
107984847	15	13	8	7	4
107984849	3	4	6	1	2
100288069	37	39	39	29	37
105378580	10	7	19	9	8
400728	12	11	6	8	9
79854	16	15	16	11	20
643837	618	561	465	400	345
107984850	0	2	1	1	1
284593	3	5	2	7	5
284600	10	20	19	11	15
100130417	1	0	1	0	0
107985728	0	0	0	0	0
148398	409	402	447	472	502
26155	6667	6203	7413	7630	7985
339451	394	399	467	365	348
84069	150	137	108	92	87
84808	22	19	10	11	9
57801	90	102	108	87	79
9636	615	566	745	747	711
375790	16288	18625	18033	13965	13430
100288175	224	227	203	195	201
112267874	25	27	28	17	20
105378948	169	164	149	133	138
401934	1	3	0	0	0
54991	365	392	451	360	356
254099	0	0	0	0	0
406984	0	0	0	0	0
406983	0	0	0	0	0
554210	0	0	0	0	0
100506376	1	0	0	0	0
254173	0	0	0	0	0
8784	0	2	1	0	1
7293	0	3	4	4	1
51150	2872	2896	3371	2652	2558
126792	747	802	870	737	708
388581	7	10	5	2	0
118424	2218	2201	2428	2348	2314
101928895	21	34	30	15	19
6339	50	68	47	36	30
116983	900	895	928	821	812
102465434	0	1	1	1	1
109623456	8	9	9	7	7
126789	522	499	592	501	481
54973	2085	2035	2314	1913	1989
102465435	1	5	5	4	2
80772	538	615	634	418	398
83756	88	92	82	88	82
1855	2970	3062	3381	3033	3192
102466740	2	1	1	1	2
54587	48	44	47	32	25
54998	2245	2149	2645	2010	1968
81669	2494	2622	2451	1869	2080
148413	798	739	872	771	891
55052	2048	1999	2387	2471	2760
