GeneID	control	control	control	control	perturbed	perturbed	perturbed	perturbed
100287102	4	4	4	1	1	1	3	1
653635	153	127	125	184	138	138	126	139
102466751	0	3	0	7	5	2	5	4
100302278	0	1	1	0	0	0	0	0
645520	0	1	1	0	0	0	0	0
79501	0	0	0	0	0	0	0	0
729737	25	17	30	30	28	33	21	15
102725121	4	6	9	1	4	7	1	10
102723897	146	129	134	147	142	127	96	130
102465909	1	0	2	1	1	2	1	4
729759	0	0	0	0	0	0	0	1
100132287	11	16	21	21	29	22	19	17
105378947	1	1	2	1	1	0	1	1
101928626	0	0	0	0	0	0	0	0
102465432	79	105	80	105	114	112	64	103
81399	0	0	0	0	0	0	0	1
100133331	39	43	34	51	48	48	28	39
100288069	19	22	25	29	16	19	16	19
400728	2	9	1	8	7	7	5	1
79854	3	5	7	1	17	16	6	21
643837	172	143	123	175	191	169	187	187
284593	1	1	2	0	2	0	1	2
100130417	155	139	125	172	99	76	50	67
148398	224	217	187	249	157	133	105	97
26155	742	729	678	776	947	888	926	845
339451	164	121	135	151	248	180	147	146
84069	11	18	24	23	48	53	46	28
84808	6	1	6	6	12	14	13	12
57801	13	9	8	4	27	24	33	16
9636	1952	1409	1508	1625	5951	6017	5774	3989
375790	2698	2286	2409	2435	4680	3990	3098	2403
105369174	0	0	0	4	0	0	4	0
105378948	3	1	2	0	6	0	1	3
401934	0	0	0	0	0	0	0	0
54991	70	69	79	76	122	116	104	106
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	0	0	0
8784	0	1	0	2	2	0	1	2
7293	0	0	0	0	0	4	4	0
51150	3954	3229	3002	3549	3525	3556	3643	2719
126792	332	255	253	313	273	311	288	235
388581	7	7	10	6	1	2	5	1
118424	466	453	379	454	498	498	499	357
6339	37	42	46	44	72	61	34	44
116983	500	422	421	564	629	602	401	410
102465434	0	0	0	0	0	0	0	0
126789	95	76	82	85	73	102	75	42
54973	628	535	479	537	598	635	592	499
102465435	0	0	0	0	0	0	0	0
80772	202	135	165	162	239	194	185	99
83756	11	6	9	1	8	4	7	6
