GeneID	control	control	control	control	control	perturbed	perturbed	perturbed	perturbed	perturbed
91894	6	6	9	4	0	4	1	0	7	3
9177	0	0	0	0	0	0	0	0	0	0
4863	1404	1301	1385	2188	2040	1772	1766	2129	2206	1823
472	12266	10276	11714	12653	13107	14706	14466	17896	11162	8571
60496	3609	3124	3316	4809	4674	4725	4237	5035	4703	3679
89944	15	13	20	18	25	9	6	7	14	2
128710	612	485	522	580	499	544	508	691	346	268
55004	5182	4272	4527	7286	6896	4711	4018	5452	6327	4788
283208	2514	1969	2431	3051	3058	2795	2605	3790	1742	1144
2900	15	8	6	24	30	19	19	16	31	23
6768	6	3	1	24	22	52	36	44	17	17
10525	20404	17783	21001	12941	14922	16212	14961	19531	15074	10106
92086	0	0	0	1	0	0	0	1	0	0
80332	1712	1234	1399	3738	3451	1383	1312	1930	3900	2665
9376	0	0	0	2	0	2	0	0	0	0
57325	1210	850	973	996	1009	992	987	1352	928	645
26007	743	604	715	660	632	778	746	908	583	470
9219	5120	3973	4537	6711	6435	6026	5526	7735	10074	7110
51524	974	783	878	1493	1410	911	843	1095	1439	1184
3992	16254	12354	13767	12670	11924	9529	8465	13876	11816	8985
117532	0	0	0	4	4	0	0	0	2	2
6094	319	250	284	575	595	385	335	535	401	291
256364	1295	882	1237	1322	1332	1310	1085	1529	1226	782
3619	199	180	233	263	264	190	192	245	319	245
22917	16	17	22	28	45	31	20	31	78	61
219990	0	0	0	0	0	0	0	0	0	0
932	0	0	0	0	0	0	0	0	0	0
9651	11	15	14	34	19	84	74	85	50	39
79869	1283	986	1414	1689	1496	1218	1198	1645	1805	1113
2206	0	0	0	0	1	0	0	0	0	0
26229	1349	988	1186	1346	1286	2627	2187	2980	2044	1443
9538	9215	7883	8504	13333	13308	8220	7614	9887	13113	10449
80071	275	196	286	486	643	693	679	857	968	783
1111	1014	789	887	990	906	1488	1405	1822	917	863
9638	3010	2542	2747	5273	5275	1268	1049	1282	3328	2132
105369550	3010	2542	2747	5273	5275	1268	1049	1282	3328	2132
90952	6	7	1	6	2	2	10	28	12	16
84623	87	82	78	17	23	87	78	120	32	18
10205	0	0	0	14	16	0	0	0	1	6
6327	0	0	0	2	2	0	0	0	0	3
51092	724	629	848	880	890	573	553	707	981	634
84866	133	87	94	108	117	96	64	129	60	65
6876	228136	178049	198978	52833	58608	58424	49025	70367	27225	21540
57158	1180	832	970	769	698	137	112	203	302	172
128853	6	4	7	6	11	15	9	6	16	8
149951	780	698	732	574	488	488	413	542	364	232
128864	12	6	11	4	6	14	18	17	16	8
85449	149	102	138	257	291	899	863	1046	699	480
128497	22	9	21	26	28	19	14	25	46	33
128506	0	0	0	0	0	0	1	0	0	0
79980	507	472	506	515	435	718	642	910	513	417
140710	355	255	364	531	468	433	451	548	1099	796
140894	54	67	44	37	32	25	30	39	53	19
391253	0	0	0	0	0	0	0	0	0	0
64405	0	0	0	3	0	0	0	0	3	1
149986	1524	1247	1326	1668	1723	1004	922	1215	1355	863
54915	1975	1568	2003	2923	2818	1814	1718	2358	2707	2136
81928	159	125	157	148	124	116	120	115	137	78
220064	831	730	855	981	929	713	632	778	961	662
170589	0	0	0	2	5	2	0	0	6	1
114571	0	0	0	1	0	0	1	0	0	0
83707	1426	1184	1204	840	883	932	766	1035	753	482
84304	2559	1932	2214	1826	1661	2053	1635	2168	1875	1324
83706	110	70	99	55	42	100	84	92	94	60
5331	1837	1321	1882	2038	2127	1567	1361	1820	1908	1250
740	2780	2115	2252	5609	5167	3006	2745	3719	5377	4257
10435	34	22	31	37	48	68	65	61	77	53
2197	19083	16251	17082	14167	13634	14246	11316	14016	12446	9530
7108	231	118	174	151	146	36	36	49	81	68
738	4597	3658	4005	1797	1894	1879	1572	1965	1189	907
6911	7	8	3	4	4	5	4	11	4	8
5531	5628	4548	5169	4151	4086	6185	5113	7013	5127	3425
226	10505	8805	11034	9856	8952	7803	6817	8901	9259	6404
83723	0	0	0	3	4	2	0	3	0	0
8448	1	0	0	0	0	0	0	3	0	2
8479	314	255	307	231	264	349	251	343	203	156
9344	3686	2884	3326	5388	5426	3506	2946	4202	5569	4025
124446	5169	4099	4580	4926	4992	6347	5749	7648	6797	5175
8091	408	443	489	1099	1227	4942	5066	5687	3207	3182
4314	3375	3279	3636	2689	2500	17813	15370	24111	12255	11909
22866	57	32	43	18	22	42	40	65	25	12
53942	0	0	2	0	7	2	1	0	8	1
51348	1	0	0	6	4	2	0	0	2	1
51267	0	0	1	14	3	3	3	2	1	6
283078	2307	1821	1945	2081	1968	621	581	851	1161	678
143098	54	37	34	57	42	18	31	43	44	39
3688	259169	232133	247414	230832	224155	237907	223675	255943	176377	132404
728798	0	0	0	0	1	0	0	0	0	0
53828	0	0	0	2	0	0	1	0	0	0
79097	0	0	0	24	11	1	0	0	14	8
390157	0	0	0	0	0	0	0	0	0	0
390162	0	0	0	0	0	0	0	0	0	0
65217	0	0	0	7	6	2	1	0	1	7
121981	0	0	1	0	0	0	0	0	0	0
1489	147	94	130	121	94	92	91	122	126	82
51503	3343	2937	2873	3521	3526	3958	3483	4187	3102	2538
2209	0	0	0	0	1	0	0	0	0	0
84159	5745	4577	5867	6038	5686	3586	3741	5350	6839	5134
57626	0	0	0	1	9	0	0	0	13	3
1006	2	0	0	19	21	2	0	1	31	28
55208	826	608	694	540	461	400	438	554	387	280
55002	10507	9079	9814	8502	8961	5255	4837	6149	4945	3287
219854	829	752	796	567	643	727	650	808	521	428
114609	207	135	182	181	192	145	171	183	169	95
221143	545	466	433	954	1028	501	463	534	656	504
26524	3184	2752	3443	5963	5361	3383	3152	3842	5261	3867
10284	6549	5612	5994	11477	10656	7477	6786	8283	9383	7995
23284	1	0	1	32	37	2	2	2	25	13
57536	417	363	347	432	495	281	276	396	287	211
220108	48	34	53	39	43	29	26	44	78	65
4253	2115	1926	2117	1859	1687	1954	1889	2313	1696	1264
3176	3429	2781	2819	2943	2904	2391	2193	3114	2350	1826
116372	27	29	16	80	116	87	65	79	109	123
130576	0	2	4	6	8	1	0	1	12	7
27250	3962	3534	4110	5475	4767	4616	4365	5875	5077	3300
150	131	140	182	260	228	597	543	426	478	318
2823	0	0	1	42	24	4	4	9	11	9
116966	52	52	50	28	30	52	54	76	22	24
132851	57	68	39	17	16	17	26	31	17	10
7424	1371	1313	1331	2231	2191	3508	3421	4071	3620	2873
79839	181	121	114	218	166	244	238	372	173	135
10666	98	90	91	216	232	95	94	132	182	169
84735	1	0	0	3	0	1	6	1	2	0
161835	128	92	114	240	275	96	85	103	211	170
1740	31	17	19	25	52	20	34	33	31	29
220047	0	0	0	0	1	2	0	2	3	0
64407	0	0	0	0	0	0	0	0	0	0
11098	47945	39924	43812	74518	71883	21317	18986	28237	38319	26859
54545	1023	895	1013	494	434	929	826	1153	425	292
151242	5	0	1	33	10	4	7	5	34	38
341032	0	0	0	0	3	1	0	0	1	3
22948	17852	15223	15793	17535	17865	18796	17175	21670	16440	13290
134145	1058	938	988	833	853	389	324	432	429	293
1793	7605	6521	7246	7057	7233	5736	5552	7099	4790	3065
85458	4118	3882	4180	5563	5673	4193	3703	4354	4049	2955
1737	2440	2109	2291	2494	2657	2924	2765	3516	2852	2122
120379	71	63	57	235	225	91	80	124	223	153
55216	3473	2978	3155	3230	3240	3208	2939	3558	2938	2230
26521	3286	2810	2716	2125	2266	3090	2641	3349	2357	1849
3606	320	249	279	141	136	100	120	156	190	164
56158	0	0	3	2	5	1	0	0	8	3
5805	2243	1972	2049	2424	2365	1497	1449	1630	1828	1336
5305	2841	2196	2599	2937	2852	2383	2275	2753	2022	1561
130813	2	1	0	1	0	0	0	0	0	1
341640	0	0	1	0	0	0	0	0	0	0
2308	716	589	752	2441	2641	582	512	606	929	549
51232	9979	8661	10551	6985	7034	5595	5246	6706	7304	4742
9871	9434	8503	10034	10034	9119	9309	9632	11674	7630	5346
23457	249	198	253	329	341	576	484	655	580	412
196383	696	489	619	1187	1152	634	548	790	852	655
57647	1035	792	870	779	883	1360	1140	1540	1365	989
7316	52622	44521	46396	65126	61692	58376	48983	68247	85743	64924
3708	865	774	839	539	539	633	640	897	1002	680
84076	0	0	0	3	2	0	0	3	7	2
339105	89	84	108	72	110	69	60	60	58	55
23657	20691	19324	20864	25286	21517	18334	17253	19381	14894	12517
25819	960	896	948	1282	1252	914	871	1044	1250	838
219670	31	47	49	191	192	48	48	61	81	74
57512	26	23	38	39	25	48	67	77	79	32
119180	0	0	0	0	0	0	0	0	0	0
93589	45	43	42	54	55	56	44	59	78	40
196513	637	492	619	1065	942	786	691	1052	1136	880
775	642	485	703	1672	1562	553	519	712	1427	904
100874369	642	485	703	1672	1562	553	519	712	1427	904
3742	0	0	0	0	0	0	0	0	0	0
7068	3095	2466	2916	6760	7667	1247	1208	1935	2751	1696
55768	2538	2140	2226	2191	2237	2015	1978	2499	2275	1822
54995	684	621	690	592	626	725	669	811	585	448
55293	2374	2108	2177	3137	3021	2718	2470	2947	2585	2060
144110	57	38	55	91	45	64	54	86	80	58
121053	793	683	689	1404	1415	1005	999	1155	1259	1101
90488	16355	15956	16990	19530	19438	13737	13434	15465	13217	10617
121551	312	277	280	1640	1852	363	220	344	622	320
89910	1794	1587	1979	3328	3209	1872	2030	2529	3328	2331
288	19	25	22	111	109	77	94	132	50	59
253430	1271	1265	1404	2062	1921	1012	834	1077	1743	1148
144715	63	32	59	45	49	30	21	22	33	25
196463	1035	839	1079	851	723	834	787	967	769	521
9231	3299	2372	2976	3658	3986	2441	2290	2888	2862	1997
4143	0	0	0	0	0	0	0	0	0	0
114134	3255	3227	3354	4873	4784	1514	1408	1776	2408	1709
283464	1535	1449	1560	2352	2272	2153	2090	2453	2106	1576
5756	12598	11904	12097	17575	17640	14926	14202	15653	15956	13065
22982	2126	1865	2220	3007	3264	1927	1794	2134	1798	1305
1977	3738	3354	3449	4991	5150	5231	4945	5537	5377	4278
9223	1268	1060	1361	1728	1924	453	537	680	806	478
93081	530	431	478	543	511	428	398	537	522	435
1456	3579	3167	3376	4115	3652	2981	2868	3564	2802	2198
153443	1308	1140	1139	1506	1362	1823	1699	1986	1842	1397
9472	12	18	24	87	65	64	83	85	93	91
64067	50	45	52	109	80	73	64	82	107	66
283635	4525	4005	4307	5914	5666	4357	3984	4539	4552	3452
101927178	4525	4005	4307	5914	5666	4357	3984	4539	4552	3452
51562	594	537	592	963	961	714	764	903	738	631
145282	600	564	586	844	886	643	626	698	528	380
2132	16773	14491	16541	15225	16037	10321	9830	14029	12021	7757
129787	1304	1020	1210	960	1072	1184	1126	1322	971	756
55821	0	0	0	0	0	0	1	0	0	3
65987	18	21	20	28	8	99	98	130	81	58
7069	0	0	0	3	3	2	1	5	31	11
4718	2232	1999	2086	2403	2434	1990	1909	2263	2060	1659
10873	1153	819	1004	2428	2409	1011	788	1200	1327	834
343930	0	0	0	0	0	0	0	0	0	0
81792	2700	2204	2553	2864	2910	3024	2986	4258	3300	2394
80224	1652	1296	1412	1580	1620	1099	995	1277	822	594
140609	44320	45832	46005	68252	69514	25873	25288	27031	52874	38821
127124	0	2	1	9	9	0	0	0	2	4
2241	3550	3023	3445	3172	2906	3150	3279	4245	2369	1814
63894	2584	2114	2216	2882	2781	2455	2216	2803	2645	2204
57182	3175	2717	3285	3310	3276	1874	1943	2500	1805	1371
26019	2051	1709	1959	3598	3612	2582	2675	3173	4151	3267
8872	5784	4763	4941	6389	6101	5446	4942	6340	5568	4262
132320	1006	811	883	1213	1214	1602	1782	2059	1593	1310
83643	1167	961	1113	354	402	93	107	204	95	60
132321	392	300	325	668	588	1071	1043	1272	1174	852
55691	487	467	560	515	617	1287	1307	1677	796	673
83447	2	0	2	1	0	1	1	0	0	2
5800	53	34	38	110	116	29	21	30	60	51
2059	18493	15487	16994	28549	27631	11294	10735	14651	17119	12587
27034	1187	1002	1114	1303	1337	1235	1098	1326	1327	935
29087	1614	1341	1306	1567	1588	1806	1556	1922	1248	888
112936	3401	2591	3155	3678	3637	2584	2400	3180	2135	1484
23310	1059	859	996	1656	1645	972	1010	1197	1435	949
143187	2564	2180	2472	2750	2614	2490	2332	2806	2796	2150
5860	896	701	734	1078	922	799	714	872	890	565
57700	3372	3069	3475	4076	3932	2772	2860	3414	3393	2538
121601	317	257	271	1406	1288	305	299	384	806	647
374618	177	175	164	322	341	150	136	186	340	249
79691	1090	924	1033	1668	1749	2068	1876	2228	2224	1764
1814	0	0	0	0	0	0	0	0	0	0
166785	478	443	478	619	542	583	629	712	589	401
105377467	478	443	478	619	542	583	629	712	589	401
152485	558	479	572	845	708	415	472	554	523	340
5458	0	0	0	0	0	0	0	0	2	1
1909	552	411	518	2457	2081	3740	3564	3896	3008	2377
4306	41	26	30	68	63	24	19	30	71	50
1646	1701	1102	1167	14134	13197	1654	1391	2078	9349	8238
10570	589	553	677	1072	1006	501	392	541	1711	1078
27287	0	0	0	1	2	0	1	0	5	2
101	36	33	34	33	32	38	39	51	58	43
3698	0	0	0	0	0	0	0	0	0	0
22944	962	855	921	1281	1202	1044	1057	1297	1272	1025
5281	724	617	694	1196	1214	829	740	986	1092	949
150709	419	346	341	600	615	302	265	301	472	385
3628	892	699	790	1125	966	1313	1282	1776	1767	1392
54842	233	174	207	171	147	116	157	232	146	97
9781	388	249	343	361	391	469	370	614	289	233
8853	2165	1844	2098	2477	2618	3152	3026	3589	3370	2690
6868	5924	4919	5291	6820	6516	7987	7268	10145	9544	6978
2313	160	132	169	310	322	266	265	375	418	342
3758	0	0	0	2	1	0	0	0	0	0
120224	0	0	0	0	0	0	0	0	0	0
80014	8898	8283	9055	11083	10722	6915	6211	7418	8864	5381
79682	80	77	82	110	83	92	89	104	130	92
2180	6295	4795	5552	7631	7817	4897	4365	5926	7916	5023
291	922	685	754	809	907	307	251	273	496	390
196394	222	182	170	181	165	215	161	225	187	132
636	529	502	667	715	725	657	666	771	800	602
60485	1323	1051	1201	1596	1541	1899	1747	2309	1710	1299
160857	367	313	328	528	470	384	319	419	543	393
387923	102	91	118	246	260	153	107	163	238	187
51594	15216	13389	14165	12203	13030	9367	9022	11147	10361	7299
79750	431	313	328	418	438	555	522	909	225	222
6999	18	11	27	9	14	139	149	226	42	80
60558	2153	1796	1960	2446	2269	1871	1988	2319	1922	1480
341880	0	0	0	2	0	0	0	0	0	0
2555	0	0	0	0	0	2	4	4	2	3
26278	15840	14431	16095	15435	16886	14433	14368	18728	12226	9474
729665	0	0	0	3	2	0	0	0	1	0
5042	22	9	21	31	28	11	14	18	24	24
55835	354	354	399	418	391	334	359	415	411	336
26272	753	717	731	496	540	754	644	824	426	330
64417	1497	1361	1462	1242	1169	1121	1056	1264	843	684
56477	95	124	134	155	210	37	39	30	158	92
79668	810	678	788	892	973	946	965	1242	1679	1450
2674	1331	1281	1341	220	228	523	555	587	372	271
143384	3756	3245	3607	4826	4883	3604	3642	4712	3919	2968
667	34521	28145	36598	70654	69767	33448	35441	48177	51629	39089
221336	1244	1087	1098	1205	1439	758	760	871	614	455
7073	1185	1064	1390	3720	3504	1265	1611	1901	2714	2409
9531	1281	1137	1562	1794	1653	1356	1245	1485	1865	1159
144423	6	3	2	6	2	1	3	10	4	2
121256	0	0	0	0	0	0	0	0	0	0
166863	8	7	8	3	4	22	19	25	9	3
79232	2	3	0	3	4	1	1	0	8	0
29970	84	53	52	109	121	49	51	62	110	73
84539	1	0	0	1	1	0	0	0	0	0
23704	6234	5264	5731	5719	5530	1265	1038	1529	3293	1427
130340	15	19	22	82	85	34	33	50	124	96
9910	1487	1343	1474	1887	1902	1716	1619	1973	2354	1876
91409	27	24	21	46	29	18	34	30	30	19
148534	26	37	36	56	45	10	24	20	19	14
80097	9315	7871	8310	3892	3894	4870	4060	4875	2614	1737
112714	0	0	0	0	0	0	0	0	0	0
460	0	3	0	6	1	0	0	0	1	0
653275	0	0	0	0	0	0	0	0	0	0
130074	7952	6531	7359	6480	6424	4211	3668	4625	4318	2759
5784	7171	6030	8077	10545	10891	6922	7161	8489	8820	6070
150776	430	336	415	409	477	362	329	399	466	342
4249	3123	2844	3180	8523	8549	2540	2370	3251	6425	4536
81615	0	2	1	3	3	0	0	0	0	1
253635	1349	1137	1232	961	967	712	642	792	427	344
26353	855	783	884	2147	1879	1304	1194	1315	3394	2422
79833	813	752	730	927	844	1196	1074	1383	1061	920
130733	2	9	2	87	57	15	9	18	80	65
5457	0	0	0	7	8	1	2	0	13	3
79596	1364	1157	1246	1674	1775	1769	1687	2010	1777	1312
57105	0	0	0	0	0	0	0	0	0	0
2895	0	0	0	0	0	0	0	0	0	0
115761	0	1	0	0	0	0	0	0	0	0
6014	0	0	0	0	0	0	0	0	0	0
26040	408	339	348	608	498	219	183	226	344	241
120534	1577	1520	1560	2426	2368	1722	1588	1840	2098	1821
57724	5385	4462	5785	4983	4989	4869	5373	7141	6320	4667
9050	464	371	438	1148	1034	657	699	901	1935	1488
498	29342	24772	25429	30422	31010	26374	23955	31391	23698	18024
115106	861	655	675	562	638	972	903	1120	565	521
147339	1423	1306	1458	2092	1841	1975	2068	2329	3141	2320
57405	4	0	5	0	0	3	2	2	0	0
57818	0	0	0	0	0	0	0	0	0	0
5163	2157	2393	2477	3925	4469	1345	1215	1200	3518	2207
5741	0	0	0	0	0	0	0	0	0	0
5140	40	20	21	36	23	17	26	15	95	54
83439	10	7	9	41	41	8	7	17	29	20
10618	3459	2720	3703	8437	7477	3775	4113	5283	7495	6287
284948	11	18	10	10	9	30	30	44	16	18
56659	0	0	0	9	3	1	6	3	12	7
127933	10279	9307	10391	20442	20212	16586	16154	18781	23018	19007
83734	433	371	364	379	394	323	288	356	217	170
134359	572	417	466	487	482	593	573	673	509	398
6695	3641	3253	3998	1906	1385	4074	3776	4184	1229	772
167555	253	197	274	238	189	200	203	257	176	143
117143	488	442	421	381	374	382	322	460	268	197
2977	412	402	426	2419	1915	597	626	591	2395	2561
143884	1052	873	891	1378	1412	1355	1452	1697	1434	1132
133746	1126	1025	1249	1111	987	568	552	639	706	532
9456	1693	1639	1630	2649	2899	2596	2593	2855	3158	2613
7518	1987	1871	1805	891	938	774	786	838	704	571
66037	0	0	0	0	0	0	0	0	0	0
284306	325	323	299	432	424	333	306	393	400	325
374928	1462	1233	1334	1494	1522	1236	1120	1331	1571	1070
284309	1075	886	961	1696	1685	1279	1210	1557	1673	1383
10172	413	369	425	663	696	470	463	540	685	472
79723	608	526	539	592	652	586	553	682	509	400
64421	1185	902	1003	927	1014	1295	1167	1499	1044	919
55301	131	146	117	37	34	172	146	117	165	103
10557	601	513	563	643	616	731	676	875	543	512
9397	1450	1358	1468	1517	1580	1025	847	951	1016	646
284312	0	2	0	2	1	6	2	5	6	2
116412	150	102	134	222	209	191	127	190	297	248
219333	2106	1731	2059	3178	3162	1932	2130	2274	2744	2088
152137	7783	6490	7141	9299	8990	6456	6320	7657	9625	7772
814	25	37	48	225	245	120	108	118	236	154
55521	21	12	27	116	126	35	38	42	258	275
678	571	410	547	1784	1616	1232	1406	1909	3199	2418
255967	1194	951	1147	1724	1606	1380	1355	1572	1732	1296
130271	356	290	340	605	607	305	330	412	574	390
5213	2723	2085	2440	3416	3107	3967	3583	4746	3281	2369
114908	6214	5626	6010	9835	9416	10170	9884	12547	12979	10700
2893	0	0	0	1	1	1	1	0	2	0
285313	26	23	18	79	30	27	47	40	43	26
79925	186	172	180	246	228	162	186	190	329	215
8404	3	3	3	4	7	19	14	30	49	49
1834	0	1	0	0	2	0	0	0	1	0
1758	0	0	0	0	0	0	0	0	0	0
56955	0	3	4	0	0	0	0	3	2	0
4154	15900	13990	16028	22666	22093	10835	10498	13634	15413	13036
133690	3	1	0	5	4	4	4	7	26	8
133686	3657	3497	3613	4022	3953	3525	3261	3938	2937	1920
23171	1863	1695	1714	1490	1254	629	597	665	531	373
2697	47545	38935	43529	43665	38525	58191	55648	69268	62326	50068
10309	16	14	6	6	3	9	16	14	21	18
54514	1	1	0	4	5	2	5	0	4	5
165530	0	0	0	0	0	0	0	0	0	0
55676	3688	3331	3421	3938	3750	3346	3291	4029	4260	3164
53918	4249	3623	3992	3813	3532	4659	4060	5060	4817	3783
25780	78	48	59	990	1060	383	433	546	373	283
51128	4117	3528	3911	4315	4412	3612	3221	3922	3662	2692
347732	19	8	10	13	11	4	4	7	11	9
160897	5658	4687	4972	4855	4878	7754	7360	9585	4920	4066
200132	29	10	27	169	174	148	113	206	121	104
79819	682	567	614	1221	1168	689	689	826	1038	840
118932	27	56	34	15	21	12	18	8	25	29
10160	1490	1173	1478	1979	1981	967	919	1081	1463	911
24138	1955	1762	1747	3132	2893	13305	12549	15697	12458	10379
387700	1	1	2	41	32	5	3	5	43	34
53354	331	299	380	1814	1630	693	629	884	1837	1278
56978	180	150	184	267	215	359	339	518	433	391
651	2	7	9	24	41	21	25	23	39	17
9987	9047	7792	7976	14447	15462	9395	8999	11648	13233	10744
3087	10	13	19	14	14	17	14	15	19	17
7402	5377	4209	5636	4573	5193	3563	3861	5583	3626	2575
2911	76	46	63	83	50	114	94	140	25	39
5796	7905	6658	7737	11584	10716	8570	8764	11857	12889	9800
9453	1767	1471	1617	1923	2035	1713	1722	2186	1673	1392
85445	2	0	2	0	0	0	0	0	0	0
51351	759	719	884	1619	1510	1289	1269	1424	1554	1190
109504726	759	719	884	1619	1510	1289	1269	1424	1554	1190
25859	6	1	4	0	0	2	7	5	4	3
115827	0	0	0	0	0	1	1	0	0	1
160492	3	4	0	33	19	20	17	34	43	49
153562	80	71	102	131	146	98	115	99	193	133
5884	1950	1635	1711	1913	1860	1904	1681	2460	1570	1216
9412	1552	1551	1579	2395	2440	1877	1768	1978	2017	1560
5352	148185	142885	152486	168675	174277	111787	111737	132818	147419	101021
55351	48	44	33	361	354	79	82	113	334	174
140767	0	1	0	0	0	0	0	0	0	0
152789	0	0	0	2	0	0	0	0	0	0
7545	29	28	26	12	17	11	12	19	0	3
166647	1132	1036	1082	1186	1082	548	509	736	1062	694
1360	37	28	23	137	162	6	8	20	27	34
285672	1379	1271	1401	1476	1445	1783	1654	1986	1787	1349
55203	133	144	138	107	143	248	273	288	230	134
10283	1628	1241	1506	2042	1969	1743	1884	2221	1992	1588
3140	2580	2109	2348	6453	6143	3816	3656	4915	7341	5560
6728	2541	2177	2364	2914	2884	2196	2194	2538	2515	2027
64946	61	54	43	54	88	190	160	218	126	113
9425	3491	2885	3210	3520	3015	3656	3412	4216	2739	2254
23589	4176	3807	4337	2604	2782	2165	1785	2414	2080	1240
146279	1	1	5	3	15	7	2	5	12	6
55024	89	47	56	82	74	47	49	41	64	63
51061	1998	1810	2079	2170	2309	1991	2014	2699	2625	1755
1601	13653	10645	14473	31036	27849	7579	8658	12026	18643	13804
130013	0	0	0	0	0	0	0	0	0	0
55289	0	0	0	0	0	0	1	1	0	0
10018	183	139	181	150	138	220	208	291	302	231
64682	2676	2229	2576	2921	2850	3199	3083	4185	2907	2207
831	11431	10121	11362	17971	16721	10947	10466	13240	14238	10688
60592	2653	2571	2811	4106	3832	3021	2828	3144	3096	2440
1047	248	259	222	757	624	305	309	297	2179	1796
1070	780	731	754	1186	1092	879	815	965	798	682
8467	8057	6802	7547	11804	11413	14964	15047	18176	16032	13134
221711	3	5	2	29	22	6	12	5	27	9
654	222	236	223	953	875	177	188	172	465	333
653489	48	44	43	96	123	43	66	44	87	60
283349	847	595	656	2878	2541	945	907	1254	3352	2993
3192	12105	9967	12732	15426	14320	16680	16613	21090	16219	11673
5903	15437	13377	15152	25811	26030	17838	17657	21362	24297	18283
25909	5202	4550	5144	7659	7431	6213	6446	8177	8788	6792
10461	65	38	54	457	334	146	182	214	536	313
84910	4941	4298	4883	10320	10093	7194	6829	8212	8743	6409
343170	0	0	0	0	0	0	0	0	0	0
5801	16	10	12	5	11	12	9	10	7	18
4929	33	24	41	23	26	53	63	51	150	159
130940	20	18	26	38	31	19	13	17	52	19
22925	3362	2526	2720	6773	6813	3321	3111	4312	4455	3251
5937	5826	5214	5991	18155	17655	9054	8676	10156	15809	11930
6328	4	0	0	5	7	19	25	12	172	124
55079	0	0	0	0	2	0	1	3	0	1
10225	2	4	2	2	6	3	4	3	2	0
9481	21	38	28	50	56	14	14	31	54	24
266977	0	0	0	0	0	1	1	0	1	0
221393	3	0	0	16	18	1	0	7	8	4
79981	0	0	0	1	3	1	0	1	2	8
51571	1239	1110	1132	1250	1268	1570	1471	1877	1555	1287
50807	1260	1111	1251	2419	2119	1967	2251	2604	2919	2412
22878	3989	3623	3925	4537	4687	4298	4152	4991	4218	3166
153643	0	0	0	2	0	0	1	0	0	1
84791	514	447	521	1212	1188	684	618	704	858	570
125476	244	211	222	600	589	434	392	527	542	509
79888	1648	1476	1709	1039	999	1485	1413	1921	888	636
153478	0	0	0	2	1	3	0	2	0	2
57407	1625	1280	1496	1545	1478	1410	1099	1467	1410	1009
124402	298	208	274	543	488	336	290	296	531	423
146556	281	218	265	282	320	203	139	206	270	168
26175	368	305	335	265	265	330	339	414	237	188
3621	536	369	475	382	378	652	666	864	654	509
121793	106	64	81	62	67	60	81	89	40	24
122258	0	0	0	0	0	0	0	0	0	0
113622	335	298	367	336	332	388	298	386	355	207
112616	313	275	263	437	365	415	314	438	489	370
25827	507	477	475	738	699	505	452	632	617	420
7342	2891	2298	2796	4567	4389	3678	3986	5101	5317	4170
64795	6026	5115	5467	3914	3691	4734	4408	5449	3537	2527
925	0	0	0	0	0	0	3	1	0	2
22934	251	218	230	558	480	507	492	609	456	513
100132565	0	0	0	0	0	0	1	0	0	0
5789	6	22	20	14	11	5	9	5	7	7
286343	2728	2276	2330	1719	1440	2425	2351	2867	2523	2041
154043	216	158	183	223	255	127	102	188	187	99
2960	1488	1347	1468	2174	2201	1851	1820	2137	2370	1894
10428	2696	2270	2466	2590	2766	2641	2449	3052	1652	1229
90316	0	0	0	0	0	0	0	0	0	0
55625	3799	3018	3585	3540	3684	2523	2396	3252	2933	2038
339145	1	0	3	12	7	0	3	3	19	13
136895	25	22	29	22	18	13	26	42	17	14
9407	0	0	0	2	0	3	0	1	0	1
221895	896	848	995	940	811	527	513	720	649	523
80790	817	733	905	1031	1009	640	612	734	932	571
80309	0	1	3	1	0	7	3	10	2	1
3773	1	0	0	12	7	0	0	0	3	9
55022	2976	2482	2781	2949	2859	840	818	1123	1893	1600
9320	15628	13270	15218	25047	24549	21807	21129	27069	26876	21198
130888	233	197	218	294	313	279	309	309	328	217
1054	7217	6388	6649	5123	4647	6819	6150	7237	5373	4197
79047	3789	3077	3703	1330	1467	1959	1727	1782	614	350
148103	305	279	308	316	317	247	217	290	329	247
255231	23	23	28	48	38	50	55	54	65	44
163175	3	6	7	23	21	20	12	22	94	72
23576	13963	11980	14023	17142	17138	7652	7875	10102	10655	7744
140890	3755	3324	3798	4314	4115	3915	3777	4844	4104	2925
1105	3997	3539	3877	5056	5287	5300	5200	6392	6498	4961
9629	0	0	0	0	1	21	36	42	70	78
162282	6	9	1	43	22	7	3	1	13	23
8526	317	328	355	419	379	363	304	311	385	310
9653	2164	1862	2028	2541	2575	2104	1876	2806	2933	2441
124540	470	326	477	660	633	577	578	713	1001	689
781	3033	2886	3760	4443	3756	2557	2714	3469	2166	1579
221302	765	677	691	1063	1096	795	779	1010	1047	919
9955	1761	1673	1846	1829	1976	3934	3455	3827	2660	1899
284161	67	37	56	25	20	35	28	40	31	39
116150	2514	2423	2477	2482	2513	2645	2427	2716	2513	1796
223117	389	343	330	795	639	138	176	202	412	362
5529	1991	1670	2068	3087	2762	1898	2165	2560	2430	1983
127247	0	0	0	0	0	0	0	1	0	0
10750	1	4	0	5	4	6	2	9	15	14
125206	13	5	13	8	6	16	14	15	23	8
26289	712	649	644	581	490	571	575	700	287	208
26256	138	136	181	659	563	163	161	223	554	473
